"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2013","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2013","TotalMoneyOfficialandUnofficial_PLAYERNAME_2013","TotalMoneyOfficialandUnofficial_EVENTS_2013","TotalMoneyOfficialandUnofficial_MONEY_2013","stat_name","year"
52,52,"Sangmoon Bae",26,1714640,"TotalMoneyOfficialandUnofficial",2013
53,53,"David Lynn",22,1633253,"TotalMoneyOfficialandUnofficial",2013
54,54,"Scott Stallings",27,1622627,"TotalMoneyOfficialandUnofficial",2013
55,55,"Chris Stroud",26,1602122,"TotalMoneyOfficialandUnofficial",2013
56,56,"Kevin Chappell",24,1589839,"TotalMoneyOfficialandUnofficial",2013
57,57,"Charley Hoffman",23,1582423,"TotalMoneyOfficialandUnofficial",2013
58,58,"Tim Clark",21,1530952,"TotalMoneyOfficialandUnofficial",2013
59,59,"John Huh",28,1529482,"TotalMoneyOfficialandUnofficial",2013
60,60,"Ryan Palmer",22,1521592,"TotalMoneyOfficialandUnofficial",2013
61,61,"Marc Leishman",24,1491359,"TotalMoneyOfficialandUnofficial",2013
62,62,"Ryan Moore",22,1490265,"TotalMoneyOfficialandUnofficial",2013
63,63,"Kyle Stanley",24,1462943,"TotalMoneyOfficialandUnofficial",2013
64,64,"Brian Gay",24,1426017,"TotalMoneyOfficialandUnofficial",2013
65,65,"Josh Teater",24,1332652,"TotalMoneyOfficialandUnofficial",2013
66,66,"Derek Ernst",21,1330856,"TotalMoneyOfficialandUnofficial",2013
67,67,"Rory Sabbatini",27,1327822,"TotalMoneyOfficialandUnofficial",2013
68,68,"Kevin Stadler",25,1281177,"TotalMoneyOfficialandUnofficial",2013
69,69,"Daniel Summerhays",26,1277886,"TotalMoneyOfficialandUnofficial",2013
70,70,"Brian Davis",29,1271524,"TotalMoneyOfficialandUnofficial",2013
71,71,"Jason Kokrak",25,1267525,"TotalMoneyOfficialandUnofficial",2013
72,72,"Freddie Jacobson",19,1236722,"TotalMoneyOfficialandUnofficial",2013
73,73,"Matt Every",28,1188867,"TotalMoneyOfficialandUnofficial",2013
74,74,"Ernie Els",20,1173761,"TotalMoneyOfficialandUnofficial",2013
75,75,"David Hearn",26,1171515,"TotalMoneyOfficialandUnofficial",2013
76,76,"John Rollins",24,1164049,"TotalMoneyOfficialandUnofficial",2013
77,77,"Bo Van Pelt",24,1156629,"TotalMoneyOfficialandUnofficial",2013
78,78,"Robert Garrigus",22,1132355,"TotalMoneyOfficialandUnofficial",2013
79,79,"Stewart Cink",22,1052712,"TotalMoneyOfficialandUnofficial",2013
80,80,"Brian Stuard",25,1032028,"TotalMoneyOfficialandUnofficial",2013
81,81,"Jeff Maggert",21,1022331,"TotalMoneyOfficialandUnofficial",2013
82,82,"Scott Brown",21,1012142,"TotalMoneyOfficialandUnofficial",2013
83,83,"Brendan Steele",26,1004161,"TotalMoneyOfficialandUnofficial",2013
84,84,"Luke Guthrie",27,991902,"TotalMoneyOfficialandUnofficial",2013
85,85,"Pat Perez",22,974800,"TotalMoneyOfficialandUnofficial",2013
86,86,"KJ Choi",24,973751,"TotalMoneyOfficialandUnofficial",2013
87,87,"Cameron Tringale",24,971209,"TotalMoneyOfficialandUnofficial",2013
88,88,"Nicholas Thompson",29,959434,"TotalMoneyOfficialandUnofficial",2013
89,89,"Richard Lee",24,920836,"TotalMoneyOfficialandUnofficial",2013
90,90,"Charlie Beljan",24,916229,"TotalMoneyOfficialandUnofficial",2013
91,91,"Mark Wilson",19,913730,"TotalMoneyOfficialandUnofficial",2013
92,92,"Brian Harman",29,909759,"TotalMoneyOfficialandUnofficial",2013
93,93,"Geoff Ogilvy",19,892920,"TotalMoneyOfficialandUnofficial",2013
94,94,"Martin Kaymer",17,882937,"TotalMoneyOfficialandUnofficial",2013
95,95,"DH Lee",22,882793,"TotalMoneyOfficialandUnofficial",2013
96,96,"Morgan Hoffmann",20,871003,"TotalMoneyOfficialandUnofficial",2013
97,97,"William McGirt",24,867384,"TotalMoneyOfficialandUnofficial",2013
98,98,"Gonzalo Fdez Castano",12,858653,"TotalMoneyOfficialandUnofficial",2013
99,99,"James Hahn",26,853507,"TotalMoneyOfficialandUnofficial",2013
100,100,"Jerry Kelly",22,832407,"TotalMoneyOfficialandUnofficial",2013
101,101,"Ted Potter Jr",22,829770,"TotalMoneyOfficialandUnofficial",2013
102,102,"James Driscoll",23,821101,"TotalMoneyOfficialandUnofficial",2013
103,103,"Bryce Molder",24,816922,"TotalMoneyOfficialandUnofficial",2013
104,104,"Martin Flores",25,805597,"TotalMoneyOfficialandUnofficial",2013
105,105,"Johnson Wagner",24,801955,"TotalMoneyOfficialandUnofficial",2013
106,106,"Ben Crane",21,796947,"TotalMoneyOfficialandUnofficial",2013
107,107,"Hideki Matsuyama",8,771640,"TotalMoneyOfficialandUnofficial",2013
108,108,"Bob Estes",18,769717,"TotalMoneyOfficialandUnofficial",2013
109,109,"JJ Henry",26,761861,"TotalMoneyOfficialandUnofficial",2013
110,110,"Lucas Glover",23,747812,"TotalMoneyOfficialandUnofficial",2013
111,111,"Jason Bohn",23,739030,"TotalMoneyOfficialandUnofficial",2013
112,112,"Carl Pettersson",24,738143,"TotalMoneyOfficialandUnofficial",2013
113,113,"Justin Hicks",25,732742,"TotalMoneyOfficialandUnofficial",2013
114,114,"Jeff Overton",24,721723,"TotalMoneyOfficialandUnofficial",2013
115,115,"Aaron Baddeley",24,721024,"TotalMoneyOfficialandUnofficial",2013
116,116,"Nicolas Colsaerts",17,720164,"TotalMoneyOfficialandUnofficial",2013
117,117,"Andres Romero",21,718507,"TotalMoneyOfficialandUnofficial",2013
118,118,"Thorbjorn Olesen",11,713300,"TotalMoneyOfficialandUnofficial",2013
119,119,"Padraig Harrington",17,711244,"TotalMoneyOfficialandUnofficial",2013
120,120,"Peter Hanson",16,710178,"TotalMoneyOfficialandUnofficial",2013
121,121,"Camilo Villegas",23,709677,"TotalMoneyOfficialandUnofficial",2013
122,122,"Steven Bowditch",22,697775,"TotalMoneyOfficialandUnofficial",2013
123,123,"Justin Leonard",24,694139,"TotalMoneyOfficialandUnofficial",2013
124,124,"John Senden",25,667027,"TotalMoneyOfficialandUnofficial",2013
125,125,"Charlie Wi",23,656672,"TotalMoneyOfficialandUnofficial",2013
126,126,"Erik Compton",24,651660,"TotalMoneyOfficialandUnofficial",2013
127,127,"David Toms",16,646161,"TotalMoneyOfficialandUnofficial",2013
128,128,"Greg Chalmers",25,632283,"TotalMoneyOfficialandUnofficial",2013
129,129,"Chez Reavie",22,590925,"TotalMoneyOfficialandUnofficial",2013
130,130,"Scott Langley",27,590684,"TotalMoneyOfficialandUnofficial",2013
131,131,"Fabian Gomez",23,586942,"TotalMoneyOfficialandUnofficial",2013
132,132,"Woody Austin",8,568800,"TotalMoneyOfficialandUnofficial",2013
133,133,"Ricky Barnes",26,553878,"TotalMoneyOfficialandUnofficial",2013
134,134,"Louis Oosthuizen",14,549908,"TotalMoneyOfficialandUnofficial",2013
135,135,"Justin Bolli",23,545187,"TotalMoneyOfficialandUnofficial",2013
136,136,"Stuart Appleby",25,538333,"TotalMoneyOfficialandUnofficial",2013
137,137,"Tommy Gainey",28,520479,"TotalMoneyOfficialandUnofficial",2013
138,138,"Shawn Stefani",21,511399,"TotalMoneyOfficialandUnofficial",2013
139,139,"Chad Campbell",25,510661,"TotalMoneyOfficialandUnofficial",2013
140,140,"George McNeill",21,500798,"TotalMoneyOfficialandUnofficial",2013
141,141,"Dicky Pride",23,495390,"TotalMoneyOfficialandUnofficial",2013
142,142,"Miguel Angel Jimenez",3,491547,"TotalMoneyOfficialandUnofficial",2013
143,143,"Jim Herman",19,490756,"TotalMoneyOfficialandUnofficial",2013
144,144,"Richard Sterne",8,483758,"TotalMoneyOfficialandUnofficial",2013
145,145,"Brendon Todd",10,473220,"TotalMoneyOfficialandUnofficial",2013
146,146,"Robert Streb",25,454871,"TotalMoneyOfficialandUnofficial",2013
147,147,"Brad Fritsch",24,452184,"TotalMoneyOfficialandUnofficial",2013
148,148,"Robert Karlsson",18,444238,"TotalMoneyOfficialandUnofficial",2013
149,149,"Bud Cauley",24,443698,"TotalMoneyOfficialandUnofficial",2013
150,150,"Greg Owen",24,442198,"TotalMoneyOfficialandUnofficial",2013
151,151,"Ross Fisher",16,429918,"TotalMoneyOfficialandUnofficial",2013
152,152,"Jonathan Byrd",16,428966,"TotalMoneyOfficialandUnofficial",2013
153,153,"Tag Ridings",24,428922,"TotalMoneyOfficialandUnofficial",2013
154,154,"Casey Wittenberg",27,425395,"TotalMoneyOfficialandUnofficial",2013
155,155,"Ryo Ishikawa",23,424541,"TotalMoneyOfficialandUnofficial",2013
156,156,"Francesco Molinari",9,423963,"TotalMoneyOfficialandUnofficial",2013
157,157,"Ben Kohles",25,419416,"TotalMoneyOfficialandUnofficial",2013
158,158,"Marcel Siem",9,402106,"TotalMoneyOfficialandUnofficial",2013
159,159,"Henrik Norlander",22,401958,"TotalMoneyOfficialandUnofficial",2013
160,160,"Vaughn Taylor",16,399286,"TotalMoneyOfficialandUnofficial",2013
161,161,"Seung Yul Noh",25,391763,"TotalMoneyOfficialandUnofficial",2013
162,162,"Ben Curtis",20,372543,"TotalMoneyOfficialandUnofficial",2013
163,163,"Trevor Immelman",24,360549,"TotalMoneyOfficialandUnofficial",2013
164,164,"Shane Lowry",9,345551,"TotalMoneyOfficialandUnofficial",2013
165,165,"Tom Gillis",22,345325,"TotalMoneyOfficialandUnofficial",2013
166,166,"Doug LaBelle II",23,338921,"TotalMoneyOfficialandUnofficial",2013
167,167,"Steve LeBrun",21,337157,"TotalMoneyOfficialandUnofficial",2013
168,168,"Chris Wood",5,330585,"TotalMoneyOfficialandUnofficial",2013
169,169,"Bobby Gates",20,320248,"TotalMoneyOfficialandUnofficial",2013
170,170,"Retief Goosen",9,315702,"TotalMoneyOfficialandUnofficial",2013
171,171,"Branden Grace",13,313759,"TotalMoneyOfficialandUnofficial",2013
172,172,"Vijay Singh",19,309351,"TotalMoneyOfficialandUnofficial",2013
173,173,"Brandt Jobe",19,309105,"TotalMoneyOfficialandUnofficial",2013
174,174,"Russell Knox",11,305973,"TotalMoneyOfficialandUnofficial",2013
175,175,"Fred Couples",5,305898,"TotalMoneyOfficialandUnofficial",2013
176,176,"Paul Lawrie",7,304369,"TotalMoneyOfficialandUnofficial",2013
177,177,"Davis Love III",15,303470,"TotalMoneyOfficialandUnofficial",2013
178,178,"Tim Herron",15,302570,"TotalMoneyOfficialandUnofficial",2013
179,179,"Jamie Donaldson",10,284947,"TotalMoneyOfficialandUnofficial",2013
180,180,"DJ Trahan",16,284249,"TotalMoneyOfficialandUnofficial",2013
181,181,"Nick OHern",10,282464,"TotalMoneyOfficialandUnofficial",2013
182,182,"Cameron Percy",21,277336,"TotalMoneyOfficialandUnofficial",2013
183,183,"Cameron Beckman",8,276805,"TotalMoneyOfficialandUnofficial",2013
184,184,"David Mathis",24,274477,"TotalMoneyOfficialandUnofficial",2013
185,185,"Sean OHair",22,268614,"TotalMoneyOfficialandUnofficial",2013
186,186,"George Coetzee",11,267761,"TotalMoneyOfficialandUnofficial",2013
187,187,"Luke List",24,264401,"TotalMoneyOfficialandUnofficial",2013
188,188,"Rafa Cabrera Bello",5,262968,"TotalMoneyOfficialandUnofficial",2013
189,189,"John Peterson",6,259679,"TotalMoneyOfficialandUnofficial",2013
190,190,"YE Yang",19,259118,"TotalMoneyOfficialandUnofficial",2013
191,191,"Troy Matteson",24,245090,"TotalMoneyOfficialandUnofficial",2013
192,192,"Matteo Manassero",9,242684,"TotalMoneyOfficialandUnofficial",2013
193,193,"Stephen Gallacher",5,242018,"TotalMoneyOfficialandUnofficial",2013
194,194,"Kevin Sutherland",13,223098,"TotalMoneyOfficialandUnofficial",2013
195,195,"Scott Gardiner",23,219645,"TotalMoneyOfficialandUnofficial",2013
196,196,"Peter Tomasulo",10,218240,"TotalMoneyOfficialandUnofficial",2013
197,197,"Aaron Watkins",19,217495,"TotalMoneyOfficialandUnofficial",2013
198,198,"Billy Andrade",4,214000,"TotalMoneyOfficialandUnofficial",2013
199,199,"Will Claxton",24,206722,"TotalMoneyOfficialandUnofficial",2013
200,200,"Bill Lunde",10,206710,"TotalMoneyOfficialandUnofficial",2013
201,201,"Robert Allenby",24,204272,"TotalMoneyOfficialandUnofficial",2013
202,202,"Tim Petrovic",12,196565,"TotalMoneyOfficialandUnofficial",2013
203,203,"Patrick Cantlay",7,195411,"TotalMoneyOfficialandUnofficial",2013
204,204,"Mike Weir",22,194510,"TotalMoneyOfficialandUnofficial",2013
205,205,"Stephen Ames",19,188987,"TotalMoneyOfficialandUnofficial",2013
206,206,"Glen Day",6,186610,"TotalMoneyOfficialandUnofficial",2013
207,207,"Darron Stiles",20,184866,"TotalMoneyOfficialandUnofficial",2013
208,208,"Alexander Noren",5,184000,"TotalMoneyOfficialandUnofficial",2013
209,209,"Marcus Fraser",6,183330,"TotalMoneyOfficialandUnofficial",2013
210,210,"Andres Gonzales",17,179387,"TotalMoneyOfficialandUnofficial",2013
211,211,"Colt Knost",25,176710,"TotalMoneyOfficialandUnofficial",2013
212,212,"Chris DiMarco",11,175555,"TotalMoneyOfficialandUnofficial",2013
213,213,"Jay Haas",2,172500,"TotalMoneyOfficialandUnofficial",2013
214,214,"Alistair Presnell",23,163134,"TotalMoneyOfficialandUnofficial",2013
215,215,"Jeff Klauk",8,149830,"TotalMoneyOfficialandUnofficial",2013
216,216,"Steve Marino",12,148874,"TotalMoneyOfficialandUnofficial",2013
217,217,"Paul Casey",7,147612,"TotalMoneyOfficialandUnofficial",2013
218,218,"John Mallinger",12,137299,"TotalMoneyOfficialandUnofficial",2013
219,219,"Jin Park",20,136457,"TotalMoneyOfficialandUnofficial",2013
220,220,"Lee Williams",22,133755,"TotalMoneyOfficialandUnofficial",2013
221,221,"Marc Warren",2,132786,"TotalMoneyOfficialandUnofficial",2013
222,222,"Scott Jamieson",3,131500,"TotalMoneyOfficialandUnofficial",2013
223,223,"Kyle Reifers",4,128400,"TotalMoneyOfficialandUnofficial",2013
224,224,"Billy Mayfair",14,123860,"TotalMoneyOfficialandUnofficial",2013
225,225,"Danny Willett",2,123043,"TotalMoneyOfficialandUnofficial",2013
226,226,"Peter Uihlein",4,121625,"TotalMoneyOfficialandUnofficial",2013
227,227,"Kiradech Aphibarnrat",3,120250,"TotalMoneyOfficialandUnofficial",2013
228,228,"Scott Verplank",15,119155,"TotalMoneyOfficialandUnofficial",2013
229,229,"Richie Ramsay",4,119077,"TotalMoneyOfficialandUnofficial",2013
230,230,"Shane Bertsch",1,112000,"TotalMoneyOfficialandUnofficial",2013
230,230,"Franklin Corpening",1,112000,"TotalMoneyOfficialandUnofficial",2013
230,230,"Danny Lee",1,112000,"TotalMoneyOfficialandUnofficial",2013
233,233,"Kevin Na",8,110864,"TotalMoneyOfficialandUnofficial",2013
234,234,"Rod Pampling",16,110451,"TotalMoneyOfficialandUnofficial",2013
235,235,"Thongchai Jaidee",4,104126,"TotalMoneyOfficialandUnofficial",2013
236,236,"Matt Bettencourt",9,101687,"TotalMoneyOfficialandUnofficial",2013
237,237,"Joey Snyder III",15,98887,"TotalMoneyOfficialandUnofficial",2013
238,238,"Nathan Green",9,97753,"TotalMoneyOfficialandUnofficial",2013
239,239,"Eduardo De La Riva",1,95043,"TotalMoneyOfficialandUnofficial",2013
240,240,"Heath Slocum",9,90796,"TotalMoneyOfficialandUnofficial",2013
241,241,"Thomas Bjorn",4,87171,"TotalMoneyOfficialandUnofficial",2013
242,242,"Darren Clarke",3,86718,"TotalMoneyOfficialandUnofficial",2013
243,243,"Mathew Goggin",1,86579,"TotalMoneyOfficialandUnofficial",2013
244,244,"Wes Short Jr",15,82855,"TotalMoneyOfficialandUnofficial",2013
245,245,"Michael Bradley",21,79107,"TotalMoneyOfficialandUnofficial",2013
246,246,"Andrew Svoboda",18,77219,"TotalMoneyOfficialandUnofficial",2013
247,247,"Steve Flesch",6,76654,"TotalMoneyOfficialandUnofficial",2013
248,248,"Gary Christian",10,75332,"TotalMoneyOfficialandUnofficial",2013
249,249,"Ken Looper",2,73530,"TotalMoneyOfficialandUnofficial",2013
250,250,"Paul Haley II",18,73006,"TotalMoneyOfficialandUnofficial",2013
251,251,"Brad Faxon",2,62500,"TotalMoneyOfficialandUnofficial",2013
251,251,"Jeff Sluman",1,62500,"TotalMoneyOfficialandUnofficial",2013
253,253,"Morten Orum Madsen",1,60183,"TotalMoneyOfficialandUnofficial",2013
253,253,"John Parry",1,60183,"TotalMoneyOfficialandUnofficial",2013
255,255,"Mikko Ilonen",3,60053,"TotalMoneyOfficialandUnofficial",2013
256,256,"Steve Wheatcroft",1,59520,"TotalMoneyOfficialandUnofficial",2013
257,257,"Eric Meierdierks",19,58029,"TotalMoneyOfficialandUnofficial",2013
258,258,"Steven Tiley",1,56873,"TotalMoneyOfficialandUnofficial",2013
259,259,"Peter Jacobsen",1,56250,"TotalMoneyOfficialandUnofficial",2013
259,259,"Lexi Thompson",1,56250,"TotalMoneyOfficialandUnofficial",2013
259,259,"Fuzzy Zoeller",1,56250,"TotalMoneyOfficialandUnofficial",2013
262,262,"Bernhard Langer",1,56040,"TotalMoneyOfficialandUnofficial",2013
263,263,"Joe Ogilvie",15,54173,"TotalMoneyOfficialandUnofficial",2013
264,264,"Jonathan Randolph",1,54000,"TotalMoneyOfficialandUnofficial",2013
265,265,"Jeff Gove",17,53401,"TotalMoneyOfficialandUnofficial",2013
266,266,"Kenny Perry",3,52616,"TotalMoneyOfficialandUnofficial",2013
267,267,"Nick Price",1,52500,"TotalMoneyOfficialandUnofficial",2013
268,268,"Blayne Barber",3,52110,"TotalMoneyOfficialandUnofficial",2013
269,269,"Thaworn Wiratchant",3,50600,"TotalMoneyOfficialandUnofficial",2013
270,270,"Tom Lewis",1,50000,"TotalMoneyOfficialandUnofficial",2013
270,270,"Paul McGinley",2,50000,"TotalMoneyOfficialandUnofficial",2013
270,270,"Bob Tway",1,50000,"TotalMoneyOfficialandUnofficial",2013
273,273,"Joe Affrunti",5,49615,"TotalMoneyOfficialandUnofficial",2013
274,274,"Jesper Parnevik",13,49241,"TotalMoneyOfficialandUnofficial",2013
275,275,"Mike Hendry",1,48750,"TotalMoneyOfficialandUnofficial",2013
276,276,"Hank Kuehne",5,48046,"TotalMoneyOfficialandUnofficial",2013
277,277,"Edward Loar",2,47246,"TotalMoneyOfficialandUnofficial",2013
278,278,"Hiroyuki Fujita",5,46000,"TotalMoneyOfficialandUnofficial",2013
279,279,"Michael Letzig",17,45626,"TotalMoneyOfficialandUnofficial",2013
280,280,"Brett Rumford",3,44250,"TotalMoneyOfficialandUnofficial",2013
281,281,"John Daly",12,43543,"TotalMoneyOfficialandUnofficial",2013
282,282,"Hunter Haas",5,42929,"TotalMoneyOfficialandUnofficial",2013
283,283,"Satoshi Kodaira",2,42800,"TotalMoneyOfficialandUnofficial",2013
284,284,"Toru Taniguchi",2,41750,"TotalMoneyOfficialandUnofficial",2013
285,285,"Jaco Van Zyl",3,41500,"TotalMoneyOfficialandUnofficial",2013
286,286,"Daniel Popovic",1,41250,"TotalMoneyOfficialandUnofficial",2013
287,287,"Kelly Kraft",2,39539,"TotalMoneyOfficialandUnofficial",2013
288,288,"Chris Williams",5,39304,"TotalMoneyOfficialandUnofficial",2013
289,289,"Oliver Fisher",1,39251,"TotalMoneyOfficialandUnofficial",2013
290,290,"Neal Lancaster",6,36979,"TotalMoneyOfficialandUnofficial",2013
291,291,"Peter Lonard",1,36667,"TotalMoneyOfficialandUnofficial",2013
291,291,"Paul Stankowski",1,36667,"TotalMoneyOfficialandUnofficial",2013
293,293,"Todd Baek",1,35960,"TotalMoneyOfficialandUnofficial",2013
294,294,"Sandy Lyle",2,34962,"TotalMoneyOfficialandUnofficial",2013
295,295,"Troy Kelly",10,32350,"TotalMoneyOfficialandUnofficial",2013
296,296,"Joe Durant",7,32290,"TotalMoneyOfficialandUnofficial",2013
297,297,"Ryuji Imada",7,30820,"TotalMoneyOfficialandUnofficial",2013
298,298,"Tom Watson",4,28980,"TotalMoneyOfficialandUnofficial",2013
299,299,"Steven Alker",2,28961,"TotalMoneyOfficialandUnofficial",2013
299,299,"Bio Kim",1,28961,"TotalMoneyOfficialandUnofficial",2013
301,301,"Duffy Waldorf",3,28657,"TotalMoneyOfficialandUnofficial",2013
302,302,"Jon Curran",3,28350,"TotalMoneyOfficialandUnofficial",2013
303,303,"Chris Riley",3,27521,"TotalMoneyOfficialandUnofficial",2013
304,304,"Lee Janzen",11,25482,"TotalMoneyOfficialandUnofficial",2013
305,305,"Mark Brown",1,24641,"TotalMoneyOfficialandUnofficial",2013
305,305,"Shingo Katayama",1,24641,"TotalMoneyOfficialandUnofficial",2013
307,307,"Jeremiah Wooding",1,23760,"TotalMoneyOfficialandUnofficial",2013
308,308,"Arjun Atwal",8,22122,"TotalMoneyOfficialandUnofficial",2013
309,309,"Alexandre Rocha",3,21254,"TotalMoneyOfficialandUnofficial",2013
310,310,"Dean Wilson",2,20836,"TotalMoneyOfficialandUnofficial",2013
311,311,"Ryan Blaum",3,20417,"TotalMoneyOfficialandUnofficial",2013
312,312,"Tom Lehman",2,20077,"TotalMoneyOfficialandUnofficial",2013
312,312,"Mark OMeara",3,20077,"TotalMoneyOfficialandUnofficial",2013
314,314,"Jose Maria Olazabal",2,19480,"TotalMoneyOfficialandUnofficial",2013
315,315,"Matt Weibring",1,19406,"TotalMoneyOfficialandUnofficial",2013
316,316,"Gregory Bourdy",1,19085,"TotalMoneyOfficialandUnofficial",2013
316,316,"Bernd Wiesberger",2,19085,"TotalMoneyOfficialandUnofficial",2013
318,318,"Bart Bryant",2,19068,"TotalMoneyOfficialandUnofficial",2013
318,318,"Russ Cochran",1,19068,"TotalMoneyOfficialandUnofficial",2013
320,320,"Peter Hedblom",1,18926,"TotalMoneyOfficialandUnofficial",2013
320,320,"David Howell",1,18926,"TotalMoneyOfficialandUnofficial",2013
322,322,"Gareth Wright",1,18398,"TotalMoneyOfficialandUnofficial",2013
323,323,"Scott Harrington",1,18295,"TotalMoneyOfficialandUnofficial",2013
324,324,"Robert Gamez",3,17880,"TotalMoneyOfficialandUnofficial",2013
325,325,"Todd Hamilton",4,17864,"TotalMoneyOfficialandUnofficial",2013
325,325,"Shiv Kapur",1,17864,"TotalMoneyOfficialandUnofficial",2013
325,325,"KT Kim",1,17864,"TotalMoneyOfficialandUnofficial",2013
328,328,"Peter Senior",1,17253,"TotalMoneyOfficialandUnofficial",2013
329,329,"David Frost",1,16864,"TotalMoneyOfficialandUnofficial",2013
330,330,"Simon Khan",1,16844,"TotalMoneyOfficialandUnofficial",2013
331,331,"Nate Smith",1,15829,"TotalMoneyOfficialandUnofficial",2013
332,332,"JB Holmes",5,15184,"TotalMoneyOfficialandUnofficial",2013
332,332,"Sam Saunders",1,15184,"TotalMoneyOfficialandUnofficial",2013
334,334,"Brooks Koepka",2,14950,"TotalMoneyOfficialandUnofficial",2013
335,335,"Zack Fischer",4,13601,"TotalMoneyOfficialandUnofficial",2013
336,336,"Skip Kendall",2,13590,"TotalMoneyOfficialandUnofficial",2013
337,337,"Marc Turnesa",2,12900,"TotalMoneyOfficialandUnofficial",2013
