"GIRPuttingAvg35_RANKTHISWEEK_2007","GIRPuttingAvg35_RANKLASTWEEK_2007","GIRPuttingAvg35_PLAYERNAME_2007","GIRPuttingAvg35_ROUNDS_2007","GIRPuttingAvg35_PctMADE_2007","GIRPuttingAvg35_ATTEMPTS_2007","GIRPuttingAvg35_PUTTSMADE_2007","stat_name","year"
1,1,"Tag Ridings",52,1.01,79,8,"GIRPuttingAvg35",2007
2,2,"Tim Clark",66,0.86,93,8,"GIRPuttingAvg35",2007
3,3,"Henrik Stenson",52,0.83,72,6,"GIRPuttingAvg35",2007
4,4,"Zach Johnson",76,0.76,119,9,"GIRPuttingAvg35",2007
5,5,"Michael Allen",74,0.73,109,8,"GIRPuttingAvg35",2007
6,6,"Mark Calcavecchia",93,0.68,117,8,"GIRPuttingAvg35",2007
6,6,"Stewart Cink",91,0.68,148,10,"GIRPuttingAvg35",2007
6,6,"Fred Funk",65,0.68,88,6,"GIRPuttingAvg35",2007
9,9,"Jarrod Lyle",77,0.66,152,10,"GIRPuttingAvg35",2007
10,10,"Lee Janzen",66,0.65,108,7,"GIRPuttingAvg35",2007
11,11,"Daniel Chopra",106,0.64,172,11,"GIRPuttingAvg35",2007
12,12,"Sergio Garcia",68,0.63,112,7,"GIRPuttingAvg35",2007
13,13,"Paul Goydos",60,0.62,81,5,"GIRPuttingAvg35",2007
14,14,"Robert Garrigus",95,0.6,183,11,"GIRPuttingAvg35",2007
15,15,"Chad Campbell",96,0.58,138,8,"GIRPuttingAvg35",2007
15,15,"David Toms",80,0.58,120,7,"GIRPuttingAvg35",2007
17,17,"Jonathan Byrd",73,0.56,124,7,"GIRPuttingAvg35",2007
18,18,"Steve Wheatcroft",73,0.55,128,7,"GIRPuttingAvg35",2007
18,18,"Charlie Wi",90,0.55,183,10,"GIRPuttingAvg35",2007
20,20,"Tom Lehman",62,0.53,113,6,"GIRPuttingAvg35",2007
20,20,"Rod Pampling",92,0.53,169,9,"GIRPuttingAvg35",2007
22,22,"Shigeki Maruyama",84,0.52,153,8,"GIRPuttingAvg35",2007
23,23,"Brian Gay",107,0.51,177,9,"GIRPuttingAvg35",2007
23,23,"Mathias Gronberg",95,0.51,177,9,"GIRPuttingAvg35",2007
23,23,"Mark Hensby",81,0.51,118,6,"GIRPuttingAvg35",2007
23,23,"Frank Lickliter II",95,0.51,157,8,"GIRPuttingAvg35",2007
27,27,"Jason Dufner",100,0.5,200,10,"GIRPuttingAvg35",2007
27,27,"Arron Oberholser",69,0.5,101,5,"GIRPuttingAvg35",2007
27,27,"Jeff Sluman",60,0.5,80,4,"GIRPuttingAvg35",2007
27,27,"Charles Warren",101,0.5,202,10,"GIRPuttingAvg35",2007
31,31,"Robert Allenby",90,0.49,162,8,"GIRPuttingAvg35",2007
31,31,"Billy Andrade",88,0.49,163,8,"GIRPuttingAvg35",2007
31,31,"Rich Barcelo",80,0.49,142,7,"GIRPuttingAvg35",2007
34,34,"Jeff Quinney",95,0.48,188,9,"GIRPuttingAvg35",2007
34,34,"Heath Slocum",101,0.48,189,9,"GIRPuttingAvg35",2007
36,36,"Ryan Armour",107,0.47,171,8,"GIRPuttingAvg35",2007
36,36,"Tim Herron",98,0.47,192,9,"GIRPuttingAvg35",2007
36,36,"Geoff Ogilvy",84,0.47,127,6,"GIRPuttingAvg35",2007
36,36,"Steve Stricker",81,0.47,127,6,"GIRPuttingAvg35",2007
40,40,"Kevin Na",84,0.46,151,7,"GIRPuttingAvg35",2007
40,40,"Paul Stankowski",52,0.46,87,4,"GIRPuttingAvg35",2007
42,42,"Briny Baird",115,0.45,266,12,"GIRPuttingAvg35",2007
42,42,"John Daly",59,0.45,111,5,"GIRPuttingAvg35",2007
42,42,"Justin Leonard",95,0.45,178,8,"GIRPuttingAvg35",2007
42,42,"Tiger Woods",63,0.45,88,4,"GIRPuttingAvg35",2007
46,46,"Brian Davis",101,0.44,180,8,"GIRPuttingAvg35",2007
46,46,"Pat Perez",84,0.44,135,6,"GIRPuttingAvg35",2007
46,46,"Chris Riley",59,0.44,90,4,"GIRPuttingAvg35",2007
49,49,"Robert Gamez",88,0.43,138,6,"GIRPuttingAvg35",2007
49,49,"Anders Hansen",55,0.43,69,3,"GIRPuttingAvg35",2007
49,49,"Ryan Moore",92,0.43,161,7,"GIRPuttingAvg35",2007
49,49,"Sean OHair",98,0.43,185,8,"GIRPuttingAvg35",2007
49,49,"Jose Maria Olazabal",52,0.43,70,3,"GIRPuttingAvg35",2007
49,49,"Chris Stroud",66,0.43,115,5,"GIRPuttingAvg35",2007
55,55,"Stuart Appleby",74,0.42,118,5,"GIRPuttingAvg35",2007
55,55,"Craig Kanada",109,0.42,190,8,"GIRPuttingAvg35",2007
55,55,"Jerry Kelly",101,0.42,144,6,"GIRPuttingAvg35",2007
55,55,"Jeff Overton",60,0.42,119,5,"GIRPuttingAvg35",2007
55,55,"Johnson Wagner",97,0.42,190,8,"GIRPuttingAvg35",2007
60,60,"Bart Bryant",87,0.41,172,7,"GIRPuttingAvg35",2007
60,60,"Michael Putnam",96,0.41,194,8,"GIRPuttingAvg35",2007
60,60,"Joey Sindelar",75,0.41,148,6,"GIRPuttingAvg35",2007
63,63,"Tom Byrum",50,0.4,100,4,"GIRPuttingAvg35",2007
63,63,"Glen Day",85,0.4,150,6,"GIRPuttingAvg35",2007
63,63,"Luke Donald",69,0.4,101,4,"GIRPuttingAvg35",2007
63,63,"Jeff Gove",103,0.4,226,9,"GIRPuttingAvg35",2007
63,63,"Troy Matteson",87,0.4,151,6,"GIRPuttingAvg35",2007
63,63,"Corey Pavin",81,0.4,149,6,"GIRPuttingAvg35",2007
63,63,"Kevin Stadler",95,0.4,176,7,"GIRPuttingAvg35",2007
63,63,"Vaughn Taylor",91,0.4,124,5,"GIRPuttingAvg35",2007
71,71,"Woody Austin",95,0.39,155,6,"GIRPuttingAvg35",2007
71,71,"Tom Pernice Jr",104,0.39,153,6,"GIRPuttingAvg35",2007
71,71,"Brandt Snedeker",105,0.39,178,7,"GIRPuttingAvg35",2007
71,71,"Jaco Van Zyl",51,0.39,103,4,"GIRPuttingAvg35",2007
75,75,"Tommy Armour III",81,0.38,156,6,"GIRPuttingAvg35",2007
75,75,"Rich Beem",89,0.38,130,5,"GIRPuttingAvg35",2007
75,75,"Bob Heintz",85,0.38,130,5,"GIRPuttingAvg35",2007
75,75,"Stephen Leaney",82,0.38,183,7,"GIRPuttingAvg35",2007
75,75,"John Mallinger",96,0.38,157,6,"GIRPuttingAvg35",2007
75,75,"George McNeill",95,0.38,158,6,"GIRPuttingAvg35",2007
75,75,"Joe Ogilvie",102,0.38,158,6,"GIRPuttingAvg35",2007
75,75,"Tim Petrovic",106,0.38,208,8,"GIRPuttingAvg35",2007
