"SandSavesfrom_RANKTHISWEEK_2016","SandSavesfrom_RANKLASTWEEK_2016","SandSavesfrom_PLAYERNAME_2016","SandSavesfrom_ROUNDS_2016","SandSavesfrom_Pct_2016","SandSavesfrom_OFSAVES_2016","SandSavesfrom_OFBUNKERS_2016","stat_name","year"
1,1,"Daniel Berger",52,100,2,2,"SandSavesfrom",2016
1,1,"Shane Bertsch",30,100,1,1,"SandSavesfrom",2016
1,1,"Angel Cabrera",42,100,2,2,"SandSavesfrom",2016
1,1,"Miguel Angel Carballo",24,100,1,1,"SandSavesfrom",2016
1,1,"Paul Casey",39,100,2,2,"SandSavesfrom",2016
1,1,"Ken Duke",26,100,1,1,"SandSavesfrom",2016
1,1,"Ernie Els",34,100,1,1,"SandSavesfrom",2016
1,1,"Matthew Fitzpatrick",23,100,1,1,"SandSavesfrom",2016
1,1,"Brian Gay",22,100,1,1,"SandSavesfrom",2016
1,1,"Retief Goosen",37,100,2,2,"SandSavesfrom",2016
1,1,"Jason Gore",51,100,5,5,"SandSavesfrom",2016
1,1,"Russell Henley",42,100,1,1,"SandSavesfrom",2016
1,1,"Justin Hicks",26,100,2,2,"SandSavesfrom",2016
1,1,"JB Holmes",39,100,1,1,"SandSavesfrom",2016
1,1,"Mark Hubbard",73,100,2,2,"SandSavesfrom",2016
1,1,"Sung Kang",51,100,2,2,"SandSavesfrom",2016
1,1,"Whee Kim",54,100,2,2,"SandSavesfrom",2016
1,1,"Russell Knox",48,100,1,1,"SandSavesfrom",2016
1,NA,"Anirban Lahiri",44,100,1,1,"SandSavesfrom",2016
1,1,"Marc Leishman",41,100,1,1,"SandSavesfrom",2016
1,1,"Justin Leonard",28,100,2,2,"SandSavesfrom",2016
1,1,"Shane Lowry",35,100,2,2,"SandSavesfrom",2016
1,1,"Will Ma Kenzie",54,100,2,2,"SandSavesfrom",2016
1,1,"Peter Malnati",53,100,1,1,"SandSavesfrom",2016
1,1,"Steve Marino",40,100,1,1,"SandSavesfrom",2016
1,1,"Ben Martin",48,100,2,2,"SandSavesfrom",2016
1,1,"Graeme McDowell",33,100,1,1,"SandSavesfrom",2016
1,1,"Ryan Moore",40,100,1,1,"SandSavesfrom",2016
