"Par5ScoringAverage_RANKTHISWEEK_2005","Par5ScoringAverage_RANKLASTWEEK_2005","Par5ScoringAverage_PLAYERNAME_2005","Par5ScoringAverage_ROUNDS_2005","Par5ScoringAverage_AVG_2005","Par5ScoringAverage_TOTALSTROKES_2005","Par5ScoringAverage_TOTALHOLES_2005","stat_name","year"
34,34,"DA Points",94,4.63,1427,308,"Par5ScoringAverage",2005
34,34,"Brett Quigley",96,4.63,1481,320,"Par5ScoringAverage",2005
34,34,"Tag Ridings",93,4.63,1473,318,"Par5ScoringAverage",2005
34,34,"John Senden",101,4.63,1556,336,"Par5ScoringAverage",2005
34,34,"Dean Wilson",86,4.63,1353,292,"Par5ScoringAverage",2005
43,43,"Robert Allenby",95,4.64,1363,294,"Par5ScoringAverage",2005
43,43,"Jeff Brehaut",71,4.64,1063,229,"Par5ScoringAverage",2005
43,43,"Mark Calcavecchia",92,4.64,1318,284,"Par5ScoringAverage",2005
43,43,"Brian Davis",75,4.64,1248,269,"Par5ScoringAverage",2005
43,43,"Luke Donald",67,4.64,765,165,"Par5ScoringAverage",2005
43,43,"Dudley Hart",84,4.64,1319,284,"Par5ScoringAverage",2005
43,43,"John Huston",90,4.64,1335,288,"Par5ScoringAverage",2005
43,43,"Michael Long",72,4.64,1068,230,"Par5ScoringAverage",2005
43,43,"Joe Ogilvie",103,4.64,1530,330,"Par5ScoringAverage",2005
43,43,"Greg Owen",84,4.64,1300,280,"Par5ScoringAverage",2005
43,43,"Brenden Pappas",51,4.64,802,173,"Par5ScoringAverage",2005
43,43,"Kevin Sutherland",89,4.64,1354,292,"Par5ScoringAverage",2005
43,43,"Charles Warren",89,4.64,1384,298,"Par5ScoringAverage",2005
56,56,"Aaron Baddeley",84,4.65,1298,279,"Par5ScoringAverage",2005
56,56,"Daniel Chopra",108,4.65,1633,351,"Par5ScoringAverage",2005
56,56,"Dan Forsman",52,4.65,813,175,"Par5ScoringAverage",2005
56,56,"Mark Hensby",70,4.65,953,205,"Par5ScoringAverage",2005
56,56,"Zach Johnson",96,4.65,1386,298,"Par5ScoringAverage",2005
56,56,"Jonathan Kaye",77,4.65,1181,254,"Par5ScoringAverage",2005
56,56,"Neal Lancaster",95,4.65,1516,326,"Par5ScoringAverage",2005
56,56,"Hunter Mahan",103,4.65,1533,330,"Par5ScoringAverage",2005
56,56,"Ryan Palmer",101,4.65,1511,325,"Par5ScoringAverage",2005
56,56,"Ted Purdy",122,4.65,1777,382,"Par5ScoringAverage",2005
56,56,"Darron Stiles",78,4.65,1200,258,"Par5ScoringAverage",2005
56,56,"Steve Stricker",62,4.65,954,205,"Par5ScoringAverage",2005
56,56,"Vaughn Taylor",99,4.65,1558,335,"Par5ScoringAverage",2005
69,69,"Brian Bateman",98,4.66,1491,320,"Par5ScoringAverage",2005
69,69,"KJ Choi",78,4.66,1039,223,"Par5ScoringAverage",2005
69,69,"Robert Damron",89,4.66,1444,310,"Par5ScoringAverage",2005
69,69,"Joe Durant",81,4.66,1263,271,"Par5ScoringAverage",2005
69,69,"Steve Elkington",67,4.66,988,212,"Par5ScoringAverage",2005
69,69,"Padraig Harrington",50,4.66,713,153,"Par5ScoringAverage",2005
69,69,"Tim Herron",100,4.66,1505,323,"Par5ScoringAverage",2005
69,69,"Richard Johnson",50,4.66,769,165,"Par5ScoringAverage",2005
69,69,"Brendan Jones",81,4.66,1248,268,"Par5ScoringAverage",2005
69,69,"Bernhard Langer",67,4.66,1007,216,"Par5ScoringAverage",2005
69,69,"Jose Maria Olazabal",55,4.66,787,169,"Par5ScoringAverage",2005
69,69,"Phillip Price",77,4.66,1207,259,"Par5ScoringAverage",2005
69,69,"Justin Rose",99,4.66,1510,324,"Par5ScoringAverage",2005
82,82,"DJ Brigman",76,4.67,1083,232,"Par5ScoringAverage",2005
82,82,"Paul Claxton",79,4.67,1228,263,"Par5ScoringAverage",2005
82,82,"Chris DiMarco",83,4.67,1112,238,"Par5ScoringAverage",2005
82,82,"Carlos Franco",78,4.67,1232,264,"Par5ScoringAverage",2005
82,82,"Robert Gamez",91,4.67,1391,298,"Par5ScoringAverage",2005
82,82,"Bob Heintz",67,4.67,1065,228,"Par5ScoringAverage",2005
82,82,"Ryuji Imada",78,4.67,1220,261,"Par5ScoringAverage",2005
82,82,"Brandt Jobe",96,4.67,1381,296,"Par5ScoringAverage",2005
82,82,"Stephen Leaney",89,4.67,1388,297,"Par5ScoringAverage",2005
82,82,"JL Lewis",98,4.67,1533,328,"Par5ScoringAverage",2005
82,82,"Steve Lowery",100,4.67,1561,334,"Par5ScoringAverage",2005
82,82,"Shigeki Maruyama",99,4.67,1423,305,"Par5ScoringAverage",2005
82,82,"Scott McCarron",78,4.67,1185,254,"Par5ScoringAverage",2005
82,82,"Ian Poulter",62,4.67,808,173,"Par5ScoringAverage",2005
82,82,"Heath Slocum",103,4.67,1510,323,"Par5ScoringAverage",2005
97,97,"Craig Barlow",81,4.68,1254,268,"Par5ScoringAverage",2005
97,97,"Marco Dawson",82,4.68,1335,285,"Par5ScoringAverage",2005
97,97,"Lee Janzen",75,4.68,1165,249,"Par5ScoringAverage",2005
97,97,"Justin Leonard",78,4.68,1026,219,"Par5ScoringAverage",2005
97,97,"Sean OHair",103,4.68,1465,313,"Par5ScoringAverage",2005
97,97,"Rod Pampling",89,4.68,1222,261,"Par5ScoringAverage",2005
97,97,"Dennis Paulson",63,4.68,1040,222,"Par5ScoringAverage",2005
97,97,"Tom Pernice Jr",111,4.68,1695,362,"Par5ScoringAverage",2005
97,97,"Kenny Perry",82,4.68,1080,231,"Par5ScoringAverage",2005
97,97,"Jeff Sluman",94,4.68,1516,324,"Par5ScoringAverage",2005
97,97,"Chris Smith",93,4.68,1530,327,"Par5ScoringAverage",2005
97,97,"Charlie Wi",67,4.68,1072,229,"Par5ScoringAverage",2005
109,109,"John Daly",78,4.69,1145,244,"Par5ScoringAverage",2005
109,109,"Bob Estes",92,4.69,1338,285,"Par5ScoringAverage",2005
109,109,"Todd Fischer",99,4.69,1563,333,"Par5ScoringAverage",2005
109,109,"Fred Funk",102,4.69,1446,308,"Par5ScoringAverage",2005
109,109,"JJ Henry",102,4.69,1581,337,"Par5ScoringAverage",2005
109,109,"Tom Lehman",69,4.69,985,210,"Par5ScoringAverage",2005
109,109,"Will Ma Kenzie",75,4.69,1163,248,"Par5ScoringAverage",2005
109,109,"Rocco Mediate",73,4.69,1140,243,"Par5ScoringAverage",2005
109,109,"Kevin Na",88,4.69,1375,293,"Par5ScoringAverage",2005
109,109,"Corey Pavin",77,4.69,1103,235,"Par5ScoringAverage",2005
109,109,"Loren Roberts",54,4.69,778,166,"Par5ScoringAverage",2005
109,109,"Joey Snyder III",102,4.69,1547,330,"Par5ScoringAverage",2005
109,109,"Duffy Waldorf",86,4.69,1308,279,"Par5ScoringAverage",2005
109,109,"Mike Weir",71,4.69,995,212,"Par5ScoringAverage",2005
109,109,"Brett Wetterich",76,4.69,1163,248,"Par5ScoringAverage",2005
124,124,"Tommy Armour III",103,4.7,1622,345,"Par5ScoringAverage",2005
124,124,"Justin Bolli",65,4.7,1010,215,"Par5ScoringAverage",2005
124,124,"Chad Campbell",95,4.7,1310,279,"Par5ScoringAverage",2005
124,124,"Paul Gow",78,4.7,1147,244,"Par5ScoringAverage",2005
124,124,"Hunter Haas",83,4.7,1269,270,"Par5ScoringAverage",2005
124,124,"Scott Hend",75,4.7,1166,248,"Par5ScoringAverage",2005
124,124,"Glen Hnatiuk",59,4.7,870,185,"Par5ScoringAverage",2005
124,124,"Andrew Magee",82,4.7,1250,266,"Par5ScoringAverage",2005
124,124,"Shaun Micheel",81,4.7,1260,268,"Par5ScoringAverage",2005
124,124,"Arron Oberholser",65,4.7,935,199,"Par5ScoringAverage",2005
124,124,"Tim Petrovic",97,4.7,1458,310,"Par5ScoringAverage",2005
124,124,"Rory Sabbatini",81,4.7,1096,233,"Par5ScoringAverage",2005
124,124,"Hidemichi Tanaka",106,4.7,1670,355,"Par5ScoringAverage",2005
124,124,"Lee Westwood",50,4.7,649,138,"Par5ScoringAverage",2005
124,124,"Jay Williamson",53,4.7,889,189,"Par5ScoringAverage",2005
139,139,"John Cook",72,4.71,1065,226,"Par5ScoringAverage",2005
139,139,"Brent Geiberger",61,4.71,891,189,"Par5ScoringAverage",2005
139,139,"Peter Lonard",85,4.71,1262,268,"Par5ScoringAverage",2005
139,139,"Jesper Parnevik",84,4.71,1290,274,"Par5ScoringAverage",2005
139,139,"Joey Sindelar",104,4.71,1744,370,"Par5ScoringAverage",2005
144,144,"Chris Anderson",66,4.72,1019,216,"Par5ScoringAverage",2005
144,144,"Cameron Beckman",96,4.72,1464,310,"Par5ScoringAverage",2005
144,144,"Tom Byrum",83,4.72,1237,262,"Par5ScoringAverage",2005
144,144,"Glen Day",80,4.72,1218,258,"Par5ScoringAverage",2005
144,144,"Tom Gillis",77,4.72,1226,260,"Par5ScoringAverage",2005
144,144,"Jay Haas",54,4.72,841,178,"Par5ScoringAverage",2005
144,144,"JP Hayes",63,4.72,981,208,"Par5ScoringAverage",2005
144,144,"Kent Jones",99,4.72,1576,334,"Par5ScoringAverage",2005
144,144,"Bob Tway",87,4.72,1265,268,"Par5ScoringAverage",2005
153,153,"Steve Allan",102,4.73,1571,332,"Par5ScoringAverage",2005
153,153,"Doug Barron",70,4.73,1158,245,"Par5ScoringAverage",2005
153,153,"Danny Briggs",70,4.73,1112,235,"Par5ScoringAverage",2005
153,153,"Olin Browne",99,4.73,1496,316,"Par5ScoringAverage",2005
153,153,"Alex Cejka",84,4.73,1281,271,"Par5ScoringAverage",2005
153,153,"Steve Flesch",90,4.73,1314,278,"Par5ScoringAverage",2005
153,153,"Todd Hamilton",94,4.73,1458,308,"Par5ScoringAverage",2005
153,153,"Jerry Kelly",101,4.73,1533,324,"Par5ScoringAverage",2005
153,153,"Hank Kuehne",84,4.73,1292,273,"Par5ScoringAverage",2005
153,153,"Pat Perez",89,4.73,1325,280,"Par5ScoringAverage",2005
153,153,"Mario Tiziani",67,4.73,1035,219,"Par5ScoringAverage",2005
164,164,"Michael Allen",90,4.74,1395,294,"Par5ScoringAverage",2005
164,164,"Stephen Ames",82,4.74,1137,240,"Par5ScoringAverage",2005
164,164,"Stewart Cink",98,4.74,1366,288,"Par5ScoringAverage",2005
164,164,"Brian Gay",101,4.74,1560,329,"Par5ScoringAverage",2005
164,164,"David Hearn",68,4.74,1080,228,"Par5ScoringAverage",2005
164,164,"Franklin Langham",91,4.74,1380,291,"Par5ScoringAverage",2005
164,164,"Jeff Maggert",79,4.74,1110,234,"Par5ScoringAverage",2005
164,164,"Patrick Sheehan",114,4.74,1796,379,"Par5ScoringAverage",2005
164,164,"Tjaart van der Walt",56,4.74,925,195,"Par5ScoringAverage",2005
173,173,"Paul Azinger",66,4.75,1083,228,"Par5ScoringAverage",2005
173,173,"Matt Kuchar",60,4.75,935,197,"Par5ScoringAverage",2005
173,173,"Mark Wilson",74,4.75,1178,248,"Par5ScoringAverage",2005
176,176,"Gavin Coles",70,4.76,1132,238,"Par5ScoringAverage",2005
176,176,"Kirk Triplett",55,4.76,843,177,"Par5ScoringAverage",2005
178,178,"Jason Allred",75,4.77,1178,247,"Par5ScoringAverage",2005
178,178,"Rich Beem",66,4.77,963,202,"Par5ScoringAverage",2005
178,178,"Matt Davidson",53,4.77,845,177,"Par5ScoringAverage",2005
178,178,"Bradley Hughes",52,4.77,826,173,"Par5ScoringAverage",2005
178,178,"Larry Mize",54,4.77,739,155,"Par5ScoringAverage",2005
183,183,"Freddie Jacobson",72,4.78,1081,226,"Par5ScoringAverage",2005
183,183,"Steve Jones",56,4.78,798,167,"Par5ScoringAverage",2005
183,183,"Skip Kendall",80,4.78,1295,271,"Par5ScoringAverage",2005
183,183,"Rob Rashell",65,4.78,1013,212,"Par5ScoringAverage",2005
187,187,"John Elliott",58,4.79,862,180,"Par5ScoringAverage",2005
187,187,"Matt Gogel",78,4.79,1222,255,"Par5ScoringAverage",2005
187,187,"Hideto Tanihara",50,4.79,762,159,"Par5ScoringAverage",2005
187,187,"Roland Thatcher",75,4.79,1235,258,"Par5ScoringAverage",2005
191,191,"Brad Faxon",75,4.8,1095,228,"Par5ScoringAverage",2005
191,191,"Chris Riley",67,4.8,994,207,"Par5ScoringAverage",2005
193,193,"Craig Perks",67,4.81,1059,220,"Par5ScoringAverage",2005
194,194,"Mark Brooks",72,4.82,1191,247,"Par5ScoringAverage",2005
195,195,"Jim Carter",62,4.83,946,196,"Par5ScoringAverage",2005
195,195,"Bill Glasson",54,4.83,840,174,"Par5ScoringAverage",2005
195,195,"Jeff Hart",63,4.83,1010,209,"Par5ScoringAverage",2005
195,195,"Len Mattiace",86,4.83,1361,282,"Par5ScoringAverage",2005
199,199,"Thomas Levet",54,4.84,798,165,"Par5ScoringAverage",2005
200,200,"Ben Curtis",65,4.88,1102,226,"Par5ScoringAverage",2005
200,200,"Mark OMeara",66,4.88,1170,240,"Par5ScoringAverage",2005
202,202,"Jose Coceres",56,4.9,892,182,"Par5ScoringAverage",2005
