"Par3BirdieorBetterLeaders_RANKTHISWEEK_2015","Par3BirdieorBetterLeaders_RANKLASTWEEK_2015","Par3BirdieorBetterLeaders_PLAYERNAME_2015","Par3BirdieorBetterLeaders_ROUNDS_2015","Par3BirdieorBetterLeaders_Pct_2015","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2015","Par3BirdieorBetterLeaders_PAR3HOLES_2015","stat_name","year"
1,1,"Jason Day",75,18.77,52,277,"Par3BirdieorBetterLeaders",2015
2,2,"Jordan Spieth",91,18.47,65,352,"Par3BirdieorBetterLeaders",2015
3,3,"Jerry Kelly",79,18.32,59,322,"Par3BirdieorBetterLeaders",2015
4,4,"Will Wilcox",58,18.3,41,224,"Par3BirdieorBetterLeaders",2015
5,5,"Luke Guthrie",84,18.15,61,336,"Par3BirdieorBetterLeaders",2015
6,6,"Robert Streb",110,17.76,76,428,"Par3BirdieorBetterLeaders",2015
7,7,"Danny Lee",120,17.7,86,486,"Par3BirdieorBetterLeaders",2015
8,8,"Johnson Wagner",68,17.52,48,274,"Par3BirdieorBetterLeaders",2015
9,9,"Kevin Na",98,17.41,66,379,"Par3BirdieorBetterLeaders",2015
10,10,"Nicholas Thompson",90,17.28,61,353,"Par3BirdieorBetterLeaders",2015
11,11,"Jason Gore",76,17.18,50,291,"Par3BirdieorBetterLeaders",2015
12,12,"Chris Stroud",84,17.16,58,338,"Par3BirdieorBetterLeaders",2015
13,13,"Rickie Fowler",76,17.14,48,280,"Par3BirdieorBetterLeaders",2015
14,14,"Harris English",105,17.11,70,409,"Par3BirdieorBetterLeaders",2015
15,15,"Webb Simpson",81,16.99,52,306,"Par3BirdieorBetterLeaders",2015
16,16,"Brendon de Jonge",106,16.63,72,433,"Par3BirdieorBetterLeaders",2015
17,17,"Byron Smith",59,16.59,37,223,"Par3BirdieorBetterLeaders",2015
18,18,"Tony Finau",106,16.47,71,431,"Par3BirdieorBetterLeaders",2015
19,19,"Aaron Baddeley",76,16.44,49,298,"Par3BirdieorBetterLeaders",2015
20,20,"John Senden",80,16.38,48,293,"Par3BirdieorBetterLeaders",2015
21,21,"Ryan Palmer",80,16.34,50,306,"Par3BirdieorBetterLeaders",2015
22,22,"Ricky Barnes",82,16.3,52,319,"Par3BirdieorBetterLeaders",2015
23,23,"Andrew Svoboda",80,16.19,51,315,"Par3BirdieorBetterLeaders",2015
24,24,"Zach Johnson",90,16.18,55,340,"Par3BirdieorBetterLeaders",2015
25,25,"Henrik Stenson",63,16.1,38,236,"Par3BirdieorBetterLeaders",2015
26,26,"Ben Martin",93,16.09,56,348,"Par3BirdieorBetterLeaders",2015
27,27,"Brendon Todd",96,16.08,59,367,"Par3BirdieorBetterLeaders",2015
28,28,"Sangmoon Bae",98,16.03,63,393,"Par3BirdieorBetterLeaders",2015
29,29,"Russell Henley",87,15.9,52,327,"Par3BirdieorBetterLeaders",2015
30,30,"Jimmy Walker",89,15.77,53,336,"Par3BirdieorBetterLeaders",2015
31,31,"Vijay Singh",78,15.63,50,320,"Par3BirdieorBetterLeaders",2015
31,31,"Steve Wheatcroft",87,15.63,53,339,"Par3BirdieorBetterLeaders",2015
33,33,"Tyrone Van Aswegen",58,15.53,34,219,"Par3BirdieorBetterLeaders",2015
33,33,"Bo Van Pelt",81,15.53,50,322,"Par3BirdieorBetterLeaders",2015
33,33,"Bubba Watson",71,15.53,41,264,"Par3BirdieorBetterLeaders",2015
36,36,"Jason Bohn",95,15.5,60,387,"Par3BirdieorBetterLeaders",2015
36,36,"Justin Rose",69,15.5,40,258,"Par3BirdieorBetterLeaders",2015
38,38,"Jim Herman",88,15.45,55,356,"Par3BirdieorBetterLeaders",2015
39,39,"Andrew Putnam",68,15.44,40,259,"Par3BirdieorBetterLeaders",2015
40,40,"Oscar Fraustro",58,15.38,34,221,"Par3BirdieorBetterLeaders",2015
40,40,"Robert Garrigus",70,15.38,42,273,"Par3BirdieorBetterLeaders",2015
40,40,"David Hearn",97,15.38,60,390,"Par3BirdieorBetterLeaders",2015
40,40,"Jeff Overton",94,15.38,58,377,"Par3BirdieorBetterLeaders",2015
44,44,"Blayne Barber",76,15.28,46,301,"Par3BirdieorBetterLeaders",2015
