"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2010","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2010","GoingfortheGreenHitGreenPct_PLAYERNAME_2010","GoingfortheGreenHitGreenPct_ROUNDS_2010","GoingfortheGreenHitGreenPct_Pct_2010","GoingfortheGreenHitGreenPct_SUCCESSES_2010","GoingfortheGreenHitGreenPct_ATTEMPTS_2010","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2010","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2010","stat_name","year"
58,58,"Retief Goosen",75,25.23,27,107,-26,NA,"GoingfortheGreenHitGreenPct",2010
58,58,"Tim Herron",79,25.23,27,107,-27,NA,"GoingfortheGreenHitGreenPct",2010
60,60,"Lucas Glover",75,25.19,34,135,-36,NA,"GoingfortheGreenHitGreenPct",2010
61,61,"Brett Quigley",96,25.17,36,143,-39,NA,"GoingfortheGreenHitGreenPct",2010
62,62,"KJ Choi",82,25,22,88,-21,NA,"GoingfortheGreenHitGreenPct",2010
62,62,"Brendon de Jonge",114,25,39,156,-43,NA,"GoingfortheGreenHitGreenPct",2010
64,64,"Chris Stroud",90,24.79,30,121,-26,NA,"GoingfortheGreenHitGreenPct",2010
65,65,"Greg Owen",69,24.77,27,109,-21,NA,"GoingfortheGreenHitGreenPct",2010
66,66,"DA Points",90,24.63,33,134,-33,NA,"GoingfortheGreenHitGreenPct",2010
67,67,"Roland Thatcher",72,24.6,31,126,-24,NA,"GoingfortheGreenHitGreenPct",2010
68,68,"Cameron Percy",73,24.59,30,122,-29,NA,"GoingfortheGreenHitGreenPct",2010
69,69,"Bo Van Pelt",104,24.46,45,184,-48,NA,"GoingfortheGreenHitGreenPct",2010
70,70,"Michael Letzig",84,24.32,36,148,-37,NA,"GoingfortheGreenHitGreenPct",2010
71,71,"James Driscoll",78,24.22,39,161,-40,NA,"GoingfortheGreenHitGreenPct",2010
72,72,"DJ Trahan",92,24.1,47,195,-52,NA,"GoingfortheGreenHitGreenPct",2010
73,73,"Jerry Kelly",99,24.03,31,129,-27,NA,"GoingfortheGreenHitGreenPct",2010
74,74,"Scott McCarron",90,23.98,41,171,-38,NA,"GoingfortheGreenHitGreenPct",2010
75,75,"Justin Rose",78,23.93,28,117,-29,NA,"GoingfortheGreenHitGreenPct",2010
76,76,"Jeff Quinney",91,23.86,21,88,-22,NA,"GoingfortheGreenHitGreenPct",2010
77,77,"Bill Haas",87,23.72,37,156,-42,NA,"GoingfortheGreenHitGreenPct",2010
78,78,"Daniel Chopra",74,23.66,31,131,-33,NA,"GoingfortheGreenHitGreenPct",2010
79,79,"Carl Pettersson",99,23.64,26,110,-29,NA,"GoingfortheGreenHitGreenPct",2010
80,80,"Rickie Fowler",98,23.61,34,144,-33,NA,"GoingfortheGreenHitGreenPct",2010
81,81,"Matt Kuchar",97,23.57,33,140,-35,NA,"GoingfortheGreenHitGreenPct",2010
82,82,"Rocco Mediate",71,23.46,19,81,-18,NA,"GoingfortheGreenHitGreenPct",2010
83,83,"Garth Mulroy",53,23.4,22,94,-25,NA,"GoingfortheGreenHitGreenPct",2010
84,84,"Stuart Appleby",101,23.29,34,146,-37,NA,"GoingfortheGreenHitGreenPct",2010
85,85,"Paul Stankowski",62,23.16,22,95,-21,NA,"GoingfortheGreenHitGreenPct",2010
86,86,"Andres Romero",73,23.13,37,160,-38,NA,"GoingfortheGreenHitGreenPct",2010
87,87,"Padraig Harrington",57,22.89,19,83,-22,NA,"GoingfortheGreenHitGreenPct",2010
87,87,"Geoff Ogilvy",62,22.89,19,83,-17,NA,"GoingfortheGreenHitGreenPct",2010
87,87,"Josh Teater",101,22.89,38,166,-39,NA,"GoingfortheGreenHitGreenPct",2010
90,90,"YE Yang",72,22.81,26,114,-27,NA,"GoingfortheGreenHitGreenPct",2010
91,91,"Jay Williamson",76,22.73,15,66,-16,NA,"GoingfortheGreenHitGreenPct",2010
92,92,"Hunter Mahan",85,22.67,34,150,-36,NA,"GoingfortheGreenHitGreenPct",2010
93,93,"Freddie Jacobson",83,22.64,24,106,-24,NA,"GoingfortheGreenHitGreenPct",2010
94,94,"Vijay Singh",75,22.55,23,102,-25,NA,"GoingfortheGreenHitGreenPct",2010
95,95,"Ernie Els",72,22.43,24,107,-24,NA,"GoingfortheGreenHitGreenPct",2010
96,96,"Scott Piercy",88,22.35,40,179,-45,NA,"GoingfortheGreenHitGreenPct",2010
97,97,"John Daly",63,22.33,23,103,-26,NA,"GoingfortheGreenHitGreenPct",2010
98,98,"Jeff Overton",89,22.31,29,130,-27,NA,"GoingfortheGreenHitGreenPct",2010
99,99,"John Mallinger",78,22.22,22,99,-21,NA,"GoingfortheGreenHitGreenPct",2010
100,100,"Aron Price",70,22.12,25,113,-27,NA,"GoingfortheGreenHitGreenPct",2010
101,101,"Woody Austin",93,22.05,28,127,-31,NA,"GoingfortheGreenHitGreenPct",2010
102,102,"Blake Adams",84,21.9,23,105,-22,NA,"GoingfortheGreenHitGreenPct",2010
103,103,"Mark Calcavecchia",50,21.88,14,64,-17,NA,"GoingfortheGreenHitGreenPct",2010
104,104,"Mike Weir",59,21.82,12,55,-13,NA,"GoingfortheGreenHitGreenPct",2010
105,105,"Chris Couch",66,21.68,31,143,-30,NA,"GoingfortheGreenHitGreenPct",2010
106,106,"Ricky Barnes",103,21.62,32,148,-33,NA,"GoingfortheGreenHitGreenPct",2010
106,106,"Craig Bowden",56,21.62,8,37,-8,NA,"GoingfortheGreenHitGreenPct",2010
108,108,"Spencer Levin",110,21.53,31,144,-30,NA,"GoingfortheGreenHitGreenPct",2010
109,109,"Bryce Molder",84,21.52,17,79,-19,NA,"GoingfortheGreenHitGreenPct",2010
109,109,"Kevin Streelman",90,21.52,34,158,-33,NA,"GoingfortheGreenHitGreenPct",2010
111,111,"Johnson Wagner",85,21.37,25,117,-28,NA,"GoingfortheGreenHitGreenPct",2010
112,112,"JJ Henry",92,21.23,31,146,-34,NA,"GoingfortheGreenHitGreenPct",2010
113,113,"Robert Allenby",76,21.19,25,118,-27,NA,"GoingfortheGreenHitGreenPct",2010
114,114,"Michael Bradley",77,21.18,18,85,-18,NA,"GoingfortheGreenHitGreenPct",2010
114,114,"Jim Furyk",76,21.18,18,85,-20,NA,"GoingfortheGreenHitGreenPct",2010
116,116,"Greg Kraft",52,21.05,8,38,-9,NA,"GoingfortheGreenHitGreenPct",2010
117,117,"Ryan Moore",80,20.93,27,129,-29,NA,"GoingfortheGreenHitGreenPct",2010
118,118,"Pat Perez",90,20.89,33,158,-29,NA,"GoingfortheGreenHitGreenPct",2010
119,119,"Jeff Gove",57,20.83,15,72,-13,NA,"GoingfortheGreenHitGreenPct",2010
120,120,"Rory Sabbatini",79,20.78,32,154,-33,NA,"GoingfortheGreenHitGreenPct",2010
121,121,"Kevin Na",94,20.66,25,121,-24,NA,"GoingfortheGreenHitGreenPct",2010
122,122,"Brian Stuard",81,20.62,20,97,-19,NA,"GoingfortheGreenHitGreenPct",2010
123,123,"George McNeill",79,20.47,26,127,-28,NA,"GoingfortheGreenHitGreenPct",2010
124,124,"Kris Blanks",91,20.44,28,137,-25,NA,"GoingfortheGreenHitGreenPct",2010
125,125,"Ian Poulter",55,20.37,11,54,-13,NA,"GoingfortheGreenHitGreenPct",2010
125,125,"Dean Wilson",54,20.37,11,54,-10,NA,"GoingfortheGreenHitGreenPct",2010
127,127,"Briny Baird",87,20.35,23,113,-24,NA,"GoingfortheGreenHitGreenPct",2010
128,128,"Rory McIlroy",54,20.2,20,99,-23,NA,"GoingfortheGreenHitGreenPct",2010
128,128,"David Toms",86,20.2,20,99,-21,NA,"GoingfortheGreenHitGreenPct",2010
130,130,"Kenny Perry",69,20.19,21,104,-20,NA,"GoingfortheGreenHitGreenPct",2010
131,131,"Chad Campbell",95,20.16,25,124,-27,NA,"GoingfortheGreenHitGreenPct",2010
132,132,"Angel Cabrera",64,20.15,27,134,-28,NA,"GoingfortheGreenHitGreenPct",2010
133,133,"David Lutterus",69,20,20,100,-19,NA,"GoingfortheGreenHitGreenPct",2010
134,134,"Joe Ogilvie",99,19.87,30,151,-28,NA,"GoingfortheGreenHitGreenPct",2010
135,135,"Webb Simpson",98,19.85,26,131,-25,NA,"GoingfortheGreenHitGreenPct",2010
136,136,"Roger Tambellini",77,19.64,22,112,-22,NA,"GoingfortheGreenHitGreenPct",2010
137,137,"Rod Pampling",77,19.55,26,133,-27,NA,"GoingfortheGreenHitGreenPct",2010
138,138,"Aaron Baddeley",94,19.53,42,215,-48,NA,"GoingfortheGreenHitGreenPct",2010
139,139,"Nathan Green",86,19.49,23,118,-23,NA,"GoingfortheGreenHitGreenPct",2010
140,140,"Jeev Milkha Singh",59,19.48,15,77,-14,NA,"GoingfortheGreenHitGreenPct",2010
141,141,"Steve Lowery",67,19.42,20,103,-17,NA,"GoingfortheGreenHitGreenPct",2010
142,142,"JP Hayes",79,19.35,18,93,-18,NA,"GoingfortheGreenHitGreenPct",2010
143,143,"Jerod Turner",54,19.15,9,47,-10,NA,"GoingfortheGreenHitGreenPct",2010
144,144,"Jason Bohn",84,18.75,21,112,-22,NA,"GoingfortheGreenHitGreenPct",2010
144,144,"Garrett Willis",82,18.75,24,128,-25,NA,"GoingfortheGreenHitGreenPct",2010
146,146,"Martin Flores",75,18.67,28,150,-29,NA,"GoingfortheGreenHitGreenPct",2010
147,147,"Ryuji Imada",90,18.58,21,113,-21,NA,"GoingfortheGreenHitGreenPct",2010
148,148,"Chad Collins",87,18.52,20,108,-19,NA,"GoingfortheGreenHitGreenPct",2010
148,148,"Nicholas Thompson",88,18.52,30,162,-25,NA,"GoingfortheGreenHitGreenPct",2010
150,150,"Richard Johnson",90,18.39,16,87,-22,NA,"GoingfortheGreenHitGreenPct",2010
151,151,"Justin Bolli",55,18.37,9,49,-8,NA,"GoingfortheGreenHitGreenPct",2010
152,152,"Jimmy Walker",82,18.32,24,131,-25,NA,"GoingfortheGreenHitGreenPct",2010
153,153,"Chris Tidland",77,18.03,22,122,-21,NA,"GoingfortheGreenHitGreenPct",2010
154,154,"Ted Purdy",86,18.01,29,161,-30,NA,"GoingfortheGreenHitGreenPct",2010
155,155,"Chris Riley",73,17.95,14,78,-17,NA,"GoingfortheGreenHitGreenPct",2010
156,156,"Michael Sim",64,17.81,13,73,-14,NA,"GoingfortheGreenHitGreenPct",2010
157,157,"Brian Davis",101,17.78,24,135,-26,NA,"GoingfortheGreenHitGreenPct",2010
158,158,"Tim Petrovic",105,17.73,25,141,-26,NA,"GoingfortheGreenHitGreenPct",2010
159,159,"Brandt Snedeker",89,17.65,18,102,-17,NA,"GoingfortheGreenHitGreenPct",2010
160,160,"Vance Veazey",58,17.54,10,57,-10,NA,"GoingfortheGreenHitGreenPct",2010
161,161,"Steve Wheatcroft",74,17.48,18,103,-20,NA,"GoingfortheGreenHitGreenPct",2010
162,162,"Charles Howell III",103,17.28,28,162,-29,NA,"GoingfortheGreenHitGreenPct",2010
163,163,"Steve Flesch",78,17.24,15,87,-16,NA,"GoingfortheGreenHitGreenPct",2010
164,164,"Heath Slocum",97,17.14,18,105,-18,NA,"GoingfortheGreenHitGreenPct",2010
165,165,"Stephen Ames",75,16.98,18,106,-20,NA,"GoingfortheGreenHitGreenPct",2010
166,166,"Greg Chalmers",93,16.94,21,124,-24,NA,"GoingfortheGreenHitGreenPct",2010
166,166,"Zach Johnson",93,16.94,21,124,-21,NA,"GoingfortheGreenHitGreenPct",2010
168,168,"Cameron Beckman",68,16.67,15,90,-14,NA,"GoingfortheGreenHitGreenPct",2010
168,168,"Luke Donald",71,16.67,10,60,-10,NA,"GoingfortheGreenHitGreenPct",2010
170,170,"Charlie Wi",95,16.39,20,122,-20,NA,"GoingfortheGreenHitGreenPct",2010
171,171,"Chris DiMarco",88,16.35,17,104,-17,NA,"GoingfortheGreenHitGreenPct",2010
172,172,"Andrew McLardy",52,16.18,11,68,-12,NA,"GoingfortheGreenHitGreenPct",2010
173,173,"Brenden Pappas",66,16.13,15,93,-14,NA,"GoingfortheGreenHitGreenPct",2010
174,174,"Jason Day",82,16.08,23,143,-24,NA,"GoingfortheGreenHitGreenPct",2010
175,175,"Brad Faxon",58,15.79,6,38,-6,NA,"GoingfortheGreenHitGreenPct",2010
176,176,"Mark Wilson",87,15.32,19,124,-19,NA,"GoingfortheGreenHitGreenPct",2010
177,177,"Skip Kendall",58,15.25,9,59,-8,NA,"GoingfortheGreenHitGreenPct",2010
178,178,"Brent Delahoussaye",57,15.22,7,46,-7,NA,"GoingfortheGreenHitGreenPct",2010
179,179,"Steve Elkington",74,15.15,15,99,-15,NA,"GoingfortheGreenHitGreenPct",2010
180,180,"Ben Crane",85,15.05,14,93,-15,NA,"GoingfortheGreenHitGreenPct",2010
181,181,"Scott Verplank",74,14.86,11,74,-11,NA,"GoingfortheGreenHitGreenPct",2010
182,182,"Ben Curtis",78,14.49,10,69,-12,NA,"GoingfortheGreenHitGreenPct",2010
183,183,"Jeff Maggert",76,14.46,12,83,-14,NA,"GoingfortheGreenHitGreenPct",2010
184,184,"Chris Wilson",65,14.43,14,97,-13,NA,"GoingfortheGreenHitGreenPct",2010
185,185,"Lee Janzen",77,14.14,14,99,-15,NA,"GoingfortheGreenHitGreenPct",2010
186,186,"Tom Pernice Jr",74,13.64,9,66,-10,NA,"GoingfortheGreenHitGreenPct",2010
187,187,"Paul Goydos",78,13.51,10,74,-9,NA,"GoingfortheGreenHitGreenPct",2010
188,188,"Shaun Micheel",70,13.04,9,69,-8,NA,"GoingfortheGreenHitGreenPct",2010
189,189,"Omar Uresti",74,12.96,7,54,-7,NA,"GoingfortheGreenHitGreenPct",2010
190,190,"Justin Leonard",89,12.33,9,73,-9,NA,"GoingfortheGreenHitGreenPct",2010
191,191,"Brian Gay",101,10.29,7,68,-8,NA,"GoingfortheGreenHitGreenPct",2010
192,192,"Kevin Johnson",62,9.52,6,63,-7,NA,"GoingfortheGreenHitGreenPct",2010
