"BestRoundsin60sStreak_RANKTHISWEEK_2008","BestRoundsin60sStreak_RANKLASTWEEK_2008","BestRoundsin60sStreak_PLAYERNAME_2008","BestRoundsin60sStreak__2008","BestRoundsin60sStreak_CAREERBESTSTREAK_2008","BestRoundsin60sStreak_BESTYTDSTREAK_2008","BestRoundsin60sStreak_CURRENTSTREAK_2008","stat_name","year"
1,1,"Bob Estes",NA,17,4,NA,"BestRoundsin60sStreak",2008
2,2,"Charles Howell III",NA,16,4,NA,"BestRoundsin60sStreak",2008
3,3,"Chris DiMarco",NA,14,4,NA,"BestRoundsin60sStreak",2008
3,3,"Scott Hoch",NA,14,1,NA,"BestRoundsin60sStreak",2008
3,3,"Tiger Woods",NA,14,5,NA,"BestRoundsin60sStreak",2008
6,6,"Harrison Frazar",NA,13,4,NA,"BestRoundsin60sStreak",2008
6,6,"Davis Love III",NA,13,8,NA,"BestRoundsin60sStreak",2008
8,8,"Joe Durant",NA,12,5,NA,"BestRoundsin60sStreak",2008
8,8,"Shigeki Maruyama",NA,12,3,NA,"BestRoundsin60sStreak",2008
8,8,"Mark OMeara",NA,12,1,NA,"BestRoundsin60sStreak",2008
8,8,"Tim Petrovic",NA,12,4,NA,"BestRoundsin60sStreak",2008
12,12,"Brian Bateman",NA,11,1,NA,"BestRoundsin60sStreak",2008
12,12,"David Edwards",NA,11,NA,NA,"BestRoundsin60sStreak",2008
12,12,"Jim Furyk",NA,11,4,NA,"BestRoundsin60sStreak",2008
12,12,"JP Hayes",NA,11,3,NA,"BestRoundsin60sStreak",2008
12,12,"Bernhard Langer",NA,11,1,NA,"BestRoundsin60sStreak",2008
12,12,"Stephen Leaney",NA,11,3,NA,"BestRoundsin60sStreak",2008
12,12,"Bruce Lietzke",NA,11,NA,NA,"BestRoundsin60sStreak",2008
12,12,"Mark McCumber",NA,11,NA,NA,"BestRoundsin60sStreak",2008
12,12,"Jerry Pate",NA,11,NA,NA,"BestRoundsin60sStreak",2008
12,12,"Kenny Perry",NA,11,11,NA,"BestRoundsin60sStreak",2008
12,12,"Scott Verplank",NA,11,5,NA,"BestRoundsin60sStreak",2008
23,23,"Fred Couples",NA,10,3,NA,"BestRoundsin60sStreak",2008
23,23,"Steve Flesch",NA,10,4,NA,"BestRoundsin60sStreak",2008
23,23,"Carlos Franco",NA,10,6,NA,"BestRoundsin60sStreak",2008
23,23,"David Frost",NA,10,NA,NA,"BestRoundsin60sStreak",2008
23,23,"Fred Funk",NA,10,3,NA,"BestRoundsin60sStreak",2008
23,23,"Robert Gamez",NA,10,5,NA,"BestRoundsin60sStreak",2008
23,23,"Rocco Mediate",NA,10,4,NA,"BestRoundsin60sStreak",2008
23,23,"Corey Pavin",NA,10,3,NA,"BestRoundsin60sStreak",2008
23,23,"David Peoples",NA,10,NA,NA,"BestRoundsin60sStreak",2008
23,23,"Carl Pettersson",NA,10,4,NA,"BestRoundsin60sStreak",2008
23,23,"Mike Reid",NA,10,NA,NA,"BestRoundsin60sStreak",2008
23,23,"Chris Riley",NA,10,4,NA,"BestRoundsin60sStreak",2008
23,23,"Loren Roberts",NA,10,NA,NA,"BestRoundsin60sStreak",2008
23,23,"Gene Sauers",NA,10,NA,NA,"BestRoundsin60sStreak",2008
