"Round2ScoringAverage_RANKTHISWEEK_2008","Round2ScoringAverage_RANKLASTWEEK_2008","Round2ScoringAverage_PLAYERNAME_2008","Round2ScoringAverage__2008","Round2ScoringAverage_AVG_2008","Round2ScoringAverage_TOTALSTROKES_2008","Round2ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Kevin Na",NA,69.61,1949,28,"Round2ScoringAverage",2008
2,2,"Brian Gay",NA,69.7,2091,30,"Round2ScoringAverage",2008
3,3,"Gavin Coles",NA,69.73,1046,15,"Round2ScoringAverage",2008
4,4,"Kenny Perry",NA,69.76,1744,25,"Round2ScoringAverage",2008
5,5,"Ryan Palmer",NA,69.77,1535,22,"Round2ScoringAverage",2008
6,6,"Bob Tway",NA,69.85,1397,20,"Round2ScoringAverage",2008
7,7,"Phil Mickelson",NA,69.95,1399,20,"Round2ScoringAverage",2008
8,8,"Ben Curtis",NA,70,1540,22,"Round2ScoringAverage",2008
8,8,"John Huston",NA,70,1190,17,"Round2ScoringAverage",2008
10,10,"Charlie Wi",NA,70.04,1891,27,"Round2ScoringAverage",2008
11,11,"Camilo Villegas",NA,70.05,1471,21,"Round2ScoringAverage",2008
12,12,"Ben Crane",NA,70.08,1682,24,"Round2ScoringAverage",2008
13,13,"Pat Perez",NA,70.12,1823,26,"Round2ScoringAverage",2008
14,14,"Billy Mayfair",NA,70.14,2034,29,"Round2ScoringAverage",2008
14,14,"Mark Wilson",NA,70.14,2034,29,"Round2ScoringAverage",2008
16,16,"Stephen Ames",NA,70.17,1614,23,"Round2ScoringAverage",2008
17,17,"John Merrick",NA,70.18,1965,28,"Round2ScoringAverage",2008
18,18,"Justin Leonard",NA,70.21,1685,24,"Round2ScoringAverage",2008
19,19,"Robert Allenby",NA,70.22,1896,27,"Round2ScoringAverage",2008
19,19,"Nick Watney",NA,70.22,1896,27,"Round2ScoringAverage",2008
21,21,"Bob Estes",NA,70.25,1967,28,"Round2ScoringAverage",2008
21,21,"Chris Riley",NA,70.25,1124,16,"Round2ScoringAverage",2008
23,23,"Steve Elkington",NA,70.26,1616,23,"Round2ScoringAverage",2008
24,24,"Chad Campbell",NA,70.3,1898,27,"Round2ScoringAverage",2008
