"BallStriking_RANKTHISWEEK_2009","BallStriking_RANKLASTWEEK_2009","BallStriking_PLAYERNAME_2009","BallStriking_ROUNDS_2009","BallStriking_VALUE_2009","BallStriking_TOTALDRVRANK_2009","BallStriking_GIRRANK_2009","stat_name","year"
31,31,"Chad Campbell",90,84,75,9,"BallStriking",2009
31,31,"Martin Laird",72,84,17,67,"BallStriking",2009
33,33,"Ryan Moore",89,85,8,77,"BallStriking",2009
34,34,"Bill Lunde",83,86,40,46,"BallStriking",2009
35,35,"Jason Dufner",90,88,39,49,"BallStriking",2009
36,36,"Kris Blanks",60,89,19,70,"BallStriking",2009
37,37,"Lucas Glover",93,90,2,88,"BallStriking",2009
38,38,"Tim Clark",81,91,43,48,"BallStriking",2009
38,38,"Marc Leishman",91,91,52,39,"BallStriking",2009
40,40,"Stephen Ames",77,92,62,30,"BallStriking",2009
40,40,"Justin Leonard",95,92,47,45,"BallStriking",2009
42,42,"JJ Henry",97,93,69,24,"BallStriking",2009
42,42,"Sean OHair",80,93,66,27,"BallStriking",2009
44,44,"Scott Verplank",88,95,48,47,"BallStriking",2009
45,45,"Billy Mayfair",83,98,30,68,"BallStriking",2009
46,46,"Davis Love III",89,100,50,50,"BallStriking",2009
46,46,"Ted Purdy",101,100,29,71,"BallStriking",2009
48,48,"Mark Wilson",99,101,37,64,"BallStriking",2009
49,49,"Briny Baird",89,104,94,10,"BallStriking",2009
50,50,"Steve Stricker",81,107,50,57,"BallStriking",2009
51,51,"Ernie Els",70,115,36,79,"BallStriking",2009
51,51,"Charley Hoffman",97,115,62,53,"BallStriking",2009
51,51,"Kevin Streelman",97,115,54,61,"BallStriking",2009
54,54,"Scott McCarron",91,118,14,104,"BallStriking",2009
55,55,"Mathew Goggin",76,119,26,93,"BallStriking",2009
56,56,"Jason Gore",74,120,27,93,"BallStriking",2009
57,57,"Jeff Klauk",97,121,55,66,"BallStriking",2009
58,58,"Alex Cejka",82,125,62,63,"BallStriking",2009
59,59,"Tom Lehman",55,127,117,10,"BallStriking",2009
60,60,"Tag Ridings",50,131,66,65,"BallStriking",2009
61,61,"Casey Wittenberg",71,134,103,31,"BallStriking",2009
62,62,"Camilo Villegas",76,135,78,57,"BallStriking",2009
62,62,"Nick Watney",86,135,57,78,"BallStriking",2009
64,64,"John Rollins",92,137,3,134,"BallStriking",2009
65,65,"Fred Couples",54,143,101,42,"BallStriking",2009
65,65,"Sergio Garcia",59,143,48,95,"BallStriking",2009
67,67,"Matt Jones",56,145,107,38,"BallStriking",2009
67,67,"Vijay Singh",71,145,70,75,"BallStriking",2009
67,67,"Matt Weibring",65,145,55,90,"BallStriking",2009
70,70,"Scott Sterling",51,147,134,13,"BallStriking",2009
71,71,"Ryan Palmer",78,149,45,104,"BallStriking",2009
71,71,"Justin Rose",71,149,66,83,"BallStriking",2009
73,73,"Dustin Johnson",85,150,70,80,"BallStriking",2009
74,74,"Rich Beem",77,151,134,17,"BallStriking",2009
74,74,"Darron Stiles",52,151,61,90,"BallStriking",2009
76,76,"Colt Knost",71,153,80,73,"BallStriking",2009
76,76,"Bryce Molder",69,153,113,40,"BallStriking",2009
78,78,"Ben Crane",93,155,42,113,"BallStriking",2009
78,78,"DA Points",99,155,84,71,"BallStriking",2009
80,80,"John Merrick",91,156,45,111,"BallStriking",2009
80,80,"Peter Tomasulo",61,156,35,121,"BallStriking",2009
82,82,"Chez Reavie",81,158,75,83,"BallStriking",2009
82,82,"Kevin Stadler",65,158,107,51,"BallStriking",2009
84,84,"Ricky Barnes",67,159,136,23,"BallStriking",2009
84,84,"Johnson Wagner",81,159,70,89,"BallStriking",2009
86,86,"Scott Piercy",85,160,86,74,"BallStriking",2009
87,87,"Kent Jones",73,161,65,96,"BallStriking",2009
87,87,"Kevin Sutherland",96,161,107,54,"BallStriking",2009
89,89,"Charles Howell III",99,169,128,41,"BallStriking",2009
89,89,"Steve Lowery",83,169,34,135,"BallStriking",2009
91,91,"Brendon de Jonge",90,174,117,57,"BallStriking",2009
92,92,"Harrison Frazar",93,175,88,87,"BallStriking",2009
93,93,"Glen Day",79,177,115,62,"BallStriking",2009
94,94,"Jim Furyk",86,178,80,98,"BallStriking",2009
95,95,"Rod Pampling",72,180,95,85,"BallStriking",2009
95,95,"Charlie Wi",92,180,60,120,"BallStriking",2009
97,97,"Nick OHern",90,182,128,54,"BallStriking",2009
98,98,"Jason Day",61,187,70,117,"BallStriking",2009
99,99,"KJ Choi",65,192,111,81,"BallStriking",2009
100,100,"Chris Riley",77,193,78,115,"BallStriking",2009
101,101,"Gary Woodland",53,195,88,107,"BallStriking",2009
102,102,"Tim Petrovic",97,199,97,102,"BallStriking",2009
103,103,"Vaughn Taylor",88,201,91,110,"BallStriking",2009
104,104,"Brian Davis",103,205,84,121,"BallStriking",2009
105,105,"Michael Letzig",96,206,80,126,"BallStriking",2009
105,105,"YE Yang",83,206,130,76,"BallStriking",2009
107,107,"Rick Price",54,208,139,69,"BallStriking",2009
108,108,"Bob Estes",78,209,80,129,"BallStriking",2009
109,109,"Steve Flesch",77,211,154,57,"BallStriking",2009
110,110,"Spencer Levin",75,212,178,34,"BallStriking",2009
111,111,"Bob Heintz",59,216,95,121,"BallStriking",2009
112,112,"Bubba Watson",73,219,87,132,"BallStriking",2009
113,113,"James Nitties",86,224,77,147,"BallStriking",2009
114,114,"Rory Sabbatini",81,227,131,96,"BallStriking",2009
115,115,"Woody Austin",84,228,122,106,"BallStriking",2009
116,116,"John Mallinger",90,230,115,115,"BallStriking",2009
117,117,"Phil Mickelson",66,234,107,127,"BallStriking",2009
118,118,"Jerry Kelly",90,235,111,124,"BallStriking",2009
119,119,"Rocco Mediate",79,236,146,90,"BallStriking",2009
120,120,"Andres Romero",58,237,125,112,"BallStriking",2009
121,121,"Brandt Snedeker",81,239,101,138,"BallStriking",2009
122,122,"Brett Quigley",92,240,158,82,"BallStriking",2009
123,123,"Cameron Beckman",87,241,143,98,"BallStriking",2009
123,123,"Stewart Cink",79,241,97,144,"BallStriking",2009
123,123,"Richard Johnson",85,241,138,103,"BallStriking",2009
126,126,"Daniel Chopra",89,243,91,152,"BallStriking",2009
126,126,"Brian Vranesh",51,243,103,140,"BallStriking",2009
128,128,"Matt Kuchar",82,245,113,132,"BallStriking",2009
129,129,"Greg Chalmers",85,247,147,100,"BallStriking",2009
130,130,"Bart Bryant",58,253,90,163,"BallStriking",2009
130,130,"Aron Price",89,253,167,86,"BallStriking",2009
130,130,"Adam Scott",53,253,91,162,"BallStriking",2009
133,133,"Mark Calcavecchia",72,256,156,100,"BallStriking",2009
134,134,"Peter Lonard",86,257,143,114,"BallStriking",2009
134,134,"Jarrod Lyle",65,257,149,108,"BallStriking",2009
136,136,"Mark Brooks",55,259,122,137,"BallStriking",2009
136,136,"George McNeill",82,259,117,142,"BallStriking",2009
138,138,"Todd Hamilton",83,260,117,143,"BallStriking",2009
139,139,"Chris DiMarco",97,265,140,125,"BallStriking",2009
140,140,"Brian Gay",96,267,99,168,"BallStriking",2009
140,140,"Anthony Kim",76,267,103,164,"BallStriking",2009
142,142,"Angel Cabrera",55,268,99,169,"BallStriking",2009
142,142,"Pat Perez",74,268,117,151,"BallStriking",2009
144,144,"Geoff Ogilvy",78,270,142,128,"BallStriking",2009
145,145,"Tom Pernice Jr",82,273,155,118,"BallStriking",2009
146,146,"Paul Goydos",79,278,133,145,"BallStriking",2009
147,147,"Tim Herron",87,279,141,138,"BallStriking",2009
147,147,"JB Holmes",74,279,103,176,"BallStriking",2009
149,149,"Dean Wilson",81,282,173,109,"BallStriking",2009
150,150,"Corey Pavin",73,283,125,158,"BallStriking",2009
151,151,"Brian Bateman",55,285,166,119,"BallStriking",2009
152,152,"Matt Bettencourt",98,286,131,155,"BallStriking",2009
153,153,"Ben Curtis",63,288,159,129,"BallStriking",2009
154,154,"Kevin Na",91,291,160,131,"BallStriking",2009
155,155,"Retief Goosen",74,292,122,170,"BallStriking",2009
156,156,"Cliff Kresge",78,293,152,141,"BallStriking",2009
157,157,"Jeff Quinney",78,295,149,146,"BallStriking",2009
158,158,"Stuart Appleby",79,299,149,150,"BallStriking",2009
159,159,"Leif Olson",51,302,125,177,"BallStriking",2009
160,160,"Lee Janzen",74,304,168,136,"BallStriking",2009
161,161,"Marc Turnesa",77,305,147,158,"BallStriking",2009
162,162,"Ken Duke",87,314,161,153,"BallStriking",2009
162,162,"Jimmy Walker",74,314,165,149,"BallStriking",2009
164,164,"Ian Poulter",59,315,137,178,"BallStriking",2009
165,165,"Jeff Overton",92,317,143,174,"BallStriking",2009
166,166,"Brad Adamonis",70,319,161,158,"BallStriking",2009
167,167,"Freddie Jacobson",83,322,174,148,"BallStriking",2009
168,168,"Joe Ogilvie",85,324,153,171,"BallStriking",2009
169,169,"David Mathis",82,326,172,154,"BallStriking",2009
170,170,"Webb Simpson",94,327,161,166,"BallStriking",2009
171,171,"Nathan Green",104,330,169,161,"BallStriking",2009
171,171,"Mike Weir",85,330,174,156,"BallStriking",2009
173,173,"Carl Pettersson",86,331,164,167,"BallStriking",2009
174,174,"Luke Donald",79,336,179,157,"BallStriking",2009
174,174,"David Duval",56,336,157,179,"BallStriking",2009
176,176,"Greg Kraft",51,342,177,165,"BallStriking",2009
177,177,"Aaron Baddeley",66,350,169,181,"BallStriking",2009
178,178,"Derek Fathauer",63,351,171,180,"BallStriking",2009
178,178,"Padraig Harrington",66,351,176,175,"BallStriking",2009
180,180,"Ryuji Imada",85,352,180,172,"BallStriking",2009
181,181,"Brendon Todd",53,353,181,172,"BallStriking",2009
182,182,"Eric Axley",71,365,182,183,"BallStriking",2009
183,183,"Parker McLachlin",71,366,184,182,"BallStriking",2009
184,184,"Brad Faxon",59,367,183,184,"BallStriking",2009
