"PuttsperRoundRound1_RANKTHISWEEK_2010","PuttsperRoundRound1_RANKLASTWEEK_2010","PuttsperRoundRound1_PLAYERNAME_2010","PuttsperRoundRound1__2010","PuttsperRoundRound1_AVG_2010","PuttsperRoundRound1_TOTALPUTTS_2010","PuttsperRoundRound1_TOTALROUNDS_2010","stat_name","year"
1,1,"Mike Weir",NA,27.89,502,18,"PuttsperRoundRound1",2010
2,2,"Retief Goosen",NA,28,504,18,"PuttsperRoundRound1",2010
2,2,"Padraig Harrington",NA,28,476,17,"PuttsperRoundRound1",2010
2,2,"Brandt Snedeker",NA,28,728,26,"PuttsperRoundRound1",2010
5,5,"Matt Jones",NA,28.07,758,27,"PuttsperRoundRound1",2010
6,6,"Matt Every",NA,28.18,479,17,"PuttsperRoundRound1",2010
7,7,"Carl Pettersson",NA,28.19,761,27,"PuttsperRoundRound1",2010
8,8,"Paul Casey",NA,28.25,452,16,"PuttsperRoundRound1",2010
8,8,"Chad Collins",NA,28.25,678,24,"PuttsperRoundRound1",2010
10,10,"Scott McCarron",NA,28.28,820,29,"PuttsperRoundRound1",2010
11,11,"Ryuji Imada",NA,28.29,792,28,"PuttsperRoundRound1",2010
11,11,"Ian Poulter",NA,28.29,396,14,"PuttsperRoundRound1",2010
13,13,"Charlie Wi",NA,28.3,764,27,"PuttsperRoundRound1",2010
14,14,"Kevin Na",NA,28.48,712,25,"PuttsperRoundRound1",2010
15,15,"Steve Flesch",NA,28.5,684,24,"PuttsperRoundRound1",2010
16,16,"Daniel Chopra",NA,28.54,799,28,"PuttsperRoundRound1",2010
17,17,"Angel Cabrera",NA,28.56,514,18,"PuttsperRoundRound1",2010
17,17,"Jeff Overton",NA,28.56,714,25,"PuttsperRoundRound1",2010
19,19,"Chris Couch",NA,28.57,657,23,"PuttsperRoundRound1",2010
20,20,"Paul Goydos",NA,28.6,715,25,"PuttsperRoundRound1",2010
20,20,"Derek Lamely",NA,28.6,715,25,"PuttsperRoundRound1",2010
22,22,"Skip Kendall",NA,28.63,458,16,"PuttsperRoundRound1",2010
23,23,"Jeff Quinney",NA,28.64,802,28,"PuttsperRoundRound1",2010
24,24,"Steve Stricker",NA,28.67,516,18,"PuttsperRoundRound1",2010
25,25,"Bryce Molder",NA,28.72,718,25,"PuttsperRoundRound1",2010
25,25,"Geoff Ogilvy",NA,28.72,517,18,"PuttsperRoundRound1",2010
27,27,"Jonathan Byrd",NA,28.73,747,26,"PuttsperRoundRound1",2010
28,28,"Tom Gillis",NA,28.74,776,27,"PuttsperRoundRound1",2010
28,28,"Nathan Green",NA,28.74,776,27,"PuttsperRoundRound1",2010
28,28,"Pat Perez",NA,28.74,776,27,"PuttsperRoundRound1",2010
31,31,"Mark Calcavecchia",NA,28.79,403,14,"PuttsperRoundRound1",2010
32,32,"Ryan Palmer",NA,28.81,778,27,"PuttsperRoundRound1",2010
33,33,"Stuart Appleby",NA,28.83,865,30,"PuttsperRoundRound1",2010
33,33,"Jason Day",NA,28.83,663,23,"PuttsperRoundRound1",2010
33,33,"David Duval",NA,28.83,663,23,"PuttsperRoundRound1",2010
36,36,"Matt Kuchar",NA,28.84,721,25,"PuttsperRoundRound1",2010
37,37,"Charles Howell III",NA,28.85,779,27,"PuttsperRoundRound1",2010
38,38,"Luke Donald",NA,28.89,549,19,"PuttsperRoundRound1",2010
38,38,"Scott Piercy",NA,28.89,809,28,"PuttsperRoundRound1",2010
40,40,"Matt Bettencourt",NA,28.9,838,29,"PuttsperRoundRound1",2010
40,40,"Steve Elkington",NA,28.9,578,20,"PuttsperRoundRound1",2010
40,40,"Brian Gay",NA,28.9,838,29,"PuttsperRoundRound1",2010
40,40,"Aron Price",NA,28.9,578,20,"PuttsperRoundRound1",2010
40,40,"Vance Veazey",NA,28.9,607,21,"PuttsperRoundRound1",2010
45,45,"Brad Faxon",NA,28.91,636,22,"PuttsperRoundRound1",2010
45,45,"Charley Hoffman",NA,28.91,665,23,"PuttsperRoundRound1",2010
45,45,"Chris Tidland",NA,28.91,665,23,"PuttsperRoundRound1",2010
48,48,"Dean Wilson",NA,28.94,463,16,"PuttsperRoundRound1",2010
49,49,"Bubba Watson",NA,28.95,637,22,"PuttsperRoundRound1",2010
50,50,"Aaron Baddeley",NA,28.96,753,26,"PuttsperRoundRound1",2010
51,51,"Rich Barcelo",NA,29,667,23,"PuttsperRoundRound1",2010
51,51,"Jeev Milkha Singh",NA,29,493,17,"PuttsperRoundRound1",2010
53,53,"George McNeill",NA,29.04,784,27,"PuttsperRoundRound1",2010
53,53,"Troy Merritt",NA,29.04,813,28,"PuttsperRoundRound1",2010
55,55,"Robert Allenby",NA,29.05,581,20,"PuttsperRoundRound1",2010
56,56,"Jimmy Walker",NA,29.08,756,26,"PuttsperRoundRound1",2010
56,56,"Steve Wheatcroft",NA,29.08,727,25,"PuttsperRoundRound1",2010
58,58,"Brian Davis",NA,29.09,931,32,"PuttsperRoundRound1",2010
59,59,"Andres Romero",NA,29.1,611,21,"PuttsperRoundRound1",2010
60,60,"Michael Letzig",NA,29.12,757,26,"PuttsperRoundRound1",2010
61,61,"Garrett Willis",NA,29.13,670,23,"PuttsperRoundRound1",2010
62,62,"KJ Choi",NA,29.14,612,21,"PuttsperRoundRound1",2010
62,62,"James Nitties",NA,29.14,816,28,"PuttsperRoundRound1",2010
62,62,"Justin Rose",NA,29.14,641,22,"PuttsperRoundRound1",2010
65,65,"Jim Furyk",NA,29.15,583,20,"PuttsperRoundRound1",2010
65,65,"Vaughn Taylor",NA,29.15,758,26,"PuttsperRoundRound1",2010
65,65,"YE Yang",NA,29.15,583,20,"PuttsperRoundRound1",2010
68,68,"Jason Bohn",NA,29.16,729,25,"PuttsperRoundRound1",2010
69,69,"Michael Connell",NA,29.17,671,23,"PuttsperRoundRound1",2010
69,69,"Ryan Moore",NA,29.17,671,23,"PuttsperRoundRound1",2010
69,69,"David Toms",NA,29.17,700,24,"PuttsperRoundRound1",2010
69,69,"Jerod Turner",NA,29.17,525,18,"PuttsperRoundRound1",2010
73,73,"Bo Van Pelt",NA,29.18,817,28,"PuttsperRoundRound1",2010
74,74,"Bob Estes",NA,29.19,759,26,"PuttsperRoundRound1",2010
75,75,"Freddie Jacobson",NA,29.21,701,24,"PuttsperRoundRound1",2010
75,75,"Shaun Micheel",NA,29.21,555,19,"PuttsperRoundRound1",2010
75,75,"Camilo Villegas",NA,29.21,555,19,"PuttsperRoundRound1",2010
78,78,"Rickie Fowler",NA,29.25,819,28,"PuttsperRoundRound1",2010
78,78,"Tom Pernice Jr",NA,29.25,585,20,"PuttsperRoundRound1",2010
80,80,"Greg Chalmers",NA,29.26,790,27,"PuttsperRoundRound1",2010
81,81,"Lucas Glover",NA,29.27,644,22,"PuttsperRoundRound1",2010
81,81,"Rory McIlroy",NA,29.27,439,15,"PuttsperRoundRound1",2010
81,81,"John Rollins",NA,29.27,761,26,"PuttsperRoundRound1",2010
84,84,"Tim Petrovic",NA,29.28,937,32,"PuttsperRoundRound1",2010
85,85,"Ricky Barnes",NA,29.29,820,28,"PuttsperRoundRound1",2010
85,85,"Kevin Johnson",NA,29.29,703,24,"PuttsperRoundRound1",2010
85,85,"Zach Johnson",NA,29.29,703,24,"PuttsperRoundRound1",2010
88,88,"Brendon de Jonge",NA,29.3,879,30,"PuttsperRoundRound1",2010
88,88,"Chris DiMarco",NA,29.3,674,23,"PuttsperRoundRound1",2010
88,88,"Joe Ogilvie",NA,29.3,879,30,"PuttsperRoundRound1",2010
91,91,"Roland Thatcher",NA,29.31,762,26,"PuttsperRoundRound1",2010
92,92,"Tim Herron",NA,29.32,645,22,"PuttsperRoundRound1",2010
93,93,"John Daly",NA,29.33,528,18,"PuttsperRoundRound1",2010
93,93,"JP Hayes",NA,29.33,704,24,"PuttsperRoundRound1",2010
95,95,"Tim Clark",NA,29.35,675,23,"PuttsperRoundRound1",2010
96,96,"Ernie Els",NA,29.37,558,19,"PuttsperRoundRound1",2010
97,97,"Cameron Beckman",NA,29.38,705,24,"PuttsperRoundRound1",2010
97,97,"Justin Leonard",NA,29.38,764,26,"PuttsperRoundRound1",2010
97,97,"Scott Verplank",NA,29.38,617,21,"PuttsperRoundRound1",2010
100,100,"JB Holmes",NA,29.42,765,26,"PuttsperRoundRound1",2010
100,100,"Andrew McLardy",NA,29.42,559,19,"PuttsperRoundRound1",2010
100,100,"Michael Sim",NA,29.42,559,19,"PuttsperRoundRound1",2010
100,100,"Webb Simpson",NA,29.42,912,31,"PuttsperRoundRound1",2010
104,104,"Ben Crane",NA,29.43,677,23,"PuttsperRoundRound1",2010
105,105,"Martin Flores",NA,29.44,736,25,"PuttsperRoundRound1",2010
105,105,"Kevin Stadler",NA,29.44,736,25,"PuttsperRoundRound1",2010
105,105,"Brett Wetterich",NA,29.44,471,16,"PuttsperRoundRound1",2010
108,108,"Brent Delahoussaye",NA,29.47,560,19,"PuttsperRoundRound1",2010
109,109,"Chris Riley",NA,29.5,649,22,"PuttsperRoundRound1",2010
110,110,"Bill Haas",NA,29.52,738,25,"PuttsperRoundRound1",2010
110,110,"Will Ma Kenzie",NA,29.52,679,23,"PuttsperRoundRound1",2010
112,112,"James Driscoll",NA,29.54,768,26,"PuttsperRoundRound1",2010
112,112,"Rory Sabbatini",NA,29.54,709,24,"PuttsperRoundRound1",2010
114,114,"Blake Adams",NA,29.56,739,25,"PuttsperRoundRound1",2010
115,115,"Greg Owen",NA,29.58,769,26,"PuttsperRoundRound1",2010
116,116,"Martin Laird",NA,29.62,770,26,"PuttsperRoundRound1",2010
117,117,"Jarrod Lyle",NA,29.63,474,16,"PuttsperRoundRound1",2010
117,117,"Kenny Perry",NA,29.63,563,19,"PuttsperRoundRound1",2010
117,117,"Alex Prugh",NA,29.63,800,27,"PuttsperRoundRound1",2010
120,120,"Woody Austin",NA,29.64,830,28,"PuttsperRoundRound1",2010
120,120,"Dustin Johnson",NA,29.64,652,22,"PuttsperRoundRound1",2010
122,122,"Brian Stuard",NA,29.65,771,26,"PuttsperRoundRound1",2010
123,123,"Craig Bowden",NA,29.67,534,18,"PuttsperRoundRound1",2010
123,123,"Hunter Mahan",NA,29.67,712,24,"PuttsperRoundRound1",2010
123,123,"Steve Marino",NA,29.67,712,24,"PuttsperRoundRound1",2010
126,126,"Chris Stroud",NA,29.68,742,25,"PuttsperRoundRound1",2010
127,127,"Lee Janzen",NA,29.69,772,26,"PuttsperRoundRound1",2010
128,128,"JJ Henry",NA,29.72,743,25,"PuttsperRoundRound1",2010
128,128,"Spencer Levin",NA,29.72,862,29,"PuttsperRoundRound1",2010
130,130,"Stephen Ames",NA,29.73,654,22,"PuttsperRoundRound1",2010
130,130,"Cliff Kresge",NA,29.73,446,15,"PuttsperRoundRound1",2010
130,130,"Marc Leishman",NA,29.73,773,26,"PuttsperRoundRound1",2010
133,133,"Greg Kraft",NA,29.74,565,19,"PuttsperRoundRound1",2010
133,133,"John Mallinger",NA,29.74,803,27,"PuttsperRoundRound1",2010
135,135,"Phil Mickelson",NA,29.75,595,20,"PuttsperRoundRound1",2010
136,136,"Ted Purdy",NA,29.76,863,29,"PuttsperRoundRound1",2010
137,137,"DJ Trahan",NA,29.78,804,27,"PuttsperRoundRound1",2010
138,138,"Sergio Garcia",NA,29.79,417,14,"PuttsperRoundRound1",2010
139,139,"Brenden Pappas",NA,29.82,656,22,"PuttsperRoundRound1",2010
140,140,"Chris Wilson",NA,29.83,716,24,"PuttsperRoundRound1",2010
141,141,"Jason Dufner",NA,29.84,746,25,"PuttsperRoundRound1",2010
141,141,"Adam Scott",NA,29.84,567,19,"PuttsperRoundRound1",2010
143,143,"Mathias Gronberg",NA,29.85,597,20,"PuttsperRoundRound1",2010
143,143,"Jeff Maggert",NA,29.85,776,26,"PuttsperRoundRound1",2010
143,143,"Rod Pampling",NA,29.85,776,26,"PuttsperRoundRound1",2010
143,143,"Kevin Streelman",NA,29.85,806,27,"PuttsperRoundRound1",2010
143,143,"Johnson Wagner",NA,29.85,806,27,"PuttsperRoundRound1",2010
148,148,"Nick Watney",NA,29.87,687,23,"PuttsperRoundRound1",2010
149,149,"Heath Slocum",NA,29.88,717,24,"PuttsperRoundRound1",2010
150,150,"Jerry Kelly",NA,29.89,837,28,"PuttsperRoundRound1",2010
151,151,"Michael Bradley",NA,29.91,688,23,"PuttsperRoundRound1",2010
151,151,"Jay Williamson",NA,29.91,658,22,"PuttsperRoundRound1",2010
153,153,"Davis Love III",NA,29.92,718,24,"PuttsperRoundRound1",2010
154,154,"Vijay Singh",NA,29.95,659,22,"PuttsperRoundRound1",2010
155,155,"David Lutterus",NA,29.96,689,23,"PuttsperRoundRound1",2010
156,156,"Stewart Cink",NA,30,660,22,"PuttsperRoundRound1",2010
156,156,"Joe Durant",NA,30,510,17,"PuttsperRoundRound1",2010
158,158,"Ben Curtis",NA,30.04,721,24,"PuttsperRoundRound1",2010
159,159,"Paul Stankowski",NA,30.06,481,16,"PuttsperRoundRound1",2010
160,160,"Briny Baird",NA,30.07,812,27,"PuttsperRoundRound1",2010
160,160,"DA Points",NA,30.07,872,29,"PuttsperRoundRound1",2010
160,160,"Josh Teater",NA,30.07,902,30,"PuttsperRoundRound1",2010
163,163,"Steve Lowery",NA,30.13,723,24,"PuttsperRoundRound1",2010
163,163,"Cameron Percy",NA,30.13,693,23,"PuttsperRoundRound1",2010
165,165,"Robert Garrigus",NA,30.15,603,20,"PuttsperRoundRound1",2010
166,166,"Trevor Immelman",NA,30.16,573,19,"PuttsperRoundRound1",2010
167,167,"Nicholas Thompson",NA,30.18,845,28,"PuttsperRoundRound1",2010
168,168,"Justin Bolli",NA,30.19,634,21,"PuttsperRoundRound1",2010
168,168,"Chad Campbell",NA,30.19,815,27,"PuttsperRoundRound1",2010
168,168,"Bill Lunde",NA,30.19,815,27,"PuttsperRoundRound1",2010
168,168,"Mark Wilson",NA,30.19,815,27,"PuttsperRoundRound1",2010
172,172,"Omar Uresti",NA,30.2,755,25,"PuttsperRoundRound1",2010
172,172,"Boo Weekley",NA,30.2,755,25,"PuttsperRoundRound1",2010
174,174,"Brett Quigley",NA,30.21,846,28,"PuttsperRoundRound1",2010
175,175,"Alex Cejka",NA,30.22,816,27,"PuttsperRoundRound1",2010
176,176,"Richard Johnson",NA,30.24,756,25,"PuttsperRoundRound1",2010
177,177,"Garth Mulroy",NA,30.29,515,17,"PuttsperRoundRound1",2010
178,178,"John Senden",NA,30.37,911,30,"PuttsperRoundRound1",2010
179,179,"Sean OHair",NA,30.38,729,24,"PuttsperRoundRound1",2010
180,180,"Rocco Mediate",NA,30.42,730,24,"PuttsperRoundRound1",2010
181,181,"John Merrick",NA,30.48,884,29,"PuttsperRoundRound1",2010
182,182,"Cameron Tringale",NA,30.5,610,20,"PuttsperRoundRound1",2010
183,183,"Graham DeLaet",NA,30.54,794,26,"PuttsperRoundRound1",2010
183,183,"Roger Tambellini",NA,30.54,733,24,"PuttsperRoundRound1",2010
185,185,"Mathew Goggin",NA,30.64,858,28,"PuttsperRoundRound1",2010
186,186,"Kevin Sutherland",NA,30.68,767,25,"PuttsperRoundRound1",2010
187,187,"Henrik Bjornstad",NA,30.75,738,24,"PuttsperRoundRound1",2010
188,188,"Charles Warren",NA,30.95,588,19,"PuttsperRoundRound1",2010
189,189,"Kris Blanks",NA,31.04,869,28,"PuttsperRoundRound1",2010
189,189,"Billy Mayfair",NA,31.04,745,24,"PuttsperRoundRound1",2010
191,191,"Troy Matteson",NA,31.21,874,28,"PuttsperRoundRound1",2010
192,192,"Jeff Gove",NA,31.35,627,20,"PuttsperRoundRound1",2010
