"Approach175200yardsRTPScore_RANKTHISWEEK_2010","Approach175200yardsRTPScore_RANKLASTWEEK_2010","Approach175200yardsRTPScore_PLAYERNAME_2010","Approach175200yardsRTPScore_ROUNDS_2010","Approach175200yardsRTPScore_AVGRTP_2010","stat_name","year"
1,1,"Matt Jones",89,-0.106,"Approach175200yardsRTPScore",2010
2,2,"Paul Casey",64,-0.097,"Approach175200yardsRTPScore",2010
3,3,"Jeff Overton",89,-0.073,"Approach175200yardsRTPScore",2010
4,4,"Vijay Singh",75,-0.066,"Approach175200yardsRTPScore",2010
5,5,"Luke Donald",71,-0.062,"Approach175200yardsRTPScore",2010
6,6,"Chad Collins",87,-0.057,"Approach175200yardsRTPScore",2010
7,7,"Greg Chalmers",93,-0.054,"Approach175200yardsRTPScore",2010
8,8,"Chad Campbell",95,-0.053,"Approach175200yardsRTPScore",2010
9,9,"Angel Cabrera",64,-0.051,"Approach175200yardsRTPScore",2010
9,9,"Steve Stricker",73,-0.051,"Approach175200yardsRTPScore",2010
11,11,"Ian Poulter",55,-0.05,"Approach175200yardsRTPScore",2010
11,11,"Charles Warren",64,-0.05,"Approach175200yardsRTPScore",2010
13,13,"George McNeill",79,-0.049,"Approach175200yardsRTPScore",2010
14,14,"Rickie Fowler",98,-0.045,"Approach175200yardsRTPScore",2010
15,15,"Stephen Ames",75,-0.043,"Approach175200yardsRTPScore",2010
15,15,"Matt Kuchar",97,-0.043,"Approach175200yardsRTPScore",2010
17,17,"Shaun Micheel",70,-0.042,"Approach175200yardsRTPScore",2010
18,18,"Retief Goosen",75,-0.039,"Approach175200yardsRTPScore",2010
19,19,"Mathias Gronberg",61,-0.033,"Approach175200yardsRTPScore",2010
19,19,"Pat Perez",90,-0.033,"Approach175200yardsRTPScore",2010
21,21,"Jay Williamson",76,-0.031,"Approach175200yardsRTPScore",2010
22,22,"Nick Watney",91,-0.029,"Approach175200yardsRTPScore",2010
23,23,"Michael Sim",64,-0.028,"Approach175200yardsRTPScore",2010
23,23,"David Toms",86,-0.028,"Approach175200yardsRTPScore",2010
23,23,"Bo Van Pelt",104,-0.028,"Approach175200yardsRTPScore",2010
26,26,"Steve Marino",81,-0.027,"Approach175200yardsRTPScore",2010
26,26,"YE Yang",72,-0.027,"Approach175200yardsRTPScore",2010
28,28,"Martin Laird",91,-0.026,"Approach175200yardsRTPScore",2010
29,29,"Hunter Mahan",85,-0.025,"Approach175200yardsRTPScore",2010
30,30,"Briny Baird",87,-0.023,"Approach175200yardsRTPScore",2010
30,30,"Jim Furyk",76,-0.023,"Approach175200yardsRTPScore",2010
32,32,"DA Points",90,-0.022,"Approach175200yardsRTPScore",2010
32,32,"Chris Riley",73,-0.022,"Approach175200yardsRTPScore",2010
34,34,"Charles Howell III",103,-0.021,"Approach175200yardsRTPScore",2010
34,34,"Garrett Willis",82,-0.021,"Approach175200yardsRTPScore",2010
36,36,"Stewart Cink",84,-0.02,"Approach175200yardsRTPScore",2010
37,37,"Jason Day",82,-0.018,"Approach175200yardsRTPScore",2010
37,37,"David Duval",71,-0.018,"Approach175200yardsRTPScore",2010
37,37,"Padraig Harrington",57,-0.018,"Approach175200yardsRTPScore",2010
37,37,"Aron Price",70,-0.018,"Approach175200yardsRTPScore",2010
41,41,"KJ Choi",82,-0.016,"Approach175200yardsRTPScore",2010
42,42,"Mark Wilson",87,-0.015,"Approach175200yardsRTPScore",2010
43,43,"Woody Austin",93,-0.014,"Approach175200yardsRTPScore",2010
44,44,"John Merrick",109,-0.013,"Approach175200yardsRTPScore",2010
44,44,"Roger Tambellini",77,-0.013,"Approach175200yardsRTPScore",2010
46,46,"Marc Leishman",87,-0.012,"Approach175200yardsRTPScore",2010
46,46,"Kevin Stadler",86,-0.012,"Approach175200yardsRTPScore",2010
48,48,"Jonathan Byrd",85,-0.011,"Approach175200yardsRTPScore",2010
49,49,"John Daly",63,-0.01,"Approach175200yardsRTPScore",2010
49,49,"Justin Rose",78,-0.01,"Approach175200yardsRTPScore",2010
49,49,"Kevin Sutherland",86,-0.01,"Approach175200yardsRTPScore",2010
52,52,"Zach Johnson",93,-0.009,"Approach175200yardsRTPScore",2010
53,53,"Dustin Johnson",83,-0.008,"Approach175200yardsRTPScore",2010
54,54,"Chris Couch",66,-0.007,"Approach175200yardsRTPScore",2010
55,55,"Matt Bettencourt",91,-0.006,"Approach175200yardsRTPScore",2010
56,56,"John Mallinger",78,-0.005,"Approach175200yardsRTPScore",2010
57,57,"Michael Connell",89,0,"Approach175200yardsRTPScore",2010
57,57,"Joe Durant",67,0,"Approach175200yardsRTPScore",2010
57,57,"Martin Flores",75,0,"Approach175200yardsRTPScore",2010
57,57,"Freddie Jacobson",83,0,"Approach175200yardsRTPScore",2010
57,57,"Jeff Quinney",91,0,"Approach175200yardsRTPScore",2010
57,57,"John Rollins",81,0,"Approach175200yardsRTPScore",2010
57,57,"Jeev Milkha Singh",59,0,"Approach175200yardsRTPScore",2010
57,57,"Paul Stankowski",62,0,"Approach175200yardsRTPScore",2010
65,65,"Brandt Snedeker",89,0.005,"Approach175200yardsRTPScore",2010
66,66,"Lee Janzen",77,0.006,"Approach175200yardsRTPScore",2010
67,67,"Rich Barcelo",70,0.007,"Approach175200yardsRTPScore",2010
67,67,"Ernie Els",72,0.007,"Approach175200yardsRTPScore",2010
67,67,"Kenny Perry",69,0.007,"Approach175200yardsRTPScore",2010
70,70,"Brett Wetterich",54,0.009,"Approach175200yardsRTPScore",2010
71,71,"Kevin Na",94,0.01,"Approach175200yardsRTPScore",2010
71,71,"Heath Slocum",97,0.01,"Approach175200yardsRTPScore",2010
73,73,"Michael Bradley",77,0.011,"Approach175200yardsRTPScore",2010
74,74,"John Senden",103,0.013,"Approach175200yardsRTPScore",2010
75,75,"Greg Owen",69,0.014,"Approach175200yardsRTPScore",2010
76,76,"Ricky Barnes",103,0.015,"Approach175200yardsRTPScore",2010
77,77,"Kris Blanks",91,0.016,"Approach175200yardsRTPScore",2010
77,77,"Ben Crane",85,0.016,"Approach175200yardsRTPScore",2010
79,79,"Robert Garrigus",71,0.017,"Approach175200yardsRTPScore",2010
79,79,"Nathan Green",86,0.017,"Approach175200yardsRTPScore",2010
81,81,"Graham DeLaet",88,0.018,"Approach175200yardsRTPScore",2010
81,81,"Phil Mickelson",76,0.018,"Approach175200yardsRTPScore",2010
81,81,"Scott Piercy",88,0.018,"Approach175200yardsRTPScore",2010
84,84,"Geoff Ogilvy",62,0.019,"Approach175200yardsRTPScore",2010
