"Total1Putts25_RANKTHISWEEK_2006","Total1Putts25_RANKLASTWEEK_2006","Total1Putts25_PLAYERNAME_2006","Total1Putts25_ROUNDS_2006","Total1Putts25_TOTAL_2006","Total1Putts25_TOTALFORALLDISTANCES_2006","Total1Putts25_PCTOFALL1PUTTS_2006","stat_name","year"
1,1,"Brent Geiberger",99,34,636,5.3,"Total1Putts25",2006
2,2,"Richard Johnson",94,33,597,5.5,"Total1Putts25",2006
3,3,"Brett Quigley",109,32,675,4.7,"Total1Putts25",2006
4,4,"JJ Henry",96,30,503,6,"Total1Putts25",2006
4,4,"David McKenzie",82,30,480,6.3,"Total1Putts25",2006
6,6,"Kent Jones",103,29,631,4.6,"Total1Putts25",2006
7,7,"Steve Flesch",119,28,737,3.8,"Total1Putts25",2006
7,7,"Tom Pernice Jr",108,28,661,4.2,"Total1Putts25",2006
7,7,"Bo Van Pelt",102,28,619,4.5,"Total1Putts25",2006
10,10,"Mathias Gronberg",92,27,534,5.1,"Total1Putts25",2006
10,10,"Vaughn Taylor",88,27,579,4.7,"Total1Putts25",2006
12,12,"James Driscoll",80,26,540,4.8,"Total1Putts25",2006
12,12,"Ted Purdy",103,26,530,4.9,"Total1Putts25",2006
12,12,"Vijay Singh",103,26,617,4.2,"Total1Putts25",2006
12,12,"Dean Wilson",115,26,682,3.8,"Total1Putts25",2006
16,16,"Craig Barlow",77,25,395,6.3,"Total1Putts25",2006
16,16,"Olin Browne",108,25,619,4,"Total1Putts25",2006
16,16,"Carlos Franco",86,25,512,4.9,"Total1Putts25",2006
16,16,"Chris Riley",86,25,527,4.7,"Total1Putts25",2006
16,16,"Mark Wilson",79,25,510,4.9,"Total1Putts25",2006
21,21,"Brad Faxon",78,24,545,4.4,"Total1Putts25",2006
21,21,"Brian Gay",107,24,777,3.1,"Total1Putts25",2006
21,21,"Nathan Green",108,24,714,3.4,"Total1Putts25",2006
21,21,"Frank Lickliter II",99,24,603,4,"Total1Putts25",2006
21,21,"John Rollins",93,24,508,4.7,"Total1Putts25",2006
26,26,"Will Ma Kenzie",91,23,472,4.9,"Total1Putts25",2006
26,26,"Jerry Smith",94,23,585,3.9,"Total1Putts25",2006
26,26,"Kevin Sutherland",100,23,583,3.9,"Total1Putts25",2006
29,29,"Arjun Atwal",97,22,592,3.7,"Total1Putts25",2006
29,29,"Daniel Chopra",110,22,690,3.2,"Total1Putts25",2006
29,29,"Ben Curtis",86,22,458,4.8,"Total1Putts25",2006
29,29,"Marco Dawson",87,22,567,3.9,"Total1Putts25",2006
29,29,"Joe Durant",101,22,631,3.5,"Total1Putts25",2006
29,29,"Todd Fischer",101,22,657,3.3,"Total1Putts25",2006
29,29,"Charles Howell III",96,22,523,4.2,"Total1Putts25",2006
29,29,"Brandt Jobe",91,22,458,4.8,"Total1Putts25",2006
29,29,"Hunter Mahan",98,22,600,3.7,"Total1Putts25",2006
29,29,"Tim Petrovic",95,22,589,3.7,"Total1Putts25",2006
29,29,"DA Points",82,22,515,4.3,"Total1Putts25",2006
29,29,"Jason Schultz",77,22,439,5,"Total1Putts25",2006
29,29,"Chris Smith",67,22,361,6.1,"Total1Putts25",2006
29,29,"Bob Tway",81,22,460,4.8,"Total1Putts25",2006
29,29,"Duffy Waldorf",96,22,554,4,"Total1Putts25",2006
44,44,"Briny Baird",81,21,457,4.6,"Total1Putts25",2006
44,44,"Henrik Bjornstad",97,21,629,3.3,"Total1Putts25",2006
44,44,"Jim Furyk",89,21,485,4.3,"Total1Putts25",2006
44,44,"Mathew Goggin",72,21,378,5.6,"Total1Putts25",2006
44,44,"Dudley Hart",83,21,501,4.2,"Total1Putts25",2006
44,44,"Troy Matteson",101,21,583,3.6,"Total1Putts25",2006
44,44,"John Senden",96,21,505,4.2,"Total1Putts25",2006
51,51,"KJ Choi",93,20,522,3.8,"Total1Putts25",2006
51,51,"Jonathan Kaye",95,20,538,3.7,"Total1Putts25",2006
51,51,"Billy Mayfair",94,20,509,3.9,"Total1Putts25",2006
51,51,"Ryan Palmer",101,20,572,3.5,"Total1Putts25",2006
51,51,"Justin Rose",98,20,600,3.3,"Total1Putts25",2006
51,51,"David Toms",76,20,448,4.5,"Total1Putts25",2006
57,57,"Aaron Baddeley",78,19,533,3.6,"Total1Putts25",2006
57,57,"David Branshaw",98,19,573,3.3,"Total1Putts25",2006
57,57,"Bob Estes",85,19,514,3.7,"Total1Putts25",2006
57,57,"Bill Haas",99,19,608,3.1,"Total1Putts25",2006
57,57,"Joe Ogilvie",95,19,578,3.3,"Total1Putts25",2006
57,57,"Carl Pettersson",95,19,547,3.5,"Total1Putts25",2006
57,57,"Nick Watney",97,19,612,3.1,"Total1Putts25",2006
64,64,"Robert Allenby",79,18,426,4.2,"Total1Putts25",2006
64,64,"Jeff Brehaut",100,18,561,3.2,"Total1Putts25",2006
64,64,"Jeff Gove",91,18,502,3.6,"Total1Putts25",2006
64,64,"John Huston",74,18,467,3.9,"Total1Putts25",2006
64,64,"Jerry Kelly",100,18,574,3.1,"Total1Putts25",2006
64,64,"Rod Pampling",89,18,510,3.5,"Total1Putts25",2006
64,64,"Tag Ridings",103,18,658,2.7,"Total1Putts25",2006
64,64,"Heath Slocum",96,18,527,3.4,"Total1Putts25",2006
64,64,"Charles Warren",93,18,517,3.5,"Total1Putts25",2006
73,73,"Shane Bertsch",104,17,646,2.6,"Total1Putts25",2006
73,73,"Jason Bohn",104,17,606,2.8,"Total1Putts25",2006
73,73,"Jonathan Byrd",66,17,386,4.4,"Total1Putts25",2006
73,73,"Chad Campbell",91,17,453,3.8,"Total1Putts25",2006
73,73,"Stewart Cink",93,17,541,3.1,"Total1Putts25",2006
73,73,"John Engler Jr",69,17,429,4,"Total1Putts25",2006
73,73,"Fred Funk",106,17,592,2.9,"Total1Putts25",2006
73,73,"Lucas Glover",105,17,597,2.8,"Total1Putts25",2006
73,73,"Ryuji Imada",105,17,614,2.8,"Total1Putts25",2006
73,73,"Zach Johnson",98,17,528,3.2,"Total1Putts25",2006
73,73,"Jeff Maggert",81,17,441,3.9,"Total1Putts25",2006
73,73,"Shigeki Maruyama",94,17,604,2.8,"Total1Putts25",2006
73,73,"Arron Oberholser",82,17,429,4,"Total1Putts25",2006
73,73,"Jesper Parnevik",84,17,533,3.2,"Total1Putts25",2006
73,73,"Joey Sindelar",90,17,492,3.5,"Total1Putts25",2006
73,73,"Hidemichi Tanaka",74,17,444,3.8,"Total1Putts25",2006
73,73,"Ron Whittaker",81,17,474,3.6,"Total1Putts25",2006
90,90,"Eric Axley",91,16,572,2.8,"Total1Putts25",2006
90,90,"David Duval",71,16,381,4.2,"Total1Putts25",2006
90,90,"Trevor Immelman",86,16,505,3.2,"Total1Putts25",2006
90,90,"Stephen Leaney",84,16,554,2.9,"Total1Putts25",2006
90,90,"Sean OHair",100,16,525,3,"Total1Putts25",2006
90,90,"Corey Pavin",74,16,390,4.1,"Total1Putts25",2006
90,90,"Patrick Sheehan",104,16,602,2.7,"Total1Putts25",2006
90,90,"Paul Stankowski",70,16,423,3.8,"Total1Putts25",2006
98,98,"Billy Andrade",78,15,415,3.6,"Total1Putts25",2006
98,98,"Woody Austin",107,15,688,2.2,"Total1Putts25",2006
98,98,"Mark Calcavecchia",94,15,567,2.6,"Total1Putts25",2006
98,98,"Greg Chalmers",71,15,425,3.5,"Total1Putts25",2006
98,98,"Brian Davis",92,15,552,2.7,"Total1Putts25",2006
98,98,"Bubba Dickerson",98,15,569,2.6,"Total1Putts25",2006
98,98,"Harrison Frazar",95,15,562,2.7,"Total1Putts25",2006
98,98,"Robert Gamez",94,15,568,2.6,"Total1Putts25",2006
98,98,"JB Holmes",81,15,438,3.4,"Total1Putts25",2006
98,98,"Freddie Jacobson",56,15,385,3.9,"Total1Putts25",2006
98,98,"Davis Love III",85,15,407,3.7,"Total1Putts25",2006
98,98,"Steve Lowery",99,15,576,2.6,"Total1Putts25",2006
98,98,"Len Mattiace",59,15,388,3.9,"Total1Putts25",2006
98,98,"Shaun Micheel",96,15,518,2.9,"Total1Putts25",2006
98,98,"Jeff Overton",95,15,605,2.5,"Total1Putts25",2006
98,98,"DJ Trahan",92,15,533,2.8,"Total1Putts25",2006
98,98,"Camilo Villegas",95,15,574,2.6,"Total1Putts25",2006
115,115,"Rich Beem",85,14,446,3.1,"Total1Putts25",2006
115,115,"Bart Bryant",87,14,455,3.1,"Total1Putts25",2006
115,115,"Ben Crane",85,14,461,3,"Total1Putts25",2006
115,115,"Robert Damron",91,14,589,2.4,"Total1Putts25",2006
115,115,"Ernie Els",69,14,348,4,"Total1Putts25",2006
115,115,"Paul Goydos",72,14,443,3.2,"Total1Putts25",2006
115,115,"Todd Hamilton",72,14,408,3.4,"Total1Putts25",2006
115,115,"Lee Janzen",79,14,489,2.9,"Total1Putts25",2006
115,115,"Steve Jones",83,14,474,3,"Total1Putts25",2006
115,115,"JL Lewis",57,14,356,3.9,"Total1Putts25",2006
115,115,"Larry Mize",53,14,281,5,"Total1Putts25",2006
115,115,"Greg Owen",79,14,416,3.4,"Total1Putts25",2006
115,115,"Mike Sposa",68,14,416,3.4,"Total1Putts25",2006
128,128,"Alex Aragon",63,13,396,3.3,"Total1Putts25",2006
128,128,"Steve Elkington",52,13,295,4.4,"Total1Putts25",2006
128,128,"Robert Garrigus",85,13,495,2.6,"Total1Putts25",2006
128,128,"JP Hayes",55,13,382,3.4,"Total1Putts25",2006
128,128,"Tim Herron",82,13,415,3.1,"Total1Putts25",2006
128,128,"Charley Hoffman",100,13,623,2.1,"Total1Putts25",2006
128,128,"Skip Kendall",72,13,416,3.1,"Total1Putts25",2006
128,128,"Bernhard Langer",77,13,428,3,"Total1Putts25",2006
