"Par5Performance_RANKTHISWEEK_2009","Par5Performance_RANKLASTWEEK_2009","Par5Performance_PLAYERNAME_2009","Par5Performance_ROUNDS_2009","Par5Performance_STATUS_2009","Par5Performance_PAR5AVG_2009","Par5Performance_TOTALPAR_2009","stat_name","year"
26,26,"Nicholas Thompson",96,-105,4.66,1565,"Par5Performance",2009
29,29,"David Toms",98,-104,4.64,1445,"Par5Performance",2009
30,30,"Robert Garrigus",83,-103,4.61,1305,"Par5Performance",2009
30,30,"Nathan Green",104,-103,4.67,1565,"Par5Performance",2009
32,32,"Stephen Ames",77,-102,4.58,1200,"Par5Performance",2009
32,32,"Daniel Chopra",89,-102,4.65,1440,"Par5Performance",2009
32,32,"Lucas Glover",93,-102,4.63,1380,"Par5Performance",2009
32,32,"Martin Laird",72,-102,4.54,1120,"Par5Performance",2009
32,32,"Michael Letzig",96,-102,4.66,1510,"Par5Performance",2009
32,32,"Scott McCarron",91,-102,4.64,1435,"Par5Performance",2009
38,38,"Ben Crane",93,-100,4.66,1455,"Par5Performance",2009
38,38,"Retief Goosen",74,-100,4.56,1145,"Par5Performance",2009
38,38,"Brett Quigley",92,-100,4.66,1450,"Par5Performance",2009
38,38,"Bubba Watson",73,-100,4.58,1200,"Par5Performance",2009
42,42,"Brendon de Jonge",90,-99,4.66,1435,"Par5Performance",2009
42,42,"Harrison Frazar",93,-99,4.64,1365,"Par5Performance",2009
44,44,"Jeff Overton",92,-98,4.66,1455,"Par5Performance",2009
44,44,"Kenny Perry",92,-98,4.65,1385,"Par5Performance",2009
44,44,"John Rollins",92,-98,4.68,1515,"Par5Performance",2009
47,47,"Greg Owen",97,-97,4.67,1470,"Par5Performance",2009
48,48,"Alex Cejka",82,-96,4.63,1305,"Par5Performance",2009
48,48,"Greg Chalmers",85,-96,4.63,1280,"Par5Performance",2009
48,48,"Mike Weir",85,-96,4.62,1265,"Par5Performance",2009
51,51,"Matt Kuchar",82,-95,4.64,1325,"Par5Performance",2009
51,51,"Pat Perez",74,-95,4.59,1165,"Par5Performance",2009
51,51,"DA Points",99,-95,4.7,1560,"Par5Performance",2009
51,51,"Vaughn Taylor",88,-95,4.64,1305,"Par5Performance",2009
51,51,"YE Yang",83,-95,4.64,1305,"Par5Performance",2009
56,56,"Woody Austin",84,-94,4.65,1340,"Par5Performance",2009
56,56,"Anthony Kim",76,-94,4.58,1120,"Par5Performance",2009
56,56,"George McNeill",82,-94,4.61,1210,"Par5Performance",2009
56,56,"Ryan Moore",89,-94,4.66,1400,"Par5Performance",2009
56,56,"Kevin Streelman",97,-94,4.67,1425,"Par5Performance",2009
56,56,"Charlie Wi",92,-94,4.67,1445,"Par5Performance",2009
62,62,"Briny Baird",89,-93,4.66,1350,"Par5Performance",2009
62,62,"John Mallinger",90,-93,4.68,1445,"Par5Performance",2009
62,62,"Geoff Ogilvy",78,-93,4.59,1130,"Par5Performance",2009
65,65,"Luke Donald",79,-92,4.61,1180,"Par5Performance",2009
65,65,"Jason Dufner",90,-92,4.67,1415,"Par5Performance",2009
65,65,"Brian Gay",96,-92,4.67,1380,"Par5Performance",2009
65,65,"Troy Matteson",95,-92,4.69,1490,"Par5Performance",2009
65,65,"Dean Wilson",81,-92,4.65,1305,"Par5Performance",2009
70,70,"Rory Sabbatini",81,-91,4.64,1250,"Par5Performance",2009
70,70,"Scott Verplank",88,-91,4.64,1255,"Par5Performance",2009
70,70,"Camilo Villegas",76,-91,4.62,1205,"Par5Performance",2009
73,73,"Tim Clark",81,-90,4.61,1165,"Par5Performance",2009
73,73,"Jimmy Walker",74,-90,4.61,1165,"Par5Performance",2009
75,75,"Chad Campbell",90,-89,4.68,1370,"Par5Performance",2009
75,75,"Freddie Jacobson",83,-89,4.64,1225,"Par5Performance",2009
75,75,"Matt Jones",56,-89,4.51,915,"Par5Performance",2009
78,78,"Webb Simpson",94,-88,4.7,1485,"Par5Performance",2009
79,79,"Cameron Beckman",87,-85,4.68,1310,"Par5Performance",2009
79,79,"Chris DiMarco",97,-85,4.7,1425,"Par5Performance",2009
81,81,"Jim Furyk",86,-84,4.68,1295,"Par5Performance",2009
81,81,"JJ Henry",97,-84,4.7,1395,"Par5Performance",2009
83,83,"Tim Herron",87,-83,4.68,1290,"Par5Performance",2009
83,83,"Steve Lowery",83,-83,4.69,1325,"Par5Performance",2009
83,83,"Johnson Wagner",81,-83,4.67,1270,"Par5Performance",2009
86,86,"Ken Duke",87,-82,4.72,1455,"Par5Performance",2009
86,86,"Chris Riley",77,-82,4.64,1145,"Par5Performance",2009
86,86,"Brandt Snedeker",81,-82,4.67,1255,"Par5Performance",2009
89,89,"Jason Bohn",88,-81,4.71,1395,"Par5Performance",2009
89,89,"Bob Estes",78,-81,4.67,1220,"Par5Performance",2009
89,89,"Ryuji Imada",85,-81,4.7,1330,"Par5Performance",2009
89,89,"Jeff Klauk",97,-81,4.74,1555,"Par5Performance",2009
93,93,"Rich Beem",77,-80,4.67,1215,"Par5Performance",2009
93,93,"Joe Ogilvie",85,-80,4.7,1345,"Par5Performance",2009
93,93,"Carl Pettersson",86,-80,4.69,1290,"Par5Performance",2009
93,93,"Heath Slocum",95,-80,4.71,1390,"Par5Performance",2009
93,93,"Boo Weekley",79,-80,4.64,1120,"Par5Performance",2009
98,98,"Mathew Goggin",76,-79,4.66,1170,"Par5Performance",2009
98,98,"Aron Price",89,-79,4.71,1380,"Par5Performance",2009
100,100,"Marc Leishman",91,-78,4.71,1345,"Par5Performance",2009
101,101,"Jason Day",61,-77,4.61,985,"Par5Performance",2009
101,101,"Steve Elkington",70,-77,4.67,1180,"Par5Performance",2009
101,101,"Ernie Els",70,-77,4.62,1010,"Par5Performance",2009
104,104,"Billy Mayfair",83,-76,4.71,1305,"Par5Performance",2009
104,104,"Rocco Mediate",79,-76,4.69,1210,"Par5Performance",2009
104,104,"John Merrick",91,-76,4.73,1420,"Par5Performance",2009
104,104,"James Nitties",86,-76,4.7,1255,"Par5Performance",2009
108,108,"Stewart Cink",79,-75,4.64,1040,"Par5Performance",2009
108,108,"Sean OHair",80,-75,4.67,1135,"Par5Performance",2009
110,110,"Brad Adamonis",70,-74,4.67,1105,"Par5Performance",2009
110,110,"Charles Warren",63,-74,4.65,1055,"Par5Performance",2009
112,112,"Stuart Appleby",79,-72,4.7,1210,"Par5Performance",2009
112,112,"Cliff Kresge",78,-72,4.69,1180,"Par5Performance",2009
114,114,"Steve Flesch",77,-71,4.72,1265,"Par5Performance",2009
114,114,"Jason Gore",74,-71,4.7,1180,"Par5Performance",2009
114,114,"Paul Goydos",79,-71,4.7,1165,"Par5Performance",2009
114,114,"Jeff Quinney",78,-71,4.72,1280,"Par5Performance",2009
114,114,"Chez Reavie",81,-71,4.71,1240,"Par5Performance",2009
119,119,"Mark Calcavecchia",72,-70,4.69,1140,"Par5Performance",2009
119,119,"Padraig Harrington",66,-70,4.66,1035,"Par5Performance",2009
119,119,"Peter Lonard",86,-70,4.73,1305,"Par5Performance",2009
119,119,"Bill Lunde",83,-70,4.71,1225,"Par5Performance",2009
119,119,"Parker McLachlin",71,-70,4.7,1185,"Par5Performance",2009
119,119,"Ryan Palmer",78,-70,4.72,1265,"Par5Performance",2009
119,119,"Vijay Singh",71,-70,4.66,1025,"Par5Performance",2009
126,126,"Michael Allen",73,-69,4.71,1185,"Par5Performance",2009
126,126,"Aaron Baddeley",66,-69,4.67,1040,"Par5Performance",2009
126,126,"Glen Day",79,-69,4.72,1235,"Par5Performance",2009
126,126,"David Mathis",82,-69,4.73,1265,"Par5Performance",2009
126,126,"Justin Rose",71,-69,4.67,1060,"Par5Performance",2009
126,126,"Jay Williamson",69,-69,4.68,1075,"Par5Performance",2009
132,132,"Phil Mickelson",66,-68,4.67,1015,"Par5Performance",2009
132,132,"Bryce Molder",69,-68,4.64,955,"Par5Performance",2009
132,132,"Matt Weibring",65,-68,4.65,985,"Par5Performance",2009
135,135,"Robert Allenby",71,-67,4.68,1040,"Par5Performance",2009
135,135,"Spencer Levin",75,-67,4.71,1165,"Par5Performance",2009
135,135,"Nick OHern",90,-67,4.74,1310,"Par5Performance",2009
138,138,"Jeff Maggert",79,-66,4.73,1200,"Par5Performance",2009
138,138,"Rod Pampling",72,-66,4.71,1130,"Par5Performance",2009
140,140,"Todd Hamilton",83,-65,4.75,1300,"Par5Performance",2009
141,141,"Fred Couples",54,-64,4.63,855,"Par5Performance",2009
141,141,"Sergio Garcia",59,-64,4.62,840,"Par5Performance",2009
143,143,"Kris Blanks",60,-63,4.67,950,"Par5Performance",2009
143,143,"KJ Choi",65,-63,4.71,1075,"Par5Performance",2009
143,143,"Richard Johnson",85,-63,4.76,1295,"Par5Performance",2009
143,143,"Will Ma Kenzie",69,-63,4.72,1130,"Par5Performance",2009
143,143,"Kevin Stadler",65,-63,4.69,1015,"Par5Performance",2009
148,148,"Ben Curtis",63,-62,4.7,1030,"Par5Performance",2009
148,148,"Lee Janzen",74,-62,4.74,1170,"Par5Performance",2009
150,150,"Casey Wittenberg",71,-61,4.73,1115,"Par5Performance",2009
151,151,"JB Holmes",74,-59,4.75,1165,"Par5Performance",2009
151,151,"Kent Jones",73,-59,4.74,1145,"Par5Performance",2009
151,151,"Jarrod Lyle",65,-59,4.71,1030,"Par5Performance",2009
151,151,"Kirk Triplett",60,-59,4.69,965,"Par5Performance",2009
155,155,"Peter Tomasulo",61,-58,4.7,970,"Par5Performance",2009
156,156,"Tag Ridings",50,-57,4.61,735,"Par5Performance",2009
156,156,"Adam Scott",53,-57,4.63,780,"Par5Performance",2009
158,158,"Ian Poulter",59,-56,4.69,890,"Par5Performance",2009
159,159,"Ricky Barnes",67,-55,4.71,955,"Par5Performance",2009
159,159,"Andres Romero",58,-55,4.69,900,"Par5Performance",2009
159,159,"Patrick Sheehan",51,-55,4.66,805,"Par5Performance",2009
162,162,"Colt Knost",71,-54,4.76,1125,"Par5Performance",2009
162,162,"Corey Pavin",73,-54,4.77,1150,"Par5Performance",2009
164,164,"Tommy Armour III",58,-53,4.72,930,"Par5Performance",2009
165,165,"Joe Durant",62,-51,4.75,1025,"Par5Performance",2009
166,166,"Derek Fathauer",63,-50,4.75,995,"Par5Performance",2009
167,167,"Brian Vranesh",51,-49,4.69,785,"Par5Performance",2009
168,168,"Angel Cabrera",55,-47,4.7,780,"Par5Performance",2009
168,168,"David Duval",56,-47,4.73,885,"Par5Performance",2009
170,170,"Darron Stiles",52,-46,4.72,825,"Par5Performance",2009
171,171,"Bart Bryant",58,-45,4.73,845,"Par5Performance",2009
172,172,"Bob Heintz",59,-44,4.76,905,"Par5Performance",2009
173,173,"Leif Olson",51,-43,4.73,795,"Par5Performance",2009
173,173,"Rick Price",54,-43,4.77,915,"Par5Performance",2009
175,175,"Brian Bateman",55,-42,4.76,880,"Par5Performance",2009
175,175,"Gary Woodland",53,-42,4.73,780,"Par5Performance",2009
177,177,"Scott Sterling",51,-39,4.75,795,"Par5Performance",2009
178,178,"Mark Brooks",55,-38,4.78,880,"Par5Performance",2009
179,179,"Tom Lehman",55,-36,4.78,815,"Par5Performance",2009
180,180,"Greg Kraft",51,-34,4.79,815,"Par5Performance",2009
181,181,"Eric Axley",71,-33,4.86,1150,"Par5Performance",2009
182,182,"Marc Turnesa",77,-31,4.87,1165,"Par5Performance",2009
183,183,"Brad Faxon",59,-21,4.89,930,"Par5Performance",2009
184,184,"Brendon Todd",53,-19,4.88,805,"Par5Performance",2009
