"EarlyRound1ScoringAverage_RANKTHISWEEK_2011","EarlyRound1ScoringAverage_RANKLASTWEEK_2011","EarlyRound1ScoringAverage_PLAYERNAME_2011","EarlyRound1ScoringAverage__2011","EarlyRound1ScoringAverage_AVG_2011","EarlyRound1ScoringAverage_TOTALSTROKES_2011","EarlyRound1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Nick Watney",NA,68.5,959,14,"EarlyRound1ScoringAverage",2011
2,2,"Rickie Fowler",NA,68.67,618,9,"EarlyRound1ScoringAverage",2011
3,3,"Ben Crane",NA,68.75,825,12,"EarlyRound1ScoringAverage",2011
4,4,"Steve Stricker",NA,68.78,619,9,"EarlyRound1ScoringAverage",2011
5,5,"Webb Simpson",NA,69,966,14,"EarlyRound1ScoringAverage",2011
6,6,"Davis Love III",NA,69.11,622,9,"EarlyRound1ScoringAverage",2011
7,7,"Jonathan Byrd",NA,69.33,1040,15,"EarlyRound1ScoringAverage",2011
8,8,"David Toms",NA,69.36,763,11,"EarlyRound1ScoringAverage",2011
9,9,"Kyle Stanley",NA,69.38,902,13,"EarlyRound1ScoringAverage",2011
10,10,"Spencer Levin",NA,69.4,1041,15,"EarlyRound1ScoringAverage",2011
11,11,"John Senden",NA,69.46,903,13,"EarlyRound1ScoringAverage",2011
12,12,"Rod Pampling",NA,69.5,695,10,"EarlyRound1ScoringAverage",2011
13,13,"Gary Woodland",NA,69.55,765,11,"EarlyRound1ScoringAverage",2011
14,14,"Jason Dufner",NA,69.6,1044,15,"EarlyRound1ScoringAverage",2011
15,15,"Bill Haas",NA,69.62,905,13,"EarlyRound1ScoringAverage",2011
16,16,"Nathan Green",NA,69.73,1046,15,"EarlyRound1ScoringAverage",2011
17,17,"Chad Campbell",NA,69.75,1116,16,"EarlyRound1ScoringAverage",2011
18,18,"Brendon de Jonge",NA,69.76,1186,17,"EarlyRound1ScoringAverage",2011
19,19,"Rory Sabbatini",NA,69.77,907,13,"EarlyRound1ScoringAverage",2011
20,20,"Luke Donald",NA,69.78,628,9,"EarlyRound1ScoringAverage",2011
21,21,"Retief Goosen",NA,69.8,698,10,"EarlyRound1ScoringAverage",2011
21,21,"Charley Hoffman",NA,69.8,1047,15,"EarlyRound1ScoringAverage",2011
21,21,"Vaughn Taylor",NA,69.8,1047,15,"EarlyRound1ScoringAverage",2011
24,24,"Robert Allenby",NA,69.85,908,13,"EarlyRound1ScoringAverage",2011
25,25,"Charles Howell III",NA,69.87,1048,15,"EarlyRound1ScoringAverage",2011
26,26,"Lucas Glover",NA,69.88,559,8,"EarlyRound1ScoringAverage",2011
27,27,"Chris Couch",NA,69.9,699,10,"EarlyRound1ScoringAverage",2011
28,28,"Stewart Cink",NA,69.91,769,11,"EarlyRound1ScoringAverage",2011
29,29,"Mark Wilson",NA,69.92,909,13,"EarlyRound1ScoringAverage",2011
30,30,"Jason Day",NA,70,630,9,"EarlyRound1ScoringAverage",2011
30,30,"Lee Janzen",NA,70,700,10,"EarlyRound1ScoringAverage",2011
30,30,"Scott McCarron",NA,70,700,10,"EarlyRound1ScoringAverage",2011
30,30,"Ryan Palmer",NA,70,840,12,"EarlyRound1ScoringAverage",2011
30,30,"DA Points",NA,70,840,12,"EarlyRound1ScoringAverage",2011
30,30,"Chris Riley",NA,70,980,14,"EarlyRound1ScoringAverage",2011
36,36,"Brian Gay",NA,70.07,1051,15,"EarlyRound1ScoringAverage",2011
36,36,"Brendan Steele",NA,70.07,981,14,"EarlyRound1ScoringAverage",2011
38,38,"Tom Gillis",NA,70.09,771,11,"EarlyRound1ScoringAverage",2011
38,38,"John Merrick",NA,70.09,771,11,"EarlyRound1ScoringAverage",2011
40,40,"Matt Kuchar",NA,70.1,701,10,"EarlyRound1ScoringAverage",2011
41,41,"Sergio Garcia",NA,70.11,631,9,"EarlyRound1ScoringAverage",2011
42,42,"Chez Reavie",NA,70.12,1192,17,"EarlyRound1ScoringAverage",2011
43,43,"Phil Mickelson",NA,70.13,561,8,"EarlyRound1ScoringAverage",2011
44,44,"Dean Wilson",NA,70.15,912,13,"EarlyRound1ScoringAverage",2011
45,45,"Scott Gutschewski",NA,70.2,702,10,"EarlyRound1ScoringAverage",2011
45,45,"Charl Schwartzel",NA,70.2,351,5,"EarlyRound1ScoringAverage",2011
