"ProximitytoHolefromSand_RANKTHISWEEK_2016","ProximitytoHolefromSand_RANKLASTWEEK_2016","ProximitytoHolefromSand_PLAYERNAME_2016","ProximitytoHolefromSand_ROUNDS_2016","ProximitytoHolefromSand_AVGDTP_2016","ProximitytoHolefromSand_TOTALDISTANCEFEET_2016","ProximitytoHolefromSand_OFSHOTS_2016","ProximitytoHolefromSand_SCRAMBLINGRANK_2016","stat_name","year"
83,90,"Steven Bowditch",40,NA,556.583,60,206,"ProximitytoHolefromSand",2016
83,85,"Bronson Burgoon",53,NA,435.833,47,103,"ProximitytoHolefromSand",2016
83,96,"Brendan Steele",48,NA,418,45,153,"ProximitytoHolefromSand",2016
83,87,"Brendon Todd",43,NA,528.333,57,28,"ProximitytoHolefromSand",2016
88,100,"Tyler Aldridge",53,NA,476.25,51,129,"ProximitytoHolefromSand",2016
89,96,"Lucas Lee",22,NA,196.917,21,86,"ProximitytoHolefromSand",2016
89,107,"Luke List",51,NA,671.417,71,48,"ProximitytoHolefromSand",2016
89,90,"Martin Piller",37,NA,310,33,94,"ProximitytoHolefromSand",2016
89,100,"Kyle Reifers",63,NA,762.417,81,195,"ProximitytoHolefromSand",2016
89,90,"Sam Saunders",40,NA,519,55,144,"ProximitytoHolefromSand",2016
89,85,"Shawn Stefani",45,NA,582.833,62,143,"ProximitytoHolefromSand",2016
89,64,"Michael Thompson",46,NA,310.333,33,166,"ProximitytoHolefromSand",2016
96,84,"Byeong Hun An",23,NA,208.667,22,148,"ProximitytoHolefromSand",2016
96,107,"Kevin Chappell",49,NA,599.667,63,39,"ProximitytoHolefromSand",2016
96,90,"Peter Malnati",53,NA,662.25,70,53,"ProximitytoHolefromSand",2016
96,100,"Will Wilcox",47,NA,702.333,74,88,"ProximitytoHolefromSand",2016
100,107,"Blayne Barber",44,NA,508.167,53,157,"ProximitytoHolefromSand",2016
100,73,"Ernie Els",34,NA,506.083,53,145,"ProximitytoHolefromSand",2016
100,116,"Francesco Molinari",36,NA,432.833,45,70,"ProximitytoHolefromSand",2016
100,105,"Vijay Singh",42,NA,575.333,60,138,"ProximitytoHolefromSand",2016
100,105,"Andy Sullivan",25,NA,239.333,25,159,"ProximitytoHolefromSand",2016
105,90,"Lucas Glover",53,NA,571.75,59,37,"ProximitytoHolefromSand",2016
105,96,"Adam Hadwin",53,NA,645.417,67,140,"ProximitytoHolefromSand",2016
105,111,"William McGirt",54,NA,820.083,85,50,"ProximitytoHolefromSand",2016
105,111,"Cameron Tringale",47,NA,635.667,66,82,"ProximitytoHolefromSand",2016
109,111,"Billy Horschel",45,NA,457.417,47,172,"ProximitytoHolefromSand",2016
109,111,"Carl Pettersson",31,NA,419.667,43,119,"ProximitytoHolefromSand",2016
109,100,"Steve Wheatcroft",53,NA,749.667,77,75,"ProximitytoHolefromSand",2016
112,150,"Derek Ernst",36,NA,284,29,63,"ProximitytoHolefromSand",2016
112,111,"Whee Kim",54,NA,748.583,76,117,"ProximitytoHolefromSand",2016
112,90,"Hideki Matsuyama",40,NA,313.417,32,85,"ProximitytoHolefromSand",2016
112,116,"Bryce Molder",50,NA,610.667,62,11,"ProximitytoHolefromSand",2016
112,116,"Ryan Palmer",46,NA,844.833,86,128,"ProximitytoHolefromSand",2016
112,100,"Ian Poulter",37,NA,363.417,37,36,"ProximitytoHolefromSand",2016
112,150,"Johnson Wagner",44,NA,423.417,43,122,"ProximitytoHolefromSand",2016
119,121,"Sung Kang",51,NA,764.5,77,74,"ProximitytoHolefromSand",2016
119,121,"Louis Oosthuizen",25,NA,266.833,27,203,"ProximitytoHolefromSand",2016
119,123,"Rob Oppenheim",37,NA,437.75,44,111,"ProximitytoHolefromSand",2016
122,131,"Brian Harman",60,NA,841.083,84,106,"ProximitytoHolefromSand",2016
122,123,"Kevin Na",52,NA,558.167,56,46,"ProximitytoHolefromSand",2016
122,129,"John Senden",48,NA,498.083,50,104,"ProximitytoHolefromSand",2016
122,123,"Justin Thomas",53,NA,591.333,59,134,"ProximitytoHolefromSand",2016
126,135,"Scott Brown",59,NA,716.083,71,108,"ProximitytoHolefromSand",2016
126,116,"Graham DeLaet",50,NA,643.917,64,185,"ProximitytoHolefromSand",2016
126,135,"Tim Wilkinson",40,NA,323.583,32,1,"ProximitytoHolefromSand",2016
129,116,"Daniel Berger",52,NA,721.833,71,108,"ProximitytoHolefromSand",2016
129,131,"Jason Dufner",53,NA,579.833,57,156,"ProximitytoHolefromSand",2016
129,131,"JJ Henry",44,NA,537.583,53,191,"ProximitytoHolefromSand",2016
129,123,"Jim Herman",55,NA,681.833,67,67,"ProximitytoHolefromSand",2016
129,131,"Brooks Koepka",39,NA,467.417,46,154,"ProximitytoHolefromSand",2016
129,123,"Jason Kokrak",52,NA,476.333,47,78,"ProximitytoHolefromSand",2016
129,144,"Rory McIlroy",37,NA,405.833,40,89,"ProximitytoHolefromSand",2016
136,144,"Jonas Blixt",46,NA,665.417,65,81,"ProximitytoHolefromSand",2016
136,123,"Fabian Gomez",49,NA,572.083,56,101,"ProximitytoHolefromSand",2016
136,135,"Seung Yul Noh",54,NA,688.5,67,161,"ProximitytoHolefromSand",2016
139,139,"Ricky Barnes",57,NA,701.167,68,69,"ProximitytoHolefromSand",2016
139,184,"Adam Scott",39,NA,329.75,32,110,"ProximitytoHolefromSand",2016
139,135,"Kyle Stanley",57,NA,744.917,72,182,"ProximitytoHolefromSand",2016
142,141,"Keegan Bradley",40,NA,448,43,186,"ProximitytoHolefromSand",2016
142,158,"Matt Jones",45,NA,541.167,52,169,"ProximitytoHolefromSand",2016
142,96,"Patrick Rodgers",49,NA,438.667,42,92,"ProximitytoHolefromSand",2016
142,141,"Kevin Streelman",46,NA,394.333,38,170,"ProximitytoHolefromSand",2016
146,158,"Ben Crane",48,NA,577.75,55,131,"ProximitytoHolefromSand",2016
146,162,"Morgan Hoffmann",43,NA,652.583,62,114,"ProximitytoHolefromSand",2016
146,144,"Mark Hubbard",73,NA,1066.75,102,43,"ProximitytoHolefromSand",2016
146,144,"Andrew Landry",24,NA,209.583,20,45,"ProximitytoHolefromSand",2016
146,144,"Hudson Swafford",52,NA,663.75,63,130,"ProximitytoHolefromSand",2016
151,150,"Stewart Cink",45,NA,520.25,49,193,"ProximitytoHolefromSand",2016
151,150,"Gary Woodland",45,NA,488,46,151,"ProximitytoHolefromSand",2016
153,156,"Rhein Gibson",36,NA,340.667,32,165,"ProximitytoHolefromSand",2016
153,171,"Bill Haas",42,NA,459,43,29,"ProximitytoHolefromSand",2016
153,156,"Robert Streb",51,NA,586,55,149,"ProximitytoHolefromSand",2016
156,158,"Thomas Aiken",42,NA,312,29,79,"ProximitytoHolefromSand",2016
156,139,"Brendon de Jonge",55,NA,689.583,64,132,"ProximitytoHolefromSand",2016
156,169,"Emiliano Grillo",47,NA,678.75,63,187,"ProximitytoHolefromSand",2016
156,162,"Harold Varner III",58,NA,699.75,65,133,"ProximitytoHolefromSand",2016
156,144,"Camilo Villegas",50,NA,742,69,58,"ProximitytoHolefromSand",2016
161,177,"Tom Hoge",47,NA,455.833,42,41,"ProximitytoHolefromSand",2016
161,162,"Colt Knost",56,NA,640.917,59,17,"ProximitytoHolefromSand",2016
163,162,"Shane Bertsch",30,NA,327.5,30,67,"ProximitytoHolefromSand",2016
163,162,"Anirban Lahiri",44,NA,547.583,50,93,"ProximitytoHolefromSand",2016
163,162,"Scott Piercy",45,NA,578.417,53,158,"ProximitytoHolefromSand",2016
166,129,"Tony Finau",49,NA,739.5,67,84,"ProximitytoHolefromSand",2016
166,141,"Chesson Hadley",51,NA,701.333,64,150,"ProximitytoHolefromSand",2016
166,171,"Martin Laird",46,NA,681,62,95,"ProximitytoHolefromSand",2016
169,169,"Kevin Kisner",49,NA,509.583,46,163,"ProximitytoHolefromSand",2016
170,162,"Derek Fathauer",58,NA,972.917,87,120,"ProximitytoHolefromSand",2016
170,175,"Steve Stricker",25,NA,347.167,31,26,"ProximitytoHolefromSand",2016
170,192,"Dawie van der Walt",48,NA,480.583,43,192,"ProximitytoHolefromSand",2016
173,171,"Hunter Mahan",43,NA,584.75,52,152,"ProximitytoHolefromSand",2016
173,177,"Chez Reavie",56,NA,823.75,73,5,"ProximitytoHolefromSand",2016
173,182,"Daniel Summerhays",55,NA,854.083,76,90,"ProximitytoHolefromSand",2016
173,150,"Jhonattan Vegas",49,NA,630.5,56,96,"ProximitytoHolefromSand",2016
177,179,"Russell Knox",48,NA,533.667,47,20,"ProximitytoHolefromSand",2016
177,179,"Jeff Overton",51,NA,928.833,82,23,"ProximitytoHolefromSand",2016
177,175,"Scott Stallings",46,NA,658.333,58,136,"ProximitytoHolefromSand",2016
180,184,"David Hearn",55,NA,705.75,62,55,"ProximitytoHolefromSand",2016
180,182,"Charl Schwartzel",29,NA,444.75,39,31,"ProximitytoHolefromSand",2016
182,150,"Jason Gore",51,NA,598.833,52,72,"ProximitytoHolefromSand",2016
182,192,"James Hahn",45,NA,783.417,68,139,"ProximitytoHolefromSand",2016
184,171,"Spencer Levin",62,NA,786.167,68,76,"ProximitytoHolefromSand",2016
184,187,"Carlos Ortiz",47,NA,533.833,46,205,"ProximitytoHolefromSand",2016
184,179,"Brett Stegmaier",57,NA,613.083,53,127,"ProximitytoHolefromSand",2016
187,187,"Pat Perez",28,NA,256.25,22,180,"ProximitytoHolefromSand",2016
188,190,"Charlie Beljan",26,NA,271.167,23,171,"ProximitytoHolefromSand",2016
188,184,"Matt Every",34,NA,598.917,51,199,"ProximitytoHolefromSand",2016
190,161,"Justin Hicks",26,NA,438.75,37,207,"ProximitytoHolefromSand",2016
190,187,"Ben Martin",48,NA,653.083,55,167,"ProximitytoHolefromSand",2016
190,201,"Ollie Schniederjans",23,NA,342.5,29,197,"ProximitytoHolefromSand",2016
193,191,"Cameron Percy",22,NA,178.583,15,175,"ProximitytoHolefromSand",2016
193,192,"Chris Stroud",52,NA,833.5,70,146,"ProximitytoHolefromSand",2016
195,192,"Luke Guthrie",31,NA,337,28,117,"ProximitytoHolefromSand",2016
195,197,"Steve Marino",40,NA,490.917,41,188,"ProximitytoHolefromSand",2016
197,197,"Nick Taylor",57,NA,681,56,54,"ProximitytoHolefromSand",2016
198,199,"Andres Gonzales",46,NA,564.417,46,172,"ProximitytoHolefromSand",2016
199,199,"Greg Owen",56,NA,704.583,57,202,"ProximitytoHolefromSand",2016
200,192,"Kelly Kraft",35,NA,371.917,30,198,"ProximitytoHolefromSand",2016
201,202,"Graeme McDowell",33,NA,503.417,40,62,"ProximitytoHolefromSand",2016
201,203,"Scott Pinckney",53,NA,653.083,52,189,"ProximitytoHolefromSand",2016
203,203,"Angel Cabrera",42,NA,558.833,44,168,"ProximitytoHolefromSand",2016
204,203,"Ryan Moore",40,NA,559.333,44,124,"ProximitytoHolefromSand",2016
205,207,"Wes Roach",33,NA,362.5,27,123,"ProximitytoHolefromSand",2016
206,208,"Brian Stuard",24,NA,235.5,17,4,"ProximitytoHolefromSand",2016
207,206,"Boo Weekley",53,NA,808.833,58,141,"ProximitytoHolefromSand",2016
