"ScoringRating_RANKTHISWEEK_2011","ScoringRating_RANKLASTWEEK_2011","ScoringRating_PLAYERNAME_2011","ScoringRating_EVENTS_2011","ScoringRating_RATING_2011","stat_name","year"
1,1,"Luke Donald",12,8.8,"ScoringRating",2011
1,1,"Sam Saunders",2,8.8,"ScoringRating",2011
1,1,"Jordan Spieth",1,8.8,"ScoringRating",2011
4,4,"Bud Cauley",6,8.7,"ScoringRating",2011
5,5,"Chris Baryla",1,8.6,"ScoringRating",2011
5,5,"Shigeki Maruyama",1,8.6,"ScoringRating",2011
5,5,"Webb Simpson",20,8.6,"ScoringRating",2011
5,5,"Steve Stricker",12,8.6,"ScoringRating",2011
9,9,"Tim Clark",2,8.5,"ScoringRating",2011
9,9,"Anders Hansen",2,8.5,"ScoringRating",2011
9,9,"Peter Lonard",2,8.5,"ScoringRating",2011
9,9,"Bryce Molder",13,8.5,"ScoringRating",2011
9,9,"Tom Pernice Jr",6,8.5,"ScoringRating",2011
9,9,"Nick Watney",15,8.5,"ScoringRating",2011
9,9,"Lee Westwood",5,8.5,"ScoringRating",2011
16,16,"Matt Kuchar",17,8.4,"ScoringRating",2011
16,16,"Michael Letzig",4,8.4,"ScoringRating",2011
16,16,"Brandt Snedeker",13,8.4,"ScoringRating",2011
16,16,"David Toms",13,8.4,"ScoringRating",2011
20,20,"Marco Dawson",2,8.3,"ScoringRating",2011
20,20,"Jason Day",13,8.3,"ScoringRating",2011
20,20,"Todd Fischer",1,8.3,"ScoringRating",2011
20,20,"Jim Furyk",14,8.3,"ScoringRating",2011
20,20,"Tommy Gainey",16,8.3,"ScoringRating",2011
20,20,"Mathias Gronberg",1,8.3,"ScoringRating",2011
20,20,"Charles Howell III",20,8.3,"ScoringRating",2011
20,20,"Zach Johnson",14,8.3,"ScoringRating",2011
20,20,"Jerry Kelly",14,8.3,"ScoringRating",2011
20,20,"Chris Kirk",14,8.3,"ScoringRating",2011
20,20,"Rory McIlroy",4,8.3,"ScoringRating",2011
20,20,"Matt McQuillan",7,8.3,"ScoringRating",2011
20,20,"Kevin Na",14,8.3,"ScoringRating",2011
20,20,"Adam Scott",9,8.3,"ScoringRating",2011
20,20,"Kevin Streelman",16,8.3,"ScoringRating",2011
20,20,"Gary Woodland",16,8.3,"ScoringRating",2011
36,36,"Aaron Baddeley",15,8.2,"ScoringRating",2011
36,36,"KJ Choi",13,8.2,"ScoringRating",2011
36,36,"Ben Curtis",10,8.2,"ScoringRating",2011
36,36,"Jason Dufner",14,8.2,"ScoringRating",2011
36,36,"Rickie Fowler",14,8.2,"ScoringRating",2011
36,36,"Brian Gay",16,8.2,"ScoringRating",2011
36,36,"Lucas Glover",13,8.2,"ScoringRating",2011
36,36,"Bill Haas",16,8.2,"ScoringRating",2011
36,36,"Todd Hamilton",3,8.2,"ScoringRating",2011
36,36,"Justin Hicks",3,8.2,"ScoringRating",2011
36,36,"Morgan Hoffmann",2,8.2,"ScoringRating",2011
36,36,"JB Holmes",12,8.2,"ScoringRating",2011
36,36,"Billy Horschel",10,8.2,"ScoringRating",2011
36,36,"Ryuji Imada",12,8.2,"ScoringRating",2011
36,36,"Freddie Jacobson",16,8.2,"ScoringRating",2011
36,36,"Jeff Klauk",1,8.2,"ScoringRating",2011
36,36,"Martin Laird",14,8.2,"ScoringRating",2011
36,36,"Spencer Levin",22,8.2,"ScoringRating",2011
36,36,"Hunter Mahan",19,8.2,"ScoringRating",2011
36,36,"Phil Mickelson",14,8.2,"ScoringRating",2011
36,36,"Nick OHern",14,8.2,"ScoringRating",2011
36,36,"Chez Reavie",16,8.2,"ScoringRating",2011
36,36,"John Senden",18,8.2,"ScoringRating",2011
36,36,"Kyle Stanley",17,8.2,"ScoringRating",2011
36,36,"Kevin Sutherland",5,8.2,"ScoringRating",2011
36,36,"Roland Thatcher",10,8.2,"ScoringRating",2011
36,36,"Brett Wetterich",5,8.2,"ScoringRating",2011
63,63,"Robert Allenby",15,8.1,"ScoringRating",2011
63,63,"Briny Baird",10,8.1,"ScoringRating",2011
63,63,"Notah Begay III",1,8.1,"ScoringRating",2011
63,63,"Kris Blanks",16,8.1,"ScoringRating",2011
63,63,"Jonathan Byrd",15,8.1,"ScoringRating",2011
63,63,"Chad Campbell",18,8.1,"ScoringRating",2011
63,63,"Paul Casey",6,8.1,"ScoringRating",2011
63,63,"Greg Chalmers",16,8.1,"ScoringRating",2011
63,63,"Chris Couch",16,8.1,"ScoringRating",2011
63,63,"Brendon de Jonge",19,8.1,"ScoringRating",2011
63,63,"Chris DiMarco",14,8.1,"ScoringRating",2011
63,63,"James Driscoll",10,8.1,"ScoringRating",2011
63,63,"Adam Hadwin",4,8.1,"ScoringRating",2011
63,63,"David Hearn",15,8.1,"ScoringRating",2011
63,63,"Charley Hoffman",16,8.1,"ScoringRating",2011
63,63,"Brandt Jobe",18,8.1,"ScoringRating",2011
63,63,"Robert Karlsson",9,8.1,"ScoringRating",2011
63,63,"Marc Leishman",15,8.1,"ScoringRating",2011
63,63,"Davis Love III",10,8.1,"ScoringRating",2011
63,63,"Steve Marino",13,8.1,"ScoringRating",2011
63,63,"Billy Mayfair",16,8.1,"ScoringRating",2011
63,63,"George McNeill",10,8.1,"ScoringRating",2011
63,63,"John Merrick",12,8.1,"ScoringRating",2011
63,63,"Francesco Molinari",4,8.1,"ScoringRating",2011
63,63,"Ryan Moore",14,8.1,"ScoringRating",2011
63,63,"Geoff Ogilvy",12,8.1,"ScoringRating",2011
63,63,"Rod Pampling",12,8.1,"ScoringRating",2011
63,63,"Pat Perez",14,8.1,"ScoringRating",2011
63,63,"Kenny Perry",5,8.1,"ScoringRating",2011
63,63,"Carl Pettersson",20,8.1,"ScoringRating",2011
63,63,"Aron Price",9,8.1,"ScoringRating",2011
63,63,"John Rollins",14,8.1,"ScoringRating",2011
63,63,"Justin Rose",14,8.1,"ScoringRating",2011
63,63,"Rory Sabbatini",13,8.1,"ScoringRating",2011
63,63,"Vijay Singh",14,8.1,"ScoringRating",2011
63,63,"Scott Stallings",11,8.1,"ScoringRating",2011
63,63,"DJ Trahan",15,8.1,"ScoringRating",2011
63,63,"Marc Turnesa",6,8.1,"ScoringRating",2011
63,63,"Bo Van Pelt",14,8.1,"ScoringRating",2011
63,63,"Scott Verplank",7,8.1,"ScoringRating",2011
63,63,"Charles Warren",3,8.1,"ScoringRating",2011
104,104,"Blake Adams",22,8,"ScoringRating",2011
104,104,"Woody Austin",10,8,"ScoringRating",2011
104,104,"Shane Bertsch",10,8,"ScoringRating",2011
104,104,"Matt Bettencourt",13,8,"ScoringRating",2011
104,104,"Craig Bowden",1,8,"ScoringRating",2011
104,104,"Steven Bowditch",14,8,"ScoringRating",2011
104,104,"Michael Bradley",10,8,"ScoringRating",2011
104,104,"Keegan Bradley",15,8,"ScoringRating",2011
104,104,"Tom Byrum",1,8,"ScoringRating",2011
104,104,"Patrick Cantlay",4,8,"ScoringRating",2011
104,104,"Stewart Cink",11,8,"ScoringRating",2011
104,104,"Ben Crane",13,8,"ScoringRating",2011
104,104,"Brian Davis",20,8,"ScoringRating",2011
104,104,"Joe Durant",10,8,"ScoringRating",2011
104,104,"Sergio Garcia",10,8,"ScoringRating",2011
104,104,"Tom Gillis",9,8,"ScoringRating",2011
104,104,"Retief Goosen",9,8,"ScoringRating",2011
104,104,"Scott Gordon",1,8,"ScoringRating",2011
104,104,"Hunter Haas",15,8,"ScoringRating",2011
104,104,"Tim Herron",13,8,"ScoringRating",2011
104,104,"Ryo Ishikawa",2,8,"ScoringRating",2011
104,104,"Dustin Johnson",12,8,"ScoringRating",2011
104,104,"Matt Jones",10,8,"ScoringRating",2011
104,104,"Sung Kang",8,8,"ScoringRating",2011
104,104,"KT Kim",3,8,"ScoringRating",2011
104,104,"John Mallinger",5,8,"ScoringRating",2011
104,104,"William McGirt",17,8,"ScoringRating",2011
104,104,"Louis Oosthuizen",6,8,"ScoringRating",2011
104,104,"Hennie Otto",1,8,"ScoringRating",2011
104,104,"Anthony Paolucci",1,8,"ScoringRating",2011
104,104,"Jesper Parnevik",3,8,"ScoringRating",2011
104,104,"Andres Romero",15,8,"ScoringRating",2011
104,104,"Charl Schwartzel",10,8,"ScoringRating",2011
104,104,"Richard Scott",1,8,"ScoringRating",2011
104,104,"Michael Thompson",13,8,"ScoringRating",2011
104,104,"Omar Uresti",1,8,"ScoringRating",2011
104,104,"Camilo Villegas",10,8,"ScoringRating",2011
104,104,"Jimmy Walker",15,8,"ScoringRating",2011
