"Par4ScoringAverage_RANKTHISWEEK_2007","Par4ScoringAverage_RANKLASTWEEK_2007","Par4ScoringAverage_PLAYERNAME_2007","Par4ScoringAverage_ROUNDS_2007","Par4ScoringAverage_AVG_2007","Par4ScoringAverage_TOTALSTROKES_2007","Par4ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Tiger Woods",63,3.97,2649,668,"Par4ScoringAverage",2007
2,2,"Freddie Jacobson",70,3.99,3042,762,"Par4ScoringAverage",2007
2,2,"Bo Van Pelt",104,3.99,4518,1133,"Par4ScoringAverage",2007
2,2,"Jay Williamson",50,3.99,2118,531,"Par4ScoringAverage",2007
5,5,"Alex Cejka",80,4,3424,855,"Par4ScoringAverage",2007
5,5,"Jeff Overton",60,4,2553,639,"Par4ScoringAverage",2007
7,7,"Jim Furyk",84,4.01,3643,908,"Par4ScoringAverage",2007
7,7,"Chris Riley",59,4.01,2524,629,"Par4ScoringAverage",2007
7,7,"Steve Stricker",81,4.01,3570,890,"Par4ScoringAverage",2007
10,10,"Woody Austin",95,4.02,4168,1036,"Par4ScoringAverage",2007
10,10,"KJ Choi",87,4.02,3767,937,"Par4ScoringAverage",2007
10,10,"Brian Davis",101,4.02,4383,1089,"Par4ScoringAverage",2007
10,10,"Sean OHair",98,4.02,4318,1074,"Par4ScoringAverage",2007
10,10,"Tag Ridings",52,4.02,2184,543,"Par4ScoringAverage",2007
10,10,"Rory Sabbatini",81,4.02,3514,874,"Par4ScoringAverage",2007
10,10,"Vijay Singh",102,4.02,4457,1108,"Par4ScoringAverage",2007
10,10,"Heath Slocum",101,4.02,4446,1106,"Par4ScoringAverage",2007
18,18,"Tommy Armour III",81,4.03,3467,861,"Par4ScoringAverage",2007
18,18,"Ken Duke",112,4.03,4844,1201,"Par4ScoringAverage",2007
18,18,"Ernie Els",59,4.03,2611,648,"Par4ScoringAverage",2007
18,18,"Jarrod Lyle",77,4.03,3340,829,"Par4ScoringAverage",2007
18,18,"Jesper Parnevik",88,4.03,3792,941,"Par4ScoringAverage",2007
18,18,"Brandt Snedeker",105,4.03,4639,1152,"Par4ScoringAverage",2007
18,18,"Scott Verplank",82,4.03,3654,907,"Par4ScoringAverage",2007
25,25,"Stephen Ames",81,4.04,3445,853,"Par4ScoringAverage",2007
25,25,"Cameron Beckman",96,4.04,4129,1023,"Par4ScoringAverage",2007
25,25,"Craig Bowden",78,4.04,3334,825,"Par4ScoringAverage",2007
25,25,"Bart Bryant",87,4.04,3734,925,"Par4ScoringAverage",2007
25,25,"Daniel Chopra",106,4.04,4533,1123,"Par4ScoringAverage",2007
25,25,"Brian Gay",107,4.04,4659,1153,"Par4ScoringAverage",2007
25,25,"Lucas Glover",98,4.04,4205,1040,"Par4ScoringAverage",2007
25,25,"Jason Gore",86,4.04,3701,915,"Par4ScoringAverage",2007
