"PuttingfromInside5_RANKTHISWEEK_2011","PuttingfromInside5_RANKLASTWEEK_2011","PuttingfromInside5_PLAYERNAME_2011","PuttingfromInside5_ROUNDS_2011","PuttingfromInside5_Pct_2011","PuttingfromInside5_ATTEMPTS_2011","PuttingfromInside5_PUTTSMADE_2011","stat_name","year"
1,1,"Steve Elkington",50,98.32,595,585,"PuttingfromInside5",2011
2,2,"Brian Gay",90,98.24,1020,1002,"PuttingfromInside5",2011
3,3,"Bill Haas",93,97.93,1013,992,"PuttingfromInside5",2011
4,4,"Matt Kuchar",94,97.89,997,976,"PuttingfromInside5",2011
5,5,"Luke Donald",73,97.72,701,685,"PuttingfromInside5",2011
6,6,"Ryan Moore",79,97.69,822,803,"PuttingfromInside5",2011
7,7,"Will Strickler",51,97.64,593,579,"PuttingfromInside5",2011
7,7,"Charlie Wi",83,97.64,1059,1034,"PuttingfromInside5",2011
9,9,"Colt Knost",80,97.62,968,945,"PuttingfromInside5",2011
9,9,"YE Yang",63,97.62,589,575,"PuttingfromInside5",2011
11,11,"Freddie Jacobson",92,97.55,979,955,"PuttingfromInside5",2011
12,12,"William McGirt",103,97.52,1328,1295,"PuttingfromInside5",2011
13,13,"Angel Cabrera",50,97.51,481,469,"PuttingfromInside5",2011
14,14,"Jimmy Walker",79,97.49,1075,1048,"PuttingfromInside5",2011
15,15,"Charles Howell III",108,97.45,1292,1259,"PuttingfromInside5",2011
16,16,"Trevor Immelman",84,97.44,976,951,"PuttingfromInside5",2011
17,17,"Brandt Snedeker",85,97.42,931,907,"PuttingfromInside5",2011
17,17,"Josh Teater",104,97.42,1316,1282,"PuttingfromInside5",2011
19,19,"Chris Couch",73,97.41,964,939,"PuttingfromInside5",2011
19,19,"Kevin Na",84,97.41,927,903,"PuttingfromInside5",2011
21,21,"Geoff Ogilvy",69,97.4,731,712,"PuttingfromInside5",2011
21,21,"Michael Thompson",79,97.4,961,936,"PuttingfromInside5",2011
23,23,"Bryce Molder",82,97.37,989,963,"PuttingfromInside5",2011
24,24,"JJ Henry",96,97.36,1175,1144,"PuttingfromInside5",2011
25,25,"JP Hayes",56,97.35,679,661,"PuttingfromInside5",2011
26,26,"Zach Johnson",79,97.31,892,868,"PuttingfromInside5",2011
26,26,"Carl Pettersson",95,97.31,1263,1229,"PuttingfromInside5",2011
28,28,"Jerry Kelly",85,97.29,961,935,"PuttingfromInside5",2011
29,29,"David Hearn",88,97.27,1061,1032,"PuttingfromInside5",2011
30,30,"Greg Chalmers",88,97.25,1091,1061,"PuttingfromInside5",2011
31,31,"Blake Adams",116,97.22,1441,1401,"PuttingfromInside5",2011
32,32,"Steve Stricker",70,97.2,714,694,"PuttingfromInside5",2011
33,33,"Andres Gonzales",60,97.18,638,620,"PuttingfromInside5",2011
34,34,"Brendon de Jonge",105,97.15,1299,1262,"PuttingfromInside5",2011
34,34,"Nick Watney",80,97.15,842,818,"PuttingfromInside5",2011
36,36,"Michael Connell",76,97.14,1050,1020,"PuttingfromInside5",2011
36,36,"David Toms",78,97.14,805,782,"PuttingfromInside5",2011
38,38,"Jason Day",76,97.13,802,779,"PuttingfromInside5",2011
39,39,"Martin Laird",77,97.11,866,841,"PuttingfromInside5",2011
40,40,"Padraig Harrington",60,97.09,652,633,"PuttingfromInside5",2011
41,41,"Jonathan Byrd",83,97.08,1028,998,"PuttingfromInside5",2011
42,42,"Michael Putnam",67,97.07,752,730,"PuttingfromInside5",2011
43,43,"Keegan Bradley",91,97.01,1102,1069,"PuttingfromInside5",2011
43,43,"Vaughn Taylor",89,97.01,1206,1170,"PuttingfromInside5",2011
45,45,"Ryan Palmer",82,97,867,841,"PuttingfromInside5",2011
45,45,"Dean Wilson",62,97,800,776,"PuttingfromInside5",2011
47,47,"Shaun Micheel",77,96.97,925,897,"PuttingfromInside5",2011
47,47,"Kevin Streelman",90,96.97,989,959,"PuttingfromInside5",2011
49,49,"Justin Leonard",82,96.95,1082,1049,"PuttingfromInside5",2011
49,49,"Spencer Levin",113,96.95,1375,1333,"PuttingfromInside5",2011
51,51,"Scott Piercy",78,96.93,880,853,"PuttingfromInside5",2011
52,52,"Scott McCarron",65,96.92,778,754,"PuttingfromInside5",2011
53,53,"Ian Poulter",52,96.89,547,530,"PuttingfromInside5",2011
54,54,"George McNeill",69,96.88,833,807,"PuttingfromInside5",2011
54,54,"Jeff Overton",92,96.88,1027,995,"PuttingfromInside5",2011
56,56,"Brendan Steele",89,96.86,1116,1081,"PuttingfromInside5",2011
57,57,"Stewart Cink",72,96.8,749,725,"PuttingfromInside5",2011
57,57,"Ben Martin",74,96.8,907,878,"PuttingfromInside5",2011
59,59,"Hunter Mahan",92,96.79,1060,1026,"PuttingfromInside5",2011
59,59,"Justin Rose",79,96.79,904,875,"PuttingfromInside5",2011
61,61,"Shane Bertsch",62,96.74,737,713,"PuttingfromInside5",2011
62,62,"Paul Stankowski",78,96.73,917,887,"PuttingfromInside5",2011
