"GoingfortheGreenHitGreenPct_RANKTHISWEEK_2006","GoingfortheGreenHitGreenPct_RANKLASTWEEK_2006","GoingfortheGreenHitGreenPct_PLAYERNAME_2006","GoingfortheGreenHitGreenPct_ROUNDS_2006","GoingfortheGreenHitGreenPct_Pct_2006","GoingfortheGreenHitGreenPct_SUCCESSES_2006","GoingfortheGreenHitGreenPct_ATTEMPTS_2006","GoingfortheGreenHitGreenPct_RTPSUCCESSES_2006","GoingfortheGreenHitGreenPct_RTPNOTGOINGFORTHEGRN_2006","stat_name","year"
1,1,"Tiger Woods",55,42.42,42,99,-47,NA,"GoingfortheGreenHitGreenPct",2006
2,2,"Bubba Watson",83,34.78,72,207,-70,NA,"GoingfortheGreenHitGreenPct",2006
3,3,"Geoff Ogilvy",76,33.05,39,118,-42,NA,"GoingfortheGreenHitGreenPct",2006
4,4,"JB Holmes",81,32.96,59,179,-67,NA,"GoingfortheGreenHitGreenPct",2006
5,5,"Jon Mills",68,32.67,33,101,-28,NA,"GoingfortheGreenHitGreenPct",2006
6,6,"Heath Slocum",96,31.08,46,148,-49,NA,"GoingfortheGreenHitGreenPct",2006
6,6,"Vance Veazey",59,31.08,23,74,-29,NA,"GoingfortheGreenHitGreenPct",2006
8,8,"Will Ma Kenzie",91,30.86,50,162,-54,NA,"GoingfortheGreenHitGreenPct",2006
9,9,"Jason Gore",86,30.52,47,154,-53,NA,"GoingfortheGreenHitGreenPct",2006
10,10,"Brett Wetterich",82,30,54,180,-54,NA,"GoingfortheGreenHitGreenPct",2006
11,11,"David Toms",76,29.81,31,104,-34,NA,"GoingfortheGreenHitGreenPct",2006
12,12,"Duffy Waldorf",96,29.76,50,168,-48,NA,"GoingfortheGreenHitGreenPct",2006
13,13,"Bill Haas",99,29.7,60,202,-60,NA,"GoingfortheGreenHitGreenPct",2006
14,14,"David Duval",71,29.29,29,99,-23,NA,"GoingfortheGreenHitGreenPct",2006
15,15,"John Senden",96,29.14,44,151,-41,NA,"GoingfortheGreenHitGreenPct",2006
16,16,"KJ Choi",93,28.37,40,141,-37,NA,"GoingfortheGreenHitGreenPct",2006
17,17,"Robert Garrigus",85,28.22,57,202,-58,NA,"GoingfortheGreenHitGreenPct",2006
18,18,"Lucas Glover",105,28.17,60,213,-60,NA,"GoingfortheGreenHitGreenPct",2006
19,19,"Michael Allen",84,28.1,34,121,-37,NA,"GoingfortheGreenHitGreenPct",2006
20,20,"Stewart Cink",93,27.97,33,118,-35,NA,"GoingfortheGreenHitGreenPct",2006
21,21,"Sergio Garcia",59,27.72,28,101,-27,NA,"GoingfortheGreenHitGreenPct",2006
22,22,"Justin Rose",98,27.61,45,163,-44,NA,"GoingfortheGreenHitGreenPct",2006
23,23,"Hunter Mahan",98,27.32,56,205,-48,NA,"GoingfortheGreenHitGreenPct",2006
24,24,"Chris Couch",75,27.22,49,180,-43,NA,"GoingfortheGreenHitGreenPct",2006
24,24,"Charles Howell III",96,27.22,49,180,-48,NA,"GoingfortheGreenHitGreenPct",2006
26,26,"Luke Donald",66,27.14,19,70,-18,NA,"GoingfortheGreenHitGreenPct",2006
27,27,"Sean OHair",100,26.98,51,189,-50,NA,"GoingfortheGreenHitGreenPct",2006
28,28,"JJ Henry",96,26.95,38,141,-38,NA,"GoingfortheGreenHitGreenPct",2006
