"Scramblingfrom_RANKTHISWEEK_2010","Scramblingfrom_RANKLASTWEEK_2010","Scramblingfrom_PLAYERNAME_2010","Scramblingfrom_ROUNDS_2010","Scramblingfrom_Pct_2010","Scramblingfrom_SUCCESSES_2010","Scramblingfrom_ATTEMPTS_2010","stat_name","year"
102,102,"Bill Lunde",79,85.19,69,81,"Scramblingfrom",2010
102,102,"Ian Poulter",55,85.19,46,54,"Scramblingfrom",2010
106,106,"Jeff Quinney",91,85.11,80,94,"Scramblingfrom",2010
107,107,"Johnson Wagner",85,85.07,57,67,"Scramblingfrom",2010
108,108,"Troy Matteson",84,85.06,74,87,"Scramblingfrom",2010
109,109,"Andres Romero",73,85,102,120,"Scramblingfrom",2010
109,109,"Steve Wheatcroft",74,85,51,60,"Scramblingfrom",2010
111,111,"Hunter Mahan",85,84.93,62,73,"Scramblingfrom",2010
112,112,"Robert Allenby",76,84.75,50,59,"Scramblingfrom",2010
113,113,"Chris Stroud",90,84.72,61,72,"Scramblingfrom",2010
114,114,"Scott Verplank",74,84.71,72,85,"Scramblingfrom",2010
115,115,"Steve Elkington",74,84.62,55,65,"Scramblingfrom",2010
115,115,"Trevor Immelman",55,84.62,44,52,"Scramblingfrom",2010
115,115,"Skip Kendall",58,84.62,44,52,"Scramblingfrom",2010
115,115,"Camilo Villegas",78,84.62,66,78,"Scramblingfrom",2010
119,119,"Martin Laird",91,84.52,71,84,"Scramblingfrom",2010
120,120,"Vance Veazey",58,84.48,49,58,"Scramblingfrom",2010
121,121,"Troy Merritt",86,84.47,87,103,"Scramblingfrom",2010
122,122,"Mathew Goggin",85,84.42,65,77,"Scramblingfrom",2010
123,123,"Bob Estes",79,84.34,70,83,"Scramblingfrom",2010
124,124,"Mike Weir",59,84.21,48,57,"Scramblingfrom",2010
125,125,"Boo Weekley",88,84.09,74,88,"Scramblingfrom",2010
126,126,"David Toms",86,83.87,78,93,"Scramblingfrom",2010
127,127,"Brent Delahoussaye",57,83.82,57,68,"Scramblingfrom",2010
128,128,"Sean OHair",84,83.75,67,80,"Scramblingfrom",2010
129,129,"Jeff Overton",89,83.72,72,86,"Scramblingfrom",2010
130,130,"Kevin Streelman",90,83.65,87,104,"Scramblingfrom",2010
131,131,"Padraig Harrington",57,83.61,51,61,"Scramblingfrom",2010
132,132,"Steve Marino",81,83.58,56,67,"Scramblingfrom",2010
133,133,"Ted Purdy",86,83.51,81,97,"Scramblingfrom",2010
134,134,"Joe Durant",67,83.33,45,54,"Scramblingfrom",2010
134,134,"Steve Flesch",78,83.33,65,78,"Scramblingfrom",2010
134,134,"Brian Stuard",81,83.33,55,66,"Scramblingfrom",2010
137,137,"George McNeill",79,83.13,69,83,"Scramblingfrom",2010
138,138,"Zach Johnson",93,83.02,88,106,"Scramblingfrom",2010
139,139,"Bubba Watson",77,83,83,100,"Scramblingfrom",2010
140,140,"Brandt Snedeker",89,82.86,87,105,"Scramblingfrom",2010
141,141,"Michael Bradley",77,82.81,53,64,"Scramblingfrom",2010
142,142,"Rory McIlroy",54,82.76,48,58,"Scramblingfrom",2010
143,143,"Dustin Johnson",83,82.67,62,75,"Scramblingfrom",2010
143,143,"Phil Mickelson",76,82.67,62,75,"Scramblingfrom",2010
145,145,"Ben Crane",85,82.61,76,92,"Scramblingfrom",2010
146,146,"Cameron Beckman",68,82.56,71,86,"Scramblingfrom",2010
147,147,"David Duval",71,82.54,52,63,"Scramblingfrom",2010
148,148,"DJ Trahan",92,82.35,84,102,"Scramblingfrom",2010
149,149,"Davis Love III",79,82.28,65,79,"Scramblingfrom",2010
150,150,"Charley Hoffman",85,82.24,88,107,"Scramblingfrom",2010
151,151,"Nick Watney",91,82,82,100,"Scramblingfrom",2010
152,152,"Kenny Perry",69,81.94,59,72,"Scramblingfrom",2010
152,152,"Vijay Singh",75,81.94,59,72,"Scramblingfrom",2010
154,154,"John Daly",63,81.54,53,65,"Scramblingfrom",2010
155,155,"Matt Bettencourt",91,81.52,75,92,"Scramblingfrom",2010
156,156,"Jason Day",82,81.4,70,86,"Scramblingfrom",2010
157,157,"Cliff Kresge",50,81.33,61,75,"Scramblingfrom",2010
158,158,"Michael Connell",89,81.01,64,79,"Scramblingfrom",2010
159,159,"Henrik Bjornstad",72,80.95,51,63,"Scramblingfrom",2010
160,160,"Robert Garrigus",71,80.9,72,89,"Scramblingfrom",2010
161,161,"Charles Warren",64,80.77,42,52,"Scramblingfrom",2010
162,162,"Martin Flores",75,80.72,67,83,"Scramblingfrom",2010
163,163,"Paul Stankowski",62,80.7,46,57,"Scramblingfrom",2010
164,164,"Kris Blanks",91,80.65,75,93,"Scramblingfrom",2010
164,164,"JP Hayes",79,80.65,50,62,"Scramblingfrom",2010
166,166,"Tim Petrovic",105,80.17,93,116,"Scramblingfrom",2010
167,167,"Michael Letzig",84,80,64,80,"Scramblingfrom",2010
167,167,"Rod Pampling",77,80,64,80,"Scramblingfrom",2010
167,167,"Justin Rose",78,80,72,90,"Scramblingfrom",2010
170,170,"Jeff Maggert",76,79.78,71,89,"Scramblingfrom",2010
171,171,"Cameron Percy",73,79.71,55,69,"Scramblingfrom",2010
172,172,"YE Yang",72,79.69,51,64,"Scramblingfrom",2010
173,173,"Kevin Johnson",62,79.66,47,59,"Scramblingfrom",2010
174,174,"Adam Scott",70,79.63,43,54,"Scramblingfrom",2010
175,175,"Josh Teater",101,79.41,81,102,"Scramblingfrom",2010
176,176,"Brendon de Jonge",114,79.38,77,97,"Scramblingfrom",2010
177,177,"Omar Uresti",74,79.27,65,82,"Scramblingfrom",2010
178,178,"Jeff Gove",57,78.85,41,52,"Scramblingfrom",2010
179,179,"Chris Wilson",65,78.57,44,56,"Scramblingfrom",2010
180,180,"Alex Cejka",81,78.26,72,92,"Scramblingfrom",2010
181,181,"David Lutterus",69,77.78,56,72,"Scramblingfrom",2010
182,182,"John Merrick",109,77.65,66,85,"Scramblingfrom",2010
183,183,"Craig Bowden",56,77.42,48,62,"Scramblingfrom",2010
184,184,"Cameron Tringale",55,77.14,27,35,"Scramblingfrom",2010
185,185,"Chris Tidland",77,76.67,69,90,"Scramblingfrom",2010
186,186,"Mark Calcavecchia",50,76.27,45,59,"Scramblingfrom",2010
187,187,"Chris Couch",66,76.25,61,80,"Scramblingfrom",2010
188,188,"Vaughn Taylor",87,75.56,68,90,"Scramblingfrom",2010
189,189,"Steve Lowery",67,74.6,47,63,"Scramblingfrom",2010
190,190,"Nicholas Thompson",88,73.27,74,101,"Scramblingfrom",2010
191,191,"Jerod Turner",54,70.59,36,51,"Scramblingfrom",2010
192,192,"Brad Faxon",58,65.52,38,58,"Scramblingfrom",2010
