"Scramblingfrom_RANKTHISWEEK_2010","Scramblingfrom_RANKLASTWEEK_2010","Scramblingfrom_PLAYERNAME_2010","Scramblingfrom_ROUNDS_2010","Scramblingfrom_Pct_2010","Scramblingfrom_SUCCESSES_2010","Scramblingfrom_ATTEMPTS_2010","stat_name","year"
1,1,"Brett Quigley",96,97.33,73,75,"Scramblingfrom",2010
2,2,"Luke Donald",71,97.1,67,69,"Scramblingfrom",2010
3,3,"Retief Goosen",75,95.59,65,68,"Scramblingfrom",2010
4,4,"Steve Stricker",73,95.08,58,61,"Scramblingfrom",2010
5,5,"Brian Gay",101,94.29,99,105,"Scramblingfrom",2010
6,6,"Roger Tambellini",77,94.23,49,52,"Scramblingfrom",2010
7,7,"Mathias Gronberg",61,92.86,52,56,"Scramblingfrom",2010
8,8,"Paul Casey",64,92.73,51,55,"Scramblingfrom",2010
9,9,"Heath Slocum",97,92.63,88,95,"Scramblingfrom",2010
10,10,"Stephen Ames",75,92.5,74,80,"Scramblingfrom",2010
11,11,"Matt Jones",89,92.21,71,77,"Scramblingfrom",2010
12,12,"Michael Sim",64,91.94,57,62,"Scramblingfrom",2010
13,13,"John Mallinger",78,91.86,79,86,"Scramblingfrom",2010
14,14,"Brett Wetterich",54,91.78,67,73,"Scramblingfrom",2010
15,15,"Ernie Els",72,91.67,66,72,"Scramblingfrom",2010
15,15,"JJ Henry",92,91.67,77,84,"Scramblingfrom",2010
17,17,"Brenden Pappas",66,91.07,51,56,"Scramblingfrom",2010
18,18,"Jim Furyk",76,91.03,71,78,"Scramblingfrom",2010
19,19,"Jonathan Byrd",85,91.01,81,89,"Scramblingfrom",2010
20,20,"Ricky Barnes",103,90.91,80,88,"Scramblingfrom",2010
21,21,"Will Ma Kenzie",72,90.59,77,85,"Scramblingfrom",2010
22,22,"Stuart Appleby",101,90.48,95,105,"Scramblingfrom",2010
22,22,"Justin Leonard",89,90.48,57,63,"Scramblingfrom",2010
22,22,"Andrew McLardy",52,90.48,38,42,"Scramblingfrom",2010
25,25,"Tim Clark",88,90.38,94,104,"Scramblingfrom",2010
25,25,"Jarrod Lyle",54,90.38,47,52,"Scramblingfrom",2010
27,27,"JB Holmes",100,90.18,101,112,"Scramblingfrom",2010
28,28,"Tom Gillis",97,90.15,119,132,"Scramblingfrom",2010
29,29,"Graham DeLaet",88,89.9,89,99,"Scramblingfrom",2010
30,30,"John Rollins",81,89.89,80,89,"Scramblingfrom",2010
31,31,"Justin Bolli",55,89.8,44,49,"Scramblingfrom",2010
32,32,"Matt Kuchar",97,89.77,79,88,"Scramblingfrom",2010
32,32,"Scott Piercy",88,89.77,79,88,"Scramblingfrom",2010
34,34,"Greg Kraft",52,89.74,35,39,"Scramblingfrom",2010
35,35,"Mark Wilson",87,89.71,61,68,"Scramblingfrom",2010
36,36,"Chad Collins",87,89.69,87,97,"Scramblingfrom",2010
36,36,"Bo Van Pelt",104,89.69,87,97,"Scramblingfrom",2010
38,38,"Tim Herron",79,89.61,69,77,"Scramblingfrom",2010
38,38,"Rocco Mediate",71,89.61,69,77,"Scramblingfrom",2010
40,40,"Lee Janzen",77,89.47,68,76,"Scramblingfrom",2010
41,41,"Ryuji Imada",90,89.42,93,104,"Scramblingfrom",2010
42,42,"Bill Haas",87,89.41,76,85,"Scramblingfrom",2010
43,43,"Geoff Ogilvy",62,89.36,42,47,"Scramblingfrom",2010
44,44,"Jerry Kelly",99,89.22,91,102,"Scramblingfrom",2010
45,45,"Shaun Micheel",70,89.19,66,74,"Scramblingfrom",2010
46,46,"KJ Choi",82,89.16,74,83,"Scramblingfrom",2010
47,47,"Tom Pernice Jr",74,89.06,57,64,"Scramblingfrom",2010
48,48,"John Senden",103,89,89,100,"Scramblingfrom",2010
49,49,"Rich Barcelo",70,88.89,56,63,"Scramblingfrom",2010
49,49,"Carl Pettersson",99,88.89,96,108,"Scramblingfrom",2010
51,51,"Rickie Fowler",98,88.79,103,116,"Scramblingfrom",2010
52,52,"Stewart Cink",84,88.73,63,71,"Scramblingfrom",2010
53,53,"Chris Riley",73,88.71,55,62,"Scramblingfrom",2010
54,54,"DA Points",90,88.68,94,106,"Scramblingfrom",2010
55,55,"Chris DiMarco",88,88.66,86,97,"Scramblingfrom",2010
56,56,"Sergio Garcia",58,88.64,39,44,"Scramblingfrom",2010
57,57,"Charlie Wi",95,88.54,85,96,"Scramblingfrom",2010
58,58,"Charles Howell III",103,88.5,100,113,"Scramblingfrom",2010
59,59,"Spencer Levin",110,88.33,106,120,"Scramblingfrom",2010
60,60,"Aaron Baddeley",94,88.3,83,94,"Scramblingfrom",2010
61,61,"Chad Campbell",95,88.24,90,102,"Scramblingfrom",2010
62,62,"Aron Price",70,88.14,52,59,"Scramblingfrom",2010
62,62,"Dean Wilson",54,88.14,52,59,"Scramblingfrom",2010
64,64,"Briny Baird",87,88,66,75,"Scramblingfrom",2010
65,65,"Kevin Sutherland",86,87.88,58,66,"Scramblingfrom",2010
66,66,"Scott McCarron",90,87.76,86,98,"Scramblingfrom",2010
67,67,"Garrett Willis",82,87.67,64,73,"Scramblingfrom",2010
68,68,"Ben Curtis",78,87.5,56,64,"Scramblingfrom",2010
68,68,"Marc Leishman",87,87.5,84,96,"Scramblingfrom",2010
68,68,"Bryce Molder",84,87.5,84,96,"Scramblingfrom",2010
68,68,"Webb Simpson",98,87.5,98,112,"Scramblingfrom",2010
72,72,"Billy Mayfair",78,87.3,55,63,"Scramblingfrom",2010
73,73,"Daniel Chopra",74,87.21,75,86,"Scramblingfrom",2010
73,73,"Roland Thatcher",72,87.21,75,86,"Scramblingfrom",2010
75,75,"Greg Owen",69,87.14,61,70,"Scramblingfrom",2010
76,76,"Greg Chalmers",93,86.92,93,107,"Scramblingfrom",2010
77,77,"Brian Davis",101,86.72,111,128,"Scramblingfrom",2010
78,78,"James Driscoll",78,86.67,65,75,"Scramblingfrom",2010
78,78,"Joe Ogilvie",99,86.67,78,90,"Scramblingfrom",2010
78,78,"Pat Perez",90,86.67,78,90,"Scramblingfrom",2010
78,78,"Jeev Milkha Singh",59,86.67,65,75,"Scramblingfrom",2010
82,82,"Kevin Na",94,86.6,84,97,"Scramblingfrom",2010
83,83,"Matt Every",60,86.49,64,74,"Scramblingfrom",2010
84,84,"Richard Johnson",90,86.42,70,81,"Scramblingfrom",2010
85,85,"Rory Sabbatini",79,86.36,57,66,"Scramblingfrom",2010
86,86,"Lucas Glover",75,86.3,63,73,"Scramblingfrom",2010
86,86,"Paul Goydos",78,86.3,63,73,"Scramblingfrom",2010
86,86,"Jay Williamson",76,86.3,63,73,"Scramblingfrom",2010
89,89,"Freddie Jacobson",83,86.21,75,87,"Scramblingfrom",2010
90,90,"Ryan Moore",80,86.05,74,86,"Scramblingfrom",2010
91,91,"Jason Bohn",84,85.71,78,91,"Scramblingfrom",2010
91,91,"Angel Cabrera",64,85.71,48,56,"Scramblingfrom",2010
91,91,"Derek Lamely",81,85.71,60,70,"Scramblingfrom",2010
91,91,"Alex Prugh",88,85.71,78,91,"Scramblingfrom",2010
95,95,"Nathan Green",86,85.56,77,90,"Scramblingfrom",2010
95,95,"James Nitties",92,85.56,77,90,"Scramblingfrom",2010
97,97,"Ryan Palmer",84,85.54,71,83,"Scramblingfrom",2010
98,98,"Garth Mulroy",53,85.37,35,41,"Scramblingfrom",2010
99,99,"Jimmy Walker",82,85.29,58,68,"Scramblingfrom",2010
100,100,"Woody Austin",93,85.23,75,88,"Scramblingfrom",2010
100,100,"Kevin Stadler",86,85.23,75,88,"Scramblingfrom",2010
102,102,"Blake Adams",84,85.19,69,81,"Scramblingfrom",2010
102,102,"Jason Dufner",87,85.19,69,81,"Scramblingfrom",2010
