"YTDParorBetterStreak_RANKTHISWEEK_2016","YTDParorBetterStreak_RANKLASTWEEK_2016","YTDParorBetterStreak_PLAYERNAME_2016","YTDParorBetterStreak__2016","YTDParorBetterStreak_NUMBEROFROUNDS_2016","stat_name","year"
1,1,"Kevin Na",NA,29,"YTDParorBetterStreak",2016
2,2,"Fabian Gomez",NA,25,"YTDParorBetterStreak",2016
3,3,"Charles Howell III",NA,22,"YTDParorBetterStreak",2016
4,4,"Seung Yul Noh",NA,20,"YTDParorBetterStreak",2016
4,4,"Cameron Tringale",NA,20,"YTDParorBetterStreak",2016
6,6,"Alex Cejka",NA,19,"YTDParorBetterStreak",2016
6,6,"Jason Dufner",NA,19,"YTDParorBetterStreak",2016
6,6,"Branden Grace",NA,19,"YTDParorBetterStreak",2016
9,9,"Zac Blair",NA,18,"YTDParorBetterStreak",2016
9,9,"Justin Thomas",NA,18,"YTDParorBetterStreak",2016
9,9,"Johnson Wagner",NA,18,"YTDParorBetterStreak",2016
12,12,"Kevin Kisner",NA,17,"YTDParorBetterStreak",2016
12,12,"Russell Knox",NA,17,"YTDParorBetterStreak",2016
12,12,"Ryan Moore",NA,17,"YTDParorBetterStreak",2016
12,12,"Patrick Reed",NA,17,"YTDParorBetterStreak",2016
12,12,"Webb Simpson",NA,17,"YTDParorBetterStreak",2016
17,17,"Tony Finau",NA,16,"YTDParorBetterStreak",2016
17,17,"Adam Scott",NA,16,"YTDParorBetterStreak",2016
19,19,"Marc Leishman",NA,15,"YTDParorBetterStreak",2016
19,19,"Jordan Spieth",NA,15,"YTDParorBetterStreak",2016
21,21,"Chad Campbell",NA,14,"YTDParorBetterStreak",2016
21,21,"Jerry Kelly",NA,14,"YTDParorBetterStreak",2016
23,23,"Bronson Burgoon",NA,13,"YTDParorBetterStreak",2016
23,23,"Austin Cook",NA,13,"YTDParorBetterStreak",2016
23,23,"Lucas Glover",NA,13,"YTDParorBetterStreak",2016
23,23,"Emiliano Grillo",NA,13,"YTDParorBetterStreak",2016
23,23,"Jason Kokrak",NA,13,"YTDParorBetterStreak",2016
23,23,"Sean OHair",NA,13,"YTDParorBetterStreak",2016
23,23,"Camilo Villegas",NA,13,"YTDParorBetterStreak",2016
30,30,"Scott Brown",NA,12,"YTDParorBetterStreak",2016
30,30,"Mark Hubbard",NA,12,"YTDParorBetterStreak",2016
30,30,"John Huh",NA,12,"YTDParorBetterStreak",2016
30,30,"Si Woo Kim",NA,12,"YTDParorBetterStreak",2016
30,30,"Matt Kuchar",NA,12,"YTDParorBetterStreak",2016
30,30,"Kyle Reifers",NA,12,"YTDParorBetterStreak",2016
30,30,"John Senden",NA,12,"YTDParorBetterStreak",2016
37,37,"Daniel Berger",NA,11,"YTDParorBetterStreak",2016
37,37,"Jason Bohn",NA,11,"YTDParorBetterStreak",2016
37,37,"KJ Choi",NA,11,"YTDParorBetterStreak",2016
37,37,"Rickie Fowler",NA,11,"YTDParorBetterStreak",2016
37,37,"Brice Garnett",NA,11,"YTDParorBetterStreak",2016
37,37,"Luke Guthrie",NA,11,"YTDParorBetterStreak",2016
37,37,"Jim Herman",NA,11,"YTDParorBetterStreak",2016
37,37,"Dustin Johnson",NA,11,"YTDParorBetterStreak",2016
37,37,"Sung Kang",NA,11,"YTDParorBetterStreak",2016
37,37,"Danny Lee",NA,11,"YTDParorBetterStreak",2016
37,37,"Jamie Lovemark",NA,11,"YTDParorBetterStreak",2016
37,37,"Hideki Matsuyama",NA,11,"YTDParorBetterStreak",2016
37,37,"Rory McIlroy",NA,11,"YTDParorBetterStreak",2016
37,37,"Phil Mickelson",NA,11,"YTDParorBetterStreak",2016
37,37,"Patrick Rodgers",NA,11,"YTDParorBetterStreak",2016
37,37,"Brett Stegmaier",NA,11,"YTDParorBetterStreak",2016
37,37,"Hudson Swafford",NA,11,"YTDParorBetterStreak",2016
37,37,"David Toms",NA,11,"YTDParorBetterStreak",2016
37,37,"Jimmy Walker",NA,11,"YTDParorBetterStreak",2016
37,121,"Gary Woodland",NA,11,"YTDParorBetterStreak",2016
57,121,"Roberto Castro",NA,10,"YTDParorBetterStreak",2016
57,56,"Graham DeLaet",NA,10,"YTDParorBetterStreak",2016
57,56,"Derek Fathauer",NA,10,"YTDParorBetterStreak",2016
57,56,"Robert Garrigus",NA,10,"YTDParorBetterStreak",2016
57,56,"Bill Haas",NA,10,"YTDParorBetterStreak",2016
57,56,"Brian Harman",NA,10,"YTDParorBetterStreak",2016
57,56,"Smylie Kaufman",NA,10,"YTDParorBetterStreak",2016
57,56,"Martin Laird",NA,10,"YTDParorBetterStreak",2016
57,56,"William McGirt",NA,10,"YTDParorBetterStreak",2016
57,56,"Charl Schwartzel",NA,10,"YTDParorBetterStreak",2016
57,56,"Henrik Stenson",NA,10,"YTDParorBetterStreak",2016
57,56,"Nick Taylor",NA,10,"YTDParorBetterStreak",2016
57,56,"Tim Wilkinson",NA,10,"YTDParorBetterStreak",2016
70,68,"Tyler Aldridge",NA,9,"YTDParorBetterStreak",2016
70,68,"Paul Casey",NA,9,"YTDParorBetterStreak",2016
70,68,"Ben Crane",NA,9,"YTDParorBetterStreak",2016
70,68,"Luke Donald",NA,9,"YTDParorBetterStreak",2016
70,68,"Harris English",NA,9,"YTDParorBetterStreak",2016
70,68,"Sergio Garcia",NA,9,"YTDParorBetterStreak",2016
70,68,"Rhein Gibson",NA,9,"YTDParorBetterStreak",2016
70,68,"Adam Hadwin",NA,9,"YTDParorBetterStreak",2016
70,68,"Padraig Harrington",NA,9,"YTDParorBetterStreak",2016
70,68,"Russell Henley",NA,9,"YTDParorBetterStreak",2016
70,68,"JJ Henry",NA,9,"YTDParorBetterStreak",2016
70,68,"Charley Hoffman",NA,9,"YTDParorBetterStreak",2016
70,68,"Thongchai Jaidee",NA,9,"YTDParorBetterStreak",2016
70,68,"Matt Jones",NA,9,"YTDParorBetterStreak",2016
70,68,"Anirban Lahiri",NA,9,"YTDParorBetterStreak",2016
70,68,"Peter Malnati",NA,9,"YTDParorBetterStreak",2016
70,68,"Ben Martin",NA,9,"YTDParorBetterStreak",2016
