"PuttingInside10_RANKTHISWEEK_2015","PuttingInside10_RANKLASTWEEK_2015","PuttingInside10_PLAYERNAME_2015","PuttingInside10_ROUNDS_2015","PuttingInside10_PctMADE_2015","PuttingInside10_ATTEMPTS_2015","PuttingInside10_PUTTSMADE_2015","stat_name","year"
1,1,"Brendon Todd",96,90.39,1353,1223,"PuttingInside10",2015
2,2,"Kevin Kisner",104,89.78,1703,1529,"PuttingInside10",2015
3,3,"Rickie Fowler",76,89.76,1006,903,"PuttingInside10",2015
4,4,"Ryan Palmer",80,89.69,980,879,"PuttingInside10",2015
5,5,"Harris English",105,89.68,1580,1417,"PuttingInside10",2015
6,6,"Johnson Wagner",68,89.63,1032,925,"PuttingInside10",2015
7,7,"Jason Day",75,89.6,1019,913,"PuttingInside10",2015
8,8,"Jim Furyk",71,89.45,948,848,"PuttingInside10",2015
9,9,"Troy Merritt",91,89.43,1467,1312,"PuttingInside10",2015
10,10,"Greg Chalmers",58,89.39,641,573,"PuttingInside10",2015
11,11,"Brandt Snedeker",98,89.34,1332,1190,"PuttingInside10",2015
12,12,"Daniel Summerhays",101,89.27,1585,1415,"PuttingInside10",2015
13,13,"Derek Fathauer",81,89.21,1195,1066,"PuttingInside10",2015
14,14,"Brooks Koepka",84,89.14,1160,1034,"PuttingInside10",2015
15,15,"Adam Hadwin",95,89.08,1456,1297,"PuttingInside10",2015
16,16,"Bryce Molder",91,89.04,1387,1235,"PuttingInside10",2015
17,17,"Jon Curran",83,89.01,1192,1061,"PuttingInside10",2015
18,18,"Graham DeLaet",65,88.94,995,885,"PuttingInside10",2015
19,19,"Russell Henley",87,88.93,1192,1060,"PuttingInside10",2015
20,20,"Zac Blair",108,88.91,1578,1403,"PuttingInside10",2015
21,21,"Bo Van Pelt",81,88.87,1168,1038,"PuttingInside10",2015
22,22,"Brian Harman",90,88.83,1424,1265,"PuttingInside10",2015
22,22,"Davis Love III",51,88.83,779,692,"PuttingInside10",2015
24,24,"Lee Westwood",56,88.81,554,492,"PuttingInside10",2015
25,25,"Erik Compton",86,88.79,1267,1125,"PuttingInside10",2015
25,25,"Robert Streb",110,88.79,1731,1537,"PuttingInside10",2015
27,27,"Daniel Berger",97,88.76,1522,1351,"PuttingInside10",2015
28,28,"Jamie Donaldson",50,88.75,578,513,"PuttingInside10",2015
28,28,"Jim Herman",88,88.75,1413,1254,"PuttingInside10",2015
30,30,"Aaron Baddeley",76,88.69,1167,1035,"PuttingInside10",2015
31,31,"Jason Bohn",95,88.68,1563,1386,"PuttingInside10",2015
32,32,"Steve Wheatcroft",87,88.62,1300,1152,"PuttingInside10",2015
33,33,"Billy Hurley III",83,88.61,1150,1019,"PuttingInside10",2015
34,34,"Andrew Putnam",68,88.59,964,854,"PuttingInside10",2015
35,35,"Matt Kuchar",97,88.55,1397,1237,"PuttingInside10",2015
35,35,"Carl Pettersson",106,88.55,1729,1531,"PuttingInside10",2015
37,37,"Bill Haas",89,88.54,1309,1159,"PuttingInside10",2015
37,37,"Justin Thomas",106,88.54,1780,1576,"PuttingInside10",2015
37,37,"Jimmy Walker",89,88.54,1143,1012,"PuttingInside10",2015
40,40,"Eric Axley",57,88.5,791,700,"PuttingInside10",2015
41,41,"JJ Henry",94,88.49,1425,1261,"PuttingInside10",2015
41,41,"Alex Prugh",84,88.49,1338,1184,"PuttingInside10",2015
43,43,"KJ Choi",66,88.47,1041,921,"PuttingInside10",2015
44,44,"Billy Horschel",99,88.45,1333,1179,"PuttingInside10",2015
45,45,"John Peterson",84,88.39,1421,1256,"PuttingInside10",2015
46,46,"Colt Knost",90,88.38,1342,1186,"PuttingInside10",2015
47,47,"Hunter Mahan",88,88.3,1179,1041,"PuttingInside10",2015
47,47,"Tyrone Van Aswegen",58,88.3,786,694,"PuttingInside10",2015
49,49,"Cameron Percy",72,88.28,1075,949,"PuttingInside10",2015
50,50,"Hudson Swafford",97,88.24,1505,1328,"PuttingInside10",2015
51,51,"Steven Bowditch",103,88.21,1612,1422,"PuttingInside10",2015
52,52,"Luke Donald",71,88.2,983,867,"PuttingInside10",2015
52,52,"Kevin Na",98,88.2,1305,1151,"PuttingInside10",2015
52,52,"Jordan Spieth",91,88.2,1169,1031,"PuttingInside10",2015
55,55,"Francesco Molinari",56,88.18,795,701,"PuttingInside10",2015
56,56,"Ricky Barnes",82,88.17,1158,1021,"PuttingInside10",2015
56,56,"Ben Crane",62,88.17,938,827,"PuttingInside10",2015
58,58,"Henrik Stenson",63,88.15,802,707,"PuttingInside10",2015
59,59,"Scott Pinckney",88,88.13,1323,1166,"PuttingInside10",2015
60,60,"Brendon de Jonge",106,88.12,1700,1498,"PuttingInside10",2015
61,61,"Mark Hubbard",79,88.08,1133,998,"PuttingInside10",2015
62,62,"Ryan Moore",81,88.06,1114,981,"PuttingInside10",2015
63,63,"Russell Knox",96,88.03,1604,1412,"PuttingInside10",2015
63,63,"Michael Thompson",83,88.03,1379,1214,"PuttingInside10",2015
65,65,"Shawn Stefani",94,88.02,1619,1425,"PuttingInside10",2015
66,66,"Ben Martin",93,88.01,1393,1226,"PuttingInside10",2015
67,67,"Jerry Kelly",79,88,1200,1056,"PuttingInside10",2015
68,68,"Chad Collins",79,87.99,1174,1033,"PuttingInside10",2015
69,69,"Scott Brown",97,87.97,1505,1324,"PuttingInside10",2015
69,69,"Andres Romero",69,87.97,989,870,"PuttingInside10",2015
71,71,"Fabian Gomez",83,87.96,1254,1103,"PuttingInside10",2015
72,72,"Charley Hoffman",97,87.94,1393,1225,"PuttingInside10",2015
73,73,"David Hearn",97,87.89,1536,1350,"PuttingInside10",2015
73,73,"George McNeill",93,87.89,1627,1430,"PuttingInside10",2015
75,75,"Max Homa",78,87.86,1145,1006,"PuttingInside10",2015
76,76,"DA Points",72,87.84,1077,946,"PuttingInside10",2015
77,77,"Rory Sabbatini",81,87.82,1215,1067,"PuttingInside10",2015
77,77,"Will Wilcox",58,87.82,747,656,"PuttingInside10",2015
79,79,"Hideki Matsuyama",95,87.81,1288,1131,"PuttingInside10",2015
80,80,"Danny Lee",120,87.8,1811,1590,"PuttingInside10",2015
81,81,"Jeff Overton",94,87.78,1383,1214,"PuttingInside10",2015
82,82,"Keegan Bradley",87,87.77,1186,1041,"PuttingInside10",2015
83,83,"Andres Gonzales",90,87.76,1389,1219,"PuttingInside10",2015
83,83,"Louis Oosthuizen",68,87.76,866,760,"PuttingInside10",2015
85,85,"Bubba Watson",71,87.75,1037,910,"PuttingInside10",2015
86,86,"Martin Laird",77,87.72,1344,1179,"PuttingInside10",2015
87,87,"Chad Campbell",97,87.7,1683,1476,"PuttingInside10",2015
87,87,"Morgan Hoffmann",85,87.7,1260,1105,"PuttingInside10",2015
87,87,"Chris Kirk",76,87.7,1024,898,"PuttingInside10",2015
90,90,"Marc Leishman",74,87.68,998,875,"PuttingInside10",2015
91,91,"Blayne Barber",76,87.67,1144,1003,"PuttingInside10",2015
92,92,"Gary Woodland",81,87.65,996,873,"PuttingInside10",2015
93,93,"Chesson Hadley",101,87.64,1634,1432,"PuttingInside10",2015
94,94,"Carlos Ortiz",100,87.62,1535,1345,"PuttingInside10",2015
95,95,"Jason Kokrak",88,87.57,1496,1310,"PuttingInside10",2015
95,95,"Chez Reavie",56,87.57,925,810,"PuttingInside10",2015
97,97,"SJ Park",79,87.55,1197,1048,"PuttingInside10",2015
98,98,"Sergio Garcia",59,87.54,658,576,"PuttingInside10",2015
99,99,"Cameron Tringale",96,87.51,1449,1268,"PuttingInside10",2015
100,100,"Patrick Rodgers",57,87.49,855,748,"PuttingInside10",2015
101,101,"Steven Alker",62,87.42,930,813,"PuttingInside10",2015
101,101,"Zach Johnson",90,87.42,1288,1126,"PuttingInside10",2015
103,103,"Seung Yul Noh",65,87.37,998,872,"PuttingInside10",2015
103,103,"Roger Sloan",56,87.37,760,664,"PuttingInside10",2015
105,105,"Sam Saunders",83,87.35,1170,1022,"PuttingInside10",2015
106,106,"Alex Cejka",94,87.34,1469,1283,"PuttingInside10",2015
107,107,"Sangmoon Bae",98,87.3,1614,1409,"PuttingInside10",2015
108,108,"David Lingmerth",90,87.28,1376,1201,"PuttingInside10",2015
108,108,"Pat Perez",96,87.28,1510,1318,"PuttingInside10",2015
110,110,"William McGirt",103,87.26,1782,1555,"PuttingInside10",2015
111,111,"Gonzalo Fdez Castano",81,87.24,1183,1032,"PuttingInside10",2015
111,111,"Justin Leonard",61,87.24,1011,882,"PuttingInside10",2015
111,111,"Justin Rose",69,87.24,909,793,"PuttingInside10",2015
114,114,"Phil Mickelson",70,87.23,1010,881,"PuttingInside10",2015
115,115,"Retief Goosen",81,87.21,1118,975,"PuttingInside10",2015
116,116,"Oscar Fraustro",58,87.2,750,654,"PuttingInside10",2015
116,116,"Scott Piercy",90,87.2,1531,1335,"PuttingInside10",2015
118,118,"Kevin Chappell",86,87.19,1382,1205,"PuttingInside10",2015
119,119,"David Toms",62,87.18,1022,891,"PuttingInside10",2015
120,120,"John Huh",102,87.16,1636,1426,"PuttingInside10",2015
120,120,"Dustin Johnson",75,87.16,997,869,"PuttingInside10",2015
122,122,"Brendan Steele",88,87.15,1409,1228,"PuttingInside10",2015
123,123,"Kyle Reifers",96,87.14,1485,1294,"PuttingInside10",2015
124,124,"Spencer Levin",99,87.1,1550,1350,"PuttingInside10",2015
125,125,"Derek Ernst",75,87.08,1192,1038,"PuttingInside10",2015
125,125,"Patrick Reed",103,87.08,1393,1213,"PuttingInside10",2015
127,127,"Charles Howell III",105,87.07,1848,1609,"PuttingInside10",2015
128,128,"Paul Casey",87,87.04,1150,1001,"PuttingInside10",2015
129,129,"Brice Garnett",81,87.03,1187,1033,"PuttingInside10",2015
129,129,"Mark Wilson",89,87.03,1527,1329,"PuttingInside10",2015
131,131,"James Hahn",94,87.02,1448,1260,"PuttingInside10",2015
131,131,"JB Holmes",89,87.02,1225,1066,"PuttingInside10",2015
131,131,"Sean OHair",86,87.02,1487,1294,"PuttingInside10",2015
134,134,"Ian Poulter",68,86.96,874,760,"PuttingInside10",2015
134,134,"Jhonattan Vegas",90,86.96,1327,1154,"PuttingInside10",2015
136,136,"Tom Hoge",83,86.94,1210,1052,"PuttingInside10",2015
137,137,"Martin Flores",95,86.88,1456,1265,"PuttingInside10",2015
137,137,"Jonathan Randolph",72,86.88,1052,914,"PuttingInside10",2015
137,137,"John Senden",80,86.88,968,841,"PuttingInside10",2015
140,140,"Charl Schwartzel",67,86.87,777,675,"PuttingInside10",2015
141,141,"Scott Langley",94,86.86,1476,1282,"PuttingInside10",2015
141,141,"Kevin Streelman",95,86.86,1377,1196,"PuttingInside10",2015
143,143,"Tony Finau",106,86.83,1709,1484,"PuttingInside10",2015
144,144,"Matt Jones",89,86.82,1222,1061,"PuttingInside10",2015
144,144,"Boo Weekley",79,86.82,1244,1080,"PuttingInside10",2015
146,146,"Nick Taylor",91,86.81,1547,1343,"PuttingInside10",2015
147,147,"Jonas Blixt",78,86.8,962,835,"PuttingInside10",2015
147,147,"Chris Stroud",84,86.8,1265,1098,"PuttingInside10",2015
149,149,"Jonathan Byrd",69,86.72,941,816,"PuttingInside10",2015
150,150,"Matt Every",73,86.7,1030,893,"PuttingInside10",2015
151,151,"Luke Guthrie",84,86.69,1255,1088,"PuttingInside10",2015
152,152,"Ryo Ishikawa",90,86.64,1385,1200,"PuttingInside10",2015
153,153,"Bill Lunde",50,86.63,673,583,"PuttingInside10",2015
154,154,"Michael Putnam",87,86.53,1284,1111,"PuttingInside10",2015
155,155,"Stewart Cink",77,86.43,1216,1051,"PuttingInside10",2015
155,155,"Camilo Villegas",83,86.43,1349,1166,"PuttingInside10",2015
157,157,"Byron Smith",59,86.36,814,703,"PuttingInside10",2015
157,157,"Nick Watney",91,86.36,1510,1304,"PuttingInside10",2015
159,159,"Robert Allenby",63,86.34,966,834,"PuttingInside10",2015
159,159,"Andrew Svoboda",80,86.34,1303,1125,"PuttingInside10",2015
161,161,"Vijay Singh",78,86.26,1310,1130,"PuttingInside10",2015
162,162,"Brian Davis",86,86.18,1310,1129,"PuttingInside10",2015
163,163,"Angel Cabrera",53,86.16,795,685,"PuttingInside10",2015
164,164,"Webb Simpson",81,86.14,1205,1038,"PuttingInside10",2015
165,165,"Ken Duke",93,86.06,1463,1259,"PuttingInside10",2015
166,166,"Jason Gore",76,86,1086,934,"PuttingInside10",2015
167,167,"Robert Garrigus",70,85.96,1047,900,"PuttingInside10",2015
168,168,"Tim Wilkinson",73,85.95,1110,954,"PuttingInside10",2015
169,169,"Adam Scott",51,85.93,597,513,"PuttingInside10",2015
170,170,"Scott Stallings",60,85.87,927,796,"PuttingInside10",2015
171,171,"Whee Kim",71,85.82,1044,896,"PuttingInside10",2015
172,172,"Nicholas Thompson",90,85.75,1340,1149,"PuttingInside10",2015
173,173,"Brian Stuard",97,85.72,1464,1255,"PuttingInside10",2015
174,174,"Greg Owen",58,85.4,774,661,"PuttingInside10",2015
175,175,"Padraig Harrington",60,85.38,930,794,"PuttingInside10",2015
176,176,"Jim Renner",68,85.36,1093,933,"PuttingInside10",2015
177,177,"Heath Slocum",57,85.33,743,634,"PuttingInside10",2015
178,178,"Roberto Castro",54,84.98,699,594,"PuttingInside10",2015
179,179,"Geoff Ogilvy",50,84.97,672,571,"PuttingInside10",2015
180,180,"Charlie Beljan",76,84.85,1102,935,"PuttingInside10",2015
181,181,"Ernie Els",57,84.69,751,636,"PuttingInside10",2015
182,182,"Jason Dufner",76,84.08,917,771,"PuttingInside10",2015
183,183,"Lucas Glover",79,83.8,1426,1195,"PuttingInside10",2015
184,184,"John Merrick",78,83.42,1134,946,"PuttingInside10",2015
