"PuttsperRoundRound3_RANKTHISWEEK_2013","PuttsperRoundRound3_RANKLASTWEEK_2013","PuttsperRoundRound3_PLAYERNAME_2013","PuttsperRoundRound3__2013","PuttsperRoundRound3_AVG_2013","PuttsperRoundRound3_TOTALPUTTS_2013","PuttsperRoundRound3_TOTALROUNDS_2013","stat_name","year"
1,1,"Brian Davis",NA,27.21,517,19,"PuttsperRoundRound3",2013
2,2,"Luke Donald",NA,27.38,356,13,"PuttsperRoundRound3",2013
3,3,"Mark Wilson",NA,27.56,248,9,"PuttsperRoundRound3",2013
4,4,"Richard Lee",NA,27.63,442,16,"PuttsperRoundRound3",2013
5,5,"Brian Gay",NA,27.81,445,16,"PuttsperRoundRound3",2013
6,6,"Brian Harman",NA,27.87,418,15,"PuttsperRoundRound3",2013
7,7,"Lee Williams",NA,27.9,279,10,"PuttsperRoundRound3",2013
8,8,"Aaron Baddeley",NA,28,280,10,"PuttsperRoundRound3",2013
8,8,"Greg Chalmers",NA,28,364,13,"PuttsperRoundRound3",2013
8,8,"Justin Leonard",NA,28,532,19,"PuttsperRoundRound3",2013
8,8,"Jeff Maggert",NA,28,336,12,"PuttsperRoundRound3",2013
12,12,"David Lingmerth",NA,28.08,337,12,"PuttsperRoundRound3",2013
13,13,"Peter Hanson",NA,28.1,281,10,"PuttsperRoundRound3",2013
14,14,"Russell Henley",NA,28.13,450,16,"PuttsperRoundRound3",2013
15,15,"Brandt Jobe",NA,28.18,310,11,"PuttsperRoundRound3",2013
15,15,"Michael Thompson",NA,28.18,310,11,"PuttsperRoundRound3",2013
17,17,"Sergio Garcia",NA,28.19,451,16,"PuttsperRoundRound3",2013
18,18,"Mike Weir",NA,28.22,254,9,"PuttsperRoundRound3",2013
19,19,"Freddie Jacobson",NA,28.25,339,12,"PuttsperRoundRound3",2013
19,19,"David Toms",NA,28.25,226,8,"PuttsperRoundRound3",2013
21,21,"Jordan Spieth",NA,28.28,509,18,"PuttsperRoundRound3",2013
22,22,"Luke Guthrie",NA,28.29,396,14,"PuttsperRoundRound3",2013
23,23,"Ken Duke",NA,28.31,453,16,"PuttsperRoundRound3",2013
24,24,"Charley Hoffman",NA,28.32,538,19,"PuttsperRoundRound3",2013
25,25,"Erik Compton",NA,28.33,425,15,"PuttsperRoundRound3",2013
25,25,"James Hahn",NA,28.33,340,12,"PuttsperRoundRound3",2013
25,25,"Phil Mickelson",NA,28.33,510,18,"PuttsperRoundRound3",2013
28,28,"Brian Stuard",NA,28.36,397,14,"PuttsperRoundRound3",2013
29,29,"Sangmoon Bae",NA,28.38,454,16,"PuttsperRoundRound3",2013
29,29,"Daniel Summerhays",NA,28.38,454,16,"PuttsperRoundRound3",2013
31,31,"Charles Howell III",NA,28.39,511,18,"PuttsperRoundRound3",2013
32,32,"James Driscoll",NA,28.4,426,15,"PuttsperRoundRound3",2013
33,33,"Tim Clark",NA,28.42,341,12,"PuttsperRoundRound3",2013
34,34,"Jin Park",NA,28.43,199,7,"PuttsperRoundRound3",2013
35,35,"Brandt Snedeker",NA,28.47,484,17,"PuttsperRoundRound3",2013
36,36,"Chris Kirk",NA,28.48,598,21,"PuttsperRoundRound3",2013
37,37,"Matt Every",NA,28.5,513,18,"PuttsperRoundRound3",2013
