"Front9LowestRound_RANKTHISWEEK_2014","Front9LowestRound_RANKLASTWEEK_2014","Front9LowestRound_PLAYERNAME_2014","Front9LowestRound__2014","Front9LowestRound_LOWRND_2014","stat_name","year"
1,1,"JJ Henry",NA,28,"Front9LowestRound",2014
1,1,"George McNeill",NA,28,"Front9LowestRound",2014
1,1,"Brendan Steele",NA,28,"Front9LowestRound",2014
4,4,"Aaron Baddeley",NA,29,"Front9LowestRound",2014
4,4,"Jason Bohn",NA,29,"Front9LowestRound",2014
4,4,"Steven Bowditch",NA,29,"Front9LowestRound",2014
4,4,"Chad Campbell",NA,29,"Front9LowestRound",2014
4,4,"Kevin Chappell",NA,29,"Front9LowestRound",2014
4,4,"Joe Durant",NA,29,"Front9LowestRound",2014
4,4,"Sergio Garcia",NA,29,"Front9LowestRound",2014
4,4,"Robert Garrigus",NA,29,"Front9LowestRound",2014
4,4,"Brian Gay",NA,29,"Front9LowestRound",2014
4,4,"Martin Kaymer",NA,29,"Front9LowestRound",2014
4,4,"Hunter Mahan",NA,29,"Front9LowestRound",2014
4,4,"Phil Mickelson",NA,29,"Front9LowestRound",2014
4,4,"Cameron Tringale",NA,29,"Front9LowestRound",2014
4,4,"Bo Van Pelt",NA,29,"Front9LowestRound",2014
4,4,"Camilo Villegas",NA,29,"Front9LowestRound",2014
4,4,"Gary Woodland",NA,29,"Front9LowestRound",2014
20,20,"Jason Allred",NA,30,"Front9LowestRound",2014
20,20,"Sangmoon Bae",NA,30,"Front9LowestRound",2014
20,20,"Charlie Beljan",NA,30,"Front9LowestRound",2014
20,20,"Keegan Bradley",NA,30,"Front9LowestRound",2014
20,20,"Angel Cabrera",NA,30,"Front9LowestRound",2014
20,20,"Stewart Cink",NA,30,"Front9LowestRound",2014
20,20,"Tim Clark",NA,30,"Front9LowestRound",2014
20,20,"Erik Compton",NA,30,"Front9LowestRound",2014
20,20,"Ben Crane",NA,30,"Front9LowestRound",2014
20,20,"Jason Day",NA,30,"Front9LowestRound",2014
20,20,"Graham DeLaet",NA,30,"Front9LowestRound",2014
20,20,"James Driscoll",NA,30,"Front9LowestRound",2014
20,20,"Jason Dufner",NA,30,"Front9LowestRound",2014
20,20,"Ernie Els",NA,30,"Front9LowestRound",2014
20,20,"Matt Every",NA,30,"Front9LowestRound",2014
20,20,"Scott Gardiner",NA,30,"Front9LowestRound",2014
20,20,"Brice Garnett",NA,30,"Front9LowestRound",2014
20,20,"Luke Guthrie",NA,30,"Front9LowestRound",2014
20,20,"Bill Haas",NA,30,"Front9LowestRound",2014
20,20,"Chesson Hadley",NA,30,"Front9LowestRound",2014
20,20,"Peter Hanson",NA,30,"Front9LowestRound",2014
20,20,"Brian Harman",NA,30,"Front9LowestRound",2014
20,20,"Justin Hicks",NA,30,"Front9LowestRound",2014
20,20,"Billy Horschel",NA,30,"Front9LowestRound",2014
20,20,"Charles Howell III",NA,30,"Front9LowestRound",2014
20,20,"Billy Hurley III",NA,30,"Front9LowestRound",2014
20,20,"Steven Ihm",NA,30,"Front9LowestRound",2014
20,20,"Dustin Johnson",NA,30,"Front9LowestRound",2014
20,20,"Robert Karlsson",NA,30,"Front9LowestRound",2014
20,20,"Russell Knox",NA,30,"Front9LowestRound",2014
20,20,"Matt Kuchar",NA,30,"Front9LowestRound",2014
20,20,"Marc Leishman",NA,30,"Front9LowestRound",2014
20,20,"Justin Leonard",NA,30,"Front9LowestRound",2014
20,20,"Spencer Levin",NA,30,"Front9LowestRound",2014
20,20,"Davis Love III",NA,30,"Front9LowestRound",2014
20,20,"Will Ma Kenzie",NA,30,"Front9LowestRound",2014
20,20,"Ben Martin",NA,30,"Front9LowestRound",2014
20,20,"Troy Matteson",NA,30,"Front9LowestRound",2014
20,20,"William McGirt",NA,30,"Front9LowestRound",2014
20,20,"Rory McIlroy",NA,30,"Front9LowestRound",2014
20,20,"John Merrick",NA,30,"Front9LowestRound",2014
20,20,"Bryce Molder",NA,30,"Front9LowestRound",2014
20,20,"Ryan Moore",NA,30,"Front9LowestRound",2014
20,20,"Ryan Palmer",NA,30,"Front9LowestRound",2014
20,20,"Ian Poulter",NA,30,"Front9LowestRound",2014
20,20,"Dicky Pride",NA,30,"Front9LowestRound",2014
20,20,"Patrick Reed",NA,30,"Front9LowestRound",2014
20,20,"Jim Renner",NA,30,"Front9LowestRound",2014
20,20,"Wes Roach",NA,30,"Front9LowestRound",2014
20,20,"Patrick Rodgers",NA,30,"Front9LowestRound",2014
20,20,"Andres Romero",NA,30,"Front9LowestRound",2014
20,20,"Rory Sabbatini",NA,30,"Front9LowestRound",2014
20,20,"Adam Scott",NA,30,"Front9LowestRound",2014
20,20,"Webb Simpson",NA,30,"Front9LowestRound",2014
20,20,"Heath Slocum",NA,30,"Front9LowestRound",2014
20,20,"Kevin Stadler",NA,30,"Front9LowestRound",2014
20,20,"Kyle Stanley",NA,30,"Front9LowestRound",2014
20,20,"Shawn Stefani",NA,30,"Front9LowestRound",2014
20,20,"Henrik Stenson",NA,30,"Front9LowestRound",2014
20,20,"Kevin Streelman",NA,30,"Front9LowestRound",2014
20,20,"Steve Stricker",NA,30,"Front9LowestRound",2014
20,20,"Brian Stuard",NA,30,"Front9LowestRound",2014
20,20,"Daniel Summerhays",NA,30,"Front9LowestRound",2014
20,20,"Hideto Tanihara",NA,30,"Front9LowestRound",2014
20,20,"Brendon Todd",NA,30,"Front9LowestRound",2014
20,20,"Bubba Watson",NA,30,"Front9LowestRound",2014
86,86,"Robert Allenby",NA,31,"Front9LowestRound",2014
86,86,"Stephen Ames",NA,31,"Front9LowestRound",2014
86,86,"Kiradech Aphibarnrat",NA,31,"Front9LowestRound",2014
86,86,"Stuart Appleby",NA,31,"Front9LowestRound",2014
86,86,"Woody Austin",NA,31,"Front9LowestRound",2014
86,86,"Ricky Barnes",NA,31,"Front9LowestRound",2014
86,86,"Matt Bettencourt",NA,31,"Front9LowestRound",2014
86,86,"Kris Blanks",NA,31,"Front9LowestRound",2014
86,86,"Scott Brown",NA,31,"Front9LowestRound",2014
86,86,"Jonathan Byrd",NA,31,"Front9LowestRound",2014
86,86,"Miguel Angel Carballo",NA,31,"Front9LowestRound",2014
86,86,"Roberto Castro",NA,31,"Front9LowestRound",2014
86,86,"Bud Cauley",NA,31,"Front9LowestRound",2014
86,86,"Greg Chalmers",NA,31,"Front9LowestRound",2014
86,86,"Nicolas Colsaerts",NA,31,"Front9LowestRound",2014
86,86,"Joel Dahmen",NA,31,"Front9LowestRound",2014
86,86,"Brian Davis",NA,31,"Front9LowestRound",2014
86,86,"Luke Donald",NA,31,"Front9LowestRound",2014
86,86,"Ken Duke",NA,31,"Front9LowestRound",2014
86,86,"Harris English",NA,31,"Front9LowestRound",2014
86,86,"Derek Ernst",NA,31,"Front9LowestRound",2014
86,86,"Gonzalo Fdez Castano",NA,31,"Front9LowestRound",2014
86,86,"Martin Flores",NA,31,"Front9LowestRound",2014
86,86,"Rickie Fowler",NA,31,"Front9LowestRound",2014
86,86,"Harrison Frazar",NA,31,"Front9LowestRound",2014
86,86,"Brad Fritsch",NA,31,"Front9LowestRound",2014
86,86,"Fred Funk",NA,31,"Front9LowestRound",2014
86,86,"Jim Furyk",NA,31,"Front9LowestRound",2014
86,86,"Lucas Glover",NA,31,"Front9LowestRound",2014
86,86,"Andres Gonzales",NA,31,"Front9LowestRound",2014
86,86,"James Hahn",NA,31,"Front9LowestRound",2014
86,86,"Padraig Harrington",NA,31,"Front9LowestRound",2014
86,86,"David Hearn",NA,31,"Front9LowestRound",2014
86,86,"Jim Herman",NA,31,"Front9LowestRound",2014
86,86,"Charley Hoffman",NA,31,"Front9LowestRound",2014
86,86,"Morgan Hoffmann",NA,31,"Front9LowestRound",2014
86,86,"JB Holmes",NA,31,"Front9LowestRound",2014
86,86,"Max Homa",NA,31,"Front9LowestRound",2014
86,86,"Trevor Immelman",NA,31,"Front9LowestRound",2014
86,86,"Ryo Ishikawa",NA,31,"Front9LowestRound",2014
86,86,"Freddie Jacobson",NA,31,"Front9LowestRound",2014
86,86,"Zach Johnson",NA,31,"Front9LowestRound",2014
86,86,"Matt Jones",NA,31,"Front9LowestRound",2014
86,86,"Jerry Kelly",NA,31,"Front9LowestRound",2014
86,86,"Chris Kirk",NA,31,"Front9LowestRound",2014
86,86,"Kevin Kisner",NA,31,"Front9LowestRound",2014
86,86,"Brooks Koepka",NA,31,"Front9LowestRound",2014
86,86,"Jason Kokrak",NA,31,"Front9LowestRound",2014
86,86,"Martin Laird",NA,31,"Front9LowestRound",2014
86,86,"Scott Langley",NA,31,"Front9LowestRound",2014
86,86,"Richard Lee",NA,31,"Front9LowestRound",2014
86,86,"WC Liang",NA,31,"Front9LowestRound",2014
86,86,"David Lingmerth",NA,31,"Front9LowestRound",2014
86,86,"Edward Loar",NA,31,"Front9LowestRound",2014
86,86,"Andrew Loupe",NA,31,"Front9LowestRound",2014
86,86,"Jamie Lovemark",NA,31,"Front9LowestRound",2014
86,86,"Shane Lowry",NA,31,"Front9LowestRound",2014
86,86,"Jeff Maggert",NA,31,"Front9LowestRound",2014
86,86,"Peter Malnati",NA,31,"Front9LowestRound",2014
86,86,"Steve Marino",NA,31,"Front9LowestRound",2014
86,86,"Hideki Matsuyama",NA,31,"Front9LowestRound",2014
86,86,"Troy Merritt",NA,31,"Front9LowestRound",2014
86,86,"Edoardo Molinari",NA,31,"Front9LowestRound",2014
86,86,"Kevin Na",NA,31,"Front9LowestRound",2014
86,86,"Seung Yul Noh",NA,31,"Front9LowestRound",2014
86,86,"Sean OHair",NA,31,"Front9LowestRound",2014
86,86,"Geoff Ogilvy",NA,31,"Front9LowestRound",2014
86,86,"Jeff Overton",NA,31,"Front9LowestRound",2014
86,86,"Greg Owen",NA,31,"Front9LowestRound",2014
86,86,"Jesper Parnevik",NA,31,"Front9LowestRound",2014
86,86,"Pat Perez",NA,31,"Front9LowestRound",2014
86,86,"John Peterson",NA,31,"Front9LowestRound",2014
86,86,"Tim Petrovic",NA,31,"Front9LowestRound",2014
86,86,"Carl Pettersson",NA,31,"Front9LowestRound",2014
86,86,"Scott Piercy",NA,31,"Front9LowestRound",2014
86,86,"DA Points",NA,31,"Front9LowestRound",2014
86,86,"Ted Potter Jr",NA,31,"Front9LowestRound",2014
86,86,"Michael Putnam",NA,31,"Front9LowestRound",2014
86,86,"Alvaro Quiros",NA,31,"Front9LowestRound",2014
86,86,"Tag Ridings",NA,31,"Front9LowestRound",2014
86,86,"John Rollins",NA,31,"Front9LowestRound",2014
86,86,"Justin Rose",NA,31,"Front9LowestRound",2014
86,86,"Charl Schwartzel",NA,31,"Front9LowestRound",2014
86,86,"Vijay Singh",NA,31,"Front9LowestRound",2014
86,86,"Brandt Snedeker",NA,31,"Front9LowestRound",2014
86,86,"Jordan Spieth",NA,31,"Front9LowestRound",2014
86,86,"Scott Stallings",NA,31,"Front9LowestRound",2014
86,86,"Richard Sterne",NA,31,"Front9LowestRound",2014
86,86,"Robert Streb",NA,31,"Front9LowestRound",2014
86,86,"Chris Stroud",NA,31,"Front9LowestRound",2014
86,86,"Andrew Svoboda",NA,31,"Front9LowestRound",2014
86,86,"Hudson Swafford",NA,31,"Front9LowestRound",2014
86,86,"Josh Teater",NA,31,"Front9LowestRound",2014
86,86,"Justin Thomas",NA,31,"Front9LowestRound",2014
86,86,"Nicholas Thompson",NA,31,"Front9LowestRound",2014
86,86,"Michael Thompson",NA,31,"Front9LowestRound",2014
86,86,"David Toms",NA,31,"Front9LowestRound",2014
86,86,"Kevin Tway",NA,31,"Front9LowestRound",2014
