"TenthTeeLateRound5ScoringAverage_RANKTHISWEEK_2005","TenthTeeLateRound5ScoringAverage_RANKLASTWEEK_2005","TenthTeeLateRound5ScoringAverage_PLAYERNAME_2005","TenthTeeLateRound5ScoringAverage__2005","TenthTeeLateRound5ScoringAverage_AVG_2005","TenthTeeLateRound5ScoringAverage_TOTALSTROKES_2005","TenthTeeLateRound5ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Harrison Frazar",NA,68,68,1,"TenthTeeLateRound5ScoringAverage",2005
1,1,"Neal Lancaster",NA,68,68,1,"TenthTeeLateRound5ScoringAverage",2005
3,3,"Frank Lickliter II",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2005
3,3,"Shaun Micheel",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2005
5,5,"Tommy Armour III",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2005
6,6,"Brian Bateman",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2005
6,6,"Kevin Stadler",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2005
8,8,"Billy Andrade",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2005
8,8,"Aaron Baddeley",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2005
8,8,"Chris DiMarco",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2005
8,8,"Robert Gamez",NA,73,73,1,"TenthTeeLateRound5ScoringAverage",2005
12,12,"Ben Curtis",NA,74,74,1,"TenthTeeLateRound5ScoringAverage",2005
12,12,"JJ Henry",NA,74,74,1,"TenthTeeLateRound5ScoringAverage",2005
14,14,"John Daly",NA,75,75,1,"TenthTeeLateRound5ScoringAverage",2005
14,14,"Geoff Ogilvy",NA,75,75,1,"TenthTeeLateRound5ScoringAverage",2005
14,14,"Jay Williamson",NA,75,75,1,"TenthTeeLateRound5ScoringAverage",2005
17,17,"Jason Allred",NA,78,78,1,"TenthTeeLateRound5ScoringAverage",2005
