"LatePar5ScoringAverage_RANKTHISWEEK_2012","LatePar5ScoringAverage_RANKLASTWEEK_2012","LatePar5ScoringAverage_PLAYERNAME_2012","LatePar5ScoringAverage_ROUNDS_2012","LatePar5ScoringAverage_AVG_2012","LatePar5ScoringAverage_TOTALSTROKES_2012","LatePar5ScoringAverage_TOTALHOLES_2012","stat_name","year"
59,59,"JB Holmes",90,4.64,599,129,"LatePar5ScoringAverage",2012
59,59,"Billy Horschel",63,4.64,408,88,"LatePar5ScoringAverage",2012
59,59,"John Huh",99,4.64,742,160,"LatePar5ScoringAverage",2012
59,59,"Trevor Immelman",76,4.64,543,117,"LatePar5ScoringAverage",2012
59,59,"Russell Knox",72,4.64,445,96,"LatePar5ScoringAverage",2012
59,59,"Justin Leonard",79,4.64,450,97,"LatePar5ScoringAverage",2012
59,59,"Billy Mayfair",90,4.64,612,132,"LatePar5ScoringAverage",2012
69,69,"Chris Couch",61,4.65,372,80,"LatePar5ScoringAverage",2012
69,69,"Jason Day",57,4.65,395,85,"LatePar5ScoringAverage",2012
69,69,"Charley Hoffman",88,4.65,656,141,"LatePar5ScoringAverage",2012
69,69,"Matt Jones",53,4.65,414,89,"LatePar5ScoringAverage",2012
69,69,"Bill Lunde",83,4.65,521,112,"LatePar5ScoringAverage",2012
69,69,"Seung Yul Noh",105,4.65,726,156,"LatePar5ScoringAverage",2012
69,69,"Henrik Stenson",51,4.65,470,101,"LatePar5ScoringAverage",2012
69,69,"Camilo Villegas",79,4.65,539,116,"LatePar5ScoringAverage",2012
77,77,"Stuart Appleby",75,4.66,499,107,"LatePar5ScoringAverage",2012
77,77,"Angel Cabrera",54,4.66,354,76,"LatePar5ScoringAverage",2012
77,77,"KJ Choi",71,4.66,494,106,"LatePar5ScoringAverage",2012
77,77,"Martin Flores",95,4.66,573,123,"LatePar5ScoringAverage",2012
77,77,"Tim Herron",88,4.66,568,122,"LatePar5ScoringAverage",2012
77,77,"Ryo Ishikawa",54,4.66,382,82,"LatePar5ScoringAverage",2012
77,77,"Jeff Overton",101,4.66,718,154,"LatePar5ScoringAverage",2012
77,77,"Scott Piercy",95,4.66,709,152,"LatePar5ScoringAverage",2012
77,77,"Mark Wilson",84,4.66,494,106,"LatePar5ScoringAverage",2012
86,86,"Aaron Baddeley",73,4.67,518,111,"LatePar5ScoringAverage",2012
86,86,"James Driscoll",83,4.67,602,129,"LatePar5ScoringAverage",2012
86,86,"Bill Haas",79,4.67,630,135,"LatePar5ScoringAverage",2012
86,86,"Martin Laird",77,4.67,663,142,"LatePar5ScoringAverage",2012
86,86,"Richard Lee",71,4.67,369,79,"LatePar5ScoringAverage",2012
86,86,"Ian Poulter",57,4.67,490,105,"LatePar5ScoringAverage",2012
86,86,"Chez Reavie",83,4.67,621,133,"LatePar5ScoringAverage",2012
86,86,"Heath Slocum",93,4.67,528,113,"LatePar5ScoringAverage",2012
86,86,"Kevin Stadler",85,4.67,617,132,"LatePar5ScoringAverage",2012
86,86,"Michael Thompson",80,4.67,537,115,"LatePar5ScoringAverage",2012
96,96,"Blake Adams",107,4.68,744,159,"LatePar5ScoringAverage",2012
96,96,"Jason Bohn",81,4.68,557,119,"LatePar5ScoringAverage",2012
96,96,"Ernie Els",80,4.68,557,119,"LatePar5ScoringAverage",2012
96,96,"Kevin Kisner",69,4.68,459,98,"LatePar5ScoringAverage",2012
96,96,"Geoff Ogilvy",73,4.68,496,106,"LatePar5ScoringAverage",2012
96,96,"Vijay Singh",99,4.68,693,148,"LatePar5ScoringAverage",2012
96,96,"DJ Trahan",73,4.68,440,94,"LatePar5ScoringAverage",2012
96,96,"Jimmy Walker",101,4.68,777,166,"LatePar5ScoringAverage",2012
96,96,"Nick Watney",97,4.68,665,142,"LatePar5ScoringAverage",2012
105,105,"Marc Leishman",84,4.69,554,118,"LatePar5ScoringAverage",2012
105,105,"Spencer Levin",81,4.69,502,107,"LatePar5ScoringAverage",2012
105,105,"Andres Romero",68,4.69,464,99,"LatePar5ScoringAverage",2012
105,105,"Josh Teater",97,4.69,581,124,"LatePar5ScoringAverage",2012
105,105,"Johnson Wagner",88,4.69,703,150,"LatePar5ScoringAverage",2012
105,105,"Charlie Wi",86,4.69,670,143,"LatePar5ScoringAverage",2012
111,111,"Stephen Ames",54,4.7,390,83,"LatePar5ScoringAverage",2012
111,111,"Arjun Atwal",79,4.7,531,113,"LatePar5ScoringAverage",2012
111,111,"Tommy Biershenk",74,4.7,465,99,"LatePar5ScoringAverage",2012
111,111,"Gary Christian",91,4.7,587,125,"LatePar5ScoringAverage",2012
111,111,"Ryan Palmer",81,4.7,653,139,"LatePar5ScoringAverage",2012
111,111,"Roland Thatcher",55,4.7,371,79,"LatePar5ScoringAverage",2012
111,111,"David Toms",60,4.7,418,89,"LatePar5ScoringAverage",2012
118,118,"Scott Brown",65,4.71,480,102,"LatePar5ScoringAverage",2012
118,118,"David Hearn",95,4.71,575,122,"LatePar5ScoringAverage",2012
118,118,"Sung Kang",75,4.71,513,109,"LatePar5ScoringAverage",2012
118,118,"Jerry Kelly",84,4.71,532,113,"LatePar5ScoringAverage",2012
118,118,"Chris Kirk",93,4.71,674,143,"LatePar5ScoringAverage",2012
118,118,"Jason Kokrak",79,4.71,523,111,"LatePar5ScoringAverage",2012
118,118,"Matt Kuchar",86,4.71,640,136,"LatePar5ScoringAverage",2012
118,118,"William McGirt",96,4.71,749,159,"LatePar5ScoringAverage",2012
126,126,"Daniel Chopra",55,4.72,392,83,"LatePar5ScoringAverage",2012
126,126,"Ben Curtis",62,4.72,595,126,"LatePar5ScoringAverage",2012
126,126,"Graham DeLaet",79,4.72,548,116,"LatePar5ScoringAverage",2012
126,126,"John Mallinger",74,4.72,557,118,"LatePar5ScoringAverage",2012
126,126,"Kevin Na",80,4.72,646,137,"LatePar5ScoringAverage",2012
126,126,"DA Points",88,4.72,651,138,"LatePar5ScoringAverage",2012
126,126,"Kyle Reifers",86,4.72,609,129,"LatePar5ScoringAverage",2012
126,126,"Lee Westwood",60,4.72,448,95,"LatePar5ScoringAverage",2012
126,126,"Gary Woodland",70,4.72,581,123,"LatePar5ScoringAverage",2012
135,135,"Ricky Barnes",92,4.73,563,119,"LatePar5ScoringAverage",2012
135,135,"Michael Bradley",63,4.73,383,81,"LatePar5ScoringAverage",2012
135,135,"Jeff Maggert",83,4.73,553,117,"LatePar5ScoringAverage",2012
135,135,"Troy Matteson",100,4.73,648,137,"LatePar5ScoringAverage",2012
135,135,"Ryan Moore",89,4.73,809,171,"LatePar5ScoringAverage",2012
135,135,"Vaughn Taylor",81,4.73,582,123,"LatePar5ScoringAverage",2012
141,141,"Greg Chalmers",88,4.74,649,137,"LatePar5ScoringAverage",2012
141,141,"Erik Compton",81,4.74,531,112,"LatePar5ScoringAverage",2012
141,141,"Edward Loar",59,4.74,370,78,"LatePar5ScoringAverage",2012
141,141,"Garth Mulroy",59,4.74,389,82,"LatePar5ScoringAverage",2012
141,141,"Brendan Steele",77,4.74,427,90,"LatePar5ScoringAverage",2012
141,141,"Kevin Streelman",89,4.74,721,152,"LatePar5ScoringAverage",2012
141,141,"Kyle Thompson",51,4.74,360,76,"LatePar5ScoringAverage",2012
148,148,"Marco Dawson",60,4.75,385,81,"LatePar5ScoringAverage",2012
148,148,"Chris DiMarco",83,4.75,579,122,"LatePar5ScoringAverage",2012
148,148,"Matt Every",80,4.75,665,140,"LatePar5ScoringAverage",2012
148,148,"Brian Gay",91,4.75,594,125,"LatePar5ScoringAverage",2012
148,148,"Brian Harman",101,4.75,599,126,"LatePar5ScoringAverage",2012
148,148,"Steve Wheatcroft",56,4.75,385,81,"LatePar5ScoringAverage",2012
148,148,"YE Yang",64,4.75,380,80,"LatePar5ScoringAverage",2012
155,155,"Robert Allenby",76,4.76,476,100,"LatePar5ScoringAverage",2012
155,155,"Miguel Angel Carballo",73,4.76,447,94,"LatePar5ScoringAverage",2012
155,155,"Gavin Coles",72,4.76,438,92,"LatePar5ScoringAverage",2012
155,155,"Stephen Gangluff",57,4.76,405,85,"LatePar5ScoringAverage",2012
155,155,"Derek Lamely",64,4.76,438,92,"LatePar5ScoringAverage",2012
155,155,"Rod Pampling",88,4.76,433,91,"LatePar5ScoringAverage",2012
161,161,"Billy Hurley III",70,4.77,429,90,"LatePar5ScoringAverage",2012
161,161,"Colt Knost",79,4.77,510,107,"LatePar5ScoringAverage",2012
161,161,"Alexandre Rocha",62,4.77,377,79,"LatePar5ScoringAverage",2012
161,161,"Chris Stroud",86,4.77,677,142,"LatePar5ScoringAverage",2012
165,165,"Tim Clark",60,4.78,464,97,"LatePar5ScoringAverage",2012
165,165,"JJ Henry",93,4.78,535,112,"LatePar5ScoringAverage",2012
165,165,"Freddie Jacobson",61,4.78,430,90,"LatePar5ScoringAverage",2012
165,165,"JJ Killeen",101,4.78,698,146,"LatePar5ScoringAverage",2012
165,165,"Graeme McDowell",55,4.78,478,100,"LatePar5ScoringAverage",2012
165,165,"Greg Owen",90,4.78,607,127,"LatePar5ScoringAverage",2012
165,165,"Rory Sabbatini",84,4.78,564,118,"LatePar5ScoringAverage",2012
165,165,"Daniel Summerhays",81,4.78,593,124,"LatePar5ScoringAverage",2012
173,173,"Danny Lee",74,4.79,522,109,"LatePar5ScoringAverage",2012
173,173,"Tom Pernice Jr",62,4.79,388,81,"LatePar5ScoringAverage",2012
175,175,"Kris Blanks",65,4.8,451,94,"LatePar5ScoringAverage",2012
176,176,"Hunter Mahan",88,4.81,601,125,"LatePar5ScoringAverage",2012
176,176,"Ted Potter Jr",77,4.81,543,113,"LatePar5ScoringAverage",2012
178,178,"Ryuji Imada",78,4.82,511,106,"LatePar5ScoringAverage",2012
178,178,"Nick OHern",78,4.82,516,107,"LatePar5ScoringAverage",2012
178,178,"Dicky Pride",62,4.82,439,91,"LatePar5ScoringAverage",2012
181,181,"Troy Kelly",68,4.83,478,99,"LatePar5ScoringAverage",2012
182,182,"Matt Bettencourt",80,4.84,523,108,"LatePar5ScoringAverage",2012
182,182,"Brian Davis",91,4.84,735,152,"LatePar5ScoringAverage",2012
182,182,"Tommy Gainey",98,4.84,804,166,"LatePar5ScoringAverage",2012
182,182,"Brandt Jobe",57,4.84,339,70,"LatePar5ScoringAverage",2012
186,186,"Sangmoon Bae",81,4.86,554,114,"LatePar5ScoringAverage",2012
186,186,"Hunter Haas",69,4.86,437,90,"LatePar5ScoringAverage",2012
186,186,"Patrick Sheehan",58,4.86,394,81,"LatePar5ScoringAverage",2012
189,189,"Bob Estes",78,4.89,528,108,"LatePar5ScoringAverage",2012
190,190,"David Mathis",83,4.93,596,121,"LatePar5ScoringAverage",2012
191,191,"Scott Dunlap",57,5,430,86,"LatePar5ScoringAverage",2012
