"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2006","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2006","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2006","TenthTeeEarlyRound1ScoringAverage__2006","TenthTeeEarlyRound1ScoringAverage_AVG_2006","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2006","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Jim Furyk",NA,65.75,263,4,"TenthTeeEarlyRound1ScoringAverage",2006
2,2,"Pat Perez",NA,66,132,2,"TenthTeeEarlyRound1ScoringAverage",2006
3,3,"David Howell",NA,67.33,202,3,"TenthTeeEarlyRound1ScoringAverage",2006
4,4,"Justin Rose",NA,68,544,8,"TenthTeeEarlyRound1ScoringAverage",2006
5,5,"Robert Allenby",NA,68.33,205,3,"TenthTeeEarlyRound1ScoringAverage",2006
5,5,"Fred Couples",NA,68.33,205,3,"TenthTeeEarlyRound1ScoringAverage",2006
7,7,"Skip Kendall",NA,68.43,479,7,"TenthTeeEarlyRound1ScoringAverage",2006
8,8,"Luke Donald",NA,68.5,411,6,"TenthTeeEarlyRound1ScoringAverage",2006
8,8,"John Huston",NA,68.5,274,4,"TenthTeeEarlyRound1ScoringAverage",2006
8,8,"Daisuke Maruyama",NA,68.5,411,6,"TenthTeeEarlyRound1ScoringAverage",2006
11,11,"Brett Quigley",NA,68.6,343,5,"TenthTeeEarlyRound1ScoringAverage",2006
12,12,"Brian Gay",NA,68.67,412,6,"TenthTeeEarlyRound1ScoringAverage",2006
13,13,"Steve Stricker",NA,68.75,275,4,"TenthTeeEarlyRound1ScoringAverage",2006
14,14,"Mike Weir",NA,68.8,344,5,"TenthTeeEarlyRound1ScoringAverage",2006
15,15,"Arron Oberholser",NA,68.83,413,6,"TenthTeeEarlyRound1ScoringAverage",2006
15,15,"David Toms",NA,68.83,413,6,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Billy Andrade",NA,69,345,5,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Olin Browne",NA,69,483,7,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Joe Durant",NA,69,345,5,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Lucas Glover",NA,69,483,7,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Davis Love III",NA,69,345,5,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Will Ma Kenzie",NA,69,414,6,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Adam Scott",NA,69,483,7,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Vijay Singh",NA,69,621,9,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Mark Wilson",NA,69,483,7,"TenthTeeEarlyRound1ScoringAverage",2006
17,17,"Tiger Woods",NA,69,276,4,"TenthTeeEarlyRound1ScoringAverage",2006
27,27,"Peter Lonard",NA,69.17,415,6,"TenthTeeEarlyRound1ScoringAverage",2006
27,27,"Jesper Parnevik",NA,69.17,415,6,"TenthTeeEarlyRound1ScoringAverage",2006
29,29,"Robert Garrigus",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2006
30,30,"Jonathan Byrd",NA,69.25,277,4,"TenthTeeEarlyRound1ScoringAverage",2006
30,30,"Steve Elkington",NA,69.25,277,4,"TenthTeeEarlyRound1ScoringAverage",2006
30,30,"Steve Lowery",NA,69.25,277,4,"TenthTeeEarlyRound1ScoringAverage",2006
33,33,"Shigeki Maruyama",NA,69.33,416,6,"TenthTeeEarlyRound1ScoringAverage",2006
34,34,"Bart Bryant",NA,69.4,347,5,"TenthTeeEarlyRound1ScoringAverage",2006
34,34,"Phil Mickelson",NA,69.4,347,5,"TenthTeeEarlyRound1ScoringAverage",2006
36,36,"Steve Flesch",NA,69.43,486,7,"TenthTeeEarlyRound1ScoringAverage",2006
37,37,"Jerry Kelly",NA,69.44,625,9,"TenthTeeEarlyRound1ScoringAverage",2006
38,38,"Brad Faxon",NA,69.5,139,2,"TenthTeeEarlyRound1ScoringAverage",2006
38,38,"Carl Pettersson",NA,69.5,278,4,"TenthTeeEarlyRound1ScoringAverage",2006
40,40,"Joey Sindelar",NA,69.56,626,9,"TenthTeeEarlyRound1ScoringAverage",2006
41,41,"Harrison Frazar",NA,69.63,557,8,"TenthTeeEarlyRound1ScoringAverage",2006
42,42,"Heath Slocum",NA,69.67,627,9,"TenthTeeEarlyRound1ScoringAverage",2006
42,42,"Vaughn Taylor",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2006
42,42,"Bob Tway",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2006
45,45,"Greg Kraft",NA,69.71,488,7,"TenthTeeEarlyRound1ScoringAverage",2006
46,46,"Nick Watney",NA,69.73,767,11,"TenthTeeEarlyRound1ScoringAverage",2006
47,47,"Bill Haas",NA,69.75,558,8,"TenthTeeEarlyRound1ScoringAverage",2006
