"FirstTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyPar4ScoringAverage_PLAYERNAME_2012","FirstTeeEarlyPar4ScoringAverage_ROUNDS_2012","FirstTeeEarlyPar4ScoringAverage_AVG_2012","FirstTeeEarlyPar4ScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyPar4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Bubba Watson",68,3.92,466,119,"FirstTeeEarlyPar4ScoringAverage",2012
2,2,"Matt Kuchar",86,3.95,810,205,"FirstTeeEarlyPar4ScoringAverage",2012
2,2,"Carl Pettersson",92,3.95,1294,328,"FirstTeeEarlyPar4ScoringAverage",2012
4,4,"Jonas Blixt",72,3.96,1026,259,"FirstTeeEarlyPar4ScoringAverage",2012
4,4,"Ken Duke",104,3.96,1528,386,"FirstTeeEarlyPar4ScoringAverage",2012
4,4,"Padraig Harrington",67,3.96,563,142,"FirstTeeEarlyPar4ScoringAverage",2012
4,4,"Scott Piercy",95,3.96,1328,335,"FirstTeeEarlyPar4ScoringAverage",2012
8,8,"Martin Flores",95,3.97,1390,350,"FirstTeeEarlyPar4ScoringAverage",2012
8,8,"JB Holmes",90,3.97,1072,270,"FirstTeeEarlyPar4ScoringAverage",2012
8,8,"Ian Poulter",57,3.97,675,170,"FirstTeeEarlyPar4ScoringAverage",2012
8,8,"Henrik Stenson",51,3.97,576,145,"FirstTeeEarlyPar4ScoringAverage",2012
12,12,"Jeff Overton",101,3.98,1702,428,"FirstTeeEarlyPar4ScoringAverage",2012
12,12,"David Toms",60,3.98,785,197,"FirstTeeEarlyPar4ScoringAverage",2012
14,14,"Scott Brown",65,3.99,841,211,"FirstTeeEarlyPar4ScoringAverage",2012
14,14,"Will Claxton",99,3.99,1359,341,"FirstTeeEarlyPar4ScoringAverage",2012
14,14,"Matt Every",80,3.99,1034,259,"FirstTeeEarlyPar4ScoringAverage",2012
14,14,"Bill Haas",79,3.99,1002,251,"FirstTeeEarlyPar4ScoringAverage",2012
14,14,"Chris Kirk",93,3.99,1391,349,"FirstTeeEarlyPar4ScoringAverage",2012
14,14,"David Mathis",83,3.99,910,228,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Blake Adams",107,4,1543,386,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Roberto Castro",92,4,1452,363,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Jim Furyk",85,4,864,216,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Hunter Haas",69,4,1069,267,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Billy Horschel",63,4,805,201,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Graeme McDowell",55,4,632,158,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Ryan Palmer",81,4,1191,298,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Dicky Pride",62,4,841,210,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Kyle Reifers",86,4,903,226,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Justin Rose",69,4,848,212,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Webb Simpson",77,4,620,155,"FirstTeeEarlyPar4ScoringAverage",2012
20,20,"Vaughn Taylor",81,4,919,230,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"KJ Choi",71,4.01,1018,254,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Graham DeLaet",79,4.01,1114,278,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Nathan Green",73,4.01,923,230,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Brian Harman",101,4.01,1310,327,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Tim Herron",88,4.01,1307,326,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Dustin Johnson",70,4.01,662,165,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Bill Lunde",83,4.01,1084,270,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Hunter Mahan",88,4.01,1082,270,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Kevin Na",80,4.01,1124,280,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Charl Schwartzel",56,4.01,609,152,"FirstTeeEarlyPar4ScoringAverage",2012
32,32,"Josh Teater",97,4.01,1517,378,"FirstTeeEarlyPar4ScoringAverage",2012
