"Approachesfrom100yardsRgh_RANKTHISWEEK_2015","Approachesfrom100yardsRgh_RANKLASTWEEK_2015","Approachesfrom100yardsRgh_PLAYERNAME_2015","Approachesfrom100yardsRgh_ROUNDS_2015","Approachesfrom100yardsRgh_AVG_2015","Approachesfrom100yardsRgh_TOTALDISTANCEFEET_2015","Approachesfrom100yardsRgh_OFATTEMPTS_2015","Approachesfrom100yardsRgh_RELATIVETOPAR_2015","stat_name","year"
1,1,"Jim Furyk",71,NA,5433.917,137,-1,"Approachesfrom100yardsRgh",2015
2,2,"Nicholas Thompson",90,NA,7075.083,176,29,"Approachesfrom100yardsRgh",2015
3,3,"Jordan Spieth",91,NA,7834.833,193,-4,"Approachesfrom100yardsRgh",2015
4,4,"Eric Axley",57,NA,6606.417,159,22,"Approachesfrom100yardsRgh",2015
5,5,"Carl Pettersson",106,NA,12358,296,24,"Approachesfrom100yardsRgh",2015
6,6,"Louis Oosthuizen",68,NA,6551.167,154,9,"Approachesfrom100yardsRgh",2015
7,7,"Justin Rose",69,NA,5418.333,127,18,"Approachesfrom100yardsRgh",2015
8,8,"Martin Flores",95,NA,12955.75,303,3,"Approachesfrom100yardsRgh",2015
9,9,"Angel Cabrera",53,NA,6711.5,156,23,"Approachesfrom100yardsRgh",2015
9,9,"Paul Casey",87,NA,9330.583,217,3,"Approachesfrom100yardsRgh",2015
9,9,"Patrick Rodgers",57,NA,6885.667,160,18,"Approachesfrom100yardsRgh",2015
12,12,"Jason Bohn",95,NA,7852.167,182,13,"Approachesfrom100yardsRgh",2015
12,12,"Shawn Stefani",94,NA,10833.25,251,12,"Approachesfrom100yardsRgh",2015
14,14,"Blayne Barber",76,NA,8393.583,194,15,"Approachesfrom100yardsRgh",2015
14,14,"Greg Owen",58,NA,6099,141,21,"Approachesfrom100yardsRgh",2015
16,16,"Chez Reavie",56,NA,4642,107,24,"Approachesfrom100yardsRgh",2015
17,17,"Brendan Steele",88,NA,10046.917,230,17,"Approachesfrom100yardsRgh",2015
18,18,"Dustin Johnson",75,NA,8435.75,193,17,"Approachesfrom100yardsRgh",2015
18,18,"Hideki Matsuyama",95,NA,9049.417,207,15,"Approachesfrom100yardsRgh",2015
20,20,"Robert Allenby",63,NA,6631.167,151,23,"Approachesfrom100yardsRgh",2015
21,21,"Bill Haas",89,NA,9153.667,208,5,"Approachesfrom100yardsRgh",2015
22,22,"Stewart Cink",77,NA,9694.167,220,13,"Approachesfrom100yardsRgh",2015
22,22,"JB Holmes",89,NA,9875.917,224,12,"Approachesfrom100yardsRgh",2015
22,22,"Brian Stuard",97,NA,8463,192,25,"Approachesfrom100yardsRgh",2015
25,25,"Billy Hurley III",83,NA,8885.167,201,32,"Approachesfrom100yardsRgh",2015
26,26,"Brendon de Jonge",106,NA,12164.917,275,22,"Approachesfrom100yardsRgh",2015
26,26,"Jason Kokrak",88,NA,12997.583,294,10,"Approachesfrom100yardsRgh",2015
26,26,"Brendon Todd",96,NA,8578.583,194,12,"Approachesfrom100yardsRgh",2015
29,29,"Charlie Beljan",76,NA,8916.25,201,30,"Approachesfrom100yardsRgh",2015
29,29,"William McGirt",103,NA,11308.083,255,39,"Approachesfrom100yardsRgh",2015
29,29,"Ryan Palmer",80,NA,8418.333,190,-1,"Approachesfrom100yardsRgh",2015
32,32,"Ben Crane",62,NA,6399.833,144,20,"Approachesfrom100yardsRgh",2015
32,32,"Jon Curran",83,NA,8176.167,184,30,"Approachesfrom100yardsRgh",2015
32,32,"Ryo Ishikawa",90,NA,10971.333,247,12,"Approachesfrom100yardsRgh",2015
32,32,"Bubba Watson",71,NA,8706.583,196,4,"Approachesfrom100yardsRgh",2015
36,36,"George McNeill",93,NA,11346.5,255,18,"Approachesfrom100yardsRgh",2015
36,36,"Charl Schwartzel",67,NA,5520.75,124,11,"Approachesfrom100yardsRgh",2015
36,36,"Johnson Wagner",68,NA,7570.083,170,17,"Approachesfrom100yardsRgh",2015
39,39,"Martin Laird",77,NA,9755.333,219,19,"Approachesfrom100yardsRgh",2015
39,39,"Ben Martin",93,NA,9985.25,224,52,"Approachesfrom100yardsRgh",2015
39,39,"Daniel Summerhays",101,NA,14079.167,316,22,"Approachesfrom100yardsRgh",2015
42,42,"Danny Lee",120,NA,11878.083,266,30,"Approachesfrom100yardsRgh",2015
42,42,"Chris Stroud",84,NA,8664.5,194,38,"Approachesfrom100yardsRgh",2015
42,42,"Hudson Swafford",97,NA,11113.25,249,21,"Approachesfrom100yardsRgh",2015
45,45,"Steven Bowditch",103,NA,14657.417,327,11,"Approachesfrom100yardsRgh",2015
45,45,"Charley Hoffman",97,NA,11038.583,246,16,"Approachesfrom100yardsRgh",2015
45,45,"Scott Langley",94,NA,10813.333,241,30,"Approachesfrom100yardsRgh",2015
45,45,"Scott Stallings",60,NA,6546.417,146,14,"Approachesfrom100yardsRgh",2015
49,49,"Alex Cejka",94,NA,11142.833,248,14,"Approachesfrom100yardsRgh",2015
49,49,"Jason Gore",76,NA,7274.833,162,21,"Approachesfrom100yardsRgh",2015
51,51,"Jason Day",75,NA,9543.833,212,7,"Approachesfrom100yardsRgh",2015
51,51,"Tom Hoge",83,NA,9770.583,217,19,"Approachesfrom100yardsRgh",2015
51,51,"Kyle Reifers",96,NA,11112.417,247,33,"Approachesfrom100yardsRgh",2015
54,54,"Oscar Fraustro",58,NA,6129.167,136,13,"Approachesfrom100yardsRgh",2015
54,54,"Russell Knox",96,NA,9553.75,212,23,"Approachesfrom100yardsRgh",2015
54,54,"SJ Park",79,NA,7577,168,14,"Approachesfrom100yardsRgh",2015
54,54,"Nick Taylor",91,NA,12811.667,284,54,"Approachesfrom100yardsRgh",2015
58,58,"Ryan Moore",81,NA,7175.333,159,16,"Approachesfrom100yardsRgh",2015
59,59,"Kevin Kisner",104,NA,12034.5,266,22,"Approachesfrom100yardsRgh",2015
59,59,"Scott Piercy",90,NA,11723.75,259,25,"Approachesfrom100yardsRgh",2015
61,61,"Steven Alker",62,NA,5846.25,129,26,"Approachesfrom100yardsRgh",2015
61,61,"Mark Wilson",89,NA,11288.5,249,20,"Approachesfrom100yardsRgh",2015
63,63,"Roberto Castro",54,NA,4636.583,102,19,"Approachesfrom100yardsRgh",2015
63,63,"Jerry Kelly",79,NA,7494.167,165,9,"Approachesfrom100yardsRgh",2015
63,63,"Nick Watney",91,NA,11680,257,41,"Approachesfrom100yardsRgh",2015
66,66,"Ricky Barnes",82,NA,11293.25,248,24,"Approachesfrom100yardsRgh",2015
66,66,"Harris English",105,NA,13427.417,295,19,"Approachesfrom100yardsRgh",2015
