"Par3BirdieorBetterLeaders_RANKTHISWEEK_2014","Par3BirdieorBetterLeaders_RANKLASTWEEK_2014","Par3BirdieorBetterLeaders_PLAYERNAME_2014","Par3BirdieorBetterLeaders_ROUNDS_2014","Par3BirdieorBetterLeaders_Pct_2014","Par3BirdieorBetterLeaders_PAR3BIRDIESORBETTER_2014","Par3BirdieorBetterLeaders_PAR3HOLES_2014","stat_name","year"
1,1,"Jimmy Walker",98,18.11,69,381,"Par3BirdieorBetterLeaders",2014
2,2,"Ryan Moore",86,18.07,60,332,"Par3BirdieorBetterLeaders",2014
3,3,"Dustin Johnson",58,17.78,40,225,"Par3BirdieorBetterLeaders",2014
3,3,"Tyrone Van Aswegen",79,17.78,56,315,"Par3BirdieorBetterLeaders",2014
5,5,"Scott Brown",100,17.71,71,401,"Par3BirdieorBetterLeaders",2014
6,6,"Harris English",95,17.57,65,370,"Par3BirdieorBetterLeaders",2014
7,7,"Charl Schwartzel",64,17.34,43,248,"Par3BirdieorBetterLeaders",2014
8,8,"Rory Sabbatini",82,16.93,54,319,"Par3BirdieorBetterLeaders",2014
9,9,"Tommy Gainey",73,16.67,47,282,"Par3BirdieorBetterLeaders",2014
10,10,"Robert Allenby",83,16.41,54,329,"Par3BirdieorBetterLeaders",2014
11,11,"Brendon Todd",108,16.4,72,439,"Par3BirdieorBetterLeaders",2014
12,12,"Bo Van Pelt",83,16.32,55,337,"Par3BirdieorBetterLeaders",2014
13,13,"William McGirt",96,16.2,63,389,"Par3BirdieorBetterLeaders",2014
14,14,"Tim Clark",75,16.17,49,303,"Par3BirdieorBetterLeaders",2014
15,15,"Kevin Stadler",90,16.16,58,359,"Par3BirdieorBetterLeaders",2014
16,16,"Will Ma Kenzie",82,16.12,54,335,"Par3BirdieorBetterLeaders",2014
17,17,"Rory McIlroy",66,16.02,41,256,"Par3BirdieorBetterLeaders",2014
18,18,"Troy Merritt",62,16,40,250,"Par3BirdieorBetterLeaders",2014
19,19,"Ricky Barnes",92,15.97,57,357,"Par3BirdieorBetterLeaders",2014
20,20,"Sergio Garcia",61,15.95,37,232,"Par3BirdieorBetterLeaders",2014
21,21,"Stewart Cink",91,15.76,58,368,"Par3BirdieorBetterLeaders",2014
22,22,"Wes Roach",67,15.63,40,256,"Par3BirdieorBetterLeaders",2014
23,23,"John Peterson",62,15.57,38,244,"Par3BirdieorBetterLeaders",2014
24,24,"Ryo Ishikawa",75,15.36,47,306,"Par3BirdieorBetterLeaders",2014
25,25,"Charley Hoffman",93,15.3,58,379,"Par3BirdieorBetterLeaders",2014
25,25,"Chris Stroud",88,15.3,54,353,"Par3BirdieorBetterLeaders",2014
27,27,"Keegan Bradley",89,15.25,54,354,"Par3BirdieorBetterLeaders",2014
28,28,"Gonzalo Fdez Castano",83,15.24,50,328,"Par3BirdieorBetterLeaders",2014
29,29,"Martin Kaymer",65,15.23,39,256,"Par3BirdieorBetterLeaders",2014
30,30,"Ben Crane",81,15.15,50,330,"Par3BirdieorBetterLeaders",2014
31,31,"Brian Harman",111,15.08,68,451,"Par3BirdieorBetterLeaders",2014
32,32,"Louis Oosthuizen",50,15.05,28,186,"Par3BirdieorBetterLeaders",2014
