"LatePar4ScoringAverage_RANKTHISWEEK_2010","LatePar4ScoringAverage_RANKLASTWEEK_2010","LatePar4ScoringAverage_PLAYERNAME_2010","LatePar4ScoringAverage_ROUNDS_2010","LatePar4ScoringAverage_AVG_2010","LatePar4ScoringAverage_TOTALSTROKES_2010","LatePar4ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Joe Durant",67,3.95,1429,362,"LatePar4ScoringAverage",2010
2,2,"Matt Kuchar",97,3.96,2295,579,"LatePar4ScoringAverage",2010
2,2,"Carl Pettersson",99,3.96,2164,546,"LatePar4ScoringAverage",2010
4,4,"Jonathan Byrd",85,3.97,1853,467,"LatePar4ScoringAverage",2010
4,4,"Jeff Overton",89,3.97,2078,523,"LatePar4ScoringAverage",2010
4,4,"Ryan Palmer",84,3.97,1712,431,"LatePar4ScoringAverage",2010
7,7,"Jason Bohn",84,3.98,1729,434,"LatePar4ScoringAverage",2010
7,7,"Retief Goosen",75,3.98,1646,414,"LatePar4ScoringAverage",2010
7,7,"Bryce Molder",84,3.98,1948,489,"LatePar4ScoringAverage",2010
7,7,"Charlie Wi",95,3.98,2004,504,"LatePar4ScoringAverage",2010
7,7,"Dean Wilson",54,3.98,1079,271,"LatePar4ScoringAverage",2010
12,12,"Paul Casey",64,3.99,1633,409,"LatePar4ScoringAverage",2010
12,12,"Chris Couch",66,3.99,1603,402,"LatePar4ScoringAverage",2010
12,12,"Ernie Els",72,3.99,1597,400,"LatePar4ScoringAverage",2010
12,12,"Charles Howell III",103,3.99,1959,491,"LatePar4ScoringAverage",2010
12,12,"Freddie Jacobson",83,3.99,1487,373,"LatePar4ScoringAverage",2010
12,12,"Shaun Micheel",70,3.99,1700,426,"LatePar4ScoringAverage",2010
12,12,"Geoff Ogilvy",62,3.99,1434,359,"LatePar4ScoringAverage",2010
12,12,"Kenny Perry",69,3.99,1616,405,"LatePar4ScoringAverage",2010
12,12,"John Rollins",81,3.99,1795,450,"LatePar4ScoringAverage",2010
21,21,"Brendon de Jonge",114,4,2686,672,"LatePar4ScoringAverage",2010
21,21,"Graham DeLaet",88,4,1904,476,"LatePar4ScoringAverage",2010
21,21,"Spencer Levin",110,4,2323,581,"LatePar4ScoringAverage",2010
21,21,"Billy Mayfair",78,4,1748,437,"LatePar4ScoringAverage",2010
21,21,"Brandt Snedeker",89,4,1899,475,"LatePar4ScoringAverage",2010
21,21,"Paul Stankowski",62,4,1181,295,"LatePar4ScoringAverage",2010
21,21,"Steve Stricker",73,4,1830,458,"LatePar4ScoringAverage",2010
21,21,"DJ Trahan",92,4,2104,526,"LatePar4ScoringAverage",2010
21,21,"Bo Van Pelt",104,4,2340,585,"LatePar4ScoringAverage",2010
21,21,"Nick Watney",91,4,2065,516,"LatePar4ScoringAverage",2010
31,31,"Blake Adams",84,4.01,1741,434,"LatePar4ScoringAverage",2010
31,31,"Robert Allenby",76,4.01,1806,450,"LatePar4ScoringAverage",2010
31,31,"Ricky Barnes",103,4.01,2331,581,"LatePar4ScoringAverage",2010
31,31,"Kris Blanks",91,4.01,2195,547,"LatePar4ScoringAverage",2010
