"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2005","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2005","BestYTD1PuttorBetterStreak_PLAYERNAME_2005","BestYTD1PuttorBetterStreak_EVENTS_2005","BestYTD1PuttorBetterStreak_VALUE_2005","stat_name","year"
1,1,"Tom Pernice Jr",32,15,"BestYTD1PuttorBetterStreak",2005
2,2,"Steve Stricker",21,13,"BestYTD1PuttorBetterStreak",2005
3,3,"Cameron Beckman",31,12,"BestYTD1PuttorBetterStreak",2005
3,3,"David Frost",10,12,"BestYTD1PuttorBetterStreak",2005
3,3,"Kent Jones",32,12,"BestYTD1PuttorBetterStreak",2005
3,3,"Mark OMeara",21,12,"BestYTD1PuttorBetterStreak",2005
7,7,"Tommy Armour III",29,11,"BestYTD1PuttorBetterStreak",2005
7,7,"KJ Choi",24,11,"BestYTD1PuttorBetterStreak",2005
7,7,"Neal Lancaster",31,11,"BestYTD1PuttorBetterStreak",2005
10,10,"Chris Anderson",25,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Billy Andrade",26,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Stuart Appleby",25,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Steve Elkington",20,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Ernie Els",11,10,"BestYTD1PuttorBetterStreak",2005
10,10,"JJ Henry",32,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Ryuji Imada",25,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Matt Kuchar",21,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Bernhard Langer",19,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Franklin Langham",31,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Phil Mickelson",21,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Simon Nash",2,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Geoff Ogilvy",26,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Rod Pampling",26,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Pat Perez",28,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Nick Price",16,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Chris Riley",25,10,"BestYTD1PuttorBetterStreak",2005
10,10,"David Toms",25,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Omar Uresti",27,10,"BestYTD1PuttorBetterStreak",2005
10,10,"Mark Wilson",25,10,"BestYTD1PuttorBetterStreak",2005
30,30,"Stephen Ames",24,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Woody Austin",30,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Justin Bolli",24,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Craig Bowden",15,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Angel Cabrera",11,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Mark Calcavecchia",27,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Chad Campbell",27,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Daniel Chopra",34,9,"BestYTD1PuttorBetterStreak",2005
30,30,"John Cook",26,9,"BestYTD1PuttorBetterStreak",2005
30,30,"David Duval",20,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Carlos Franco",25,9,"BestYTD1PuttorBetterStreak",2005
30,30,"Jim Furyk",26,9,"BestYTD1PuttorBetterStreak",2005
