"GIRPercentageLess100yards_RANKTHISWEEK_2013","GIRPercentageLess100yards_RANKLASTWEEK_2013","GIRPercentageLess100yards_PLAYERNAME_2013","GIRPercentageLess100yards_ROUNDS_2013","GIRPercentageLess100yards_Pct_2013","GIRPercentageLess100yards_GREENSHIT_2013","GIRPercentageLess100yards_TOTALHOLES_2013","GIRPercentageLess100yards_RELATIVETOPAR_2013","stat_name","year"
50,50,"Eric Meierdierks",48,88,110,125,-0.42,"GIRPercentageLess100yards",2013
51,51,"Brandt Snedeker",79,87.93,153,174,-0.65,"GIRPercentageLess100yards",2013
52,52,"Brandt Jobe",62,87.88,116,132,-0.55,"GIRPercentageLess100yards",2013
53,53,"Ryan Moore",72,87.83,166,189,-0.57,"GIRPercentageLess100yards",2013
53,53,"Vaughn Taylor",50,87.83,101,115,-0.59,"GIRPercentageLess100yards",2013
55,55,"Luke Guthrie",82,87.8,180,205,-0.53,"GIRPercentageLess100yards",2013
56,56,"Phil Mickelson",78,87.78,194,221,-0.64,"GIRPercentageLess100yards",2013
57,57,"Robert Garrigus",69,87.69,171,195,-0.51,"GIRPercentageLess100yards",2013
58,58,"Matt Jones",83,87.61,191,218,-0.54,"GIRPercentageLess100yards",2013
59,59,"John Merrick",79,87.56,176,201,-0.54,"GIRPercentageLess100yards",2013
60,60,"Chris Kirk",89,87.55,225,257,-0.57,"GIRPercentageLess100yards",2013
60,60,"Chris Stroud",88,87.55,204,233,-0.5,"GIRPercentageLess100yards",2013
62,62,"Charles Howell III",87,87.54,246,281,-0.54,"GIRPercentageLess100yards",2013
63,63,"Stuart Appleby",88,87.5,196,224,-0.5,"GIRPercentageLess100yards",2013
63,63,"Daniel Summerhays",83,87.5,210,240,-0.58,"GIRPercentageLess100yards",2013
65,65,"DJ Trahan",48,87.39,104,119,-0.47,"GIRPercentageLess100yards",2013
66,66,"Ben Crane",62,87.34,138,158,-0.47,"GIRPercentageLess100yards",2013
66,66,"Rory McIlroy",56,87.34,138,158,-0.59,"GIRPercentageLess100yards",2013
68,68,"Chad Campbell",78,87.32,179,205,-0.55,"GIRPercentageLess100yards",2013
69,69,"DH Lee",65,87.28,151,173,-0.6,"GIRPercentageLess100yards",2013
70,70,"William McGirt",75,87.27,192,220,-0.48,"GIRPercentageLess100yards",2013
71,71,"Doug LaBelle II",72,87.25,130,149,-0.58,"GIRPercentageLess100yards",2013
72,72,"Bryce Molder",82,87.18,136,156,-0.54,"GIRPercentageLess100yards",2013
73,73,"Steven Bowditch",67,87.1,189,217,-0.52,"GIRPercentageLess100yards",2013
74,74,"Erik Compton",74,87,174,200,-0.41,"GIRPercentageLess100yards",2013
75,75,"Ernie Els",63,86.93,133,153,-0.53,"GIRPercentageLess100yards",2013
75,75,"Bo Van Pelt",72,86.93,153,176,-0.54,"GIRPercentageLess100yards",2013
77,77,"Henrik Norlander",70,86.83,145,167,-0.57,"GIRPercentageLess100yards",2013
78,78,"Brian Stuard",78,86.81,125,144,-0.52,"GIRPercentageLess100yards",2013
79,79,"Justin Leonard",86,86.78,151,174,-0.51,"GIRPercentageLess100yards",2013
80,80,"Nick Watney",88,86.75,216,249,-0.53,"GIRPercentageLess100yards",2013
81,81,"John Huh",88,86.72,209,241,-0.44,"GIRPercentageLess100yards",2013
82,82,"Steve LeBrun",66,86.71,137,158,-0.48,"GIRPercentageLess100yards",2013
83,83,"Robert Streb",75,86.7,163,188,-0.48,"GIRPercentageLess100yards",2013
84,84,"Jason Bohn",70,86.63,162,187,-0.48,"GIRPercentageLess100yards",2013
85,85,"Bubba Watson",76,86.62,246,284,-0.52,"GIRPercentageLess100yards",2013
86,86,"Fabian Gomez",65,86.49,128,148,-0.53,"GIRPercentageLess100yards",2013
87,87,"Charl Schwartzel",69,86.34,158,183,-0.67,"GIRPercentageLess100yards",2013
88,88,"Vijay Singh",61,86.3,126,146,-0.4,"GIRPercentageLess100yards",2013
89,89,"Padraig Harrington",52,86.07,105,122,-0.45,"GIRPercentageLess100yards",2013
89,89,"Mike Weir",60,86.07,105,122,-0.51,"GIRPercentageLess100yards",2013
91,91,"Cameron Percy",68,86.06,142,165,-0.46,"GIRPercentageLess100yards",2013
92,92,"Michael Thompson",66,85.95,104,121,-0.63,"GIRPercentageLess100yards",2013
93,93,"Boo Weekley",100,85.93,232,270,-0.48,"GIRPercentageLess100yards",2013
94,94,"Tim Clark",64,85.83,109,127,-0.54,"GIRPercentageLess100yards",2013
94,94,"Tim Herron",45,85.83,109,127,-0.52,"GIRPercentageLess100yards",2013
96,96,"Ryo Ishikawa",72,85.8,145,169,-0.42,"GIRPercentageLess100yards",2013
97,97,"Matt Kuchar",93,85.71,204,238,-0.6,"GIRPercentageLess100yards",2013
98,98,"Kevin Stadler",83,85.66,209,244,-0.56,"GIRPercentageLess100yards",2013
99,99,"Jeff Maggert",63,85.64,155,181,-0.41,"GIRPercentageLess100yards",2013
100,100,"Freddie Jacobson",63,85.62,125,146,-0.56,"GIRPercentageLess100yards",2013
100,100,"Ben Kohles",75,85.62,131,153,-0.43,"GIRPercentageLess100yards",2013
102,102,"Derek Ernst",58,85.54,142,166,-0.47,"GIRPercentageLess100yards",2013
103,103,"David Lingmerth",68,85.47,147,172,-0.56,"GIRPercentageLess100yards",2013
104,104,"Bobby Gates",49,85.45,94,110,-0.38,"GIRPercentageLess100yards",2013
104,104,"Carl Pettersson",82,85.45,182,213,-0.53,"GIRPercentageLess100yards",2013
106,106,"Brad Fritsch",81,85.42,164,192,-0.55,"GIRPercentageLess100yards",2013
107,107,"Harris English",95,85.39,228,267,-0.57,"GIRPercentageLess100yards",2013
108,108,"Josh Teater",86,85.38,181,212,-0.57,"GIRPercentageLess100yards",2013
109,109,"Luke Donald",60,85.37,105,123,-0.57,"GIRPercentageLess100yards",2013
109,109,"David Toms",49,85.37,70,82,-0.39,"GIRPercentageLess100yards",2013
111,111,"Greg Chalmers",77,85.31,180,211,-0.54,"GIRPercentageLess100yards",2013
111,111,"Johnson Wagner",64,85.31,122,143,-0.43,"GIRPercentageLess100yards",2013
113,113,"Stephen Ames",49,85.29,87,102,-0.56,"GIRPercentageLess100yards",2013
114,114,"Charley Hoffman",84,85.24,231,271,-0.61,"GIRPercentageLess100yards",2013
115,115,"Bill Haas",85,85.2,213,250,-0.47,"GIRPercentageLess100yards",2013
116,116,"Brian Harman",89,85.06,205,241,-0.52,"GIRPercentageLess100yards",2013
117,117,"Nicolas Colsaerts",50,85.04,108,127,-0.48,"GIRPercentageLess100yards",2013
118,118,"David Lynn",70,85,136,160,-0.57,"GIRPercentageLess100yards",2013
119,119,"Will Claxton",67,84.88,146,172,-0.47,"GIRPercentageLess100yards",2013
119,119,"Brian Davis",91,84.88,219,258,-0.47,"GIRPercentageLess100yards",2013
121,121,"Martin Kaymer",61,84.87,101,119,-0.57,"GIRPercentageLess100yards",2013
122,122,"Morgan Hoffmann",64,84.86,157,185,-0.54,"GIRPercentageLess100yards",2013
123,123,"Patrick Reed",83,84.77,217,256,-0.57,"GIRPercentageLess100yards",2013
124,124,"Alistair Presnell",59,84.72,122,144,-0.55,"GIRPercentageLess100yards",2013
125,125,"Nicholas Thompson",99,84.7,238,281,-0.52,"GIRPercentageLess100yards",2013
126,126,"Matt Every",89,84.67,243,287,-0.59,"GIRPercentageLess100yards",2013
127,127,"Bud Cauley",67,84.57,148,175,-0.58,"GIRPercentageLess100yards",2013
128,128,"Casey Wittenberg",72,84.52,142,168,-0.47,"GIRPercentageLess100yards",2013
129,129,"Cameron Tringale",80,84.32,199,236,-0.52,"GIRPercentageLess100yards",2013
130,130,"Bob Estes",66,84.21,128,152,-0.51,"GIRPercentageLess100yards",2013
131,131,"Richard Lee",81,84.08,169,201,-0.47,"GIRPercentageLess100yards",2013
132,132,"Robert Karlsson",56,84.07,95,113,-0.54,"GIRPercentageLess100yards",2013
133,133,"Martin Flores",83,83.97,199,237,-0.59,"GIRPercentageLess100yards",2013
134,134,"James Driscoll",76,83.8,150,179,-0.45,"GIRPercentageLess100yards",2013
135,135,"John Rollins",77,83.77,191,228,-0.54,"GIRPercentageLess100yards",2013
136,136,"David Hearn",88,83.76,165,197,-0.5,"GIRPercentageLess100yards",2013
137,137,"Aaron Baddeley",68,83.7,154,184,-0.62,"GIRPercentageLess100yards",2013
138,138,"Geoff Ogilvy",57,83.67,123,147,-0.37,"GIRPercentageLess100yards",2013
139,139,"Marc Leishman",77,83.41,176,211,-0.53,"GIRPercentageLess100yards",2013
140,140,"Ken Duke",87,83.33,170,204,-0.48,"GIRPercentageLess100yards",2013
141,141,"Lee Westwood",70,83.24,149,179,-0.52,"GIRPercentageLess100yards",2013
142,142,"Scott Gardiner",61,83.23,139,167,-0.47,"GIRPercentageLess100yards",2013
143,143,"Colt Knost",69,83.21,109,131,-0.6,"GIRPercentageLess100yards",2013
144,144,"Jeff Overton",78,83.19,198,238,-0.52,"GIRPercentageLess100yards",2013
145,145,"Charlie Beljan",62,83.16,163,196,-0.52,"GIRPercentageLess100yards",2013
145,145,"Jason Dufner",78,83.16,158,190,-0.49,"GIRPercentageLess100yards",2013
147,147,"Rickie Fowler",75,83.08,162,195,-0.6,"GIRPercentageLess100yards",2013
148,148,"Sean OHair",56,83.02,132,159,-0.48,"GIRPercentageLess100yards",2013
149,149,"Martin Laird",68,82.86,145,175,-0.57,"GIRPercentageLess100yards",2013
150,150,"Greg Owen",73,82.79,178,215,-0.53,"GIRPercentageLess100yards",2013
151,151,"Sangmoon Bae",83,82.78,173,209,-0.49,"GIRPercentageLess100yards",2013
152,152,"Jerry Kelly",75,82.72,158,191,-0.46,"GIRPercentageLess100yards",2013
153,153,"Tommy Gainey",84,82.71,177,214,-0.53,"GIRPercentageLess100yards",2013
154,154,"Kyle Stanley",71,82.54,208,252,-0.56,"GIRPercentageLess100yards",2013
155,155,"Ted Potter Jr",65,82.53,137,166,-0.47,"GIRPercentageLess100yards",2013
156,156,"Jason Day",86,82.46,188,228,-0.6,"GIRPercentageLess100yards",2013
156,156,"David Mathis",71,82.46,141,171,-0.5,"GIRPercentageLess100yards",2013
158,158,"Lucas Glover",65,82.32,149,181,-0.58,"GIRPercentageLess100yards",2013
159,159,"Scott Stallings",79,82.3,200,243,-0.55,"GIRPercentageLess100yards",2013
159,159,"Darron Stiles",51,82.3,93,113,-0.48,"GIRPercentageLess100yards",2013
161,161,"Andres Romero",63,82.29,158,192,-0.54,"GIRPercentageLess100yards",2013
162,162,"Ben Curtis",59,82.26,102,124,-0.43,"GIRPercentageLess100yards",2013
163,163,"Ryan Palmer",79,82.25,190,231,-0.62,"GIRPercentageLess100yards",2013
164,164,"Angel Cabrera",73,81.87,158,193,-0.54,"GIRPercentageLess100yards",2013
165,165,"Jonas Blixt",76,81.86,176,215,-0.53,"GIRPercentageLess100yards",2013
166,166,"Brian Gay",79,81.77,166,203,-0.43,"GIRPercentageLess100yards",2013
167,167,"Justin Hicks",79,81.76,139,170,-0.49,"GIRPercentageLess100yards",2013
168,168,"Troy Matteson",68,81.32,148,182,-0.51,"GIRPercentageLess100yards",2013
169,169,"Graeme McDowell",53,81.2,95,117,-0.51,"GIRPercentageLess100yards",2013
170,170,"Scott Brown",65,81.18,138,170,-0.6,"GIRPercentageLess100yards",2013
171,171,"Camilo Villegas",79,80.77,147,182,-0.58,"GIRPercentageLess100yards",2013
172,172,"Tom Gillis",69,80.47,136,169,-0.46,"GIRPercentageLess100yards",2013
173,173,"Scott Piercy",78,80.37,176,219,-0.57,"GIRPercentageLess100yards",2013
174,174,"Ian Poulter",59,79.86,115,144,-0.53,"GIRPercentageLess100yards",2013
175,175,"Russell Henley",80,79.47,151,190,-0.63,"GIRPercentageLess100yards",2013
176,176,"YE Yang",56,79.05,83,105,-0.6,"GIRPercentageLess100yards",2013
177,177,"Justin Bolli",59,78.9,86,109,-0.45,"GIRPercentageLess100yards",2013
178,178,"Dicky Pride",71,78.4,127,162,-0.44,"GIRPercentageLess100yards",2013
179,179,"Peter Hanson",45,77,77,100,-0.65,"GIRPercentageLess100yards",2013
180,180,"Shawn Stefani",63,74.39,122,164,-0.59,"GIRPercentageLess100yards",2013
