"Scrambling30ydsRTPScore_RANKTHISWEEK_2013","Scrambling30ydsRTPScore_RANKLASTWEEK_2013","Scrambling30ydsRTPScore_PLAYERNAME_2013","Scrambling30ydsRTPScore_ROUNDS_2013","Scrambling30ydsRTPScore_AVGRTP_2013","Scrambling30ydsRTPScore_TOTALHOLES_2013","Scrambling30ydsRTPScore_TOTALRTP_2013","stat_name","year"
1,NA,"Jerry Kelly",75,0.6,50,30,"Scrambling30ydsRTPScore",2013
2,NA,"Jordan Spieth",82,0.656,61,40,"Scrambling30ydsRTPScore",2013
3,NA,"Ernie Els",63,0.689,45,31,"Scrambling30ydsRTPScore",2013
3,NA,"Bill Haas",85,0.689,61,42,"Scrambling30ydsRTPScore",2013
3,NA,"Ryan Moore",72,0.689,61,42,"Scrambling30ydsRTPScore",2013
6,NA,"Brandt Snedeker",79,0.692,65,45,"Scrambling30ydsRTPScore",2013
7,NA,"Vijay Singh",61,0.694,36,25,"Scrambling30ydsRTPScore",2013
8,NA,"Mark Wilson",56,0.705,44,31,"Scrambling30ydsRTPScore",2013
9,NA,"Lee Westwood",70,0.708,48,34,"Scrambling30ydsRTPScore",2013
10,NA,"JJ Henry",83,0.713,87,62,"Scrambling30ydsRTPScore",2013
10,NA,"Jimmy Walker",84,0.713,80,57,"Scrambling30ydsRTPScore",2013
12,NA,"Bob Estes",66,0.714,70,50,"Scrambling30ydsRTPScore",2013
13,NA,"Matt Jones",83,0.737,57,42,"Scrambling30ydsRTPScore",2013
14,NA,"Kevin Streelman",86,0.742,62,46,"Scrambling30ydsRTPScore",2013
15,NA,"Kevin Chappell",80,0.743,70,52,"Scrambling30ydsRTPScore",2013
15,NA,"Charlie Wi",75,0.743,74,55,"Scrambling30ydsRTPScore",2013
17,NA,"Ben Crane",62,0.75,52,39,"Scrambling30ydsRTPScore",2013
17,NA,"Steve Stricker",51,0.75,24,18,"Scrambling30ydsRTPScore",2013
19,NA,"Brian Davis",91,0.756,86,65,"Scrambling30ydsRTPScore",2013
20,NA,"Webb Simpson",92,0.758,62,47,"Scrambling30ydsRTPScore",2013
21,NA,"Steve LeBrun",66,0.759,58,44,"Scrambling30ydsRTPScore",2013
21,NA,"Graeme McDowell",53,0.759,29,22,"Scrambling30ydsRTPScore",2013
23,NA,"David Hearn",88,0.761,88,67,"Scrambling30ydsRTPScore",2013
24,NA,"Richard Lee",81,0.765,85,65,"Scrambling30ydsRTPScore",2013
25,NA,"Fabian Gomez",65,0.767,60,46,"Scrambling30ydsRTPScore",2013
26,NA,"Martin Kaymer",61,0.776,49,38,"Scrambling30ydsRTPScore",2013
27,NA,"Justin Rose",62,0.778,36,28,"Scrambling30ydsRTPScore",2013
28,NA,"Jason Day",86,0.78,59,46,"Scrambling30ydsRTPScore",2013
29,NA,"Ken Duke",87,0.784,74,58,"Scrambling30ydsRTPScore",2013
30,NA,"Tim Clark",64,0.786,42,33,"Scrambling30ydsRTPScore",2013
