"ApproachPuttPerformance_RANKTHISWEEK_2014","ApproachPuttPerformance_RANKLASTWEEK_2014","ApproachPuttPerformance_PLAYERNAME_2014","ApproachPuttPerformance_ROUNDS_2014","ApproachPuttPerformance_VALUE_2014","ApproachPuttPerformance_ATTEMPTS_2014","ApproachPuttPerformance_TOTALDISTANCEFEET_2014","stat_name","year"
93,93,"Hunter Mahan",88,NA,780,1823.917,"ApproachPuttPerformance",2014
93,93,"Troy Matteson",62,NA,546,1281.333,"ApproachPuttPerformance",2014
93,93,"Graeme McDowell",66,NA,467,1076.333,"ApproachPuttPerformance",2014
93,93,"George McNeill",79,NA,738,1693.25,"ApproachPuttPerformance",2014
93,93,"Troy Merritt",62,NA,597,1392.667,"ApproachPuttPerformance",2014
93,93,"Kevin Na",94,NA,797,1848.667,"ApproachPuttPerformance",2014
93,93,"Louis Oosthuizen",50,NA,328,764.833,"ApproachPuttPerformance",2014
93,93,"Pat Perez",84,NA,791,1834.833,"ApproachPuttPerformance",2014
93,93,"John Senden",99,NA,885,2064.5,"ApproachPuttPerformance",2014
93,93,"Webb Simpson",87,NA,775,1809.167,"ApproachPuttPerformance",2014
93,93,"Heath Slocum",71,NA,691,1602.167,"ApproachPuttPerformance",2014
93,93,"Brendan Steele",89,NA,751,1776.917,"ApproachPuttPerformance",2014
93,93,"Henrik Stenson",56,NA,427,1009.833,"ApproachPuttPerformance",2014
93,93,"Andrew Svoboda",77,NA,744,1762.833,"ApproachPuttPerformance",2014
93,93,"Nicholas Thompson",85,NA,807,1912.667,"ApproachPuttPerformance",2014
93,93,"Brendon Todd",108,NA,917,2122,"ApproachPuttPerformance",2014
93,93,"Tyrone Van Aswegen",79,NA,697,1628.5,"ApproachPuttPerformance",2014
93,93,"Nick Watney",80,NA,616,1427,"ApproachPuttPerformance",2014
93,93,"YE Yang",79,NA,644,1478.833,"ApproachPuttPerformance",2014
126,126,"Stuart Appleby",92,NA,862,2050.333,"ApproachPuttPerformance",2014
126,126,"Sangmoon Bae",76,NA,672,1639.917,"ApproachPuttPerformance",2014
126,126,"Steven Bowditch",93,NA,828,1990.917,"ApproachPuttPerformance",2014
126,126,"Scott Brown",100,NA,868,2065.583,"ApproachPuttPerformance",2014
126,126,"James Driscoll",71,NA,633,1539.917,"ApproachPuttPerformance",2014
126,126,"Harris English",95,NA,807,1933.75,"ApproachPuttPerformance",2014
126,126,"Tommy Gainey",73,NA,649,1562.417,"ApproachPuttPerformance",2014
126,126,"Luke Guthrie",85,NA,770,1843.417,"ApproachPuttPerformance",2014
126,126,"Chesson Hadley",84,NA,761,1848.083,"ApproachPuttPerformance",2014
126,126,"David Hearn",97,NA,867,2104.167,"ApproachPuttPerformance",2014
126,126,"Russell Henley",92,NA,808,1980.75,"ApproachPuttPerformance",2014
126,126,"David Lingmerth",80,NA,713,1747,"ApproachPuttPerformance",2014
126,126,"Jamie Lovemark",64,NA,517,1230.75,"ApproachPuttPerformance",2014
126,126,"Will Ma Kenzie",82,NA,783,1873.167,"ApproachPuttPerformance",2014
126,126,"Jeff Maggert",54,NA,491,1175.667,"ApproachPuttPerformance",2014
126,126,"Ben Martin",80,NA,671,1615.917,"ApproachPuttPerformance",2014
126,126,"Hideki Matsuyama",82,NA,652,1557.583,"ApproachPuttPerformance",2014
126,126,"Ryan Palmer",85,NA,674,1627.667,"ApproachPuttPerformance",2014
126,126,"Wes Roach",67,NA,518,1240.917,"ApproachPuttPerformance",2014
126,126,"Rory Sabbatini",82,NA,710,1694.083,"ApproachPuttPerformance",2014
126,126,"Brandt Snedeker",89,NA,683,1678.333,"ApproachPuttPerformance",2014
126,126,"Kyle Stanley",87,NA,851,2083,"ApproachPuttPerformance",2014
126,126,"Bo Van Pelt",83,NA,744,1789.917,"ApproachPuttPerformance",2014
126,126,"Jhonattan Vegas",77,NA,728,1729.583,"ApproachPuttPerformance",2014
126,126,"Camilo Villegas",95,NA,901,2183.583,"ApproachPuttPerformance",2014
126,126,"Jimmy Walker",98,NA,761,1810.333,"ApproachPuttPerformance",2014
152,152,"Woody Austin",63,NA,614,1543.083,"ApproachPuttPerformance",2014
152,152,"Charlie Beljan",76,NA,746,1856.583,"ApproachPuttPerformance",2014
152,152,"Brian Davis",93,NA,820,2039.25,"ApproachPuttPerformance",2014
152,152,"Brice Garnett",92,NA,837,2068.75,"ApproachPuttPerformance",2014
152,152,"Justin Hicks",103,NA,1038,2574.667,"ApproachPuttPerformance",2014
152,152,"Billy Horschel",92,NA,787,1990.667,"ApproachPuttPerformance",2014
152,152,"Billy Hurley III",86,NA,793,1972,"ApproachPuttPerformance",2014
152,152,"Martin Laird",66,NA,634,1581.25,"ApproachPuttPerformance",2014
152,152,"DH Lee",54,NA,477,1194.583,"ApproachPuttPerformance",2014
152,152,"Richard Lee",80,NA,616,1527.333,"ApproachPuttPerformance",2014
152,152,"Andrew Loupe",65,NA,513,1299.75,"ApproachPuttPerformance",2014
152,152,"Phil Mickelson",71,NA,490,1209.083,"ApproachPuttPerformance",2014
152,152,"Sean OHair",77,NA,722,1808.083,"ApproachPuttPerformance",2014
152,152,"DA Points",75,NA,613,1556.75,"ApproachPuttPerformance",2014
152,152,"Ted Potter Jr",68,NA,662,1649.833,"ApproachPuttPerformance",2014
152,152,"Jim Renner",61,NA,589,1451.333,"ApproachPuttPerformance",2014
152,152,"Michael Thompson",74,NA,638,1596.583,"ApproachPuttPerformance",2014
152,152,"Gary Woodland",93,NA,791,2005.167,"ApproachPuttPerformance",2014
170,170,"Derek Ernst",80,NA,712,1812.083,"ApproachPuttPerformance",2014
170,170,"John Huh",87,NA,769,1960,"ApproachPuttPerformance",2014
170,170,"Danny Lee",84,NA,738,1893.75,"ApproachPuttPerformance",2014
170,170,"Jeff Overton",80,NA,694,1768.083,"ApproachPuttPerformance",2014
170,170,"Scott Stallings",77,NA,692,1775.583,"ApproachPuttPerformance",2014
170,170,"Hudson Swafford",75,NA,686,1754,"ApproachPuttPerformance",2014
176,176,"Ian Poulter",57,NA,415,1092.917,"ApproachPuttPerformance",2014
176,176,"Andres Romero",81,NA,742,1950.25,"ApproachPuttPerformance",2014
