"DrivingPct300Measured_RANKTHISWEEK_2012","DrivingPct300Measured_RANKLASTWEEK_2012","DrivingPct300Measured_PLAYERNAME_2012","DrivingPct300Measured_ROUNDS_2012","DrivingPct300Measured_Pct_2012","DrivingPct300Measured_TOTALDRIVESFOR300_2012","DrivingPct300Measured_TOTALDRVSOVERALL_2012","DrivingPct300Measured_RELATIVETOPAR_2012","stat_name","year"
1,1,"Bubba Watson",68,81.73,85,104,-0.42,"DrivingPct300Measured",2012
2,2,"Robert Garrigus",89,70.37,114,162,-0.25,"DrivingPct300Measured",2012
3,3,"Jason Day",57,69.79,67,96,-0.31,"DrivingPct300Measured",2012
4,4,"Kyle Stanley",86,69.59,103,148,-0.25,"DrivingPct300Measured",2012
5,5,"Dustin Johnson",70,69.3,79,114,-0.18,"DrivingPct300Measured",2012
6,6,"Rory McIlroy",60,68.75,55,80,-0.44,"DrivingPct300Measured",2012
7,7,"Charlie Beljan",61,67.92,72,106,-0.35,"DrivingPct300Measured",2012
8,8,"JB Holmes",90,67.68,111,164,-0.13,"DrivingPct300Measured",2012
9,9,"Adam Scott",59,60.71,51,84,-0.12,"DrivingPct300Measured",2012
10,10,"Graham DeLaet",79,59.33,89,150,-0.27,"DrivingPct300Measured",2012
11,11,"Scott Stallings",78,59.03,85,144,-0.16,"DrivingPct300Measured",2012
12,12,"Scott Piercy",95,58.99,105,178,-0.33,"DrivingPct300Measured",2012
13,13,"John Daly",50,57.89,44,76,-0.18,"DrivingPct300Measured",2012
14,14,"Jhonattan Vegas",77,57.33,86,150,-0.22,"DrivingPct300Measured",2012
15,15,"Jason Kokrak",79,56.67,85,150,-0.12,"DrivingPct300Measured",2012
16,16,"Gary Woodland",70,56.25,63,112,-0.16,"DrivingPct300Measured",2012
17,17,"Ryan Palmer",81,55.84,86,154,-0.27,"DrivingPct300Measured",2012
18,18,"Keegan Bradley",90,54.86,79,144,-0.2,"DrivingPct300Measured",2012
19,19,"Tiger Woods",69,53.92,55,102,-0.22,"DrivingPct300Measured",2012
20,20,"Bobby Gates",87,53.61,89,166,-0.26,"DrivingPct300Measured",2012
21,21,"Martin Laird",77,52.54,62,118,-0.27,"DrivingPct300Measured",2012
22,22,"Sean OHair",84,52.5,84,160,-0.25,"DrivingPct300Measured",2012
23,23,"Troy Matteson",100,51.67,93,180,-0.13,"DrivingPct300Measured",2012
24,24,"Angel Cabrera",54,51.32,39,76,0.05,"DrivingPct300Measured",2012
25,25,"Seung Yul Noh",105,50.54,94,186,-0.19,"DrivingPct300Measured",2012
26,26,"Jimmy Walker",101,49.48,96,194,-0.23,"DrivingPct300Measured",2012
27,27,"Harrison Frazar",56,49.04,51,104,-0.33,"DrivingPct300Measured",2012
28,28,"Daniel Chopra",55,48.98,48,98,-0.21,"DrivingPct300Measured",2012
29,29,"Harris English",98,48.4,91,188,-0.31,"DrivingPct300Measured",2012
30,30,"Mark Anderson",75,47.83,66,138,-0.26,"DrivingPct300Measured",2012
31,31,"Charles Howell III",98,47.67,82,172,-0.37,"DrivingPct300Measured",2012
32,32,"Troy Kelly",68,47.5,57,120,-0.37,"DrivingPct300Measured",2012
33,33,"Josh Teater",97,47.31,88,186,-0.27,"DrivingPct300Measured",2012
34,34,"Brandt Jobe",57,46.23,49,106,-0.24,"DrivingPct300Measured",2012
35,35,"Louis Oosthuizen",65,45.92,45,98,-0.24,"DrivingPct300Measured",2012
36,36,"Erik Compton",81,44.52,65,146,-0.23,"DrivingPct300Measured",2012
37,37,"Nick Watney",97,43.75,70,160,-0.24,"DrivingPct300Measured",2012
38,38,"Vijay Singh",99,43.53,74,170,-0.18,"DrivingPct300Measured",2012
39,39,"Bo Van Pelt",84,43.48,60,138,-0.22,"DrivingPct300Measured",2012
40,40,"Carl Pettersson",92,43.29,71,164,-0.27,"DrivingPct300Measured",2012
41,41,"Boo Weekley",74,43.18,57,132,-0.19,"DrivingPct300Measured",2012
42,42,"Davis Love III",64,42.86,48,112,-0.17,"DrivingPct300Measured",2012
43,43,"Martin Flores",95,41.76,76,182,-0.13,"DrivingPct300Measured",2012
44,44,"Charl Schwartzel",56,41.25,33,80,-0.3,"DrivingPct300Measured",2012
