"3PuttAvoidance25_RANKTHISWEEK_2007","3PuttAvoidance25_RANKLASTWEEK_2007","3PuttAvoidance25_PLAYERNAME_2007","3PuttAvoidance25_ROUNDS_2007","3PuttAvoidance25_Pct_2007","3PuttAvoidance25_TOTAL3PUTTS_2007","3PuttAvoidance25_ATTEMPTS_2007","3PuttAvoidance25_2PUTTORBETTERPct_2007","stat_name","year"
1,1,"Steve Stricker",81,5.28,14,265,94.7,"3PuttAvoidance25",2007
2,2,"Sergio Garcia",68,5.36,12,224,94.6,"3PuttAvoidance25",2007
3,3,"Brandt Snedeker",105,5.38,19,353,94.6,"3PuttAvoidance25",2007
4,4,"Tim Clark",66,5.42,11,203,94.5,"3PuttAvoidance25",2007
5,5,"Jose Maria Olazabal",52,5.44,8,147,94.5,"3PuttAvoidance25",2007
6,6,"Zach Johnson",76,5.53,14,253,94.4,"3PuttAvoidance25",2007
7,7,"Nick OHern",72,5.66,12,212,94.3,"3PuttAvoidance25",2007
8,8,"Henrik Stenson",52,6.08,9,148,93.9,"3PuttAvoidance25",2007
9,9,"Bob Heintz",85,6.14,17,277,93.8,"3PuttAvoidance25",2007
10,10,"Tiger Woods",63,6.28,12,191,93.7,"3PuttAvoidance25",2007
11,11,"Kevin Sutherland",85,6.41,22,343,93.5,"3PuttAvoidance25",2007
12,12,"Jay Williamson",50,6.47,13,201,93.5,"3PuttAvoidance25",2007
13,13,"Retief Goosen",50,6.52,9,138,93.4,"3PuttAvoidance25",2007
14,14,"Tag Ridings",52,6.56,12,183,93.4,"3PuttAvoidance25",2007
15,15,"Steve Elkington",87,6.86,21,306,93.1,"3PuttAvoidance25",2007
15,15,"Phil Mickelson",73,6.86,14,204,93.1,"3PuttAvoidance25",2007
17,17,"Heath Slocum",101,6.91,26,376,93,"3PuttAvoidance25",2007
18,18,"Charlie Wi",90,6.92,27,390,93,"3PuttAvoidance25",2007
19,19,"Dean Wilson",92,7.12,23,323,92.8,"3PuttAvoidance25",2007
20,20,"Arron Oberholser",69,7.21,16,222,92.7,"3PuttAvoidance25",2007
21,21,"Ryan Armour",107,7.23,30,415,92.7,"3PuttAvoidance25",2007
22,22,"Jesper Parnevik",88,7.24,26,359,92.7,"3PuttAvoidance25",2007
23,23,"Tripp Isenhour",86,7.26,22,303,92.7,"3PuttAvoidance25",2007
24,24,"Richard Johnson",93,7.36,29,394,92.6,"3PuttAvoidance25",2007
25,25,"Aaron Baddeley",83,7.45,19,255,92.5,"3PuttAvoidance25",2007
26,26,"Nathan Green",103,7.47,26,348,92.5,"3PuttAvoidance25",2007
27,27,"Stephen Leaney",82,7.49,28,374,92.5,"3PuttAvoidance25",2007
28,28,"Bo Van Pelt",104,7.58,30,396,92.4,"3PuttAvoidance25",2007
29,29,"Bob Tway",103,7.69,29,377,92.3,"3PuttAvoidance25",2007
30,30,"Gavin Coles",87,7.74,27,349,92.2,"3PuttAvoidance25",2007
31,31,"Brian Gay",107,7.75,30,387,92.2,"3PuttAvoidance25",2007
32,32,"Michael Sim",52,7.79,18,231,92.2,"3PuttAvoidance25",2007
33,33,"KJ Choi",87,7.89,25,317,92.1,"3PuttAvoidance25",2007
34,34,"Freddie Jacobson",70,7.94,22,277,92,"3PuttAvoidance25",2007
35,35,"Craig Lile",77,8.01,25,312,91.9,"3PuttAvoidance25",2007
36,36,"Chris DiMarco",79,8.06,20,248,91.9,"3PuttAvoidance25",2007
37,37,"Duffy Waldorf",69,8.12,22,271,91.8,"3PuttAvoidance25",2007
38,38,"Scott Verplank",82,8.13,17,209,91.8,"3PuttAvoidance25",2007
39,39,"Chris Tidland",59,8.15,22,270,91.8,"3PuttAvoidance25",2007
40,40,"Charles Howell III",89,8.23,26,316,91.7,"3PuttAvoidance25",2007
41,41,"Ben Curtis",80,8.33,22,264,91.6,"3PuttAvoidance25",2007
41,41,"Brett Quigley",79,8.33,23,276,91.6,"3PuttAvoidance25",2007
43,43,"Shigeki Maruyama",84,8.44,27,320,91.5,"3PuttAvoidance25",2007
44,44,"Glen Day",85,8.55,29,339,91.4,"3PuttAvoidance25",2007
45,45,"Carl Pettersson",111,8.7,32,368,91.3,"3PuttAvoidance25",2007
46,46,"Brian Davis",101,8.71,33,379,91.2,"3PuttAvoidance25",2007
47,47,"Tommy Armour III",81,8.72,28,321,91.2,"3PuttAvoidance25",2007
48,48,"Stephen Ames",81,8.76,24,274,91.2,"3PuttAvoidance25",2007
49,49,"Vaughn Taylor",91,8.77,25,285,91.2,"3PuttAvoidance25",2007
50,50,"Rory Sabbatini",81,8.82,21,238,91.1,"3PuttAvoidance25",2007
51,51,"Joe Ogilvie",102,8.85,30,339,91.1,"3PuttAvoidance25",2007
52,52,"Jim Furyk",84,8.87,26,293,91.1,"3PuttAvoidance25",2007
53,53,"Matt Hendrix",63,8.89,20,225,91.1,"3PuttAvoidance25",2007
54,54,"Matt Kuchar",85,8.9,26,292,91.1,"3PuttAvoidance25",2007
55,55,"Mark Hensby",81,8.92,24,269,91,"3PuttAvoidance25",2007
56,56,"Troy Matteson",87,8.95,29,324,91,"3PuttAvoidance25",2007
57,57,"Johnson Wagner",97,9.05,36,398,90.9,"3PuttAvoidance25",2007
58,58,"Daniel Chopra",106,9.07,34,375,90.9,"3PuttAvoidance25",2007
58,58,"Doug LaBelle II",104,9.07,39,430,90.9,"3PuttAvoidance25",2007
60,60,"Charley Hoffman",97,9.12,32,351,90.8,"3PuttAvoidance25",2007
61,61,"Cameron Beckman",96,9.14,35,383,90.8,"3PuttAvoidance25",2007
62,62,"Stewart Cink",91,9.21,29,315,90.7,"3PuttAvoidance25",2007
62,62,"Tim Herron",98,9.21,36,391,90.7,"3PuttAvoidance25",2007
64,64,"Fred Funk",65,9.22,20,217,90.7,"3PuttAvoidance25",2007
65,65,"Jonathan Byrd",73,9.31,23,247,90.6,"3PuttAvoidance25",2007
66,66,"Luke Donald",69,9.38,21,224,90.6,"3PuttAvoidance25",2007
66,66,"Paul Goydos",60,9.38,18,192,90.6,"3PuttAvoidance25",2007
68,68,"Tom Byrum",50,9.41,19,202,90.5,"3PuttAvoidance25",2007
69,69,"JJ Henry",86,9.44,32,339,90.5,"3PuttAvoidance25",2007
70,70,"Robert Gamez",88,9.45,29,307,90.5,"3PuttAvoidance25",2007
71,71,"Cliff Kresge",107,9.48,42,443,90.5,"3PuttAvoidance25",2007
72,72,"Ernie Els",59,9.55,17,178,90.4,"3PuttAvoidance25",2007
72,72,"Hunter Mahan",91,9.55,32,335,90.4,"3PuttAvoidance25",2007
72,72,"George McNeill",95,9.55,32,335,90.4,"3PuttAvoidance25",2007
75,75,"Ryan Palmer",91,9.61,32,333,90.3,"3PuttAvoidance25",2007
