"OnePuttPercentageRound3_RANKTHISWEEK_2009","OnePuttPercentageRound3_RANKLASTWEEK_2009","OnePuttPercentageRound3_PLAYERNAME_2009","OnePuttPercentageRound3__2009","OnePuttPercentageRound3_Pct_2009","OnePuttPercentageRound3_OF1PUTTS_2009","OnePuttPercentageRound3_OFHOLES_2009","stat_name","year"
1,1,"Brendon Todd",NA,50,54,108,"OnePuttPercentageRound3",2009
2,2,"Charley Hoffman",NA,47.98,190,396,"OnePuttPercentageRound3",2009
3,3,"Anthony Kim",NA,47.22,136,288,"OnePuttPercentageRound3",2009
4,4,"Brad Faxon",NA,46.83,59,126,"OnePuttPercentageRound3",2009
5,5,"Matt Kuchar",NA,46.73,143,306,"OnePuttPercentageRound3",2009
6,6,"Joe Ogilvie",NA,46.67,126,270,"OnePuttPercentageRound3",2009
7,7,"Ryan Palmer",NA,46.58,109,234,"OnePuttPercentageRound3",2009
8,8,"Aaron Baddeley",NA,46.3,100,216,"OnePuttPercentageRound3",2009
8,8,"Luke Donald",NA,46.3,150,324,"OnePuttPercentageRound3",2009
10,10,"Mike Weir",NA,46.2,158,342,"OnePuttPercentageRound3",2009
11,11,"Leif Olson",NA,45.37,49,108,"OnePuttPercentageRound3",2009
12,12,"Jeff Quinney",NA,45.24,114,252,"OnePuttPercentageRound3",2009
13,13,"Kevin Na",NA,44.97,170,378,"OnePuttPercentageRound3",2009
14,14,"David Duval",NA,44.44,56,126,"OnePuttPercentageRound3",2009
14,14,"Freddie Jacobson",NA,44.44,136,306,"OnePuttPercentageRound3",2009
16,16,"Ben Crane",NA,44.17,159,360,"OnePuttPercentageRound3",2009
17,17,"Brian Gay",NA,43.92,166,378,"OnePuttPercentageRound3",2009
18,18,"Daniel Chopra",NA,43.83,142,324,"OnePuttPercentageRound3",2009
19,19,"Webb Simpson",NA,43.79,134,306,"OnePuttPercentageRound3",2009
20,20,"Scott McCarron",NA,43.61,157,360,"OnePuttPercentageRound3",2009
21,21,"Charlie Wi",NA,43.52,141,324,"OnePuttPercentageRound3",2009
22,22,"Steve Stricker",NA,43.21,140,324,"OnePuttPercentageRound3",2009
23,23,"George McNeill",NA,42.96,116,270,"OnePuttPercentageRound3",2009
24,24,"Parker McLachlin",NA,42.93,85,198,"OnePuttPercentageRound3",2009
25,25,"Darron Stiles",NA,42.86,54,126,"OnePuttPercentageRound3",2009
26,26,"Kirk Triplett",NA,42.78,77,180,"OnePuttPercentageRound3",2009
27,27,"John Rollins",NA,42.69,146,342,"OnePuttPercentageRound3",2009
28,28,"Jeff Overton",NA,42.5,153,360,"OnePuttPercentageRound3",2009
29,29,"Geoff Ogilvy",NA,42.48,130,306,"OnePuttPercentageRound3",2009
30,30,"Ryuji Imada",NA,42.16,129,306,"OnePuttPercentageRound3",2009
31,31,"Zach Johnson",NA,42.06,159,378,"OnePuttPercentageRound3",2009
32,32,"Bob Estes",NA,41.83,128,306,"OnePuttPercentageRound3",2009
33,33,"Tim Clark",NA,41.67,135,324,"OnePuttPercentageRound3",2009
34,34,"Phil Mickelson",NA,41.48,112,270,"OnePuttPercentageRound3",2009
35,35,"Ben Curtis",NA,41.27,104,252,"OnePuttPercentageRound3",2009
36,36,"Cliff Kresge",NA,41.2,89,216,"OnePuttPercentageRound3",2009
37,37,"Lee Janzen",NA,41.11,111,270,"OnePuttPercentageRound3",2009
37,37,"Bo Van Pelt",NA,41.11,148,360,"OnePuttPercentageRound3",2009
37,37,"Tiger Woods",NA,41.11,111,270,"OnePuttPercentageRound3",2009
40,40,"Derek Fathauer",NA,40.97,59,144,"OnePuttPercentageRound3",2009
41,41,"Padraig Harrington",NA,40.87,103,252,"OnePuttPercentageRound3",2009
42,42,"Richard Johnson",NA,40.85,125,306,"OnePuttPercentageRound3",2009
43,43,"Brian Vranesh",NA,40.74,44,108,"OnePuttPercentageRound3",2009
44,44,"Matt Bettencourt",NA,40.64,139,342,"OnePuttPercentageRound3",2009
45,45,"Bill Haas",NA,40.63,117,288,"OnePuttPercentageRound3",2009
46,46,"Mathew Goggin",NA,40.6,95,234,"OnePuttPercentageRound3",2009
47,47,"Brian Davis",NA,40.48,153,378,"OnePuttPercentageRound3",2009
47,47,"Michael Letzig",NA,40.48,153,378,"OnePuttPercentageRound3",2009
47,47,"David Mathis",NA,40.48,102,252,"OnePuttPercentageRound3",2009
50,50,"Woody Austin",NA,40.43,131,324,"OnePuttPercentageRound3",2009
51,51,"Brad Adamonis",NA,40.4,80,198,"OnePuttPercentageRound3",2009
52,52,"Brandt Snedeker",NA,40.37,109,270,"OnePuttPercentageRound3",2009
53,53,"Ian Poulter",NA,40.28,87,216,"OnePuttPercentageRound3",2009
53,53,"Rory Sabbatini",NA,40.28,116,288,"OnePuttPercentageRound3",2009
55,55,"DJ Trahan",NA,40.12,130,324,"OnePuttPercentageRound3",2009
56,56,"Ken Duke",NA,40,108,270,"OnePuttPercentageRound3",2009
56,56,"Bob Heintz",NA,40,72,180,"OnePuttPercentageRound3",2009
58,58,"Matt Weibring",NA,39.9,79,198,"OnePuttPercentageRound3",2009
59,59,"John Mallinger",NA,39.81,129,324,"OnePuttPercentageRound3",2009
60,60,"Brett Quigley",NA,39.77,136,342,"OnePuttPercentageRound3",2009
61,61,"Justin Leonard",NA,39.72,143,360,"OnePuttPercentageRound3",2009
61,61,"Kevin Streelman",NA,39.72,143,360,"OnePuttPercentageRound3",2009
63,63,"Justin Rose",NA,39.68,100,252,"OnePuttPercentageRound3",2009
64,64,"Carl Pettersson",NA,39.63,107,270,"OnePuttPercentageRound3",2009
65,65,"Nick OHern",NA,39.51,128,324,"OnePuttPercentageRound3",2009
66,66,"Spencer Levin",NA,39.32,92,234,"OnePuttPercentageRound3",2009
67,67,"Paul Goydos",NA,39.26,106,270,"OnePuttPercentageRound3",2009
67,67,"Pat Perez",NA,39.26,106,270,"OnePuttPercentageRound3",2009
69,69,"Tim Petrovic",NA,39.2,127,324,"OnePuttPercentageRound3",2009
70,70,"Dustin Johnson",NA,39.18,134,342,"OnePuttPercentageRound3",2009
70,70,"Nick Watney",NA,39.18,134,342,"OnePuttPercentageRound3",2009
72,72,"Jim Furyk",NA,39.17,141,360,"OnePuttPercentageRound3",2009
73,73,"Kevin Sutherland",NA,39.14,155,396,"OnePuttPercentageRound3",2009
74,74,"Angel Cabrera",NA,38.89,77,198,"OnePuttPercentageRound3",2009
74,74,"Retief Goosen",NA,38.89,126,324,"OnePuttPercentageRound3",2009
74,74,"Hunter Mahan",NA,38.89,161,414,"OnePuttPercentageRound3",2009
74,74,"Tom Pernice Jr",NA,38.89,105,270,"OnePuttPercentageRound3",2009
78,78,"Nathan Green",NA,38.65,160,414,"OnePuttPercentageRound3",2009
79,79,"Harrison Frazar",NA,38.6,132,342,"OnePuttPercentageRound3",2009
80,80,"Stephen Ames",NA,38.52,104,270,"OnePuttPercentageRound3",2009
81,81,"JB Holmes",NA,38.46,90,234,"OnePuttPercentageRound3",2009
82,82,"Chris DiMarco",NA,38.33,138,360,"OnePuttPercentageRound3",2009
82,82,"Jeff Klauk",NA,38.33,138,360,"OnePuttPercentageRound3",2009
82,82,"Marc Turnesa",NA,38.33,69,180,"OnePuttPercentageRound3",2009
82,82,"Scott Verplank",NA,38.33,138,360,"OnePuttPercentageRound3",2009
86,86,"Tim Herron",NA,38.24,117,306,"OnePuttPercentageRound3",2009
87,87,"Brendon de Jonge",NA,38.19,110,288,"OnePuttPercentageRound3",2009
87,87,"Adam Scott",NA,38.19,55,144,"OnePuttPercentageRound3",2009
89,89,"Mark Calcavecchia",NA,38.15,103,270,"OnePuttPercentageRound3",2009
90,90,"Martin Laird",NA,37.96,82,216,"OnePuttPercentageRound3",2009
91,91,"Stewart Cink",NA,37.85,109,288,"OnePuttPercentageRound3",2009
92,92,"Greg Kraft",NA,37.78,34,90,"OnePuttPercentageRound3",2009
92,92,"Steve Marino",NA,37.78,136,360,"OnePuttPercentageRound3",2009
94,94,"Billy Mayfair",NA,37.7,95,252,"OnePuttPercentageRound3",2009
95,95,"Marc Leishman",NA,37.65,122,324,"OnePuttPercentageRound3",2009
95,95,"Ryan Moore",NA,37.65,122,324,"OnePuttPercentageRound3",2009
97,97,"Sergio Garcia",NA,37.61,88,234,"OnePuttPercentageRound3",2009
97,97,"Bubba Watson",NA,37.61,88,234,"OnePuttPercentageRound3",2009
97,97,"Dean Wilson",NA,37.61,88,234,"OnePuttPercentageRound3",2009
100,100,"Lucas Glover",NA,37.5,135,360,"OnePuttPercentageRound3",2009
100,100,"James Nitties",NA,37.5,108,288,"OnePuttPercentageRound3",2009
102,102,"Nicholas Thompson",NA,37.25,114,306,"OnePuttPercentageRound3",2009
103,103,"YE Yang",NA,37.13,127,342,"OnePuttPercentageRound3",2009
104,104,"Mark Wilson",NA,37.12,147,396,"OnePuttPercentageRound3",2009
105,105,"Mark Brooks",NA,37.04,80,216,"OnePuttPercentageRound3",2009
106,106,"Jason Day",NA,36.9,93,252,"OnePuttPercentageRound3",2009
107,107,"Fred Couples",NA,36.87,73,198,"OnePuttPercentageRound3",2009
108,108,"Steve Elkington",NA,36.75,86,234,"OnePuttPercentageRound3",2009
108,108,"Peter Lonard",NA,36.75,86,234,"OnePuttPercentageRound3",2009
108,108,"Chez Reavie",NA,36.75,86,234,"OnePuttPercentageRound3",2009
111,111,"Ernie Els",NA,36.67,99,270,"OnePuttPercentageRound3",2009
111,111,"Andres Romero",NA,36.67,66,180,"OnePuttPercentageRound3",2009
113,113,"Sean OHair",NA,36.6,112,306,"OnePuttPercentageRound3",2009
114,114,"DA Points",NA,36.51,138,378,"OnePuttPercentageRound3",2009
115,115,"Steve Lowery",NA,36.46,105,288,"OnePuttPercentageRound3",2009
116,116,"David Toms",NA,36.36,144,396,"OnePuttPercentageRound3",2009
117,117,"Greg Chalmers",NA,36.27,111,306,"OnePuttPercentageRound3",2009
118,118,"Rod Pampling",NA,36.11,91,252,"OnePuttPercentageRound3",2009
119,119,"Jason Dufner",NA,35.96,123,342,"OnePuttPercentageRound3",2009
120,120,"Chris Riley",NA,35.95,110,306,"OnePuttPercentageRound3",2009
120,120,"Heath Slocum",NA,35.95,110,306,"OnePuttPercentageRound3",2009
122,122,"Stuart Appleby",NA,35.93,97,270,"OnePuttPercentageRound3",2009
123,123,"Rocco Mediate",NA,35.8,116,324,"OnePuttPercentageRound3",2009
123,123,"Boo Weekley",NA,35.8,116,324,"OnePuttPercentageRound3",2009
125,125,"Kenny Perry",NA,35.75,148,414,"OnePuttPercentageRound3",2009
126,126,"Jerry Kelly",NA,35.67,122,342,"OnePuttPercentageRound3",2009
127,127,"Todd Hamilton",NA,35.47,83,234,"OnePuttPercentageRound3",2009
128,128,"Jason Bohn",NA,35.38,121,342,"OnePuttPercentageRound3",2009
129,129,"Corey Pavin",NA,35.32,89,252,"OnePuttPercentageRound3",2009
130,130,"Tommy Armour III",NA,35.19,76,216,"OnePuttPercentageRound3",2009
130,130,"Bill Lunde",NA,35.19,95,270,"OnePuttPercentageRound3",2009
130,130,"Jimmy Walker",NA,35.19,95,270,"OnePuttPercentageRound3",2009
133,133,"Davis Love III",NA,35.09,120,342,"OnePuttPercentageRound3",2009
134,134,"Vaughn Taylor",NA,35.07,101,288,"OnePuttPercentageRound3",2009
135,135,"Cameron Beckman",NA,34.97,107,306,"OnePuttPercentageRound3",2009
135,135,"Camilo Villegas",NA,34.97,107,306,"OnePuttPercentageRound3",2009
137,137,"Eric Axley",NA,34.92,44,126,"OnePuttPercentageRound3",2009
138,138,"Briny Baird",NA,34.72,100,288,"OnePuttPercentageRound3",2009
138,138,"Matt Jones",NA,34.72,75,216,"OnePuttPercentageRound3",2009
140,140,"John Senden",NA,34.66,131,378,"OnePuttPercentageRound3",2009
141,141,"Kevin Stadler",NA,34.62,81,234,"OnePuttPercentageRound3",2009
142,142,"Steve Flesch",NA,34.52,87,252,"OnePuttPercentageRound3",2009
142,142,"Jason Gore",NA,34.52,87,252,"OnePuttPercentageRound3",2009
144,144,"Scott Piercy",NA,34.44,93,270,"OnePuttPercentageRound3",2009
145,145,"Robert Garrigus",NA,34.31,105,306,"OnePuttPercentageRound3",2009
146,146,"Jonathan Byrd",NA,34.17,123,360,"OnePuttPercentageRound3",2009
147,147,"Vijay Singh",NA,34.07,92,270,"OnePuttPercentageRound3",2009
148,148,"John Merrick",NA,33.99,104,306,"OnePuttPercentageRound3",2009
149,149,"Ted Purdy",NA,33.86,128,378,"OnePuttPercentageRound3",2009
150,150,"Patrick Sheehan",NA,33.84,67,198,"OnePuttPercentageRound3",2009
151,151,"Michael Allen",NA,33.33,90,270,"OnePuttPercentageRound3",2009
151,151,"Kris Blanks",NA,33.33,66,198,"OnePuttPercentageRound3",2009
151,151,"Chad Campbell",NA,33.33,114,342,"OnePuttPercentageRound3",2009
151,151,"Alex Cejka",NA,33.33,102,306,"OnePuttPercentageRound3",2009
155,155,"Glen Day",NA,32.94,83,252,"OnePuttPercentageRound3",2009
156,156,"Bart Bryant",NA,32.87,71,216,"OnePuttPercentageRound3",2009
157,157,"Charles Howell III",NA,32.8,124,378,"OnePuttPercentageRound3",2009
158,158,"Robert Allenby",NA,32.59,88,270,"OnePuttPercentageRound3",2009
159,159,"KJ Choi",NA,32.41,70,216,"OnePuttPercentageRound3",2009
160,160,"JJ Henry",NA,32.32,128,396,"OnePuttPercentageRound3",2009
161,161,"Tom Lehman",NA,31.94,69,216,"OnePuttPercentageRound3",2009
162,162,"Troy Matteson",NA,31.87,109,342,"OnePuttPercentageRound3",2009
163,163,"Bryce Molder",NA,31.75,80,252,"OnePuttPercentageRound3",2009
164,164,"Tag Ridings",NA,31.67,57,180,"OnePuttPercentageRound3",2009
165,165,"Rick Price",NA,31.48,34,108,"OnePuttPercentageRound3",2009
166,166,"Jay Williamson",NA,31.35,79,252,"OnePuttPercentageRound3",2009
167,167,"Aron Price",NA,31.29,107,342,"OnePuttPercentageRound3",2009
168,168,"Jeff Maggert",NA,31.2,73,234,"OnePuttPercentageRound3",2009
169,169,"Casey Wittenberg",NA,30.81,61,198,"OnePuttPercentageRound3",2009
170,170,"Colt Knost",NA,30.56,66,216,"OnePuttPercentageRound3",2009
170,170,"Peter Tomasulo",NA,30.56,33,108,"OnePuttPercentageRound3",2009
172,172,"Kent Jones",NA,30.34,71,234,"OnePuttPercentageRound3",2009
173,173,"Will Ma Kenzie",NA,30.3,60,198,"OnePuttPercentageRound3",2009
