"Scramblingfrom1020yards_RANKTHISWEEK_2014","Scramblingfrom1020yards_RANKLASTWEEK_2014","Scramblingfrom1020yards_PLAYERNAME_2014","Scramblingfrom1020yards_ROUNDS_2014","Scramblingfrom1020yards_Pct_2014","Scramblingfrom1020yards_SUCCESSES_2014","Scramblingfrom1020yards_ATTEMPTS_2014","stat_name","year"
1,1,"Jim Furyk",84,77.71,129,166,"Scramblingfrom1020yards",2014
2,2,"Justin Leonard",75,75.14,133,177,"Scramblingfrom1020yards",2014
3,3,"Jason Day",54,74.39,61,82,"Scramblingfrom1020yards",2014
4,4,"Russell Knox",92,73.46,155,211,"Scramblingfrom1020yards",2014
5,5,"Brendon Todd",108,72.76,179,246,"Scramblingfrom1020yards",2014
6,6,"Bud Cauley",56,72.03,85,118,"Scramblingfrom1020yards",2014
7,7,"David Toms",64,72,90,125,"Scramblingfrom1020yards",2014
8,8,"Andres Romero",81,71.82,158,220,"Scramblingfrom1020yards",2014
9,9,"Rickie Fowler",91,71.81,107,149,"Scramblingfrom1020yards",2014
10,10,"Kevin Na",94,71.23,156,219,"Scramblingfrom1020yards",2014
11,11,"Charlie Wi",72,71.22,146,205,"Scramblingfrom1020yards",2014
12,12,"Matt Every",85,71.11,128,180,"Scramblingfrom1020yards",2014
13,13,"Jonas Blixt",64,71.07,86,121,"Scramblingfrom1020yards",2014
14,14,"Mike Weir",69,71.05,108,152,"Scramblingfrom1020yards",2014
15,15,"Charl Schwartzel",64,70.86,107,151,"Scramblingfrom1020yards",2014
16,16,"Richard Lee",80,70.65,142,201,"Scramblingfrom1020yards",2014
17,17,"Luke Donald",57,70.54,79,112,"Scramblingfrom1020yards",2014
18,18,"Brian Harman",111,70.5,196,278,"Scramblingfrom1020yards",2014
19,19,"David Hearn",97,70.42,150,213,"Scramblingfrom1020yards",2014
20,20,"Matt Kuchar",91,70.41,138,196,"Scramblingfrom1020yards",2014
21,21,"John Senden",99,70.1,136,194,"Scramblingfrom1020yards",2014
22,22,"Cameron Tringale",111,70.08,178,254,"Scramblingfrom1020yards",2014
23,23,"Zach Johnson",97,69.85,139,199,"Scramblingfrom1020yards",2014
23,23,"DH Lee",54,69.85,95,136,"Scramblingfrom1020yards",2014
25,25,"Graeme McDowell",66,69.77,90,129,"Scramblingfrom1020yards",2014
26,26,"Jhonattan Vegas",77,69.75,113,162,"Scramblingfrom1020yards",2014
27,27,"Greg Chalmers",85,69.74,159,228,"Scramblingfrom1020yards",2014
28,28,"Vijay Singh",83,69.65,140,201,"Scramblingfrom1020yards",2014
29,29,"Keegan Bradley",89,69.64,117,168,"Scramblingfrom1020yards",2014
30,30,"Jeff Overton",80,69.61,126,181,"Scramblingfrom1020yards",2014
31,31,"Jerry Kelly",80,69.59,119,171,"Scramblingfrom1020yards",2014
32,32,"Sergio Garcia",61,69.52,73,105,"Scramblingfrom1020yards",2014
33,33,"Phil Mickelson",71,69.5,98,141,"Scramblingfrom1020yards",2014
34,34,"Tim Wilkinson",86,69.46,141,203,"Scramblingfrom1020yards",2014
35,35,"Heath Slocum",71,69.28,106,153,"Scramblingfrom1020yards",2014
36,36,"Adam Scott",68,69.06,96,139,"Scramblingfrom1020yards",2014
37,37,"Patrick Reed",92,69,138,200,"Scramblingfrom1020yards",2014
38,38,"Brian Gay",81,68.95,131,190,"Scramblingfrom1020yards",2014
39,39,"Gonzalo Fdez Castano",83,68.93,142,206,"Scramblingfrom1020yards",2014
40,40,"Tim Clark",75,68.85,126,183,"Scramblingfrom1020yards",2014
40,40,"Ernie Els",85,68.85,126,183,"Scramblingfrom1020yards",2014
42,42,"Pat Perez",84,68.68,125,182,"Scramblingfrom1020yards",2014
43,43,"Scott Langley",95,68.58,155,226,"Scramblingfrom1020yards",2014
44,44,"Aaron Baddeley",74,68.57,120,175,"Scramblingfrom1020yards",2014
44,44,"Jordan Spieth",102,68.57,168,245,"Scramblingfrom1020yards",2014
46,46,"YE Yang",79,68.51,124,181,"Scramblingfrom1020yards",2014
47,47,"Chris Stroud",88,68.48,126,184,"Scramblingfrom1020yards",2014
48,48,"Brice Garnett",92,68.37,134,196,"Scramblingfrom1020yards",2014
49,49,"Paul Casey",56,68.33,82,120,"Scramblingfrom1020yards",2014
50,50,"Lee Westwood",57,68.29,84,123,"Scramblingfrom1020yards",2014
51,51,"Tyrone Van Aswegen",79,68.21,133,195,"Scramblingfrom1020yards",2014
52,52,"Bo Van Pelt",83,68.07,113,166,"Scramblingfrom1020yards",2014
53,53,"Justin Rose",70,68.03,83,122,"Scramblingfrom1020yards",2014
54,54,"Chris Kirk",105,67.98,155,228,"Scramblingfrom1020yards",2014
55,55,"Brad Fritsch",50,67.96,70,103,"Scramblingfrom1020yards",2014
56,56,"William McGirt",96,67.93,161,237,"Scramblingfrom1020yards",2014
56,56,"Jimmy Walker",98,67.93,125,184,"Scramblingfrom1020yards",2014
58,58,"Spencer Levin",59,67.88,93,137,"Scramblingfrom1020yards",2014
59,59,"Morgan Hoffmann",103,67.66,159,235,"Scramblingfrom1020yards",2014
60,60,"KJ Choi",80,67.51,133,197,"Scramblingfrom1020yards",2014
61,61,"Charles Howell III",106,67.5,162,240,"Scramblingfrom1020yards",2014
62,62,"Luke Guthrie",85,67.48,139,206,"Scramblingfrom1020yards",2014
63,63,"Chad Campbell",57,67.39,62,92,"Scramblingfrom1020yards",2014
64,64,"John Huh",87,67.36,130,193,"Scramblingfrom1020yards",2014
65,65,"Ben Curtis",77,67.09,106,158,"Scramblingfrom1020yards",2014
66,66,"Chad Collins",78,67.03,122,182,"Scramblingfrom1020yards",2014
67,67,"Ricky Barnes",92,66.96,154,230,"Scramblingfrom1020yards",2014
68,68,"Rory McIlroy",66,66.95,79,118,"Scramblingfrom1020yards",2014
69,69,"Billy Horschel",92,66.9,95,142,"Scramblingfrom1020yards",2014
70,70,"Stuart Appleby",92,66.81,153,229,"Scramblingfrom1020yards",2014
71,71,"Charley Hoffman",93,66.5,137,206,"Scramblingfrom1020yards",2014
72,72,"Webb Simpson",87,66.48,119,179,"Scramblingfrom1020yards",2014
73,73,"Ian Poulter",57,66.38,77,116,"Scramblingfrom1020yards",2014
74,74,"Retief Goosen",94,66.33,132,199,"Scramblingfrom1020yards",2014
75,75,"Brian Davis",93,66.21,145,219,"Scramblingfrom1020yards",2014
76,76,"Johnson Wagner",69,66.08,113,171,"Scramblingfrom1020yards",2014
77,77,"Seung Yul Noh",92,66.07,111,168,"Scramblingfrom1020yards",2014
78,78,"Brooks Koepka",56,65.81,77,117,"Scramblingfrom1020yards",2014
79,79,"Bryce Molder",77,65.66,109,166,"Scramblingfrom1020yards",2014
79,79,"Ted Potter Jr",68,65.66,109,166,"Scramblingfrom1020yards",2014
81,81,"Sean OHair",77,65.59,122,186,"Scramblingfrom1020yards",2014
82,82,"Bronson La Cassie",51,65.52,76,116,"Scramblingfrom1020yards",2014
83,83,"Robert Allenby",83,65.5,112,171,"Scramblingfrom1020yards",2014
84,84,"Sangmoon Bae",76,65.26,124,190,"Scramblingfrom1020yards",2014
85,85,"Andrew Svoboda",77,65.22,105,161,"Scramblingfrom1020yards",2014
86,86,"Ben Crane",81,65.14,142,218,"Scramblingfrom1020yards",2014
87,87,"Jason Kokrak",65,65.06,108,166,"Scramblingfrom1020yards",2014
88,88,"Harris English",95,65.05,121,186,"Scramblingfrom1020yards",2014
89,89,"Billy Hurley III",86,64.92,124,191,"Scramblingfrom1020yards",2014
90,90,"Bill Haas",107,64.89,122,188,"Scramblingfrom1020yards",2014
91,91,"Brandt Snedeker",89,64.86,120,185,"Scramblingfrom1020yards",2014
92,92,"Brendon de Jonge",109,64.84,166,256,"Scramblingfrom1020yards",2014
93,93,"Ryan Moore",86,64.81,105,162,"Scramblingfrom1020yards",2014
94,94,"Ryo Ishikawa",75,64.78,103,159,"Scramblingfrom1020yards",2014
95,95,"Freddie Jacobson",91,64.71,154,238,"Scramblingfrom1020yards",2014
96,96,"Bubba Watson",76,64.66,86,133,"Scramblingfrom1020yards",2014
97,97,"Carl Pettersson",91,64.65,128,198,"Scramblingfrom1020yards",2014
98,98,"Chesson Hadley",84,64.62,126,195,"Scramblingfrom1020yards",2014
98,98,"Brian Stuard",91,64.62,126,195,"Scramblingfrom1020yards",2014
100,100,"Rory Sabbatini",82,64.55,122,189,"Scramblingfrom1020yards",2014
101,101,"Jeff Maggert",54,64.46,78,121,"Scramblingfrom1020yards",2014
102,102,"Martin Kaymer",65,64.34,83,129,"Scramblingfrom1020yards",2014
103,103,"Ken Duke",80,64.29,108,168,"Scramblingfrom1020yards",2014
104,104,"Trevor Immelman",84,64.13,118,184,"Scramblingfrom1020yards",2014
105,105,"Graham DeLaet",80,64.12,84,131,"Scramblingfrom1020yards",2014
106,106,"George McNeill",79,63.95,110,172,"Scramblingfrom1020yards",2014
107,107,"Kevin Tway",64,63.91,85,133,"Scramblingfrom1020yards",2014
108,108,"Geoff Ogilvy",84,63.86,129,202,"Scramblingfrom1020yards",2014
109,109,"Jonathan Byrd",76,63.74,116,182,"Scramblingfrom1020yards",2014
110,110,"Martin Flores",85,63.58,110,173,"Scramblingfrom1020yards",2014
111,111,"Erik Compton",88,63.32,145,229,"Scramblingfrom1020yards",2014
112,112,"James Driscoll",71,63.31,107,169,"Scramblingfrom1020yards",2014
113,113,"JB Holmes",86,63.23,141,223,"Scramblingfrom1020yards",2014
114,114,"Ben Martin",80,63.13,101,160,"Scramblingfrom1020yards",2014
115,115,"Steven Bowditch",93,62.98,131,208,"Scramblingfrom1020yards",2014
116,116,"Hunter Mahan",88,62.92,112,178,"Scramblingfrom1020yards",2014
116,116,"Michael Putnam",106,62.92,151,240,"Scramblingfrom1020yards",2014
118,118,"Josh Teater",90,62.91,134,213,"Scramblingfrom1020yards",2014
119,119,"Mark Wilson",69,62.89,100,159,"Scramblingfrom1020yards",2014
120,120,"Michael Thompson",74,62.84,93,148,"Scramblingfrom1020yards",2014
121,121,"Gary Woodland",93,62.71,111,177,"Scramblingfrom1020yards",2014
122,122,"Will Ma Kenzie",82,62.7,116,185,"Scramblingfrom1020yards",2014
123,123,"Shawn Stefani",60,62.68,89,142,"Scramblingfrom1020yards",2014
124,124,"Briny Baird",50,62.6,77,123,"Scramblingfrom1020yards",2014
125,125,"Kevin Kisner",85,62.43,108,173,"Scramblingfrom1020yards",2014
126,126,"Jamie Lovemark",64,62.3,76,122,"Scramblingfrom1020yards",2014
127,127,"Justin Hicks",103,62.2,130,209,"Scramblingfrom1020yards",2014
128,128,"Woody Austin",63,61.82,102,165,"Scramblingfrom1020yards",2014
129,129,"JJ Henry",91,61.8,110,178,"Scramblingfrom1020yards",2014
129,129,"Daniel Summerhays",98,61.8,144,233,"Scramblingfrom1020yards",2014
131,131,"Hideki Matsuyama",82,61.69,124,201,"Scramblingfrom1020yards",2014
132,132,"Andrew Loupe",65,61.65,82,133,"Scramblingfrom1020yards",2014
133,133,"Dustin Johnson",58,61.46,59,96,"Scramblingfrom1020yards",2014
134,134,"Davis Love III",74,61.36,108,176,"Scramblingfrom1020yards",2014
135,135,"Camilo Villegas",95,61.31,122,199,"Scramblingfrom1020yards",2014
136,136,"Matt Jones",83,61.27,106,173,"Scramblingfrom1020yards",2014
137,137,"Brendan Steele",89,60.91,120,197,"Scramblingfrom1020yards",2014
138,138,"Kevin Chappell",100,60.78,124,204,"Scramblingfrom1020yards",2014
139,139,"Troy Merritt",62,60.77,79,130,"Scramblingfrom1020yards",2014
140,140,"Scott Brown",100,60.61,140,231,"Scramblingfrom1020yards",2014
141,141,"David Lingmerth",80,60.43,113,187,"Scramblingfrom1020yards",2014
142,142,"Danny Lee",84,60.3,120,199,"Scramblingfrom1020yards",2014
143,143,"Wes Roach",67,60.27,88,146,"Scramblingfrom1020yards",2014
144,144,"Marc Leishman",81,60.24,100,166,"Scramblingfrom1020yards",2014
145,145,"Roberto Castro",76,60.14,86,143,"Scramblingfrom1020yards",2014
145,145,"Nick Watney",80,60.14,83,138,"Scramblingfrom1020yards",2014
147,147,"James Hahn",82,60.1,125,208,"Scramblingfrom1020yards",2014
148,148,"Kevin Streelman",79,59.64,99,166,"Scramblingfrom1020yards",2014
149,149,"Ryan Palmer",85,59.43,104,175,"Scramblingfrom1020yards",2014
150,150,"Jason Bohn",81,59.09,117,198,"Scramblingfrom1020yards",2014
151,151,"Charlie Beljan",76,58.92,109,185,"Scramblingfrom1020yards",2014
152,152,"Robert Garrigus",80,58.91,119,202,"Scramblingfrom1020yards",2014
153,153,"Jason Dufner",57,58.72,64,109,"Scramblingfrom1020yards",2014
