"AccuracyRating_RANKTHISWEEK_2015","AccuracyRating_RANKLASTWEEK_2015","AccuracyRating_PLAYERNAME_2015","AccuracyRating_EVENTS_2015","AccuracyRating_RATING_2015","stat_name","year"
1,1,"Joe Affrunti",1,9.3,"AccuracyRating",2015
2,2,"Soren Kjeldsen",1,8.6,"AccuracyRating",2015
3,3,"Byeong Hun An",2,8.5,"AccuracyRating",2015
3,3,"Justin Hicks",2,8.5,"AccuracyRating",2015
3,3,"Duffy Waldorf",1,8.5,"AccuracyRating",2015
6,6,"DH Lee",1,8.4,"AccuracyRating",2015
6,6,"JJ Spaun",1,8.4,"AccuracyRating",2015
8,8,"Jim Furyk",13,8.2,"AccuracyRating",2015
8,8,"Kevin Stadler",1,8.2,"AccuracyRating",2015
10,10,"Garrett Osborn",1,8.1,"AccuracyRating",2015
11,11,"Ross Fisher",1,8,"AccuracyRating",2015
11,11,"Brian Gaffney",1,8,"AccuracyRating",2015
11,11,"Brandt Jobe",1,8,"AccuracyRating",2015
14,14,"Robert Allenby",6,7.9,"AccuracyRating",2015
14,14,"Cameron Beckman",2,7.9,"AccuracyRating",2015
14,14,"Paul Casey",14,7.9,"AccuracyRating",2015
14,14,"Mark Hensby",1,7.9,"AccuracyRating",2015
14,14,"Chez Reavie",8,7.9,"AccuracyRating",2015
19,19,"Jason Gore",9,7.8,"AccuracyRating",2015
19,19,"Jim Herman",14,7.8,"AccuracyRating",2015
19,19,"Russell Knox",19,7.8,"AccuracyRating",2015
19,19,"Rory McIlroy",8,7.8,"AccuracyRating",2015
19,19,"Francesco Molinari",10,7.8,"AccuracyRating",2015
19,19,"Adam Svensson",1,7.8,"AccuracyRating",2015
19,19,"Vaughn Taylor",9,7.8,"AccuracyRating",2015
26,26,"Tim Clark",6,7.7,"AccuracyRating",2015
26,26,"Lucas Glover",12,7.7,"AccuracyRating",2015
26,26,"Dudley Hart",2,7.7,"AccuracyRating",2015
26,26,"Hideki Matsuyama",16,7.7,"AccuracyRating",2015
26,26,"James Morrison",1,7.7,"AccuracyRating",2015
31,31,"Jason Bohn",19,7.6,"AccuracyRating",2015
31,31,"Justin Rose",10,7.6,"AccuracyRating",2015
31,31,"Jordan Spieth",16,7.6,"AccuracyRating",2015
34,34,"Blake Adams",2,7.5,"AccuracyRating",2015
34,34,"Jon Curran",10,7.5,"AccuracyRating",2015
34,34,"Graham DeLaet",12,7.5,"AccuracyRating",2015
34,34,"Zach Johnson",16,7.5,"AccuracyRating",2015
34,34,"John Merrick",8,7.5,"AccuracyRating",2015
34,34,"John Rollins",2,7.5,"AccuracyRating",2015
34,34,"Carlos Sainz Jr",3,7.5,"AccuracyRating",2015
34,34,"Henrik Stenson",11,7.5,"AccuracyRating",2015
34,34,"Brian Stuard",14,7.5,"AccuracyRating",2015
43,43,"Thomas Aiken",2,7.4,"AccuracyRating",2015
43,43,"David Lingmerth",15,7.4,"AccuracyRating",2015
43,43,"Joost Luiten",5,7.4,"AccuracyRating",2015
43,43,"Ryan Moore",13,7.4,"AccuracyRating",2015
43,43,"Kenny Perry",3,7.4,"AccuracyRating",2015
43,43,"Robby Shelton",1,7.4,"AccuracyRating",2015
43,43,"Webb Simpson",15,7.4,"AccuracyRating",2015
43,43,"Steve Stricker",6,7.4,"AccuracyRating",2015
43,43,"Nicholas Thompson",11,7.4,"AccuracyRating",2015
52,52,"Bryson DeChambeau",1,7.3,"AccuracyRating",2015
52,52,"Emiliano Grillo",3,7.3,"AccuracyRating",2015
52,52,"David Hearn",17,7.3,"AccuracyRating",2015
52,52,"Tom Hoge",12,7.3,"AccuracyRating",2015
52,52,"Colt Knost",15,7.3,"AccuracyRating",2015
52,52,"Will Ma Kenzie",5,7.3,"AccuracyRating",2015
52,52,"Ben Martin",17,7.3,"AccuracyRating",2015
52,52,"William McGirt",20,7.3,"AccuracyRating",2015
52,52,"Bo Van Pelt",10,7.3,"AccuracyRating",2015
52,52,"Nick Watney",17,7.3,"AccuracyRating",2015
62,62,"Woody Austin",2,7.2,"AccuracyRating",2015
62,62,"Keegan Bradley",16,7.2,"AccuracyRating",2015
62,62,"Chad Campbell",18,7.2,"AccuracyRating",2015
62,62,"Stewart Cink",13,7.2,"AccuracyRating",2015
62,62,"Chad Collins",13,7.2,"AccuracyRating",2015
62,62,"Jason Dufner",11,7.2,"AccuracyRating",2015
62,62,"Billy Hurley III",10,7.2,"AccuracyRating",2015
62,62,"Dustin Johnson",14,7.2,"AccuracyRating",2015
62,62,"Spencer Levin",17,7.2,"AccuracyRating",2015
62,62,"Shane Lowry",5,7.2,"AccuracyRating",2015
62,62,"Graeme McDowell",4,7.2,"AccuracyRating",2015
62,62,"Ryan Palmer",13,7.2,"AccuracyRating",2015
62,62,"John Peterson",16,7.2,"AccuracyRating",2015
62,62,"Alexandre Rocha",1,7.2,"AccuracyRating",2015
62,62,"Brendon Todd",18,7.2,"AccuracyRating",2015
62,62,"Johnson Wagner",8,7.2,"AccuracyRating",2015
62,62,"Cameron Wilson",1,7.2,"AccuracyRating",2015
62,62,"YE Yang",2,7.2,"AccuracyRating",2015
80,80,"Blayne Barber",10,7.1,"AccuracyRating",2015
80,80,"Daniel Berger",16,7.1,"AccuracyRating",2015
80,80,"Kevin Chappell",15,7.1,"AccuracyRating",2015
80,80,"Ben Curtis",2,7.1,"AccuracyRating",2015
80,80,"Brian Harman",16,7.1,"AccuracyRating",2015
80,80,"Smylie Kaufman",1,7.1,"AccuracyRating",2015
80,80,"Jerry Kelly",13,7.1,"AccuracyRating",2015
80,80,"Hyung Sung Kim",1,7.1,"AccuracyRating",2015
80,80,"Kevin Kisner",20,7.1,"AccuracyRating",2015
80,80,"Danny Lee",22,7.1,"AccuracyRating",2015
80,80,"Davis Love III",6,7.1,"AccuracyRating",2015
80,80,"Louis Oosthuizen",9,7.1,"AccuracyRating",2015
80,80,"Pat Perez",20,7.1,"AccuracyRating",2015
80,80,"Alex Prugh",14,7.1,"AccuracyRating",2015
80,80,"Brendan Steele",18,7.1,"AccuracyRating",2015
80,80,"Hudson Swafford",17,7.1,"AccuracyRating",2015
80,80,"Tim Wilkinson",6,7.1,"AccuracyRating",2015
80,80,"Tiger Woods",5,7.1,"AccuracyRating",2015
98,98,"Charlie Beljan",8,7,"AccuracyRating",2015
98,98,"John Daly",1,7,"AccuracyRating",2015
98,98,"Ken Duke",14,7,"AccuracyRating",2015
98,98,"Derek Ernst",10,7,"AccuracyRating",2015
98,98,"Rickie Fowler",13,7,"AccuracyRating",2015
98,98,"Adam Hadwin",16,7,"AccuracyRating",2015
98,98,"JJ Henry",14,7,"AccuracyRating",2015
98,98,"Chris Kirk",13,7,"AccuracyRating",2015
98,98,"Brooks Koepka",15,7,"AccuracyRating",2015
98,98,"Justin Leonard",8,7,"AccuracyRating",2015
98,98,"Bryce Molder",18,7,"AccuracyRating",2015
98,98,"Ian Poulter",11,7,"AccuracyRating",2015
98,98,"Michael Putnam",13,7,"AccuracyRating",2015
98,98,"Wes Roach",1,7,"AccuracyRating",2015
98,98,"John Senden",9,7,"AccuracyRating",2015
98,98,"Shawn Stefani",20,7,"AccuracyRating",2015
98,98,"Kevin Streelman",16,7,"AccuracyRating",2015
98,98,"Justin Thomas",22,7,"AccuracyRating",2015
98,98,"David Toms",10,7,"AccuracyRating",2015
98,98,"Tyrone Van Aswegen",6,7,"AccuracyRating",2015
98,98,"Charlie Wi",1,7,"AccuracyRating",2015
98,98,"Mark Wilson",15,7,"AccuracyRating",2015
120,120,"Steven Alker",8,6.9,"AccuracyRating",2015
120,120,"Ryan Armour",4,6.9,"AccuracyRating",2015
120,120,"Scott Brown",16,6.9,"AccuracyRating",2015
120,120,"Rafa Cabrera Bello",1,6.9,"AccuracyRating",2015
120,120,"Roberto Castro",7,6.9,"AccuracyRating",2015
120,120,"Luke Donald",12,6.9,"AccuracyRating",2015
120,120,"Harrison Frazar",2,6.9,"AccuracyRating",2015
120,120,"Tom Gillis",6,6.9,"AccuracyRating",2015
120,120,"Branden Grace",8,6.9,"AccuracyRating",2015
120,120,"Luke Guthrie",12,6.9,"AccuracyRating",2015
120,120,"Bill Haas",17,6.9,"AccuracyRating",2015
120,120,"Russell Henley",16,6.9,"AccuracyRating",2015
