"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2016","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2016","BirdieorBetterPercentage125150ya_PLAYERNAME_2016","BirdieorBetterPercentage125150ya_ROUNDS_2016","BirdieorBetterPercentage125150ya_Pct_2016","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2016","BirdieorBetterPercentage125150ya_TOTALHOLES_2016","stat_name","year"
1,1,"Brian Stuard",24,30,18,60,"BirdieorBetterPercentage125150ya",2016
2,2,"Kevin Na",52,29.47,28,95,"BirdieorBetterPercentage125150ya",2016
3,8,"Henrik Stenson",30,28.57,8,28,"BirdieorBetterPercentage125150ya",2016
4,4,"Jordan Spieth",34,28.26,13,46,"BirdieorBetterPercentage125150ya",2016
5,5,"Billy Horschel",45,28.13,27,96,"BirdieorBetterPercentage125150ya",2016
6,7,"Matthew Fitzpatrick",23,27.59,8,29,"BirdieorBetterPercentage125150ya",2016
7,27,"Hideki Matsuyama",40,27.03,20,74,"BirdieorBetterPercentage125150ya",2016
8,3,"Adam Scott",39,26.39,19,72,"BirdieorBetterPercentage125150ya",2016
9,6,"DA Points",32,26.32,15,57,"BirdieorBetterPercentage125150ya",2016
10,12,"Jason Dufner",53,24.75,25,101,"BirdieorBetterPercentage125150ya",2016
11,14,"Charles Howell III",63,24.54,40,163,"BirdieorBetterPercentage125150ya",2016
12,13,"Charley Hoffman",49,24.51,25,102,"BirdieorBetterPercentage125150ya",2016
13,22,"Webb Simpson",34,24.39,20,82,"BirdieorBetterPercentage125150ya",2016
14,11,"Johnson Wagner",44,24.21,23,95,"BirdieorBetterPercentage125150ya",2016
15,8,"Anirban Lahiri",44,24.19,15,62,"BirdieorBetterPercentage125150ya",2016
16,15,"Billy Hurley III",22,23.91,11,46,"BirdieorBetterPercentage125150ya",2016
16,15,"Zach Johnson",42,23.91,22,92,"BirdieorBetterPercentage125150ya",2016
18,24,"Tim Wilkinson",40,23.86,21,88,"BirdieorBetterPercentage125150ya",2016
19,19,"Hudson Swafford",52,23.76,24,101,"BirdieorBetterPercentage125150ya",2016
20,17,"Chesson Hadley",51,23.73,28,118,"BirdieorBetterPercentage125150ya",2016
21,20,"Matt Kuchar",46,23.6,21,89,"BirdieorBetterPercentage125150ya",2016
22,17,"Peter Malnati",53,23.42,26,111,"BirdieorBetterPercentage125150ya",2016
23,25,"Rory McIlroy",37,23.33,14,60,"BirdieorBetterPercentage125150ya",2016
24,10,"John Senden",48,23.01,26,113,"BirdieorBetterPercentage125150ya",2016
25,26,"Bryce Molder",50,22.83,21,92,"BirdieorBetterPercentage125150ya",2016
26,21,"Sean OHair",45,22.81,26,114,"BirdieorBetterPercentage125150ya",2016
27,30,"Jon Curran",55,22.34,21,94,"BirdieorBetterPercentage125150ya",2016
28,31,"Marc Leishman",41,22.22,14,63,"BirdieorBetterPercentage125150ya",2016
28,31,"Scott Piercy",45,22.22,18,81,"BirdieorBetterPercentage125150ya",2016
30,33,"Russell Henley",42,22.12,23,104,"BirdieorBetterPercentage125150ya",2016
31,35,"Kevin Kisner",49,21.98,20,91,"BirdieorBetterPercentage125150ya",2016
32,36,"Luke Guthrie",31,21.92,16,73,"BirdieorBetterPercentage125150ya",2016
33,29,"Rickie Fowler",42,21.84,19,87,"BirdieorBetterPercentage125150ya",2016
34,37,"Darron Stiles",28,21.74,10,46,"BirdieorBetterPercentage125150ya",2016
35,38,"Brian Gay",22,21.62,8,37,"BirdieorBetterPercentage125150ya",2016
36,34,"JJ Henry",44,21.54,28,130,"BirdieorBetterPercentage125150ya",2016
37,23,"Daniel Berger",52,21.5,23,107,"BirdieorBetterPercentage125150ya",2016
38,40,"Ken Duke",26,21.43,9,42,"BirdieorBetterPercentage125150ya",2016
38,52,"David Toms",38,21.43,18,84,"BirdieorBetterPercentage125150ya",2016
40,54,"Cameron Tringale",47,21.28,20,94,"BirdieorBetterPercentage125150ya",2016
41,41,"Blayne Barber",44,21.19,25,118,"BirdieorBetterPercentage125150ya",2016
42,45,"Brandt Snedeker",47,21.15,22,104,"BirdieorBetterPercentage125150ya",2016
43,41,"David Hearn",55,21.01,25,119,"BirdieorBetterPercentage125150ya",2016
44,44,"William McGirt",54,20.98,30,143,"BirdieorBetterPercentage125150ya",2016
45,28,"Robert Garrigus",34,20.97,13,62,"BirdieorBetterPercentage125150ya",2016
46,43,"Stuart Appleby",39,20.88,19,91,"BirdieorBetterPercentage125150ya",2016
47,66,"Morgan Hoffmann",43,20.83,20,96,"BirdieorBetterPercentage125150ya",2016
