"Total1Putts1520_RANKTHISWEEK_2009","Total1Putts1520_RANKLASTWEEK_2009","Total1Putts1520_PLAYERNAME_2009","Total1Putts1520_ROUNDS_2009","Total1Putts1520_TOTAL_2009","Total1Putts1520_TOTALFORALLDISTANCES_2009","Total1Putts1520_PCTOFALL1PUTTS_2009","stat_name","year"
1,1,"DA Points",99,44,608,7.2,"Total1Putts1520",2009
2,2,"Stephen Ames",77,38,414,9.2,"Total1Putts1520",2009
3,3,"Harrison Frazar",93,37,625,5.9,"Total1Putts1520",2009
4,4,"Charley Hoffman",97,36,640,5.6,"Total1Putts1520",2009
4,4,"Kevin Na",91,36,605,6,"Total1Putts1520",2009
6,6,"Greg Chalmers",85,35,534,6.6,"Total1Putts1520",2009
6,6,"Steve Lowery",83,35,557,6.3,"Total1Putts1520",2009
6,6,"Chris Stroud",88,35,500,7,"Total1Putts1520",2009
9,9,"Brian Gay",96,34,658,5.2,"Total1Putts1520",2009
9,9,"Davis Love III",89,34,511,6.7,"Total1Putts1520",2009
9,9,"Troy Matteson",95,34,580,5.9,"Total1Putts1520",2009
9,9,"John Senden",100,34,594,5.7,"Total1Putts1520",2009
13,13,"Matt Bettencourt",98,33,634,5.2,"Total1Putts1520",2009
13,13,"Brendon de Jonge",90,33,533,6.2,"Total1Putts1520",2009
13,13,"Lucas Glover",93,33,574,5.7,"Total1Putts1520",2009
13,13,"Nicholas Thompson",96,33,590,5.6,"Total1Putts1520",2009
17,17,"Matt Kuchar",82,32,556,5.8,"Total1Putts1520",2009
17,17,"Steve Marino",98,32,585,5.5,"Total1Putts1520",2009
17,17,"George McNeill",82,32,569,5.6,"Total1Putts1520",2009
17,17,"James Nitties",86,32,550,5.8,"Total1Putts1520",2009
17,17,"Joe Ogilvie",85,32,618,5.2,"Total1Putts1520",2009
17,17,"Scott Piercy",85,32,515,6.2,"Total1Putts1520",2009
17,17,"Webb Simpson",94,32,691,4.6,"Total1Putts1520",2009
17,17,"David Toms",98,32,560,5.7,"Total1Putts1520",2009
17,17,"Dean Wilson",81,32,511,6.3,"Total1Putts1520",2009
26,26,"Cameron Beckman",87,31,512,6.1,"Total1Putts1520",2009
26,26,"Nathan Green",104,31,688,4.5,"Total1Putts1520",2009
26,26,"JJ Henry",97,31,528,5.9,"Total1Putts1520",2009
26,26,"Freddie Jacobson",83,31,550,5.6,"Total1Putts1520",2009
26,26,"Jeff Klauk",97,31,610,5.1,"Total1Putts1520",2009
26,26,"Scott McCarron",91,31,590,5.3,"Total1Putts1520",2009
26,26,"Aron Price",89,31,529,5.9,"Total1Putts1520",2009
26,26,"Kevin Streelman",97,31,597,5.2,"Total1Putts1520",2009
34,34,"Daniel Chopra",89,30,639,4.7,"Total1Putts1520",2009
34,34,"Ben Crane",93,30,596,5,"Total1Putts1520",2009
34,34,"Jerry Kelly",90,30,589,5.1,"Total1Putts1520",2009
34,34,"Marc Leishman",91,30,583,5.1,"Total1Putts1520",2009
34,34,"Michael Letzig",96,30,633,4.7,"Total1Putts1520",2009
34,34,"Rod Pampling",72,30,464,6.5,"Total1Putts1520",2009
34,34,"Carl Pettersson",86,30,534,5.6,"Total1Putts1520",2009
34,34,"Heath Slocum",95,30,565,5.3,"Total1Putts1520",2009
34,34,"Marc Turnesa",77,30,460,6.5,"Total1Putts1520",2009
43,43,"Michael Allen",73,29,394,7.4,"Total1Putts1520",2009
43,43,"Brian Davis",103,29,691,4.2,"Total1Putts1520",2009
43,43,"Todd Hamilton",83,29,443,6.5,"Total1Putts1520",2009
43,43,"Tim Herron",87,29,576,5,"Total1Putts1520",2009
43,43,"Dustin Johnson",85,29,445,6.5,"Total1Putts1520",2009
43,43,"Greg Owen",97,29,518,5.6,"Total1Putts1520",2009
43,43,"Tim Petrovic",97,29,649,4.5,"Total1Putts1520",2009
43,43,"Kevin Sutherland",96,29,522,5.6,"Total1Putts1520",2009
43,43,"Johnson Wagner",81,29,499,5.8,"Total1Putts1520",2009
43,43,"Nick Watney",86,29,491,5.9,"Total1Putts1520",2009
43,43,"Mark Wilson",99,29,635,4.6,"Total1Putts1520",2009
54,54,"Chad Campbell",90,28,493,5.7,"Total1Putts1520",2009
54,54,"Stewart Cink",79,28,421,6.7,"Total1Putts1520",2009
54,54,"Chris DiMarco",97,28,619,4.5,"Total1Putts1520",2009
54,54,"Nick OHern",90,28,601,4.7,"Total1Putts1520",2009
54,54,"Rory Sabbatini",81,28,480,5.8,"Total1Putts1520",2009
59,59,"Jonathan Byrd",89,27,531,5.1,"Total1Putts1520",2009
59,59,"Jim Furyk",86,27,506,5.3,"Total1Putts1520",2009
59,59,"Bill Haas",91,27,585,4.6,"Total1Putts1520",2009
59,59,"Zach Johnson",94,27,581,4.6,"Total1Putts1520",2009
59,59,"Pat Perez",74,27,478,5.6,"Total1Putts1520",2009
59,59,"Vaughn Taylor",88,27,568,4.8,"Total1Putts1520",2009
59,59,"Kirk Triplett",60,27,387,7,"Total1Putts1520",2009
59,59,"Scott Verplank",88,27,559,4.8,"Total1Putts1520",2009
67,67,"Alex Cejka",82,26,493,5.3,"Total1Putts1520",2009
67,67,"Ryuji Imada",85,26,530,4.9,"Total1Putts1520",2009
67,67,"Justin Leonard",95,26,546,4.8,"Total1Putts1520",2009
67,67,"Will Ma Kenzie",69,26,383,6.8,"Total1Putts1520",2009
67,67,"Hunter Mahan",94,26,543,4.8,"Total1Putts1520",2009
67,67,"John Mallinger",90,26,518,5,"Total1Putts1520",2009
67,67,"Geoff Ogilvy",78,26,439,5.9,"Total1Putts1520",2009
67,67,"Ted Purdy",101,26,622,4.2,"Total1Putts1520",2009
67,67,"Jeff Quinney",78,26,526,4.9,"Total1Putts1520",2009
67,67,"DJ Trahan",96,26,517,5,"Total1Putts1520",2009
67,67,"Mike Weir",85,26,534,4.9,"Total1Putts1520",2009
67,67,"Charlie Wi",92,26,598,4.3,"Total1Putts1520",2009
79,79,"Jason Gore",74,25,417,6,"Total1Putts1520",2009
79,79,"Spencer Levin",75,25,463,5.4,"Total1Putts1520",2009
79,79,"Bill Lunde",83,25,515,4.9,"Total1Putts1520",2009
79,79,"David Mathis",82,25,512,4.9,"Total1Putts1520",2009
79,79,"Chris Riley",77,25,500,5,"Total1Putts1520",2009
79,79,"Justin Rose",71,25,418,6,"Total1Putts1520",2009
85,85,"Kris Blanks",60,24,330,7.3,"Total1Putts1520",2009
85,85,"Mark Calcavecchia",72,24,441,5.4,"Total1Putts1520",2009
85,85,"Luke Donald",79,24,495,4.8,"Total1Putts1520",2009
85,85,"Bob Estes",78,24,521,4.6,"Total1Putts1520",2009
85,85,"Bob Heintz",59,24,393,6.1,"Total1Putts1520",2009
85,85,"Charles Howell III",99,24,559,4.3,"Total1Putts1520",2009
85,85,"Rocco Mediate",79,24,434,5.5,"Total1Putts1520",2009
85,85,"Bo Van Pelt",100,24,621,3.9,"Total1Putts1520",2009
93,93,"Eric Axley",71,23,439,5.2,"Total1Putts1520",2009
93,93,"Briny Baird",89,23,469,4.9,"Total1Putts1520",2009
93,93,"Padraig Harrington",66,23,388,5.9,"Total1Putts1520",2009
93,93,"Anthony Kim",76,23,470,4.9,"Total1Putts1520",2009
93,93,"Martin Laird",72,23,427,5.4,"Total1Putts1520",2009
93,93,"John Merrick",91,23,451,5.1,"Total1Putts1520",2009
93,93,"Corey Pavin",73,23,381,6,"Total1Putts1520",2009
93,93,"Brett Quigley",92,23,523,4.4,"Total1Putts1520",2009
93,93,"Brandt Snedeker",81,23,503,4.6,"Total1Putts1520",2009
93,93,"Bubba Watson",73,23,406,5.7,"Total1Putts1520",2009
93,93,"YE Yang",83,23,491,4.7,"Total1Putts1520",2009
104,104,"KJ Choi",65,22,339,6.5,"Total1Putts1520",2009
104,104,"Ben Curtis",63,22,350,6.3,"Total1Putts1520",2009
104,104,"Steve Elkington",70,22,397,5.5,"Total1Putts1520",2009
104,104,"Derek Fathauer",63,22,361,6.1,"Total1Putts1520",2009
104,104,"Cliff Kresge",78,22,490,4.5,"Total1Putts1520",2009
104,104,"Jeff Maggert",79,22,476,4.6,"Total1Putts1520",2009
104,104,"Ryan Moore",89,22,546,4,"Total1Putts1520",2009
104,104,"Ryan Palmer",78,22,499,4.4,"Total1Putts1520",2009
112,112,"Brad Adamonis",70,21,429,4.9,"Total1Putts1520",2009
112,112,"Jason Dufner",90,21,555,3.8,"Total1Putts1520",2009
112,112,"Ken Duke",87,21,509,4.1,"Total1Putts1520",2009
112,112,"Lee Janzen",74,21,456,4.6,"Total1Putts1520",2009
112,112,"Kent Jones",73,21,403,5.2,"Total1Putts1520",2009
112,112,"Tom Pernice Jr",82,21,545,3.9,"Total1Putts1520",2009
112,112,"Kenny Perry",92,21,542,3.9,"Total1Putts1520",2009
119,119,"Woody Austin",84,20,548,3.6,"Total1Putts1520",2009
119,119,"Aaron Baddeley",66,20,461,4.3,"Total1Putts1520",2009
119,119,"Tim Clark",81,20,455,4.4,"Total1Putts1520",2009
119,119,"Mathew Goggin",76,20,401,5,"Total1Putts1520",2009
119,119,"Colt Knost",71,20,377,5.3,"Total1Putts1520",2009
119,119,"Peter Lonard",86,20,507,3.9,"Total1Putts1520",2009
119,119,"Parker McLachlin",71,20,529,3.8,"Total1Putts1520",2009
119,119,"Jeff Overton",92,20,588,3.4,"Total1Putts1520",2009
119,119,"Chez Reavie",81,20,467,4.3,"Total1Putts1520",2009
119,119,"Steve Stricker",81,20,484,4.1,"Total1Putts1520",2009
119,119,"Boo Weekley",79,20,416,4.8,"Total1Putts1520",2009
119,119,"Matt Weibring",65,20,402,5,"Total1Putts1520",2009
131,131,"Jason Bohn",88,19,542,3.5,"Total1Putts1520",2009
131,131,"Joe Durant",62,19,293,6.5,"Total1Putts1520",2009
131,131,"Steve Flesch",77,19,431,4.4,"Total1Putts1520",2009
131,131,"Robert Garrigus",83,19,473,4,"Total1Putts1520",2009
131,131,"Retief Goosen",74,19,424,4.5,"Total1Putts1520",2009
131,131,"Paul Goydos",79,19,471,4,"Total1Putts1520",2009
131,131,"JB Holmes",74,19,423,4.5,"Total1Putts1520",2009
131,131,"John Rollins",92,19,565,3.4,"Total1Putts1520",2009
131,131,"Camilo Villegas",76,19,376,5.1,"Total1Putts1520",2009
140,140,"Glen Day",79,18,427,4.2,"Total1Putts1520",2009
140,140,"Richard Johnson",85,18,513,3.5,"Total1Putts1520",2009
140,140,"Bryce Molder",69,18,402,4.5,"Total1Putts1520",2009
143,143,"Ricky Barnes",67,17,314,5.4,"Total1Putts1520",2009
143,143,"Brian Bateman",55,17,322,5.3,"Total1Putts1520",2009
143,143,"Jason Day",61,17,389,4.4,"Total1Putts1520",2009
143,143,"Sean OHair",80,17,420,4,"Total1Putts1520",2009
143,143,"Brendon Todd",53,17,309,5.5,"Total1Putts1520",2009
143,143,"Jay Williamson",69,17,348,4.9,"Total1Putts1520",2009
149,149,"Stuart Appleby",79,16,424,3.8,"Total1Putts1520",2009
149,149,"Brad Faxon",59,16,403,4,"Total1Putts1520",2009
149,149,"Matt Jones",56,16,310,5.2,"Total1Putts1520",2009
149,149,"Casey Wittenberg",71,16,353,4.5,"Total1Putts1520",2009
153,153,"Robert Allenby",71,15,357,4.2,"Total1Putts1520",2009
153,153,"Mark Brooks",55,15,293,5.1,"Total1Putts1520",2009
153,153,"Bart Bryant",58,15,351,4.3,"Total1Putts1520",2009
153,153,"Sergio Garcia",59,15,304,4.9,"Total1Putts1520",2009
153,153,"Jarrod Lyle",65,15,314,4.8,"Total1Putts1520",2009
153,153,"Billy Mayfair",83,15,431,3.5,"Total1Putts1520",2009
153,153,"Vijay Singh",71,15,351,4.3,"Total1Putts1520",2009
153,153,"Kevin Stadler",65,15,366,4.1,"Total1Putts1520",2009
153,153,"Darron Stiles",52,15,293,5.1,"Total1Putts1520",2009
153,153,"Brian Vranesh",51,15,305,4.9,"Total1Putts1520",2009
163,163,"Angel Cabrera",55,14,290,4.8,"Total1Putts1520",2009
163,163,"David Duval",56,14,296,4.7,"Total1Putts1520",2009
163,163,"Peter Tomasulo",61,14,309,4.5,"Total1Putts1520",2009
163,163,"Gary Woodland",53,14,230,6.1,"Total1Putts1520",2009
167,167,"Greg Kraft",51,13,283,4.6,"Total1Putts1520",2009
167,167,"Tom Lehman",55,13,201,6.5,"Total1Putts1520",2009
167,167,"Ian Poulter",59,13,328,4,"Total1Putts1520",2009
167,167,"Patrick Sheehan",51,13,260,5,"Total1Putts1520",2009
167,167,"Jimmy Walker",74,13,472,2.8,"Total1Putts1520",2009
167,167,"Charles Warren",63,13,348,3.7,"Total1Putts1520",2009
173,173,"Fred Couples",54,12,284,4.2,"Total1Putts1520",2009
