"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2006","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2006","BirdieorBetterPercentageLeftRough_PLAYERNAME_2006","BirdieorBetterPercentageLeftRough_ROUNDS_2006","BirdieorBetterPercentageLeftRough_Pct_2006","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2006","BirdieorBetterPercentageLeftRough_TOTALHOLES_2006","stat_name","year"
66,66,"Adam Scott",70,15.38,12,78,"BirdieorBetterPercentageLeftRough",2006
66,66,"Patrick Sheehan",104,15.38,16,104,"BirdieorBetterPercentageLeftRough",2006
73,73,"Wes Short Jr",96,15.24,25,164,"BirdieorBetterPercentageLeftRough",2006
74,74,"Luke Donald",66,15.15,10,66,"BirdieorBetterPercentageLeftRough",2006
74,74,"Sergio Garcia",59,15.15,10,66,"BirdieorBetterPercentageLeftRough",2006
76,76,"Arron Oberholser",82,15.04,17,113,"BirdieorBetterPercentageLeftRough",2006
77,77,"Fred Funk",106,15,15,100,"BirdieorBetterPercentageLeftRough",2006
77,77,"Nathan Green",108,15,24,160,"BirdieorBetterPercentageLeftRough",2006
77,77,"Charles Howell III",96,15,24,160,"BirdieorBetterPercentageLeftRough",2006
80,80,"Steve Flesch",119,14.97,22,147,"BirdieorBetterPercentageLeftRough",2006
81,81,"Greg Owen",79,14.95,16,107,"BirdieorBetterPercentageLeftRough",2006
82,82,"Brett Quigley",109,14.91,24,161,"BirdieorBetterPercentageLeftRough",2006
83,83,"David Branshaw",98,14.81,16,108,"BirdieorBetterPercentageLeftRough",2006
83,83,"Alex Cejka",93,14.81,24,162,"BirdieorBetterPercentageLeftRough",2006
83,83,"Billy Mayfair",94,14.81,12,81,"BirdieorBetterPercentageLeftRough",2006
83,83,"Ryan Palmer",101,14.81,20,135,"BirdieorBetterPercentageLeftRough",2006
87,87,"Jim Furyk",89,14.71,10,68,"BirdieorBetterPercentageLeftRough",2006
88,88,"Brian Davis",92,14.68,16,109,"BirdieorBetterPercentageLeftRough",2006
89,89,"Shane Bertsch",104,14.58,21,144,"BirdieorBetterPercentageLeftRough",2006
89,89,"John Rollins",93,14.58,14,96,"BirdieorBetterPercentageLeftRough",2006
91,91,"Harrison Frazar",95,14.41,17,118,"BirdieorBetterPercentageLeftRough",2006
92,92,"Robert Garrigus",85,14.4,18,125,"BirdieorBetterPercentageLeftRough",2006
92,92,"Tim Herron",82,14.4,18,125,"BirdieorBetterPercentageLeftRough",2006
94,94,"Joe Durant",101,14.29,14,98,"BirdieorBetterPercentageLeftRough",2006
94,94,"Paul Goydos",72,14.29,12,84,"BirdieorBetterPercentageLeftRough",2006
94,94,"Scott Verplank",88,14.29,8,56,"BirdieorBetterPercentageLeftRough",2006
97,97,"John Huston",74,14.16,16,113,"BirdieorBetterPercentageLeftRough",2006
98,98,"Paul Azinger",87,14.05,17,121,"BirdieorBetterPercentageLeftRough",2006
99,99,"Chad Campbell",91,14.04,16,114,"BirdieorBetterPercentageLeftRough",2006
100,100,"Todd Fischer",101,14,21,150,"BirdieorBetterPercentageLeftRough",2006
101,101,"Paul Stankowski",70,13.86,14,101,"BirdieorBetterPercentageLeftRough",2006
102,102,"Justin Leonard",83,13.75,11,80,"BirdieorBetterPercentageLeftRough",2006
103,103,"Trevor Immelman",86,13.73,14,102,"BirdieorBetterPercentageLeftRough",2006
104,104,"David Duval",71,13.64,18,132,"BirdieorBetterPercentageLeftRough",2006
104,104,"David Howell",52,13.64,6,44,"BirdieorBetterPercentageLeftRough",2006
106,106,"Retief Goosen",68,13.51,15,111,"BirdieorBetterPercentageLeftRough",2006
107,107,"Tjaart van der Walt",60,13.43,9,67,"BirdieorBetterPercentageLeftRough",2006
108,108,"Todd Hamilton",72,13.41,11,82,"BirdieorBetterPercentageLeftRough",2006
109,109,"David McKenzie",82,13.4,13,97,"BirdieorBetterPercentageLeftRough",2006
109,109,"Mark Wilson",79,13.4,13,97,"BirdieorBetterPercentageLeftRough",2006
111,111,"Kenny Perry",73,13.33,14,105,"BirdieorBetterPercentageLeftRough",2006
112,112,"Lee Janzen",79,13.29,19,143,"BirdieorBetterPercentageLeftRough",2006
113,113,"Rod Pampling",89,13.27,15,113,"BirdieorBetterPercentageLeftRough",2006
114,114,"John Cook",67,13.25,11,83,"BirdieorBetterPercentageLeftRough",2006
115,115,"Mike Weir",88,13.16,15,114,"BirdieorBetterPercentageLeftRough",2006
116,116,"Joe Ogilvie",95,13.1,19,145,"BirdieorBetterPercentageLeftRough",2006
117,117,"Tim Petrovic",95,13.01,16,123,"BirdieorBetterPercentageLeftRough",2006
118,118,"Ryan Moore",68,13,13,100,"BirdieorBetterPercentageLeftRough",2006
119,119,"Jeff Gove",91,12.95,18,139,"BirdieorBetterPercentageLeftRough",2006
120,120,"Robert Damron",91,12.93,15,116,"BirdieorBetterPercentageLeftRough",2006
121,121,"Phil Mickelson",74,12.9,12,93,"BirdieorBetterPercentageLeftRough",2006
122,122,"Ian Poulter",53,12.82,5,39,"BirdieorBetterPercentageLeftRough",2006
122,122,"Joey Sindelar",90,12.82,15,117,"BirdieorBetterPercentageLeftRough",2006
122,122,"Hidemichi Tanaka",74,12.82,15,117,"BirdieorBetterPercentageLeftRough",2006
125,125,"Eric Axley",91,12.69,17,134,"BirdieorBetterPercentageLeftRough",2006
126,126,"Carlos Franco",86,12.65,21,166,"BirdieorBetterPercentageLeftRough",2006
127,127,"Bob Estes",85,12.63,12,95,"BirdieorBetterPercentageLeftRough",2006
127,127,"Brandt Jobe",91,12.63,12,95,"BirdieorBetterPercentageLeftRough",2006
127,127,"Len Mattiace",59,12.63,12,95,"BirdieorBetterPercentageLeftRough",2006
130,130,"Jeff Sluman",101,12.59,17,135,"BirdieorBetterPercentageLeftRough",2006
131,131,"Kent Jones",103,12.5,15,120,"BirdieorBetterPercentageLeftRough",2006
131,131,"Jerry Smith",94,12.5,11,88,"BirdieorBetterPercentageLeftRough",2006
131,131,"Bob Tway",81,12.5,16,128,"BirdieorBetterPercentageLeftRough",2006
134,134,"John Engler Jr",69,12.39,14,113,"BirdieorBetterPercentageLeftRough",2006
135,135,"Craig Barlow",77,12.37,12,97,"BirdieorBetterPercentageLeftRough",2006
136,136,"Tag Ridings",103,12.36,22,178,"BirdieorBetterPercentageLeftRough",2006
137,137,"Zach Johnson",98,12.24,12,98,"BirdieorBetterPercentageLeftRough",2006
137,137,"Jeff Overton",95,12.24,18,147,"BirdieorBetterPercentageLeftRough",2006
139,139,"KJ Choi",93,12.17,14,115,"BirdieorBetterPercentageLeftRough",2006
139,139,"Chris Couch",75,12.17,14,115,"BirdieorBetterPercentageLeftRough",2006
141,141,"Geoff Ogilvy",76,12.09,11,91,"BirdieorBetterPercentageLeftRough",2006
142,142,"Brad Faxon",78,12.03,16,133,"BirdieorBetterPercentageLeftRough",2006
143,143,"Matt Hansen",68,11.86,14,118,"BirdieorBetterPercentageLeftRough",2006
144,144,"Brian Bateman",69,11.82,13,110,"BirdieorBetterPercentageLeftRough",2006
145,145,"Ben Curtis",86,11.7,11,94,"BirdieorBetterPercentageLeftRough",2006
145,145,"Danny Ellis",68,11.7,11,94,"BirdieorBetterPercentageLeftRough",2006
147,147,"Brian Gay",107,11.68,16,137,"BirdieorBetterPercentageLeftRough",2006
148,148,"Nicholas Thompson",96,11.63,15,129,"BirdieorBetterPercentageLeftRough",2006
149,149,"Olin Browne",108,11.61,18,155,"BirdieorBetterPercentageLeftRough",2006
150,150,"Arjun Atwal",97,11.59,16,138,"BirdieorBetterPercentageLeftRough",2006
151,151,"Kris Cox",83,11.57,14,121,"BirdieorBetterPercentageLeftRough",2006
152,152,"Jason Bohn",104,11.5,13,113,"BirdieorBetterPercentageLeftRough",2006
153,153,"Woody Austin",107,11.27,16,142,"BirdieorBetterPercentageLeftRough",2006
154,154,"Michael Connell",51,11.11,7,63,"BirdieorBetterPercentageLeftRough",2006
154,154,"Richard Johnson",94,11.11,14,126,"BirdieorBetterPercentageLeftRough",2006
156,156,"Hunter Mahan",98,10.94,14,128,"BirdieorBetterPercentageLeftRough",2006
157,157,"Duffy Waldorf",96,10.92,13,119,"BirdieorBetterPercentageLeftRough",2006
158,158,"Chris DiMarco",83,10.87,10,92,"BirdieorBetterPercentageLeftRough",2006
159,159,"DJ Trahan",92,10.85,14,129,"BirdieorBetterPercentageLeftRough",2006
160,160,"Aaron Baddeley",78,10.78,11,102,"BirdieorBetterPercentageLeftRough",2006
161,161,"Mark Brooks",90,10.71,12,112,"BirdieorBetterPercentageLeftRough",2006
161,161,"Jerry Kelly",100,10.71,12,112,"BirdieorBetterPercentageLeftRough",2006
163,163,"Shaun Micheel",96,10.69,14,131,"BirdieorBetterPercentageLeftRough",2006
164,164,"John Senden",96,10.66,13,122,"BirdieorBetterPercentageLeftRough",2006
165,165,"Lucas Glover",105,10.56,17,161,"BirdieorBetterPercentageLeftRough",2006
166,166,"JL Lewis",57,10.39,8,77,"BirdieorBetterPercentageLeftRough",2006
167,167,"Will Ma Kenzie",91,10.26,12,117,"BirdieorBetterPercentageLeftRough",2006
168,168,"Jonathan Byrd",66,10.13,8,79,"BirdieorBetterPercentageLeftRough",2006
169,169,"Ben Crane",85,10.11,9,89,"BirdieorBetterPercentageLeftRough",2006
170,170,"Billy Andrade",78,10.09,11,109,"BirdieorBetterPercentageLeftRough",2006
171,171,"Jason Schultz",77,10,11,110,"BirdieorBetterPercentageLeftRough",2006
172,172,"Corey Pavin",74,9.86,7,71,"BirdieorBetterPercentageLeftRough",2006
173,173,"Ryuji Imada",105,9.84,18,183,"BirdieorBetterPercentageLeftRough",2006
174,174,"Ian Leggatt",80,9.66,14,145,"BirdieorBetterPercentageLeftRough",2006
174,174,"Steve Lowery",99,9.66,14,145,"BirdieorBetterPercentageLeftRough",2006
176,176,"Jonathan Kaye",95,9.65,11,114,"BirdieorBetterPercentageLeftRough",2006
177,177,"Robert Gamez",94,9.62,10,104,"BirdieorBetterPercentageLeftRough",2006
178,178,"Jimmy Walker",60,9.57,11,115,"BirdieorBetterPercentageLeftRough",2006
179,179,"Stewart Cink",93,9.52,12,126,"BirdieorBetterPercentageLeftRough",2006
180,180,"Jeff Maggert",81,9.48,11,116,"BirdieorBetterPercentageLeftRough",2006
181,181,"Greg Kraft",79,9.47,9,95,"BirdieorBetterPercentageLeftRough",2006
182,182,"JJ Henry",96,9.35,13,139,"BirdieorBetterPercentageLeftRough",2006
183,183,"Greg Chalmers",71,9.09,8,88,"BirdieorBetterPercentageLeftRough",2006
184,184,"Steve Jones",83,9,9,100,"BirdieorBetterPercentageLeftRough",2006
185,185,"Omar Uresti",61,8.97,7,78,"BirdieorBetterPercentageLeftRough",2006
186,186,"Steve Elkington",52,8.77,5,57,"BirdieorBetterPercentageLeftRough",2006
187,187,"Larry Mize",53,8.62,5,58,"BirdieorBetterPercentageLeftRough",2006
188,188,"Ryan Hietala",61,8.55,10,117,"BirdieorBetterPercentageLeftRough",2006
189,189,"Jose Maria Olazabal",62,8.51,4,47,"BirdieorBetterPercentageLeftRough",2006
190,190,"Doug Barron",74,8.33,9,108,"BirdieorBetterPercentageLeftRough",2006
191,191,"Jon Mills",68,7.84,8,102,"BirdieorBetterPercentageLeftRough",2006
192,192,"Ron Whittaker",81,7.69,6,78,"BirdieorBetterPercentageLeftRough",2006
193,193,"Brent Geiberger",99,7.46,10,134,"BirdieorBetterPercentageLeftRough",2006
194,194,"Stephen Ames",63,7.06,6,85,"BirdieorBetterPercentageLeftRough",2006
195,195,"Stephen Leaney",84,5.56,7,126,"BirdieorBetterPercentageLeftRough",2006
195,195,"Thomas Levet",53,5.56,4,72,"BirdieorBetterPercentageLeftRough",2006
