"Approach250275yardsRTP_RANKTHISWEEK_2010","Approach250275yardsRTP_RANKLASTWEEK_2010","Approach250275yardsRTP_PLAYERNAME_2010","Approach250275yardsRTP_ROUNDS_2010","Approach250275yardsRTP_AVGRTP_2010","stat_name","year"
1,1,"Matt Bettencourt",91,-0.92,"Approach250275yardsRTP",2010
2,2,"Rory Sabbatini",79,-0.85,"Approach250275yardsRTP",2010
3,3,"Steve Flesch",78,-0.833,"Approach250275yardsRTP",2010
4,4,"Justin Bolli",55,-0.813,"Approach250275yardsRTP",2010
5,5,"Paul Stankowski",62,-0.806,"Approach250275yardsRTP",2010
6,6,"Rich Barcelo",70,-0.8,"Approach250275yardsRTP",2010
7,7,"Bubba Watson",77,-0.786,"Approach250275yardsRTP",2010
8,8,"Stewart Cink",84,-0.769,"Approach250275yardsRTP",2010
9,9,"Blake Adams",84,-0.765,"Approach250275yardsRTP",2010
10,10,"Justin Leonard",89,-0.762,"Approach250275yardsRTP",2010
11,11,"Steve Elkington",74,-0.75,"Approach250275yardsRTP",2010
11,11,"Bill Haas",87,-0.75,"Approach250275yardsRTP",2010
11,11,"Brandt Snedeker",89,-0.75,"Approach250275yardsRTP",2010
14,14,"Justin Rose",78,-0.739,"Approach250275yardsRTP",2010
15,15,"Geoff Ogilvy",62,-0.733,"Approach250275yardsRTP",2010
15,15,"Ryan Palmer",84,-0.733,"Approach250275yardsRTP",2010
17,17,"Charley Hoffman",85,-0.727,"Approach250275yardsRTP",2010
17,17,"Cliff Kresge",50,-0.727,"Approach250275yardsRTP",2010
19,19,"Phil Mickelson",76,-0.722,"Approach250275yardsRTP",2010
20,20,"Charles Howell III",103,-0.719,"Approach250275yardsRTP",2010
21,21,"Jeff Gove",57,-0.714,"Approach250275yardsRTP",2010
22,22,"Woody Austin",93,-0.697,"Approach250275yardsRTP",2010
23,23,"Alex Prugh",88,-0.696,"Approach250275yardsRTP",2010
24,24,"Michael Sim",64,-0.692,"Approach250275yardsRTP",2010
25,25,"Jason Dufner",87,-0.688,"Approach250275yardsRTP",2010
26,26,"Henrik Bjornstad",72,-0.679,"Approach250275yardsRTP",2010
26,26,"Joe Ogilvie",99,-0.679,"Approach250275yardsRTP",2010
28,28,"Trevor Immelman",55,-0.667,"Approach250275yardsRTP",2010
28,28,"Shaun Micheel",70,-0.667,"Approach250275yardsRTP",2010
28,28,"Ryan Moore",80,-0.667,"Approach250275yardsRTP",2010
31,31,"JB Holmes",100,-0.657,"Approach250275yardsRTP",2010
31,31,"John Senden",103,-0.657,"Approach250275yardsRTP",2010
33,33,"Mathew Goggin",85,-0.656,"Approach250275yardsRTP",2010
34,34,"Michael Bradley",77,-0.65,"Approach250275yardsRTP",2010
34,34,"Jason Day",82,-0.65,"Approach250275yardsRTP",2010
36,36,"Rod Pampling",77,-0.649,"Approach250275yardsRTP",2010
37,37,"Luke Donald",71,-0.647,"Approach250275yardsRTP",2010
37,37,"Mike Weir",59,-0.647,"Approach250275yardsRTP",2010
39,39,"Kevin Sutherland",86,-0.643,"Approach250275yardsRTP",2010
40,40,"Troy Merritt",86,-0.636,"Approach250275yardsRTP",2010
41,41,"Vaughn Taylor",87,-0.633,"Approach250275yardsRTP",2010
42,42,"Retief Goosen",75,-0.632,"Approach250275yardsRTP",2010
42,42,"Steve Marino",81,-0.632,"Approach250275yardsRTP",2010
44,44,"DJ Trahan",92,-0.63,"Approach250275yardsRTP",2010
45,45,"Briny Baird",87,-0.629,"Approach250275yardsRTP",2010
46,46,"Chris Tidland",77,-0.621,"Approach250275yardsRTP",2010
47,47,"Paul Casey",64,-0.615,"Approach250275yardsRTP",2010
47,47,"Bob Estes",79,-0.615,"Approach250275yardsRTP",2010
49,49,"Ben Crane",85,-0.609,"Approach250275yardsRTP",2010
49,49,"Greg Owen",69,-0.609,"Approach250275yardsRTP",2010
49,49,"Carl Pettersson",99,-0.609,"Approach250275yardsRTP",2010
