"YTDSubParRoundsStreak_RANKTHISWEEK_2008","YTDSubParRoundsStreak_RANKLASTWEEK_2008","YTDSubParRoundsStreak_PLAYERNAME_2008","YTDSubParRoundsStreak__2008","YTDSubParRoundsStreak_VALUE_2008","stat_name","year"
1,1,"Kenny Perry",NA,16,"YTDSubParRoundsStreak",2008
2,2,"Woody Austin",NA,14,"YTDSubParRoundsStreak",2008
3,3,"Brian Gay",NA,11,"YTDSubParRoundsStreak",2008
3,3,"Michael Letzig",NA,11,"YTDSubParRoundsStreak",2008
3,3,"Bubba Watson",NA,11,"YTDSubParRoundsStreak",2008
6,6,"Ken Duke",NA,10,"YTDSubParRoundsStreak",2008
6,6,"Billy Mayfair",NA,10,"YTDSubParRoundsStreak",2008
6,6,"Kevin Streelman",NA,10,"YTDSubParRoundsStreak",2008
6,6,"Scott Verplank",NA,10,"YTDSubParRoundsStreak",2008
6,6,"Mark Wilson",NA,10,"YTDSubParRoundsStreak",2008
11,11,"Tommy Armour III",NA,9,"YTDSubParRoundsStreak",2008
11,11,"Chad Campbell",NA,9,"YTDSubParRoundsStreak",2008
11,11,"Sergio Garcia",NA,9,"YTDSubParRoundsStreak",2008
11,11,"Kevin Na",NA,9,"YTDSubParRoundsStreak",2008
11,11,"Chez Reavie",NA,9,"YTDSubParRoundsStreak",2008
11,11,"Nick Watney",NA,9,"YTDSubParRoundsStreak",2008
11,11,"Charlie Wi",NA,9,"YTDSubParRoundsStreak",2008
18,18,"Stewart Cink",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Marco Dawson",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Steve Elkington",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Mathew Goggin",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Bill Haas",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Dustin Johnson",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Justin Leonard",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Davis Love III",NA,8,"YTDSubParRoundsStreak",2008
18,18,"George McNeill",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Brett Quigley",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Vijay Singh",NA,8,"YTDSubParRoundsStreak",2008
18,18,"Kevin Sutherland",NA,8,"YTDSubParRoundsStreak",2008
