"Back9Par5ScoringAverage_RANKTHISWEEK_2015","Back9Par5ScoringAverage_RANKLASTWEEK_2015","Back9Par5ScoringAverage_PLAYERNAME_2015","Back9Par5ScoringAverage_ROUNDS_2015","Back9Par5ScoringAverage_AVG_2015","Back9Par5ScoringAverage_TOTALSTROKES_2015","Back9Par5ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Bubba Watson",71,4.45,529,119,"Back9Par5ScoringAverage",2015
2,2,"Justin Thomas",106,4.46,794,178,"Back9Par5ScoringAverage",2015
3,3,"Justin Rose",69,4.47,478,107,"Back9Par5ScoringAverage",2015
4,4,"Brooks Koepka",84,4.5,590,131,"Back9Par5ScoringAverage",2015
5,5,"Dustin Johnson",75,4.51,532,118,"Back9Par5ScoringAverage",2015
6,6,"Angel Cabrera",53,4.52,407,90,"Back9Par5ScoringAverage",2015
7,7,"Charley Hoffman",97,4.54,722,159,"Back9Par5ScoringAverage",2015
8,8,"Daniel Berger",97,4.55,710,156,"Back9Par5ScoringAverage",2015
8,8,"Zach Johnson",90,4.55,601,132,"Back9Par5ScoringAverage",2015
8,8,"Jimmy Walker",89,4.55,628,138,"Back9Par5ScoringAverage",2015
11,11,"Jason Day",75,4.56,566,124,"Back9Par5ScoringAverage",2015
11,11,"Jim Herman",88,4.56,675,148,"Back9Par5ScoringAverage",2015
11,11,"Charles Howell III",105,4.56,826,181,"Back9Par5ScoringAverage",2015
14,14,"Steven Alker",62,4.57,475,104,"Back9Par5ScoringAverage",2015
14,14,"Roberto Castro",54,4.57,379,83,"Back9Par5ScoringAverage",2015
14,14,"JB Holmes",89,4.57,699,153,"Back9Par5ScoringAverage",2015
14,14,"Matt Jones",89,4.57,708,155,"Back9Par5ScoringAverage",2015
14,14,"Matt Kuchar",97,4.57,717,157,"Back9Par5ScoringAverage",2015
14,14,"George McNeill",93,4.57,704,154,"Back9Par5ScoringAverage",2015
14,14,"Alex Prugh",84,4.57,645,141,"Back9Par5ScoringAverage",2015
21,21,"Aaron Baddeley",76,4.58,554,121,"Back9Par5ScoringAverage",2015
21,21,"Keegan Bradley",87,4.58,664,145,"Back9Par5ScoringAverage",2015
21,21,"Graham DeLaet",65,4.58,513,112,"Back9Par5ScoringAverage",2015
21,21,"Jamie Donaldson",50,4.58,353,77,"Back9Par5ScoringAverage",2015
21,21,"Phil Mickelson",70,4.58,536,117,"Back9Par5ScoringAverage",2015
21,21,"Carlos Ortiz",100,4.58,770,168,"Back9Par5ScoringAverage",2015
27,27,"Webb Simpson",81,4.59,564,123,"Back9Par5ScoringAverage",2015
27,27,"Brandt Snedeker",98,4.59,702,153,"Back9Par5ScoringAverage",2015
29,29,"Stewart Cink",77,4.6,593,129,"Back9Par5ScoringAverage",2015
29,29,"Adam Scott",51,4.6,345,75,"Back9Par5ScoringAverage",2015
31,31,"Charlie Beljan",76,4.61,562,122,"Back9Par5ScoringAverage",2015
31,31,"Erik Compton",86,4.61,687,149,"Back9Par5ScoringAverage",2015
31,31,"Harris English",105,4.61,747,162,"Back9Par5ScoringAverage",2015
31,31,"Tony Finau",106,4.61,834,181,"Back9Par5ScoringAverage",2015
31,31,"Rickie Fowler",76,4.61,539,117,"Back9Par5ScoringAverage",2015
31,31,"Jordan Spieth",91,4.61,673,146,"Back9Par5ScoringAverage",2015
31,31,"Brendan Steele",88,4.61,682,148,"Back9Par5ScoringAverage",2015
31,31,"Henrik Stenson",63,4.61,456,99,"Back9Par5ScoringAverage",2015
39,39,"Martin Flores",95,4.62,707,153,"Back9Par5ScoringAverage",2015
39,39,"Sergio Garcia",59,4.62,420,91,"Back9Par5ScoringAverage",2015
39,39,"Hideki Matsuyama",95,4.62,721,156,"Back9Par5ScoringAverage",2015
39,39,"Hudson Swafford",97,4.62,730,158,"Back9Par5ScoringAverage",2015
39,39,"Camilo Villegas",83,4.62,614,133,"Back9Par5ScoringAverage",2015
44,44,"Chad Campbell",97,4.63,754,163,"Back9Par5ScoringAverage",2015
44,44,"Bill Haas",89,4.63,653,141,"Back9Par5ScoringAverage",2015
44,44,"Tom Hoge",83,4.63,611,132,"Back9Par5ScoringAverage",2015
44,44,"Jason Kokrak",88,4.63,666,144,"Back9Par5ScoringAverage",2015
44,44,"Scott Langley",94,4.63,723,156,"Back9Par5ScoringAverage",2015
44,44,"Marc Leishman",74,4.63,505,109,"Back9Par5ScoringAverage",2015
44,44,"Scott Piercy",90,4.63,731,158,"Back9Par5ScoringAverage",2015
44,44,"Shawn Stefani",94,4.63,750,162,"Back9Par5ScoringAverage",2015
52,52,"Ernie Els",57,4.64,436,94,"Back9Par5ScoringAverage",2015
52,52,"Billy Horschel",99,4.64,752,162,"Back9Par5ScoringAverage",2015
52,52,"Hunter Mahan",88,4.64,686,148,"Back9Par5ScoringAverage",2015
52,52,"Jeff Overton",94,4.64,705,152,"Back9Par5ScoringAverage",2015
52,52,"Pat Perez",96,4.64,812,175,"Back9Par5ScoringAverage",2015
52,52,"Ian Poulter",68,4.64,483,104,"Back9Par5ScoringAverage",2015
52,52,"Charl Schwartzel",67,4.64,464,100,"Back9Par5ScoringAverage",2015
52,52,"Vijay Singh",78,4.64,617,133,"Back9Par5ScoringAverage",2015
52,52,"Steve Wheatcroft",87,4.64,668,144,"Back9Par5ScoringAverage",2015
61,61,"Jason Bohn",95,4.65,758,163,"Back9Par5ScoringAverage",2015
61,61,"JJ Henry",94,4.65,730,157,"Back9Par5ScoringAverage",2015
61,61,"John Peterson",84,4.65,655,141,"Back9Par5ScoringAverage",2015
61,61,"John Senden",80,4.65,586,126,"Back9Par5ScoringAverage",2015
61,61,"Byron Smith",59,4.65,446,96,"Back9Par5ScoringAverage",2015
61,61,"Jhonattan Vegas",90,4.65,683,147,"Back9Par5ScoringAverage",2015
67,67,"Chad Collins",79,4.66,624,134,"Back9Par5ScoringAverage",2015
67,67,"Brian Harman",90,4.66,657,141,"Back9Par5ScoringAverage",2015
67,67,"John Huh",102,4.66,801,172,"Back9Par5ScoringAverage",2015
67,67,"Kevin Kisner",104,4.66,802,172,"Back9Par5ScoringAverage",2015
67,67,"Seung Yul Noh",65,4.66,541,116,"Back9Par5ScoringAverage",2015
67,67,"Cameron Tringale",96,4.66,741,159,"Back9Par5ScoringAverage",2015
67,67,"Boo Weekley",79,4.66,610,131,"Back9Par5ScoringAverage",2015
74,74,"Steven Bowditch",103,4.67,790,169,"Back9Par5ScoringAverage",2015
74,74,"Morgan Hoffmann",85,4.67,663,142,"Back9Par5ScoringAverage",2015
74,74,"Jerry Kelly",79,4.67,574,123,"Back9Par5ScoringAverage",2015
74,74,"Martin Laird",77,4.67,603,129,"Back9Par5ScoringAverage",2015
74,74,"Danny Lee",120,4.67,916,196,"Back9Par5ScoringAverage",2015
74,74,"Justin Leonard",61,4.67,472,101,"Back9Par5ScoringAverage",2015
74,74,"Ryan Moore",81,4.67,663,142,"Back9Par5ScoringAverage",2015
74,74,"Cameron Percy",72,4.67,560,120,"Back9Par5ScoringAverage",2015
74,74,"Patrick Reed",103,4.67,794,170,"Back9Par5ScoringAverage",2015
74,74,"Rory Sabbatini",81,4.67,649,139,"Back9Par5ScoringAverage",2015
74,74,"Sam Saunders",83,4.67,658,141,"Back9Par5ScoringAverage",2015
74,74,"Daniel Summerhays",101,4.67,780,167,"Back9Par5ScoringAverage",2015
74,74,"Mark Wilson",89,4.67,668,143,"Back9Par5ScoringAverage",2015
87,87,"Zac Blair",108,4.68,805,172,"Back9Par5ScoringAverage",2015
87,87,"Jonathan Byrd",69,4.68,520,111,"Back9Par5ScoringAverage",2015
87,87,"William McGirt",103,4.68,810,173,"Back9Par5ScoringAverage",2015
87,87,"Francesco Molinari",56,4.68,398,85,"Back9Par5ScoringAverage",2015
