"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2016","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2016","BirdieorBetterPercentage150175ya_PLAYERNAME_2016","BirdieorBetterPercentage150175ya_ROUNDS_2016","BirdieorBetterPercentage150175ya_Pct_2016","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2016","BirdieorBetterPercentage150175ya_TOTALHOLES_2016","stat_name","year"
1,1,"Shane Bertsch",30,27.12,16,59,"BirdieorBetterPercentage150175ya",2016
2,2,"Dustin Johnson",37,26.23,16,61,"BirdieorBetterPercentage150175ya",2016
3,4,"Kelly Kraft",35,23.81,15,63,"BirdieorBetterPercentage150175ya",2016
4,5,"John Huh",51,23.3,41,176,"BirdieorBetterPercentage150175ya",2016
5,6,"Graeme McDowell",33,22.83,21,92,"BirdieorBetterPercentage150175ya",2016
6,7,"Bubba Watson",30,22.81,13,57,"BirdieorBetterPercentage150175ya",2016
7,8,"Kevin Na",52,22.48,29,129,"BirdieorBetterPercentage150175ya",2016
8,9,"Kyle Stanley",57,22.22,42,189,"BirdieorBetterPercentage150175ya",2016
9,13,"Brandt Snedeker",47,20.54,23,112,"BirdieorBetterPercentage150175ya",2016
10,11,"Danny Lee",53,20.51,24,117,"BirdieorBetterPercentage150175ya",2016
10,3,"Rory McIlroy",37,20.51,16,78,"BirdieorBetterPercentage150175ya",2016
12,10,"Graham DeLaet",50,20.36,34,167,"BirdieorBetterPercentage150175ya",2016
13,18,"Michael Thompson",46,20.18,23,114,"BirdieorBetterPercentage150175ya",2016
14,19,"Jamie Lovemark",57,19.68,37,188,"BirdieorBetterPercentage150175ya",2016
15,21,"Vaughn Taylor",30,19.48,15,77,"BirdieorBetterPercentage150175ya",2016
16,14,"Steve Marino",40,19.32,17,88,"BirdieorBetterPercentage150175ya",2016
16,15,"Rob Oppenheim",37,19.32,17,88,"BirdieorBetterPercentage150175ya",2016
18,23,"Ricky Barnes",57,19.21,34,177,"BirdieorBetterPercentage150175ya",2016
19,28,"Will Wilcox",47,19.12,26,136,"BirdieorBetterPercentage150175ya",2016
20,36,"Daniel Berger",52,19.08,25,131,"BirdieorBetterPercentage150175ya",2016
21,15,"Davis Love III",40,19.01,23,121,"BirdieorBetterPercentage150175ya",2016
22,25,"William McGirt",54,18.99,34,179,"BirdieorBetterPercentage150175ya",2016
23,30,"Patton Kizzire",57,18.97,33,174,"BirdieorBetterPercentage150175ya",2016
24,22,"Ryan Moore",40,18.81,19,101,"BirdieorBetterPercentage150175ya",2016
25,52,"James Hahn",45,18.7,23,123,"BirdieorBetterPercentage150175ya",2016
26,31,"Dicky Pride",33,18.67,14,75,"BirdieorBetterPercentage150175ya",2016
27,15,"Angel Cabrera",42,18.64,22,118,"BirdieorBetterPercentage150175ya",2016
28,26,"Derek Fathauer",58,18.62,27,145,"BirdieorBetterPercentage150175ya",2016
29,32,"Miguel Angel Carballo",24,18.6,8,43,"BirdieorBetterPercentage150175ya",2016
29,32,"Andrew Landry",24,18.6,8,43,"BirdieorBetterPercentage150175ya",2016
31,34,"Jason Day",36,18.57,13,70,"BirdieorBetterPercentage150175ya",2016
32,24,"Jason Kokrak",52,18.54,28,151,"BirdieorBetterPercentage150175ya",2016
33,29,"Kevin Streelman",46,18.45,19,103,"BirdieorBetterPercentage150175ya",2016
34,37,"Ben Crane",48,18.44,26,141,"BirdieorBetterPercentage150175ya",2016
35,20,"Chris Stroud",52,18.38,25,136,"BirdieorBetterPercentage150175ya",2016
36,27,"Jason Bohn",37,18.29,15,82,"BirdieorBetterPercentage150175ya",2016
37,12,"JB Holmes",39,18.07,15,83,"BirdieorBetterPercentage150175ya",2016
37,39,"Nick Taylor",57,18.07,30,166,"BirdieorBetterPercentage150175ya",2016
39,46,"Justin Thomas",53,17.91,24,134,"BirdieorBetterPercentage150175ya",2016
40,44,"Zac Blair",56,17.86,25,140,"BirdieorBetterPercentage150175ya",2016
41,42,"Kevin Kisner",49,17.74,22,124,"BirdieorBetterPercentage150175ya",2016
42,70,"David Toms",38,17.71,17,96,"BirdieorBetterPercentage150175ya",2016
43,38,"Webb Simpson",34,17.7,20,113,"BirdieorBetterPercentage150175ya",2016
44,39,"Steven Bowditch",40,17.65,15,85,"BirdieorBetterPercentage150175ya",2016
45,46,"Brendan Steele",48,17.61,28,159,"BirdieorBetterPercentage150175ya",2016
46,35,"Retief Goosen",37,17.59,19,108,"BirdieorBetterPercentage150175ya",2016
47,43,"Bronson Burgoon",53,17.46,22,126,"BirdieorBetterPercentage150175ya",2016
48,50,"Troy Merritt",41,17.2,16,93,"BirdieorBetterPercentage150175ya",2016
49,53,"Chez Reavie",56,17.03,31,182,"BirdieorBetterPercentage150175ya",2016
50,54,"Brice Garnett",29,16.98,9,53,"BirdieorBetterPercentage150175ya",2016
51,56,"Brian Gay",22,16.92,11,65,"BirdieorBetterPercentage150175ya",2016
52,45,"Kevin Chappell",49,16.77,27,161,"BirdieorBetterPercentage150175ya",2016
53,49,"Morgan Hoffmann",43,16.67,21,126,"BirdieorBetterPercentage150175ya",2016
53,61,"Whee Kim",54,16.67,28,168,"BirdieorBetterPercentage150175ya",2016
53,41,"Hideki Matsuyama",40,16.67,15,90,"BirdieorBetterPercentage150175ya",2016
56,57,"Harold Varner III",58,16.48,29,176,"BirdieorBetterPercentage150175ya",2016
57,54,"Greg Owen",56,16.46,27,164,"BirdieorBetterPercentage150175ya",2016
58,62,"Russell Henley",42,16.44,24,146,"BirdieorBetterPercentage150175ya",2016
59,58,"Emiliano Grillo",47,16.39,20,122,"BirdieorBetterPercentage150175ya",2016
60,59,"Brett Stegmaier",57,16.37,28,171,"BirdieorBetterPercentage150175ya",2016
61,63,"Jimmy Walker",43,16.36,18,110,"BirdieorBetterPercentage150175ya",2016
62,67,"Scott Brown",59,16.11,24,149,"BirdieorBetterPercentage150175ya",2016
63,59,"Kyle Reifers",63,16.07,27,168,"BirdieorBetterPercentage150175ya",2016
64,48,"Adam Scott",39,15.96,15,94,"BirdieorBetterPercentage150175ya",2016
65,71,"Jonas Blixt",46,15.91,21,132,"BirdieorBetterPercentage150175ya",2016
66,51,"Fabian Gomez",49,15.89,24,151,"BirdieorBetterPercentage150175ya",2016
67,68,"Vijay Singh",42,15.7,19,121,"BirdieorBetterPercentage150175ya",2016
68,72,"Brian Harman",60,15.66,26,166,"BirdieorBetterPercentage150175ya",2016
69,73,"Russell Knox",48,15.63,15,96,"BirdieorBetterPercentage150175ya",2016
70,65,"Cameron Tringale",47,15.54,23,148,"BirdieorBetterPercentage150175ya",2016
71,75,"Keegan Bradley",40,15.45,17,110,"BirdieorBetterPercentage150175ya",2016
72,76,"Jon Curran",55,15.44,23,149,"BirdieorBetterPercentage150175ya",2016
73,77,"KJ Choi",47,15.38,24,156,"BirdieorBetterPercentage150175ya",2016
73,77,"Lucas Lee",22,15.38,6,39,"BirdieorBetterPercentage150175ya",2016
73,64,"Sam Saunders",40,15.38,14,91,"BirdieorBetterPercentage150175ya",2016
73,77,"Steve Stricker",25,15.38,12,78,"BirdieorBetterPercentage150175ya",2016
73,66,"Gary Woodland",45,15.38,20,130,"BirdieorBetterPercentage150175ya",2016
78,83,"Matt Kuchar",46,15.2,19,125,"BirdieorBetterPercentage150175ya",2016
79,80,"Phil Mickelson",37,15,15,100,"BirdieorBetterPercentage150175ya",2016
79,88,"Pat Perez",28,15,12,80,"BirdieorBetterPercentage150175ya",2016
81,93,"Tyrone Van Aswegen",67,14.98,31,207,"BirdieorBetterPercentage150175ya",2016
82,89,"Jerry Kelly",44,14.95,16,107,"BirdieorBetterPercentage150175ya",2016
82,69,"Patrick Reed",53,14.95,16,107,"BirdieorBetterPercentage150175ya",2016
84,95,"Michael Kim",62,14.89,28,188,"BirdieorBetterPercentage150175ya",2016
85,81,"DH Lee",35,14.86,11,74,"BirdieorBetterPercentage150175ya",2016
86,91,"John Senden",48,14.84,23,155,"BirdieorBetterPercentage150175ya",2016
87,82,"Jamie Donaldson",28,14.75,9,61,"BirdieorBetterPercentage150175ya",2016
88,84,"Shane Lowry",35,14.71,10,68,"BirdieorBetterPercentage150175ya",2016
89,96,"Andres Romero",22,14.63,6,41,"BirdieorBetterPercentage150175ya",2016
90,97,"Abraham Ancer",26,14.58,7,48,"BirdieorBetterPercentage150175ya",2016
90,97,"Aaron Baddeley",51,14.58,21,144,"BirdieorBetterPercentage150175ya",2016
90,116,"Henrik Norlander",41,14.58,14,96,"BirdieorBetterPercentage150175ya",2016
90,97,"Carl Pettersson",31,14.58,14,96,"BirdieorBetterPercentage150175ya",2016
94,90,"George McNeill",33,14.53,17,117,"BirdieorBetterPercentage150175ya",2016
95,102,"Ken Duke",26,14.52,9,62,"BirdieorBetterPercentage150175ya",2016
96,103,"Jason Dufner",53,14.49,20,138,"BirdieorBetterPercentage150175ya",2016
97,100,"Andrew Loupe",50,14.41,17,118,"BirdieorBetterPercentage150175ya",2016
98,106,"Zach Johnson",42,14.4,18,125,"BirdieorBetterPercentage150175ya",2016
99,73,"Luke Donald",49,14.39,20,139,"BirdieorBetterPercentage150175ya",2016
99,85,"Tony Finau",49,14.39,19,132,"BirdieorBetterPercentage150175ya",2016
101,92,"Steve Wheatcroft",53,14.38,21,146,"BirdieorBetterPercentage150175ya",2016
102,110,"Jeff Overton",51,14.37,24,167,"BirdieorBetterPercentage150175ya",2016
103,114,"Chad Collins",45,14.29,21,147,"BirdieorBetterPercentage150175ya",2016
103,105,"Mark Hubbard",73,14.29,30,210,"BirdieorBetterPercentage150175ya",2016
103,108,"Ryan Palmer",46,14.29,22,154,"BirdieorBetterPercentage150175ya",2016
106,87,"Jason Gore",51,14.17,17,120,"BirdieorBetterPercentage150175ya",2016
107,86,"Rickie Fowler",42,14.14,14,99,"BirdieorBetterPercentage150175ya",2016
108,104,"Jim Herman",55,14.09,21,149,"BirdieorBetterPercentage150175ya",2016
108,118,"Martin Laird",46,14.09,21,149,"BirdieorBetterPercentage150175ya",2016
