"BallSpeed_RANKTHISWEEK_2014","BallSpeed_RANKLASTWEEK_2014","BallSpeed_PLAYERNAME_2014","BallSpeed_ROUNDS_2014","BallSpeed_AVG_2014","BallSpeed_TOTALBALLSPEED_2014","BallSpeed_TOTALATTEMPTS_2014","BallSpeed_FASTESTSPEED_2014","BallSpeed_SLOWESTSPEED_2014","stat_name","year"
69,69,"Morgan Hoffmann",103,169.21,15397.87,91,173.95,163.98,"BallSpeed",2014
69,69,"Camilo Villegas",95,169.21,15906.04,94,174.15,162.74,"BallSpeed",2014
71,71,"Geoff Ogilvy",84,169.18,12011.49,71,173.14,161.87,"BallSpeed",2014
72,72,"Gonzalo Fdez Castano",83,169.16,12686.84,75,176.53,159.27,"BallSpeed",2014
73,73,"Josh Teater",90,169.11,13528.75,80,174.52,162.07,"BallSpeed",2014
74,74,"Brad Fritsch",50,169.04,6254.49,37,174.47,160.17,"BallSpeed",2014
75,75,"Hideki Matsuyama",82,168.94,11319.18,67,177.59,156.53,"BallSpeed",2014
76,76,"Tommy Gainey",73,168.88,10301.5,61,173.46,163.79,"BallSpeed",2014
77,77,"Justin Rose",70,168.79,9114.75,54,176.47,164.49,"BallSpeed",2014
78,78,"Michael Thompson",74,168.74,9955.46,59,173.43,161.97,"BallSpeed",2014
79,79,"Troy Matteson",62,168.68,8433.97,50,172.61,164.85,"BallSpeed",2014
80,80,"Pat Perez",84,168.61,12814.64,76,173.14,161.84,"BallSpeed",2014
81,81,"JJ Henry",91,168.59,12644.25,75,174.06,162.17,"BallSpeed",2014
82,82,"Kevin Stadler",90,168.52,11290.73,67,176.8,162.35,"BallSpeed",2014
83,83,"Billy Horschel",92,168.47,11624.46,69,173.6,162.4,"BallSpeed",2014
84,84,"Bill Haas",107,168.31,13633.11,81,176.09,162.48,"BallSpeed",2014
85,85,"James Hahn",82,168.28,12284.72,73,176.62,154.79,"BallSpeed",2014
86,86,"Freddie Jacobson",91,167.98,13102.3,78,173.21,159.56,"BallSpeed",2014
87,87,"Carl Pettersson",91,167.97,15284.97,91,175.24,162.83,"BallSpeed",2014
88,88,"Luke Guthrie",85,167.79,13758.78,82,172.61,159.46,"BallSpeed",2014
88,88,"Boo Weekley",73,167.79,9228.28,55,173.66,159.97,"BallSpeed",2014
90,90,"Bo Van Pelt",83,167.73,12244.4,73,172.29,163.58,"BallSpeed",2014
91,91,"Sangmoon Bae",76,167.59,11395.95,68,172.24,160.31,"BallSpeed",2014
92,92,"Chesson Hadley",84,167.49,13399.04,80,171.89,162.53,"BallSpeed",2014
93,93,"Jonathan Byrd",76,167.16,11199.73,67,171.25,161.87,"BallSpeed",2014
94,94,"Erik Compton",88,167.13,13871.71,83,173.92,162.04,"BallSpeed",2014
95,95,"Matt Every",85,167.11,11196.27,67,172.16,158.14,"BallSpeed",2014
96,96,"Rory Sabbatini",82,167.09,11362.37,68,172.13,161.9,"BallSpeed",2014
97,97,"Kevin Streelman",79,166.71,11169.3,67,170.12,160.95,"BallSpeed",2014
98,98,"Hunter Mahan",88,166.53,12989.37,78,170.88,151.83,"BallSpeed",2014
99,99,"Jason Dufner",57,166.46,6991.4,42,171.19,161.9,"BallSpeed",2014
100,100,"David Lingmerth",80,166.38,11979.52,72,172.02,159.86,"BallSpeed",2014
101,101,"John Peterson",62,166.36,9814.95,59,176.17,158.42,"BallSpeed",2014
102,102,"Johnson Wagner",69,166.25,9642.39,58,172.93,160.54,"BallSpeed",2014
103,103,"Troy Merritt",62,166.21,10138.66,61,170.14,162.36,"BallSpeed",2014
104,104,"Ernie Els",85,166.19,10802.41,65,171.72,161.97,"BallSpeed",2014
105,105,"Will Ma Kenzie",82,166.12,13289.83,80,174.21,160.39,"BallSpeed",2014
106,106,"Jim Renner",61,166.07,8801.74,53,172.52,161.38,"BallSpeed",2014
107,107,"Ian Poulter",57,166.04,6973.56,42,169.34,160.02,"BallSpeed",2014
108,108,"Wes Roach",67,166.02,8964.82,54,172.38,156.55,"BallSpeed",2014
109,109,"Bud Cauley",56,165.86,8127.09,49,171.79,157.52,"BallSpeed",2014
110,110,"Brice Garnett",92,165.79,13594.81,82,171.43,160.74,"BallSpeed",2014
111,111,"Bronson La Cassie",51,165.76,6630.24,40,171.76,160.36,"BallSpeed",2014
112,112,"Chris Kirk",105,165.73,14087.24,85,169.42,160.19,"BallSpeed",2014
113,113,"Scott Brown",100,165.72,13754.69,83,175.12,156.34,"BallSpeed",2014
114,114,"Kevin Kisner",85,165.68,12426.04,75,170.04,157.83,"BallSpeed",2014
115,115,"Jordan Spieth",102,165.55,14402.83,87,171.52,156.34,"BallSpeed",2014
116,116,"Chad Campbell",57,165.34,7605.51,46,171.49,161.92,"BallSpeed",2014
116,116,"Andrew Svoboda",77,165.34,12400.2,75,170.06,159.65,"BallSpeed",2014
118,118,"Robert Allenby",83,165.2,10572.88,64,169.12,160.49,"BallSpeed",2014
119,119,"Vijay Singh",83,165.18,12388.6,75,171.33,160.34,"BallSpeed",2014
120,120,"Retief Goosen",94,165.15,14533.55,88,170.45,155.85,"BallSpeed",2014
121,121,"John Merrick",87,164.87,12365.47,75,171.43,160.87,"BallSpeed",2014
122,122,"DA Points",75,164.68,8892.62,54,171.06,156.06,"BallSpeed",2014
122,122,"Nicholas Thompson",85,164.68,11692.18,71,167.72,160.28,"BallSpeed",2014
124,124,"Richard Lee",80,164.64,11360,69,169.91,156.46,"BallSpeed",2014
124,124,"Webb Simpson",87,164.64,12018.48,73,171.11,158.13,"BallSpeed",2014
126,126,"Jonas Blixt",64,164.63,6255.76,38,170.64,159.55,"BallSpeed",2014
126,126,"Jeff Overton",80,164.63,11359.43,69,170.57,159.64,"BallSpeed",2014
128,128,"Kevin Na",94,164.59,14319.47,87,169.1,157.23,"BallSpeed",2014
129,129,"Ryan Moore",86,164.36,11176.41,68,168.92,159.41,"BallSpeed",2014
130,130,"Briny Baird",50,164.2,6403.8,39,167.92,156.95,"BallSpeed",2014
131,131,"Russell Knox",92,163.94,15902.18,97,168.39,159.3,"BallSpeed",2014
132,132,"Cameron Tringale",111,163.85,17368.43,106,170.64,158.5,"BallSpeed",2014
133,133,"Danny Lee",84,163.59,11124.04,68,170.12,157.24,"BallSpeed",2014
134,134,"John Huh",87,163.55,11612.37,71,166.96,158.76,"BallSpeed",2014
135,135,"William McGirt",96,163.41,15524.4,95,168.03,157.69,"BallSpeed",2014
136,136,"Brandt Snedeker",89,163.23,10936.1,67,169.56,150.72,"BallSpeed",2014
137,137,"Luke Donald",57,163.11,6850.83,42,169.48,157.02,"BallSpeed",2014
138,138,"YE Yang",79,162.92,10101.27,62,168.9,157.27,"BallSpeed",2014
139,139,"Chris Stroud",88,162.9,11891.88,73,167.5,157.67,"BallSpeed",2014
140,140,"Brian Harman",111,162.86,17425.61,107,169.36,154.46,"BallSpeed",2014
141,141,"Graeme McDowell",66,162.79,8139.62,50,166.59,157.1,"BallSpeed",2014
142,142,"Jim Furyk",84,162.78,12370.97,76,168.62,154.25,"BallSpeed",2014
143,143,"Roberto Castro",76,162.75,9764.93,60,168.78,158.1,"BallSpeed",2014
144,144,"Justin Hicks",103,162.67,16917.58,104,167.14,157.88,"BallSpeed",2014
145,145,"Greg Chalmers",85,162.45,13158.35,81,170.11,156.08,"BallSpeed",2014
146,146,"Daniel Summerhays",98,162.38,16237.82,100,170.32,156.52,"BallSpeed",2014
147,147,"Stuart Appleby",92,162.05,14746.44,91,168.55,150.63,"BallSpeed",2014
148,148,"Scott Langley",95,162.02,13447.81,83,167.52,153.14,"BallSpeed",2014
149,149,"Brian Stuard",91,161.99,13607.04,84,168.36,156.46,"BallSpeed",2014
150,150,"Ted Potter Jr",68,161.8,10193.71,63,167.51,156.36,"BallSpeed",2014
151,151,"Bryce Molder",77,161.79,11163.31,69,165.72,155.34,"BallSpeed",2014
152,152,"Ken Duke",80,161.71,10187.51,63,168.51,155.77,"BallSpeed",2014
153,153,"Matt Kuchar",91,161.68,12934.34,80,165.82,156.7,"BallSpeed",2014
154,154,"Charlie Wi",72,161.51,10982.55,68,168.83,151.01,"BallSpeed",2014
155,155,"Woody Austin",63,161.46,9526.09,59,168.4,153.18,"BallSpeed",2014
156,156,"Jason Bohn",81,161.01,13524.98,84,166.45,155.62,"BallSpeed",2014
157,157,"Spencer Levin",59,160.94,8368.96,52,165.04,155.2,"BallSpeed",2014
158,158,"Chad Collins",78,160.73,9000.65,56,164.04,156.25,"BallSpeed",2014
159,159,"David Hearn",97,160.18,14736.42,92,165.78,154.47,"BallSpeed",2014
160,160,"Tim Wilkinson",86,160.09,12486.92,78,167.89,151.25,"BallSpeed",2014
161,161,"Brendon Todd",108,160.08,14727.46,92,165,147.35,"BallSpeed",2014
162,162,"Zach Johnson",97,159.84,14545.04,91,166.4,155.08,"BallSpeed",2014
163,163,"Billy Hurley III",86,159.36,12430.26,78,165.26,155.01,"BallSpeed",2014
164,164,"Jerry Kelly",80,158.73,11269.58,71,163.16,151.27,"BallSpeed",2014
165,165,"Ben Curtis",77,158.64,11104.65,70,164.34,149.08,"BallSpeed",2014
166,166,"KJ Choi",80,158.56,11257.82,71,164.34,149.46,"BallSpeed",2014
167,167,"DH Lee",54,158.53,7768.06,49,165.23,146.06,"BallSpeed",2014
168,168,"Ben Crane",81,158.29,13454.25,85,168.32,154.11,"BallSpeed",2014
169,169,"Mark Wilson",69,158.23,9810.47,62,163.98,151.95,"BallSpeed",2014
170,170,"Brian Davis",93,158.16,14550.9,92,164.48,150.94,"BallSpeed",2014
171,171,"Mike Weir",69,157.77,8835.3,56,163.21,152.64,"BallSpeed",2014
172,172,"Heath Slocum",71,156.41,10010.24,64,161.73,150.41,"BallSpeed",2014
173,173,"Jeff Maggert",54,156.01,7020.39,45,160.42,152.24,"BallSpeed",2014
174,174,"Justin Leonard",75,154.94,10535.67,68,159.61,149.85,"BallSpeed",2014
175,175,"David Toms",64,154.39,8800.14,57,159.2,149.65,"BallSpeed",2014
176,176,"Tim Clark",75,153.55,10134.54,66,156.9,148.11,"BallSpeed",2014
177,177,"Brian Gay",81,153.51,9978.47,65,156.92,149.99,"BallSpeed",2014
