"Approachesfrom150175yardsRgh_RANKTHISWEEK_2008","Approachesfrom150175yardsRgh_RANKLASTWEEK_2008","Approachesfrom150175yardsRgh_PLAYERNAME_2008","Approachesfrom150175yardsRgh_ROUNDS_2008","Approachesfrom150175yardsRgh_AVG_2008","Approachesfrom150175yardsRgh_TOTALDISTANCEFEET_2008","Approachesfrom150175yardsRgh_OFATTEMPTS_2008","Approachesfrom150175yardsRgh_RELATIVETOPAR_2008","stat_name","year"
1,1,"Jim McGovern",75,NA,1458,42,6,"Approachesfrom150175yardsRgh",2008
2,2,"Steve Allan",58,NA,1314.583,37,3,"Approachesfrom150175yardsRgh",2008
3,3,"Brett Rumford",72,NA,1515.333,42,3,"Approachesfrom150175yardsRgh",2008
3,3,"Scott Verplank",82,NA,1297.75,36,4,"Approachesfrom150175yardsRgh",2008
5,5,"Sergio Garcia",72,NA,2296.917,63,8,"Approachesfrom150175yardsRgh",2008
5,5,"Jimmy Walker",73,NA,2698.917,74,11,"Approachesfrom150175yardsRgh",2008
7,7,"YE Yang",89,NA,2389.417,64,15,"Approachesfrom150175yardsRgh",2008
8,8,"Brenden Pappas",66,NA,1833.833,49,8,"Approachesfrom150175yardsRgh",2008
8,8,"Camilo Villegas",79,NA,1946.75,52,9,"Approachesfrom150175yardsRgh",2008
10,10,"Sean OHair",81,NA,1911.25,51,6,"Approachesfrom150175yardsRgh",2008
11,11,"Jeff Quinney",87,NA,1541.25,41,5,"Approachesfrom150175yardsRgh",2008
12,12,"Tim Wilkinson",95,NA,2373.833,63,13,"Approachesfrom150175yardsRgh",2008
13,13,"Ken Duke",116,NA,3632.5,96,10,"Approachesfrom150175yardsRgh",2008
13,13,"Michael Letzig",88,NA,2609.167,69,11,"Approachesfrom150175yardsRgh",2008
15,15,"Jon Mills",95,NA,2252.5,59,5,"Approachesfrom150175yardsRgh",2008
16,16,"Angel Cabrera",55,NA,1185.083,31,2,"Approachesfrom150175yardsRgh",2008
17,17,"Woody Austin",109,NA,2227.5,58,9,"Approachesfrom150175yardsRgh",2008
18,18,"Zach Johnson",85,NA,1615.583,42,8,"Approachesfrom150175yardsRgh",2008
19,19,"Jeff Overton",103,NA,3702,96,18,"Approachesfrom150175yardsRgh",2008
20,20,"Dustin Johnson",92,NA,2830.583,73,26,"Approachesfrom150175yardsRgh",2008
21,21,"Kevin Stadler",90,NA,1826.667,47,27,"Approachesfrom150175yardsRgh",2008
22,22,"Chad Campbell",94,NA,2652.5,68,11,"Approachesfrom150175yardsRgh",2008
22,22,"Charles Howell III",101,NA,3390.333,87,11,"Approachesfrom150175yardsRgh",2008
