"OfficialWorldGolfRanking_RANKTHISWEEK_2015","OfficialWorldGolfRanking_RANKLASTWEEK_2015","OfficialWorldGolfRanking_PLAYERNAME_2015","OfficialWorldGolfRanking_EVENTS_2015","OfficialWorldGolfRanking_AVGPOINTS_2015","OfficialWorldGolfRanking_TOTALPOINTS_2015","OfficialWorldGolfRanking_POINTSLOST_2015","OfficialWorldGolfRanking_POINTSGAINED_2015","OfficialWorldGolfRanking_COUNTRY_2015","stat_name","year"
41,40,"David Lingmerth",52,2.55,132.68,-42.78,122.1,NA,"OfficialWorldGolfRanking",2015
42,44,"Lee Westwood",52,2.55,132.37,-112.76,74.32,NA,"OfficialWorldGolfRanking",2015
43,43,"Scott Piercy",43,2.53,108.61,-40.86,108.88,NA,"OfficialWorldGolfRanking",2015
44,45,"Daniel Berger",52,2.51,130.5,-29.11,135.56,NA,"OfficialWorldGolfRanking",2015
45,59,"Soren Kjeldsen",52,2.48,129.11,-27.16,127.71,NA,"OfficialWorldGolfRanking",2015
46,42,"Ian Poulter",49,2.47,120.93,-115.19,84.21,NA,"OfficialWorldGolfRanking",2015
47,46,"Hunter Mahan",52,2.45,127.21,-121.76,61.3,NA,"OfficialWorldGolfRanking",2015
48,47,"Charl Schwartzel",52,2.42,125.69,-123.34,92.25,NA,"OfficialWorldGolfRanking",2015
49,55,"Kiradech Aphibarnrat",52,2.4,124.79,-56.13,111.06,NA,"OfficialWorldGolfRanking",2015
50,48,"Jamie Donaldson",52,2.37,123.28,-123.58,70.12,NA,"OfficialWorldGolfRanking",2015
51,49,"Byeong Hun An",52,2.34,121.75,-38.37,110.44,NA,"OfficialWorldGolfRanking",2015
52,50,"Russell Henley",52,2.33,121.06,-82.01,85.92,NA,"OfficialWorldGolfRanking",2015
53,51,"Webb Simpson",49,2.32,113.6,-113.35,85.81,NA,"OfficialWorldGolfRanking",2015
54,52,"Ryan Moore",49,2.3,112.85,-107.29,66,NA,"OfficialWorldGolfRanking",2015
55,54,"Brendon Todd",52,2.3,119.49,-86.16,81.46,NA,"OfficialWorldGolfRanking",2015
56,53,"Keegan Bradley",52,2.3,119.44,-120.61,75.54,NA,"OfficialWorldGolfRanking",2015
57,56,"Marc Warren",52,2.28,118.38,-72.97,87.39,NA,"OfficialWorldGolfRanking",2015
58,57,"Francesco Molinari",52,2.25,116.92,-90.64,85.81,NA,"OfficialWorldGolfRanking",2015
59,111,"Matthew Fitzpatrick",46,2.2,101.26,-11.79,96.61,NA,"OfficialWorldGolfRanking",2015
60,58,"Steven Bowditch",52,2.18,113.54,-54.12,95.05,NA,"OfficialWorldGolfRanking",2015
61,60,"Victor Dubuisson",49,2.16,105.6,-121.3,41.85,NA,"OfficialWorldGolfRanking",2015
62,62,"Tommy Fleetwood",52,2.15,111.77,-79.85,65.44,NA,"OfficialWorldGolfRanking",2015
63,66,"Luke Donald",52,2.15,111.75,-103.32,68.44,NA,"OfficialWorldGolfRanking",2015
64,61,"Ben Martin",52,2.12,110.16,-72.45,75.43,NA,"OfficialWorldGolfRanking",2015
65,63,"Matt Jones",52,2.07,107.8,-77.62,91.28,NA,"OfficialWorldGolfRanking",2015
66,65,"Andy Sullivan",52,2.05,106.65,-51.54,99.54,NA,"OfficialWorldGolfRanking",2015
67,64,"John Senden",52,2.05,106.58,-83.96,60.96,NA,"OfficialWorldGolfRanking",2015
68,67,"Joost Luiten",52,2.04,105.87,-105.76,47.11,NA,"OfficialWorldGolfRanking",2015
69,68,"George Coetzee",52,2.01,104.54,-65.87,78.38,NA,"OfficialWorldGolfRanking",2015
70,69,"Cameron Tringale",52,2,104,-60.66,75.46,NA,"OfficialWorldGolfRanking",2015
71,70,"Miguel Angel Jimenez",50,1.98,98.92,-93.12,62.99,NA,"OfficialWorldGolfRanking",2015
72,71,"Emiliano Grillo",52,1.97,102.41,-48.07,84.27,NA,"OfficialWorldGolfRanking",2015
73,72,"Graeme McDowell",51,1.94,98.81,-133.22,32.49,NA,"OfficialWorldGolfRanking",2015
74,73,"Thorbjorn Olesen",52,1.94,100.62,-57.01,61.69,NA,"OfficialWorldGolfRanking",2015
75,74,"Justin Thomas",52,1.92,100.01,-37.51,85.93,NA,"OfficialWorldGolfRanking",2015
76,77,"Chris Wood",47,1.89,88.78,-42.87,74.34,NA,"OfficialWorldGolfRanking",2015
77,75,"Russell Knox",52,1.81,94.05,-58.64,74.71,NA,"OfficialWorldGolfRanking",2015
78,76,"Alexander Levy",52,1.81,93.9,-70.18,38.52,NA,"OfficialWorldGolfRanking",2015
79,79,"Brendan Steele",51,1.8,92.01,-50.2,83.4,NA,"OfficialWorldGolfRanking",2015
80,78,"Harris English",52,1.78,92.59,-86.7,87.07,NA,"OfficialWorldGolfRanking",2015
81,81,"Richie Ramsay",43,1.78,76.49,-42.59,51.77,NA,"OfficialWorldGolfRanking",2015
82,80,"James Morrison",52,1.77,91.88,-20.51,89.36,NA,"OfficialWorldGolfRanking",2015
83,83,"Brian Harman",52,1.73,89.75,-61.68,68.59,NA,"OfficialWorldGolfRanking",2015
84,82,"Matt Every",52,1.72,89.43,-79.6,72.56,NA,"OfficialWorldGolfRanking",2015
85,84,"Hiroshi Iwata",52,1.72,89.31,-45.98,40.22,NA,"OfficialWorldGolfRanking",2015
86,86,"Tony Finau",52,1.71,89.1,-26.51,68.7,NA,"OfficialWorldGolfRanking",2015
87,85,"Alexander Noren",40,1.71,68.45,-22.27,82.44,NA,"OfficialWorldGolfRanking",2015
88,87,"Eddie Pepperell",49,1.69,82.64,-36.23,63.3,NA,"OfficialWorldGolfRanking",2015
89,90,"KT Kim",49,1.68,82.46,-25.29,74.52,NA,"OfficialWorldGolfRanking",2015
90,89,"Jason Bohn",51,1.68,85.56,-46.47,67.58,NA,"OfficialWorldGolfRanking",2015
91,91,"Troy Merritt",49,1.68,82.19,-22.62,75.3,NA,"OfficialWorldGolfRanking",2015
92,88,"Sangmoon Bae",52,1.65,85.96,-58.48,54.35,NA,"OfficialWorldGolfRanking",2015
93,94,"David Howell",52,1.64,85.21,-50.56,70.35,NA,"OfficialWorldGolfRanking",2015
94,101,"Tyrrell Hatton",52,1.62,84.1,-39.24,61.72,NA,"OfficialWorldGolfRanking",2015
95,93,"Cameron Smith",40,1.61,64.58,-20.9,48.68,NA,"OfficialWorldGolfRanking",2015
96,95,"Daniel Summerhays",52,1.61,83.8,-51.51,71.55,NA,"OfficialWorldGolfRanking",2015
97,92,"Stephen Gallacher",52,1.59,82.91,-103.9,33.25,NA,"OfficialWorldGolfRanking",2015
98,96,"Thomas Pieters",50,1.59,79.32,-21.89,70.57,NA,"OfficialWorldGolfRanking",2015
99,99,"George McNeill",50,1.59,79.32,-47.78,59.28,NA,"OfficialWorldGolfRanking",2015
100,100,"Patton Kizzire",40,1.57,62.71,-3.36,66.07,NA,"OfficialWorldGolfRanking",2015
101,98,"Rafa Cabrera Bello",52,1.56,81.12,-56.07,56.21,NA,"OfficialWorldGolfRanking",2015
102,136,"Fabrizio Zanotti",49,1.55,76.19,-41.7,41.35,NA,"OfficialWorldGolfRanking",2015
103,97,"Pablo Larrazabal",51,1.55,79.24,-70.91,48.21,NA,"OfficialWorldGolfRanking",2015
104,103,"Prayad Marksaeng",52,1.54,80.08,-41.23,59.31,NA,"OfficialWorldGolfRanking",2015
105,102,"James Hahn",52,1.54,80.08,-32.18,85.47,NA,"OfficialWorldGolfRanking",2015
106,104,"Shawn Stefani",45,1.52,68.53,-43.77,44.25,NA,"OfficialWorldGolfRanking",2015
107,105,"Jason Dufner",44,1.52,66.73,-108.75,40.08,NA,"OfficialWorldGolfRanking",2015
108,106,"Morgan Hoffmann",52,1.49,77.41,-46.87,57.1,NA,"OfficialWorldGolfRanking",2015
109,107,"Ross Fisher",52,1.47,76.41,-67.5,38.52,NA,"OfficialWorldGolfRanking",2015
110,108,"Tim Clark",40,1.46,58.5,-60.33,5.6,NA,"OfficialWorldGolfRanking",2015
111,109,"David Hearn",52,1.46,75.76,-48.64,57.13,NA,"OfficialWorldGolfRanking",2015
112,110,"Graham DeLaet",46,1.43,65.99,-97.09,43.31,NA,"OfficialWorldGolfRanking",2015
113,113,"Koumei Oda",52,1.41,73.21,-73.94,27.88,NA,"OfficialWorldGolfRanking",2015
114,112,"Kevin Streelman",52,1.41,73.13,-88.38,34.25,NA,"OfficialWorldGolfRanking",2015
115,114,"Sean OHair",52,1.41,73.06,-22.22,75.89,NA,"OfficialWorldGolfRanking",2015
116,119,"Geoff Ogilvy",45,1.39,62.77,-47.63,31.61,NA,"OfficialWorldGolfRanking",2015
117,115,"Nick Watney",52,1.39,72.51,-63.25,68.54,NA,"OfficialWorldGolfRanking",2015
118,117,"Padraig Harrington",52,1.39,72.32,-35.56,71.93,NA,"OfficialWorldGolfRanking",2015
119,126,"Yuta Ikeda",52,1.37,71.36,-42.9,39.26,NA,"OfficialWorldGolfRanking",2015
120,116,"Marcel Siem",50,1.37,68.57,-60.41,13.14,NA,"OfficialWorldGolfRanking",2015
121,125,"Rikard Karlberg",45,1.37,61.57,-22.3,51.4,NA,"OfficialWorldGolfRanking",2015
122,123,"Pat Perez",51,1.36,69.61,-40.64,66.45,NA,"OfficialWorldGolfRanking",2015
123,121,"Ricardo Gouveia",40,1.36,54.2,-9.17,46.97,NA,"OfficialWorldGolfRanking",2015
124,122,"Patrick Rodgers",40,1.35,54.03,-10.27,57.46,NA,"OfficialWorldGolfRanking",2015
125,130,"Jaco Van Zyl",40,1.35,53.99,-23.13,57.54,NA,"OfficialWorldGolfRanking",2015
126,118,"Gary Stal",49,1.34,65.75,-29.88,76.4,NA,"OfficialWorldGolfRanking",2015
127,124,"Chris Stroud",52,1.33,69.35,-56.85,50.44,NA,"OfficialWorldGolfRanking",2015
128,129,"Jerry Kelly",46,1.33,61.21,-45.09,42.1,NA,"OfficialWorldGolfRanking",2015
129,120,"Mikko Ilonen",50,1.33,66.45,-79.49,16.12,NA,"OfficialWorldGolfRanking",2015
130,127,"Brendon de Jonge",52,1.32,68.41,-67.22,42.61,NA,"OfficialWorldGolfRanking",2015
131,128,"Kevin Chappell",52,1.31,68.31,-51.41,44.45,NA,"OfficialWorldGolfRanking",2015
132,131,"David Horsey",52,1.28,66.81,-34.3,49.04,NA,"OfficialWorldGolfRanking",2015
133,132,"Boo Weekley",51,1.27,64.77,-57.46,51.25,NA,"OfficialWorldGolfRanking",2015
134,142,"Kristoffer Broberg",52,1.27,65.82,-30.82,43.98,NA,"OfficialWorldGolfRanking",2015
135,134,"Ryan Fox",40,1.26,50.33,-16.89,39.04,NA,"OfficialWorldGolfRanking",2015
136,133,"Shingo Katayama",40,1.25,50.15,-50.26,20.91,NA,"OfficialWorldGolfRanking",2015
137,139,"Rory Sabbatini",50,1.25,62.68,-43.66,56.93,NA,"OfficialWorldGolfRanking",2015
138,140,"Toshinori Muto",45,1.25,56.16,-21.13,37.02,NA,"OfficialWorldGolfRanking",2015
139,138,"Davis Love III",40,1.25,49.8,-10.11,43.32,NA,"OfficialWorldGolfRanking",2015
140,135,"Greg Owen",40,1.24,49.76,-18.69,40.92,NA,"OfficialWorldGolfRanking",2015
141,137,"Will Wilcox",41,1.24,50.75,-19.83,43.72,NA,"OfficialWorldGolfRanking",2015
142,141,"Carl Pettersson",52,1.22,63.18,-33.99,45.14,NA,"OfficialWorldGolfRanking",2015
143,148,"Jason Gore",50,1.19,59.65,-24.44,42.95,NA,"OfficialWorldGolfRanking",2015
144,143,"Hyung Sung Kim",52,1.19,61.87,-56.34,37.81,NA,"OfficialWorldGolfRanking",2015
145,144,"Charles Howell III",52,1.19,61.79,-54.9,50.13,NA,"OfficialWorldGolfRanking",2015
146,152,"Lee Slattery",52,1.18,61.52,-17.26,57.35,NA,"OfficialWorldGolfRanking",2015
147,168,"Tomohiro Kondo",47,1.18,55.54,-40.62,19.33,NA,"OfficialWorldGolfRanking",2015
148,145,"Thomas Aiken",52,1.18,61.32,-45.06,48.45,NA,"OfficialWorldGolfRanking",2015
149,175,"Marcus Fraser",40,1.18,47.13,-28.12,35.35,NA,"OfficialWorldGolfRanking",2015
150,146,"Jonas Blixt",52,1.17,60.66,-83.61,26.07,NA,"OfficialWorldGolfRanking",2015
151,147,"Ernie Els",52,1.16,60.51,-84.85,32.24,NA,"OfficialWorldGolfRanking",2015
152,149,"Fabian Gomez",52,1.16,60.38,-23.96,44.94,NA,"OfficialWorldGolfRanking",2015
153,151,"Ryo Ishikawa",52,1.14,59.53,-57.3,43.79,NA,"OfficialWorldGolfRanking",2015
154,156,"Seung Yul Noh",51,1.14,58.25,-51.74,32.87,NA,"OfficialWorldGolfRanking",2015
155,153,"Dean Burmester",49,1.13,55.6,-12.12,58.45,NA,"OfficialWorldGolfRanking",2015
156,150,"Benjamin Hebert",47,1.13,53.26,-26.46,25.58,NA,"OfficialWorldGolfRanking",2015
157,157,"Martin Piller",40,1.13,45.22,-8.49,37.86,NA,"OfficialWorldGolfRanking",2015
158,155,"Brad Kennedy",47,1.13,53.06,-30.17,40.65,NA,"OfficialWorldGolfRanking",2015
159,167,"Romain Wattel",52,1.11,57.84,-50.25,29.43,NA,"OfficialWorldGolfRanking",2015
160,229,"Kyoung Hoon Lee",52,1.11,57.73,-30.05,44.87,NA,"OfficialWorldGolfRanking",2015
161,164,"Angel Cabrera",45,1.11,49.73,-63.58,19.79,NA,"OfficialWorldGolfRanking",2015
162,159,"Camilo Villegas",52,1.11,57.46,-40.24,35.82,NA,"OfficialWorldGolfRanking",2015
163,154,"Thomas Bjorn",52,1.1,57.41,-110.65,19.08,NA,"OfficialWorldGolfRanking",2015
164,158,"Alejandro Canizares",46,1.1,50.73,-43.6,47.52,NA,"OfficialWorldGolfRanking",2015
165,169,"Robert Karlsson",50,1.1,55.03,-42.44,23.49,NA,"OfficialWorldGolfRanking",2015
166,161,"Zac Blair",52,1.1,56.95,-20.99,45.36,NA,"OfficialWorldGolfRanking",2015
167,160,"Scott Hend",52,1.09,56.83,-48.4,34.22,NA,"OfficialWorldGolfRanking",2015
168,162,"Richard Green",46,1.09,50.16,-26.75,38.71,NA,"OfficialWorldGolfRanking",2015
169,163,"Chesson Hadley",52,1.09,56.48,-57.58,45.33,NA,"OfficialWorldGolfRanking",2015
170,165,"William McGirt",52,1.08,56.3,-40.84,38.15,NA,"OfficialWorldGolfRanking",2015
171,185,"Wu Ashun",45,1.08,48.55,-33.83,37.61,NA,"OfficialWorldGolfRanking",2015
172,170,"Prom Meesawat",49,1.08,52.79,-33.92,29.61,NA,"OfficialWorldGolfRanking",2015
173,166,"Erik Compton",52,1.07,55.85,-49.88,26.25,NA,"OfficialWorldGolfRanking",2015
174,171,"Chez Reavie",40,1.04,41.72,-6.43,42.98,NA,"OfficialWorldGolfRanking",2015
175,181,"Yusaku Miyazato",52,1.04,54.02,-33.53,35.39,NA,"OfficialWorldGolfRanking",2015
176,173,"Jason Kokrak",46,1.04,47.72,-45.55,40.15,NA,"OfficialWorldGolfRanking",2015
177,172,"Pelle Edberg",47,1.02,47.81,-8.1,42.49,NA,"OfficialWorldGolfRanking",2015
178,176,"Freddie Jacobson",40,1.02,40.68,-47.49,19.35,NA,"OfficialWorldGolfRanking",2015
179,178,"Stewart Cink",49,1.02,49.82,-32.83,36.94,NA,"OfficialWorldGolfRanking",2015
180,174,"Steve Stricker",40,1,40.19,-86.29,16.83,NA,"OfficialWorldGolfRanking",2015
181,186,"WC Liang",47,1,47.21,-36.77,32.48,NA,"OfficialWorldGolfRanking",2015
182,179,"Scott Brown",52,0.99,51.42,-36.81,37.41,NA,"OfficialWorldGolfRanking",2015
183,180,"Raphael Jacquelin",52,0.98,51.09,-30.14,43.65,NA,"OfficialWorldGolfRanking",2015
184,177,"David Lipsky",51,0.98,49.9,-29.53,21.55,NA,"OfficialWorldGolfRanking",2015
185,182,"Adam Hadwin",52,0.98,50.81,-29.97,31.23,NA,"OfficialWorldGolfRanking",2015
186,183,"Bradley Dredge",40,0.97,38.85,-16.56,24.46,NA,"OfficialWorldGolfRanking",2015
187,184,"Andrew Dodt",40,0.96,38.48,-20.23,32.02,NA,"OfficialWorldGolfRanking",2015
188,187,"Scott Pinckney",51,0.94,48.08,-12.15,46.92,NA,"OfficialWorldGolfRanking",2015
189,194,"Jim Herman",51,0.94,47.89,-20.25,44.52,NA,"OfficialWorldGolfRanking",2015
190,192,"Gregory Bourdy",52,0.94,48.76,-43.16,43.88,NA,"OfficialWorldGolfRanking",2015
191,188,"Dawie van der Walt",52,0.94,48.74,-30.26,46.36,NA,"OfficialWorldGolfRanking",2015
192,193,"Hur Inhoi",41,0.94,38.4,-27.82,11.2,NA,"OfficialWorldGolfRanking",2015
193,229,"Taichi Teshima",46,0.93,43,-17.42,30.91,NA,"OfficialWorldGolfRanking",2015
194,190,"Sebastien Gros",40,0.93,37.39,-1.91,37.56,NA,"OfficialWorldGolfRanking",2015
195,197,"Johnson Wagner",50,0.93,46.56,-19.38,44.37,NA,"OfficialWorldGolfRanking",2015
196,195,"Andrew Johnston",42,0.93,39,-29.49,11.66,NA,"OfficialWorldGolfRanking",2015
197,237,"Michael Lorenzo Vera",41,0.93,38.03,-14.21,26.96,NA,"OfficialWorldGolfRanking",2015
198,189,"Maximilian Kieffer",52,0.93,48.17,-24.65,45.1,NA,"OfficialWorldGolfRanking",2015
199,218,"Julien Quesne",49,0.92,45.06,-35.07,40.96,NA,"OfficialWorldGolfRanking",2015
200,191,"Alex Cejka",52,0.92,47.76,-28.19,44.42,NA,"OfficialWorldGolfRanking",2015
201,219,"Anthony Wall",52,0.92,47.7,-15.26,46.66,NA,"OfficialWorldGolfRanking",2015
202,196,"Martin Laird",47,0.91,42.68,-41.42,35.47,NA,"OfficialWorldGolfRanking",2015
203,198,"Carlos Ortiz",50,0.9,44.91,-31.07,27.81,NA,"OfficialWorldGolfRanking",2015
204,199,"Retief Goosen",52,0.9,46.56,-25.42,32.16,NA,"OfficialWorldGolfRanking",2015
205,202,"Hao Tong Li",51,0.89,45.62,-20.61,29.56,NA,"OfficialWorldGolfRanking",2015
206,204,"Hiroyuki Fujita",51,0.89,45.55,-38.1,11.46,NA,"OfficialWorldGolfRanking",2015
207,201,"JJ Henry",52,0.89,46.12,-20.27,43.45,NA,"OfficialWorldGolfRanking",2015
208,207,"Bryce Molder",50,0.88,43.83,-29.71,33.06,NA,"OfficialWorldGolfRanking",2015
209,200,"Scott Stallings",48,0.88,42,-55.52,29.11,NA,"OfficialWorldGolfRanking",2015
210,214,"Danny Chia",43,0.87,37.56,-8.96,31.34,NA,"OfficialWorldGolfRanking",2015
211,205,"Kyle Reifers",52,0.87,45.15,-16.89,42.03,NA,"OfficialWorldGolfRanking",2015
212,211,"Wang Jeunghun",45,0.86,38.71,-15.73,27.3,NA,"OfficialWorldGolfRanking",2015
213,208,"KJ Choi",46,0.86,39.45,-51.36,19.64,NA,"OfficialWorldGolfRanking",2015
214,220,"Graeme Storm",52,0.85,44.45,-20.16,32.17,NA,"OfficialWorldGolfRanking",2015
215,203,"Kevin Stadler",40,0.85,34.14,-69.7,NA,NA,"OfficialWorldGolfRanking",2015
216,215,"Yoshinori Fujimoto",48,0.85,40.95,-38.93,19.34,NA,"OfficialWorldGolfRanking",2015
217,209,"Colt Knost",52,0.85,44.24,-17.68,36.21,NA,"OfficialWorldGolfRanking",2015
218,210,"Rod Pampling",50,0.85,42.41,-19.96,25.15,NA,"OfficialWorldGolfRanking",2015
219,216,"Wade Ormsby",52,0.85,43.95,-31.22,22.58,NA,"OfficialWorldGolfRanking",2015
220,212,"Katsumasa Miyamoto",48,0.84,40.21,-25.72,13.02,NA,"OfficialWorldGolfRanking",2015
221,213,"Satoshi Kodaira",44,0.84,36.8,-28.21,15.87,NA,"OfficialWorldGolfRanking",2015
222,206,"Hideto Tanihara",48,0.83,40.02,-50.12,11.14,NA,"OfficialWorldGolfRanking",2015
223,223,"SSP Chawrasia",44,0.83,36.59,-25.8,20.74,NA,"OfficialWorldGolfRanking",2015
224,245,"Keith Horne",46,0.83,38.2,-17.15,31.27,NA,"OfficialWorldGolfRanking",2015
225,217,"Park Sangeon",44,0.82,36.26,-21.96,18.51,NA,"OfficialWorldGolfRanking",2015
226,231,"Jamie Lovemark",50,0.82,41.08,-14.22,38.73,NA,"OfficialWorldGolfRanking",2015
227,221,"Daisuke Kataoka",51,0.82,41.83,-18.52,33.18,NA,"OfficialWorldGolfRanking",2015
228,224,"Will Ma Kenzie",42,0.81,34.21,-48.86,8.72,NA,"OfficialWorldGolfRanking",2015
229,232,"David Toms",41,0.81,33.37,-28.4,22.16,NA,"OfficialWorldGolfRanking",2015
230,222,"Roope Kakko",45,0.8,36.17,-16.91,32.62,NA,"OfficialWorldGolfRanking",2015
231,227,"Jaco Ahlers",45,0.8,36.12,-22.13,21.82,NA,"OfficialWorldGolfRanking",2015
232,225,"Seunghyuk Kim",46,0.8,36.84,-31.04,2.56,NA,"OfficialWorldGolfRanking",2015
233,228,"Nicolas Colsaerts",52,0.8,41.56,-42.9,20.13,NA,"OfficialWorldGolfRanking",2015
234,234,"Danie van Tonder",48,0.8,38.16,-29.78,20.14,NA,"OfficialWorldGolfRanking",2015
235,226,"Hennie Otto",48,0.79,38.12,-49.81,11.68,NA,"OfficialWorldGolfRanking",2015
236,233,"Sam Saunders",52,0.79,41.22,-12.87,36.14,NA,"OfficialWorldGolfRanking",2015
237,238,"Chad Campbell",51,0.79,40.23,-18.58,35.81,NA,"OfficialWorldGolfRanking",2015
238,277,"Gary Boyd",40,0.79,31.43,-2.97,30.89,NA,"OfficialWorldGolfRanking",2015
239,239,"Vijay Singh",50,0.78,39.05,-30.82,34.69,NA,"OfficialWorldGolfRanking",2015
240,235,"Chapchai Nirat",40,0.77,30.93,-23.04,17.91,NA,"OfficialWorldGolfRanking",2015
241,236,"Peter Uihlein",52,0.77,39.86,-51.49,29.56,NA,"OfficialWorldGolfRanking",2015
242,240,"I J Jang",49,0.76,37.25,-23.96,28.66,NA,"OfficialWorldGolfRanking",2015
243,241,"Angelo Que",46,0.76,34.76,-21.78,20.74,NA,"OfficialWorldGolfRanking",2015
244,244,"Ignacio Elvira Mijares",52,0.75,39.23,-17.63,37.27,NA,"OfficialWorldGolfRanking",2015
245,242,"Jon Curran",52,0.75,39.08,-18.91,33.53,NA,"OfficialWorldGolfRanking",2015
246,246,"Derek Fathauer",52,0.75,38.81,-25.01,15.97,NA,"OfficialWorldGolfRanking",2015
247,248,"Morten Orum Madsen",52,0.74,38.66,-40.73,36.87,NA,"OfficialWorldGolfRanking",2015
248,247,"Jacques Blaauw",44,0.74,32.69,-24.5,27.04,NA,"OfficialWorldGolfRanking",2015
249,243,"Andrew McArthur",45,0.74,33.18,-15.66,23.27,NA,"OfficialWorldGolfRanking",2015
250,249,"Jean Hugo",49,0.73,35.93,-19.65,28.96,NA,"OfficialWorldGolfRanking",2015
251,251,"Florian Fritsch",40,0.72,28.83,-15.68,13.26,NA,"OfficialWorldGolfRanking",2015
