"3PuttAvoidance1520_RANKTHISWEEK_2016","3PuttAvoidance1520_RANKLASTWEEK_2016","3PuttAvoidance1520_PLAYERNAME_2016","3PuttAvoidance1520_ROUNDS_2016","3PuttAvoidance1520_Pct_2016","3PuttAvoidance1520_TOTAL3PUTTS_2016","3PuttAvoidance1520_ATTEMPTS_2016","3PuttAvoidance1520_2PUTTORBETTERPct_2016","stat_name","year"
1,1,"Thomas Aiken",42,0,NA,51,100,"3PuttAvoidance1520",2016
1,1,"Byeong Hun An",23,0,NA,29,100,"3PuttAvoidance1520",2016
1,1,"Abraham Ancer",26,0,NA,33,100,"3PuttAvoidance1520",2016
1,1,"Stuart Appleby",39,0,NA,54,100,"3PuttAvoidance1520",2016
1,1,"Blayne Barber",44,0,NA,68,100,"3PuttAvoidance1520",2016
1,1,"Ricky Barnes",57,0,NA,67,100,"3PuttAvoidance1520",2016
1,1,"Shane Bertsch",30,0,NA,40,100,"3PuttAvoidance1520",2016
1,1,"Bronson Burgoon",53,0,NA,66,100,"3PuttAvoidance1520",2016
1,1,"Angel Cabrera",42,0,NA,66,100,"3PuttAvoidance1520",2016
1,1,"Paul Casey",39,0,NA,41,100,"3PuttAvoidance1520",2016
1,1,"Kevin Chappell",49,0,NA,75,100,"3PuttAvoidance1520",2016
1,1,"KJ Choi",47,0,NA,73,100,"3PuttAvoidance1520",2016
1,1,"Jason Day",36,0,NA,34,100,"3PuttAvoidance1520",2016
1,1,"Brendon de Jonge",55,0,NA,65,100,"3PuttAvoidance1520",2016
1,1,"Graham DeLaet",50,0,NA,91,100,"3PuttAvoidance1520",2016
1,1,"Luke Donald",49,0,NA,65,100,"3PuttAvoidance1520",2016
1,1,"Jamie Donaldson",28,0,NA,39,100,"3PuttAvoidance1520",2016
1,1,"Jason Dufner",53,0,NA,90,100,"3PuttAvoidance1520",2016
1,1,"Tony Finau",49,0,NA,74,100,"3PuttAvoidance1520",2016
1,1,"Matthew Fitzpatrick",23,0,NA,20,100,"3PuttAvoidance1520",2016
1,1,"Rickie Fowler",42,0,NA,61,100,"3PuttAvoidance1520",2016
1,1,"Brian Gay",22,0,NA,31,100,"3PuttAvoidance1520",2016
1,1,"Rhein Gibson",36,0,NA,44,100,"3PuttAvoidance1520",2016
1,1,"Lucas Glover",53,0,NA,97,100,"3PuttAvoidance1520",2016
1,1,"Andres Gonzales",46,0,NA,62,100,"3PuttAvoidance1520",2016
1,1,"Retief Goosen",37,0,NA,52,100,"3PuttAvoidance1520",2016
1,1,"Jason Gore",51,0,NA,73,100,"3PuttAvoidance1520",2016
1,1,"Branden Grace",31,0,NA,27,100,"3PuttAvoidance1520",2016
1,1,"Luke Guthrie",31,0,NA,34,100,"3PuttAvoidance1520",2016
1,1,"Bill Haas",42,0,NA,51,100,"3PuttAvoidance1520",2016
1,1,"Adam Hadwin",53,0,NA,99,100,"3PuttAvoidance1520",2016
1,1,"James Hahn",45,0,NA,65,100,"3PuttAvoidance1520",2016
1,1,"Padraig Harrington",38,0,NA,51,100,"3PuttAvoidance1520",2016
1,1,"Justin Hicks",26,0,NA,52,100,"3PuttAvoidance1520",2016
1,1,"JB Holmes",39,0,NA,47,100,"3PuttAvoidance1520",2016
1,1,"Billy Hurley III",22,0,NA,25,100,"3PuttAvoidance1520",2016
1,1,"Hiroshi Iwata",51,0,NA,60,100,"3PuttAvoidance1520",2016
1,1,"Dustin Johnson",37,0,NA,31,100,"3PuttAvoidance1520",2016
1,1,"Matt Jones",45,0,NA,55,100,"3PuttAvoidance1520",2016
1,1,"Sung Kang",51,0,NA,71,100,"3PuttAvoidance1520",2016
1,1,"Smylie Kaufman",57,0,NA,76,100,"3PuttAvoidance1520",2016
1,1,"Jerry Kelly",44,0,NA,45,100,"3PuttAvoidance1520",2016
1,1,"Si Woo Kim",63,0,NA,94,100,"3PuttAvoidance1520",2016
1,1,"Colt Knost",56,0,NA,88,100,"3PuttAvoidance1520",2016
1,1,"Brooks Koepka",39,0,NA,54,100,"3PuttAvoidance1520",2016
1,1,"Kelly Kraft",35,0,NA,42,100,"3PuttAvoidance1520",2016
1,1,"Andrew Landry",24,0,NA,19,100,"3PuttAvoidance1520",2016
1,1,"Lucas Lee",22,0,NA,18,100,"3PuttAvoidance1520",2016
