"Par3ScoringAverage_RANKTHISWEEK_2009","Par3ScoringAverage_RANKLASTWEEK_2009","Par3ScoringAverage_PLAYERNAME_2009","Par3ScoringAverage_ROUNDS_2009","Par3ScoringAverage_AVG_2009","Par3ScoringAverage_TOTALSTROKES_2009","Par3ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Patrick Sheehan",51,2.96,612,207,"Par3ScoringAverage",2009
1,1,"Tiger Woods",64,2.96,735,248,"Par3ScoringAverage",2009
3,3,"Mark Brooks",55,2.97,671,226,"Par3ScoringAverage",2009
4,4,"Jason Day",61,2.98,736,247,"Par3ScoringAverage",2009
5,5,"Corey Pavin",73,2.99,898,300,"Par3ScoringAverage",2009
6,6,"Lee Janzen",74,3,912,304,"Par3ScoringAverage",2009
6,6,"Matt Jones",56,3,686,229,"Par3ScoringAverage",2009
6,6,"Scott Sterling",51,3,633,211,"Par3ScoringAverage",2009
6,6,"Steve Stricker",81,3,966,322,"Par3ScoringAverage",2009
10,10,"Zach Johnson",94,3.01,1102,366,"Par3ScoringAverage",2009
10,10,"Richard Johnson",85,3.01,1034,343,"Par3ScoringAverage",2009
10,10,"Matt Kuchar",82,3.01,1007,335,"Par3ScoringAverage",2009
10,10,"Spencer Levin",75,3.01,929,309,"Par3ScoringAverage",2009
10,10,"Jeff Quinney",78,3.01,957,318,"Par3ScoringAverage",2009
10,10,"Mike Weir",85,3.01,1020,339,"Par3ScoringAverage",2009
16,16,"Kris Blanks",60,3.02,742,246,"Par3ScoringAverage",2009
16,16,"Bob Heintz",59,3.02,728,241,"Par3ScoringAverage",2009
16,16,"JJ Henry",97,3.02,1186,393,"Par3ScoringAverage",2009
16,16,"Bill Lunde",83,3.02,1031,341,"Par3ScoringAverage",2009
16,16,"Bryce Molder",69,3.02,836,277,"Par3ScoringAverage",2009
16,16,"Nick OHern",90,3.02,1112,368,"Par3ScoringAverage",2009
16,16,"Kenny Perry",92,3.02,1101,365,"Par3ScoringAverage",2009
16,16,"DA Points",99,3.02,1214,402,"Par3ScoringAverage",2009
16,16,"Tag Ridings",50,3.02,620,205,"Par3ScoringAverage",2009
16,16,"Dean Wilson",81,3.02,1000,331,"Par3ScoringAverage",2009
16,16,"Casey Wittenberg",71,3.02,878,291,"Par3ScoringAverage",2009
27,27,"Cameron Beckman",87,3.03,1071,354,"Par3ScoringAverage",2009
27,27,"Tim Clark",81,3.03,962,317,"Par3ScoringAverage",2009
27,27,"Harrison Frazar",93,3.03,1148,379,"Par3ScoringAverage",2009
27,27,"Ryuji Imada",85,3.03,1037,342,"Par3ScoringAverage",2009
27,27,"Freddie Jacobson",83,3.03,1010,333,"Par3ScoringAverage",2009
27,27,"Jeff Klauk",97,3.03,1209,399,"Par3ScoringAverage",2009
27,27,"Phil Mickelson",66,3.03,767,253,"Par3ScoringAverage",2009
27,27,"Ryan Moore",89,3.03,1097,362,"Par3ScoringAverage",2009
27,27,"Joe Ogilvie",85,3.03,1065,351,"Par3ScoringAverage",2009
27,27,"Kevin Stadler",65,3.03,802,265,"Par3ScoringAverage",2009
27,27,"David Toms",98,3.03,1210,399,"Par3ScoringAverage",2009
27,27,"Kirk Triplett",60,3.03,761,251,"Par3ScoringAverage",2009
27,27,"Matt Weibring",65,3.03,797,263,"Par3ScoringAverage",2009
40,40,"Briny Baird",89,3.04,1099,362,"Par3ScoringAverage",2009
40,40,"Chad Campbell",90,3.04,1105,364,"Par3ScoringAverage",2009
40,40,"Chris DiMarco",97,3.04,1200,395,"Par3ScoringAverage",2009
40,40,"Brian Gay",96,3.04,1173,386,"Par3ScoringAverage",2009
40,40,"Hunter Mahan",94,3.04,1123,369,"Par3ScoringAverage",2009
40,40,"Rod Pampling",72,3.04,870,286,"Par3ScoringAverage",2009
40,40,"Tom Pernice Jr",82,3.04,1029,339,"Par3ScoringAverage",2009
40,40,"Brett Quigley",92,3.04,1149,378,"Par3ScoringAverage",2009
40,40,"Chez Reavie",81,3.04,978,322,"Par3ScoringAverage",2009
40,40,"Vaughn Taylor",88,3.04,1087,357,"Par3ScoringAverage",2009
40,40,"Scott Verplank",88,3.04,1072,353,"Par3ScoringAverage",2009
40,40,"Brian Vranesh",51,3.04,630,207,"Par3ScoringAverage",2009
40,40,"Jimmy Walker",74,3.04,918,302,"Par3ScoringAverage",2009
40,40,"Charles Warren",63,3.04,776,255,"Par3ScoringAverage",2009
40,40,"Jay Williamson",69,3.04,855,281,"Par3ScoringAverage",2009
40,40,"Gary Woodland",53,3.04,657,216,"Par3ScoringAverage",2009
56,56,"Robert Allenby",71,3.05,853,280,"Par3ScoringAverage",2009
56,56,"Jason Bohn",88,3.05,1096,359,"Par3ScoringAverage",2009
