"LateRound2ScoringAverage_RANKTHISWEEK_2014","LateRound2ScoringAverage_RANKLASTWEEK_2014","LateRound2ScoringAverage_PLAYERNAME_2014","LateRound2ScoringAverage__2014","LateRound2ScoringAverage_AVG_2014","LateRound2ScoringAverage_TOTALSTROKES_2014","LateRound2ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Adam Scott",NA,68.22,614,9,"LateRound2ScoringAverage",2014
2,2,"Sergio Garcia",NA,68.67,412,6,"LateRound2ScoringAverage",2014
3,3,"Jamie Lovemark",NA,68.89,620,9,"LateRound2ScoringAverage",2014
4,4,"Jim Furyk",NA,69,759,11,"LateRound2ScoringAverage",2014
5,5,"Billy Horschel",NA,69.07,967,14,"LateRound2ScoringAverage",2014
5,5,"Kevin Na",NA,69.07,1036,15,"LateRound2ScoringAverage",2014
7,7,"Scott Brown",NA,69.23,900,13,"LateRound2ScoringAverage",2014
8,8,"Andrew Svoboda",NA,69.31,901,13,"LateRound2ScoringAverage",2014
9,9,"Jason Day",NA,69.33,624,9,"LateRound2ScoringAverage",2014
10,10,"Dustin Johnson",NA,69.5,556,8,"LateRound2ScoringAverage",2014
10,10,"Chris Stroud",NA,69.5,834,12,"LateRound2ScoringAverage",2014
12,12,"Kevin Stadler",NA,69.55,765,11,"LateRound2ScoringAverage",2014
13,13,"Graham DeLaet",NA,69.56,626,9,"LateRound2ScoringAverage",2014
14,14,"Retief Goosen",NA,69.58,835,12,"LateRound2ScoringAverage",2014
15,15,"Bill Haas",NA,69.64,766,11,"LateRound2ScoringAverage",2014
15,15,"Chris Kirk",NA,69.64,975,14,"LateRound2ScoringAverage",2014
17,17,"Robert Garrigus",NA,69.67,836,12,"LateRound2ScoringAverage",2014
17,17,"Ryan Palmer",NA,69.67,627,9,"LateRound2ScoringAverage",2014
19,19,"Brad Fritsch",NA,69.71,488,7,"LateRound2ScoringAverage",2014
19,19,"Seung Yul Noh",NA,69.71,976,14,"LateRound2ScoringAverage",2014
21,21,"John Senden",NA,69.77,907,13,"LateRound2ScoringAverage",2014
22,22,"Bryce Molder",NA,69.82,768,11,"LateRound2ScoringAverage",2014
23,23,"Ryan Moore",NA,69.83,838,12,"LateRound2ScoringAverage",2014
24,24,"Jerry Kelly",NA,69.86,489,7,"LateRound2ScoringAverage",2014
24,24,"Brendon Todd",NA,69.86,978,14,"LateRound2ScoringAverage",2014
26,26,"Rory McIlroy",NA,70,700,10,"LateRound2ScoringAverage",2014
27,27,"Charles Howell III",NA,70.06,1121,16,"LateRound2ScoringAverage",2014
28,28,"Robert Streb",NA,70.11,631,9,"LateRound2ScoringAverage",2014
29,29,"Brian Harman",NA,70.13,1052,15,"LateRound2ScoringAverage",2014
30,30,"Shawn Stefani",NA,70.14,491,7,"LateRound2ScoringAverage",2014
31,31,"Zach Johnson",NA,70.17,842,12,"LateRound2ScoringAverage",2014
31,31,"Matt Kuchar",NA,70.17,842,12,"LateRound2ScoringAverage",2014
31,31,"Kyle Stanley",NA,70.17,842,12,"LateRound2ScoringAverage",2014
34,34,"Geoff Ogilvy",NA,70.18,772,11,"LateRound2ScoringAverage",2014
35,35,"Brice Garnett",NA,70.21,983,14,"LateRound2ScoringAverage",2014
36,36,"Brandt Snedeker",NA,70.27,773,11,"LateRound2ScoringAverage",2014
37,37,"Ricky Barnes",NA,70.31,914,13,"LateRound2ScoringAverage",2014
38,38,"Ben Crane",NA,70.33,844,12,"LateRound2ScoringAverage",2014
