"HangTime_RANKTHISWEEK_2012","HangTime_RANKLASTWEEK_2012","HangTime_PLAYERNAME_2012","HangTime_ROUNDS_2012","HangTime_AVG_2012","HangTime_TOTALACTUALHANGTIME_2012","HangTime_TOTALATTEMPTS_2012","HangTime_LONGESTACTHANGTIME_2012","HangTime_SHORTESTACTHANGTIME_2012","stat_name","year"
169,169,"Stephen Ames",54,5.8,168.7,29,6.7,5,"HangTime",2012
169,169,"Cameron Beckman",81,5.8,363,63,6.8,2.8,"HangTime",2012
169,169,"Scott Dunlap",57,5.8,237.3,41,6.9,3.8,"HangTime",2012
169,169,"Stephen Gangluff",57,5.8,207.9,36,7.2,1.7,"HangTime",2012
169,169,"Brian Harman",101,5.8,495.9,85,7.1,3.2,"HangTime",2012
169,169,"Billy Hurley III",70,5.8,276.3,48,7.2,2.1,"HangTime",2012
169,169,"JJ Killeen",101,5.8,352.1,61,7.2,3.4,"HangTime",2012
169,169,"Russell Knox",72,5.8,289.7,50,7,2.3,"HangTime",2012
169,169,"Spencer Levin",81,5.8,316.4,55,7.1,0.7,"HangTime",2012
169,169,"Carl Pettersson",92,5.8,432.2,74,6.9,2.5,"HangTime",2012
169,169,"Kyle Thompson",51,5.8,179.6,31,6.7,1.8,"HangTime",2012
169,169,"David Toms",60,5.8,224.6,39,6.7,3.3,"HangTime",2012
169,169,"DJ Trahan",73,5.8,277.9,48,7.1,4.1,"HangTime",2012
182,182,"Ricky Barnes",92,5.7,396.4,69,7,1.8,"HangTime",2012
182,182,"Nathan Green",73,5.7,237.8,42,6.9,3.3,"HangTime",2012
182,182,"Jason Kokrak",79,5.7,319.9,56,7.5,0.7,"HangTime",2012
182,182,"Justin Leonard",79,5.7,308.4,54,6.7,3.9,"HangTime",2012
182,182,"Patrick Sheehan",58,5.7,194.2,34,6.8,2.4,"HangTime",2012
187,187,"Hunter Haas",69,5.6,253,45,7.1,1.9,"HangTime",2012
187,187,"Trevor Immelman",76,5.6,275.7,49,6.7,1.7,"HangTime",2012
187,187,"Nick OHern",78,5.6,291.5,52,7,3.3,"HangTime",2012
187,187,"Camilo Villegas",79,5.6,376,67,7,0.8,"HangTime",2012
191,191,"Gavin Coles",72,5.5,253.2,46,6.3,2.5,"HangTime",2012
