"ClubHeadSpeed_RANKTHISWEEK_2011","ClubHeadSpeed_RANKLASTWEEK_2011","ClubHeadSpeed_PLAYERNAME_2011","ClubHeadSpeed_ROUNDS_2011","ClubHeadSpeed_AVG_2011","ClubHeadSpeed_TOTALCLUBHEADSPEED_2011","ClubHeadSpeed_TOTALATTEMPTS_2011","ClubHeadSpeed_FASTESTSPEED_2011","ClubHeadSpeed_SLOWESTSPEED_2011","stat_name","year"
75,75,"Tom Gillis",55,114.11,5591.34,49,117.65,106.76,"ClubHeadSpeed",2011
75,75,"Steve Marino",76,114.11,7417.4,65,117.58,110.65,"ClubHeadSpeed",2011
77,77,"Matt Bettencourt",84,114.05,7869.4,69,117.15,110.93,"ClubHeadSpeed",2011
78,78,"Tommy Gainey",104,113.92,9455.3,83,117.69,103.64,"ClubHeadSpeed",2011
78,78,"YE Yang",63,113.92,4784.81,42,117.94,110.5,"ClubHeadSpeed",2011
80,80,"Bo Van Pelt",92,113.85,7628.17,67,116.91,103.12,"ClubHeadSpeed",2011
81,81,"Rory Sabbatini",85,113.79,6144.55,54,116.85,110.82,"ClubHeadSpeed",2011
82,82,"Webb Simpson",98,113.69,9663.9,85,117.68,106.72,"ClubHeadSpeed",2011
83,83,"Ben Martin",74,113.55,5109.65,45,118.28,109.96,"ClubHeadSpeed",2011
84,84,"Chad Campbell",99,113.54,8629.32,76,116.83,106.56,"ClubHeadSpeed",2011
84,84,"Brendan Steele",89,113.54,8061.28,71,117.67,106.82,"ClubHeadSpeed",2011
86,86,"Jeff Overton",92,113.5,8058.44,71,118.09,110.42,"ClubHeadSpeed",2011
87,87,"William McGirt",103,113.49,9646.58,85,116.6,106.97,"ClubHeadSpeed",2011
88,88,"Ryan Moore",79,113.45,6580.21,58,117.24,110.45,"ClubHeadSpeed",2011
89,89,"Jim Renner",65,113.36,5441.47,48,118.2,110,"ClubHeadSpeed",2011
90,90,"Kevin Stadler",88,113.34,6913.64,61,117.52,109.41,"ClubHeadSpeed",2011
91,91,"Andres Gonzales",60,113.25,4643.26,41,116.17,109.91,"ClubHeadSpeed",2011
92,92,"Kevin Na",84,113.12,5542.71,49,117.98,108.21,"ClubHeadSpeed",2011
93,93,"Graeme McDowell",50,113.1,4184.82,37,116.19,110.91,"ClubHeadSpeed",2011
94,94,"Camilo Villegas",69,113.09,5880.56,52,117.56,109.85,"ClubHeadSpeed",2011
95,95,"Geoff Ogilvy",69,113.08,5880.2,52,116.13,105.66,"ClubHeadSpeed",2011
96,96,"Jarrod Lyle",83,113.05,6669.87,59,118.2,107.84,"ClubHeadSpeed",2011
96,96,"Vijay Singh",79,113.05,8139.62,72,116.25,109.1,"ClubHeadSpeed",2011
98,98,"JJ Henry",96,112.85,8463.65,75,117.69,107.22,"ClubHeadSpeed",2011
99,99,"Michael Thompson",79,112.66,6083.8,54,115.36,106.9,"ClubHeadSpeed",2011
100,100,"Roland Thatcher",67,112.62,5518.18,49,115.91,109.05,"ClubHeadSpeed",2011
101,101,"Bill Lunde",92,112.6,8332.19,74,116.24,106.54,"ClubHeadSpeed",2011
102,102,"Fabian Gomez",84,112.59,5291.7,47,117.59,109.43,"ClubHeadSpeed",2011
103,103,"Rod Pampling",72,112.56,5290.18,47,115.52,109.49,"ClubHeadSpeed",2011
104,104,"Freddie Jacobson",92,112.49,7311.85,65,116.71,108.13,"ClubHeadSpeed",2011
105,105,"Ernie Els",71,112.42,5958.36,53,116.81,108.26,"ClubHeadSpeed",2011
106,106,"Chris Stroud",88,112.26,8194.7,73,114.86,108.72,"ClubHeadSpeed",2011
107,107,"Lee Janzen",62,112.16,4710.81,42,115.52,106.82,"ClubHeadSpeed",2011
108,108,"Robert Allenby",84,112.11,7287.35,65,114.68,106.64,"ClubHeadSpeed",2011
109,109,"Tim Herron",85,112.03,7281.76,65,115.1,108.84,"ClubHeadSpeed",2011
110,110,"Luke Donald",73,111.97,5374.76,48,116.88,108.08,"ClubHeadSpeed",2011
111,111,"Chris Kirk",87,111.92,8393.84,75,115.34,106.28,"ClubHeadSpeed",2011
112,112,"Sung Kang",63,111.83,4361.43,39,118.76,108.15,"ClubHeadSpeed",2011
113,113,"Hunter Mahan",92,111.76,8270.44,74,114.95,104.53,"ClubHeadSpeed",2011
114,114,"Troy Merritt",63,111.6,5245.07,47,114.97,108.41,"ClubHeadSpeed",2011
115,115,"Ryuji Imada",83,111.59,8368.98,75,114.64,107.27,"ClubHeadSpeed",2011
116,116,"Daniel Summerhays",75,111.49,6243.45,56,115.47,107.98,"ClubHeadSpeed",2011
117,117,"Charlie Wi",83,111.43,7465.62,67,115.79,104.08,"ClubHeadSpeed",2011
118,118,"Joe Durant",71,111.39,5680.82,51,114.59,107.31,"ClubHeadSpeed",2011
119,119,"Billy Horschel",75,111.38,6348.68,57,114.39,108.61,"ClubHeadSpeed",2011
120,120,"Kris Blanks",92,111.33,8460.77,76,116.16,107.09,"ClubHeadSpeed",2011
121,121,"Shaun Micheel",77,111.27,5897.36,53,114.89,107.82,"ClubHeadSpeed",2011
122,122,"David Hearn",88,111.21,7340.19,66,115.29,106.88,"ClubHeadSpeed",2011
123,123,"Martin Piller",63,111.2,4892.93,44,116.4,105.19,"ClubHeadSpeed",2011
124,124,"Alexandre Rocha",65,111.16,4335.38,39,117.55,107.6,"ClubHeadSpeed",2011
125,125,"Joe Ogilvie",75,111.08,5776.28,52,114.61,107.18,"ClubHeadSpeed",2011
126,126,"Hunter Haas",96,110.99,8435.4,76,115.02,101.2,"ClubHeadSpeed",2011
127,127,"Woody Austin",59,110.98,4661.25,42,114.14,105,"ClubHeadSpeed",2011
128,128,"Briny Baird",60,110.96,4438.39,40,114.59,106.59,"ClubHeadSpeed",2011
129,129,"Steve Stricker",70,110.94,6212.4,56,113.98,107.35,"ClubHeadSpeed",2011
130,130,"Carl Pettersson",95,110.92,9316.89,84,115.72,105.23,"ClubHeadSpeed",2011
131,131,"Kevin Kisner",70,110.83,5541.32,50,113.97,106.47,"ClubHeadSpeed",2011
132,132,"DJ Brigman",67,110.76,4984.25,45,114.7,106.72,"ClubHeadSpeed",2011
133,133,"KJ Choi",77,110.6,6635.72,60,113.62,106.01,"ClubHeadSpeed",2011
134,134,"John Merrick",71,110.48,6187.03,56,114.36,104.28,"ClubHeadSpeed",2011
135,135,"Brandt Snedeker",85,110.45,7400.22,67,113.39,108.34,"ClubHeadSpeed",2011
136,136,"Matt Kuchar",94,110.41,7949.55,72,115.62,106.82,"ClubHeadSpeed",2011
136,136,"Chez Reavie",92,110.41,8060.11,73,114.99,105.45,"ClubHeadSpeed",2011
138,138,"Paul Stankowski",78,110.37,6291.03,57,113,107.36,"ClubHeadSpeed",2011
139,139,"Spencer Levin",113,110.35,9490.39,86,114.18,107.4,"ClubHeadSpeed",2011
140,140,"DA Points",89,110.2,7383.5,67,113.46,106.02,"ClubHeadSpeed",2011
141,141,"Kent Jones",76,110.17,6279.51,57,113.52,101.42,"ClubHeadSpeed",2011
142,142,"Cameron Beckman",71,110.15,6388.93,58,114.43,102.42,"ClubHeadSpeed",2011
143,143,"Billy Mayfair",94,110.12,8699.4,79,114.47,106.38,"ClubHeadSpeed",2011
144,144,"Jason Dufner",78,110.11,6826.57,62,114.96,103.85,"ClubHeadSpeed",2011
145,145,"Ian Poulter",52,110.02,4400.97,40,112.87,107.14,"ClubHeadSpeed",2011
146,146,"Greg Chalmers",88,109.98,7368.99,67,112.78,104.7,"ClubHeadSpeed",2011
147,147,"Marc Turnesa",54,109.84,3844.42,35,113.22,105.51,"ClubHeadSpeed",2011
148,148,"Stephen Ames",69,109.67,5373.86,49,112.76,100.94,"ClubHeadSpeed",2011
149,149,"Bryce Molder",82,109.64,6578.25,60,115.25,104.07,"ClubHeadSpeed",2011
150,150,"Johnson Wagner",81,109.59,7671.25,70,112.83,106.8,"ClubHeadSpeed",2011
151,151,"Nate Smith",66,109.23,4915.3,45,112.35,105.95,"ClubHeadSpeed",2011
152,152,"David Mathis",83,109.13,6001.99,55,116.95,105.36,"ClubHeadSpeed",2011
153,153,"Tim Petrovic",88,109.11,7310.7,67,112.04,106.05,"ClubHeadSpeed",2011
154,154,"Dean Wilson",62,109.08,5453.84,50,112.33,105.53,"ClubHeadSpeed",2011
155,155,"Jason Bohn",74,108.98,7083.99,65,113.16,104.96,"ClubHeadSpeed",2011
156,156,"Arjun Atwal",91,108.94,7952.49,73,112.61,105.68,"ClubHeadSpeed",2011
157,157,"Steve Flesch",88,108.93,6644.67,61,115.34,105.94,"ClubHeadSpeed",2011
158,158,"Michael Connell",76,108.92,7406.88,68,112.78,99.94,"ClubHeadSpeed",2011
159,159,"Ben Crane",76,108.85,6530.85,60,114.3,104.17,"ClubHeadSpeed",2011
160,160,"Jim Furyk",87,108.71,7065.96,65,112.61,104.15,"ClubHeadSpeed",2011
161,161,"Vaughn Taylor",89,108.65,8149.09,75,111.84,105.33,"ClubHeadSpeed",2011
162,162,"Steve Elkington",50,108.64,3802.34,35,110.71,105.98,"ClubHeadSpeed",2011
163,163,"Rich Beem",53,108.61,4561.82,42,111.65,104.19,"ClubHeadSpeed",2011
164,164,"Justin Leonard",82,108.38,6828.11,63,111.66,106.26,"ClubHeadSpeed",2011
165,165,"Colt Knost",80,108.37,6394.03,59,115.12,104.56,"ClubHeadSpeed",2011
166,166,"Matt McQuillan",59,108.36,4009.45,37,113.03,104.52,"ClubHeadSpeed",2011
167,167,"Chris DiMarco",93,108.29,7904.96,73,110.9,104.46,"ClubHeadSpeed",2011
167,167,"Justin Hicks",60,108.29,4331.74,40,115.58,105.45,"ClubHeadSpeed",2011
169,169,"JP Hayes",56,107.95,4318.1,40,110.8,101.27,"ClubHeadSpeed",2011
170,170,"Shane Bertsch",62,107.89,4747.27,44,110.64,105.05,"ClubHeadSpeed",2011
171,171,"Richard Johnson",64,107.88,5178.47,48,118.07,103.12,"ClubHeadSpeed",2011
172,172,"Ben Curtis",66,107.66,6136.77,57,110.31,104.07,"ClubHeadSpeed",2011
173,173,"Mark Wilson",89,107.61,8070.65,75,112.15,104.81,"ClubHeadSpeed",2011
174,174,"Chris Riley",76,107.56,6130.72,57,110.94,103.7,"ClubHeadSpeed",2011
175,175,"Alex Cejka",59,107.55,4624.64,43,112.68,104.31,"ClubHeadSpeed",2011
176,176,"Garrett Willis",71,107.03,4923.28,46,109.21,103.49,"ClubHeadSpeed",2011
177,177,"Zach Johnson",79,106.92,7163.32,67,109.89,102.93,"ClubHeadSpeed",2011
178,178,"Jerry Kelly",85,106.61,7143.01,67,110.27,103.7,"ClubHeadSpeed",2011
179,179,"Brian Davis",105,106.4,9256.4,87,110.82,102.39,"ClubHeadSpeed",2011
180,180,"David Toms",78,106.24,6162,58,110.4,102.75,"ClubHeadSpeed",2011
181,181,"Aron Price",58,106.16,4564.7,43,112.54,102.39,"ClubHeadSpeed",2011
182,182,"Heath Slocum",89,106.13,7853.57,74,109.89,102.88,"ClubHeadSpeed",2011
183,183,"Rocco Mediate",53,106.02,4665.04,44,121.27,101.88,"ClubHeadSpeed",2011
184,184,"Paul Goydos",81,105.7,6764.73,64,109.66,100.88,"ClubHeadSpeed",2011
185,185,"Nick OHern",89,104.55,6377.78,61,107.38,100.06,"ClubHeadSpeed",2011
186,186,"Brian Gay",90,103.39,7340.91,71,109.34,100.1,"ClubHeadSpeed",2011
