"LateRound4ScoringAverage_RANKTHISWEEK_2013","LateRound4ScoringAverage_RANKLASTWEEK_2013","LateRound4ScoringAverage_PLAYERNAME_2013","LateRound4ScoringAverage__2013","LateRound4ScoringAverage_AVG_2013","LateRound4ScoringAverage_TOTALSTROKES_2013","LateRound4ScoringAverage_TOTALROUNDS_2013","stat_name","year"
27,27,"Stewart Cink",NA,69.6,348,5,"LateRound4ScoringAverage",2013
28,28,"Zach Johnson",NA,69.64,975,14,"LateRound4ScoringAverage",2013
28,28,"Phil Mickelson",NA,69.64,766,11,"LateRound4ScoringAverage",2013
30,30,"Derek Ernst",NA,69.67,209,3,"LateRound4ScoringAverage",2013
30,30,"Dicky Pride",NA,69.67,418,6,"LateRound4ScoringAverage",2013
32,32,"Charles Howell III",NA,69.7,697,10,"LateRound4ScoringAverage",2013
33,33,"Chris Kirk",NA,69.75,558,8,"LateRound4ScoringAverage",2013
33,33,"DJ Trahan",NA,69.75,279,4,"LateRound4ScoringAverage",2013
35,35,"Sangmoon Bae",NA,69.8,349,5,"LateRound4ScoringAverage",2013
35,35,"Graham DeLaet",NA,69.8,1047,15,"LateRound4ScoringAverage",2013
35,35,"Adam Scott",NA,69.8,698,10,"LateRound4ScoringAverage",2013
35,35,"Robert Streb",NA,69.8,349,5,"LateRound4ScoringAverage",2013
39,39,"Ted Potter Jr",NA,69.83,419,6,"LateRound4ScoringAverage",2013
40,40,"Tim Clark",NA,69.86,489,7,"LateRound4ScoringAverage",2013
41,41,"Ryan Palmer",NA,69.88,559,8,"LateRound4ScoringAverage",2013
42,42,"Henrik Stenson",NA,69.89,629,9,"LateRound4ScoringAverage",2013
43,43,"Jason Bohn",NA,70,280,4,"LateRound4ScoringAverage",2013
43,43,"Keegan Bradley",NA,70,840,12,"LateRound4ScoringAverage",2013
43,43,"Brendon de Jonge",NA,70,560,8,"LateRound4ScoringAverage",2013
43,43,"Harris English",NA,70,700,10,"LateRound4ScoringAverage",2013
43,43,"Martin Flores",NA,70,350,5,"LateRound4ScoringAverage",2013
43,43,"Robert Garrigus",NA,70,280,4,"LateRound4ScoringAverage",2013
43,43,"Matt Jones",NA,70,630,9,"LateRound4ScoringAverage",2013
43,43,"Brendan Steele",NA,70,350,5,"LateRound4ScoringAverage",2013
43,43,"Josh Teater",NA,70,420,6,"LateRound4ScoringAverage",2013
52,52,"Pat Perez",NA,70.14,491,7,"LateRound4ScoringAverage",2013
52,52,"Chris Stroud",NA,70.14,491,7,"LateRound4ScoringAverage",2013
54,54,"Chez Reavie",NA,70.17,421,6,"LateRound4ScoringAverage",2013
55,55,"Kevin Streelman",NA,70.18,772,11,"LateRound4ScoringAverage",2013
56,56,"David Lingmerth",NA,70.2,351,5,"LateRound4ScoringAverage",2013
57,57,"Brian Davis",NA,70.22,632,9,"LateRound4ScoringAverage",2013
58,58,"Dustin Johnson",NA,70.25,562,8,"LateRound4ScoringAverage",2013
58,58,"William McGirt",NA,70.25,281,4,"LateRound4ScoringAverage",2013
58,58,"Cameron Tringale",NA,70.25,281,4,"LateRound4ScoringAverage",2013
61,61,"Jason Day",NA,70.27,773,11,"LateRound4ScoringAverage",2013
62,62,"Justin Rose",NA,70.31,914,13,"LateRound4ScoringAverage",2013
63,63,"Scott Gardiner",NA,70.33,211,3,"LateRound4ScoringAverage",2013
63,63,"David Mathis",NA,70.33,211,3,"LateRound4ScoringAverage",2013
65,65,"Marc Leishman",NA,70.36,774,11,"LateRound4ScoringAverage",2013
66,66,"Greg Owen",NA,70.4,352,5,"LateRound4ScoringAverage",2013
67,67,"Matt Every",NA,70.45,775,11,"LateRound4ScoringAverage",2013
68,68,"Jason Kokrak",NA,70.46,916,13,"LateRound4ScoringAverage",2013
69,69,"Ernie Els",NA,70.5,282,4,"LateRound4ScoringAverage",2013
69,69,"Jim Herman",NA,70.5,423,6,"LateRound4ScoringAverage",2013
69,69,"Tim Herron",NA,70.5,141,2,"LateRound4ScoringAverage",2013
72,72,"Steven Bowditch",NA,70.6,353,5,"LateRound4ScoringAverage",2013
72,72,"Brian Harman",NA,70.6,353,5,"LateRound4ScoringAverage",2013
74,74,"Lucas Glover",NA,70.67,424,6,"LateRound4ScoringAverage",2013
74,74,"Luke List",NA,70.67,212,3,"LateRound4ScoringAverage",2013
74,74,"Rory McIlroy",NA,70.67,636,9,"LateRound4ScoringAverage",2013
77,77,"Matt Kuchar",NA,70.69,919,13,"LateRound4ScoringAverage",2013
78,78,"Steve Stricker",NA,70.7,707,10,"LateRound4ScoringAverage",2013
79,79,"Scott Brown",NA,70.71,495,7,"LateRound4ScoringAverage",2013
80,80,"Brandt Snedeker",NA,70.73,778,11,"LateRound4ScoringAverage",2013
81,81,"KJ Choi",NA,70.75,283,4,"LateRound4ScoringAverage",2013
81,81,"Jeff Maggert",NA,70.75,283,4,"LateRound4ScoringAverage",2013
83,83,"Billy Horschel",NA,70.79,991,14,"LateRound4ScoringAverage",2013
84,84,"Chad Campbell",NA,70.8,354,5,"LateRound4ScoringAverage",2013
85,85,"Nick Watney",NA,70.9,709,10,"LateRound4ScoringAverage",2013
86,86,"Stuart Appleby",NA,71,426,6,"LateRound4ScoringAverage",2013
86,86,"Ricky Barnes",NA,71,142,2,"LateRound4ScoringAverage",2013
86,86,"Kevin Chappell",NA,71,284,4,"LateRound4ScoringAverage",2013
86,86,"Mike Weir",NA,71,71,1,"LateRound4ScoringAverage",2013
90,90,"Bill Haas",NA,71.07,1066,15,"LateRound4ScoringAverage",2013
91,91,"Roberto Castro",NA,71.08,853,12,"LateRound4ScoringAverage",2013
92,92,"John Huh",NA,71.13,569,8,"LateRound4ScoringAverage",2013
93,93,"David Lynn",NA,71.14,498,7,"LateRound4ScoringAverage",2013
94,94,"Freddie Jacobson",NA,71.17,427,6,"LateRound4ScoringAverage",2013
94,94,"Richard Lee",NA,71.17,427,6,"LateRound4ScoringAverage",2013
94,94,"Troy Matteson",NA,71.17,427,6,"LateRound4ScoringAverage",2013
97,97,"Tiger Woods",NA,71.18,783,11,"LateRound4ScoringAverage",2013
98,98,"Jimmy Walker",NA,71.2,712,10,"LateRound4ScoringAverage",2013
99,99,"Ben Crane",NA,71.25,285,4,"LateRound4ScoringAverage",2013
99,99,"Mark Wilson",NA,71.25,285,4,"LateRound4ScoringAverage",2013
101,101,"James Hahn",NA,71.3,713,10,"LateRound4ScoringAverage",2013
102,102,"George McNeill",NA,71.33,428,6,"LateRound4ScoringAverage",2013
102,102,"Bryce Molder",NA,71.33,428,6,"LateRound4ScoringAverage",2013
102,102,"Cameron Percy",NA,71.33,428,6,"LateRound4ScoringAverage",2013
105,105,"Jim Furyk",NA,71.36,999,14,"LateRound4ScoringAverage",2013
105,105,"Daniel Summerhays",NA,71.36,785,11,"LateRound4ScoringAverage",2013
107,107,"Charl Schwartzel",NA,71.42,857,12,"LateRound4ScoringAverage",2013
108,108,"Jerry Kelly",NA,71.43,500,7,"LateRound4ScoringAverage",2013
109,109,"Ryan Moore",NA,71.44,643,9,"LateRound4ScoringAverage",2013
110,110,"Bud Cauley",NA,71.5,286,4,"LateRound4ScoringAverage",2013
110,110,"Nicolas Colsaerts",NA,71.5,286,4,"LateRound4ScoringAverage",2013
110,110,"Robert Karlsson",NA,71.5,143,2,"LateRound4ScoringAverage",2013
110,110,"Scott Langley",NA,71.5,286,4,"LateRound4ScoringAverage",2013
110,110,"Graeme McDowell",NA,71.5,429,6,"LateRound4ScoringAverage",2013
110,110,"Kyle Stanley",NA,71.5,429,6,"LateRound4ScoringAverage",2013
110,110,"Shawn Stefani",NA,71.5,286,4,"LateRound4ScoringAverage",2013
110,110,"Charlie Wi",NA,71.5,286,4,"LateRound4ScoringAverage",2013
118,118,"James Driscoll",NA,71.57,501,7,"LateRound4ScoringAverage",2013
119,119,"Tag Ridings",NA,71.6,358,5,"LateRound4ScoringAverage",2013
120,120,"Jonas Blixt",NA,71.67,430,6,"LateRound4ScoringAverage",2013
120,120,"Ben Curtis",NA,71.67,215,3,"LateRound4ScoringAverage",2013
120,120,"Jason Dufner",NA,71.67,645,9,"LateRound4ScoringAverage",2013
120,120,"DH Lee",NA,71.67,430,6,"LateRound4ScoringAverage",2013
120,120,"Nicholas Thompson",NA,71.67,645,9,"LateRound4ScoringAverage",2013
125,125,"Luke Donald",NA,71.83,431,6,"LateRound4ScoringAverage",2013
125,125,"Hunter Mahan",NA,71.83,862,12,"LateRound4ScoringAverage",2013
127,127,"Ian Poulter",NA,71.9,719,10,"LateRound4ScoringAverage",2013
128,128,"Aaron Baddeley",NA,72,360,5,"LateRound4ScoringAverage",2013
128,128,"Erik Compton",NA,72,360,5,"LateRound4ScoringAverage",2013
128,128,"JJ Henry",NA,72,576,8,"LateRound4ScoringAverage",2013
128,128,"Rod Pampling",NA,72,72,1,"LateRound4ScoringAverage",2013
128,128,"Carl Pettersson",NA,72,216,3,"LateRound4ScoringAverage",2013
128,128,"Andres Romero",NA,72,360,5,"LateRound4ScoringAverage",2013
128,128,"Bo Van Pelt",NA,72,360,5,"LateRound4ScoringAverage",2013
128,128,"Lee Williams",NA,72,144,2,"LateRound4ScoringAverage",2013
136,136,"Sergio Garcia",NA,72.17,866,12,"LateRound4ScoringAverage",2013
136,136,"John Merrick",NA,72.17,433,6,"LateRound4ScoringAverage",2013
136,136,"Camilo Villegas",NA,72.17,433,6,"LateRound4ScoringAverage",2013
139,139,"Bob Estes",NA,72.2,361,5,"LateRound4ScoringAverage",2013
140,140,"Vaughn Taylor",NA,72.25,289,4,"LateRound4ScoringAverage",2013
141,141,"Peter Hanson",NA,72.33,434,6,"LateRound4ScoringAverage",2013
141,141,"Brandt Jobe",NA,72.33,217,3,"LateRound4ScoringAverage",2013
141,141,"Colt Knost",NA,72.33,217,3,"LateRound4ScoringAverage",2013
144,144,"Darron Stiles",NA,72.5,145,2,"LateRound4ScoringAverage",2013
145,145,"Tommy Gainey",NA,72.57,508,7,"LateRound4ScoringAverage",2013
146,146,"Ken Duke",NA,72.6,363,5,"LateRound4ScoringAverage",2013
146,146,"Padraig Harrington",NA,72.6,363,5,"LateRound4ScoringAverage",2013
148,148,"Trevor Immelman",NA,72.67,436,6,"LateRound4ScoringAverage",2013
148,148,"Doug LaBelle II",NA,72.67,218,3,"LateRound4ScoringAverage",2013
148,148,"Lee Westwood",NA,72.67,654,9,"LateRound4ScoringAverage",2013
151,151,"Justin Hicks",NA,72.83,437,6,"LateRound4ScoringAverage",2013
151,151,"Justin Leonard",NA,72.83,437,6,"LateRound4ScoringAverage",2013
153,153,"Greg Chalmers",NA,73,438,6,"LateRound4ScoringAverage",2013
153,153,"Fabian Gomez",NA,73,365,5,"LateRound4ScoringAverage",2013
153,153,"YE Yang",NA,73,219,3,"LateRound4ScoringAverage",2013
156,156,"Charley Hoffman",NA,73.08,950,13,"LateRound4ScoringAverage",2013
157,157,"Bubba Watson",NA,73.18,805,11,"LateRound4ScoringAverage",2013
158,158,"Gary Woodland",NA,73.25,586,8,"LateRound4ScoringAverage",2013
159,159,"Rickie Fowler",NA,73.33,660,9,"LateRound4ScoringAverage",2013
159,159,"Henrik Norlander",NA,73.33,220,3,"LateRound4ScoringAverage",2013
161,161,"John Senden",NA,73.38,587,8,"LateRound4ScoringAverage",2013
162,162,"Stephen Ames",NA,73.5,147,2,"LateRound4ScoringAverage",2013
162,162,"Sean OHair",NA,73.5,294,4,"LateRound4ScoringAverage",2013
162,162,"Vijay Singh",NA,73.5,294,4,"LateRound4ScoringAverage",2013
162,162,"Johnson Wagner",NA,73.5,294,4,"LateRound4ScoringAverage",2013
166,166,"Angel Cabrera",NA,73.67,663,9,"LateRound4ScoringAverage",2013
167,167,"Brad Fritsch",NA,73.83,443,6,"LateRound4ScoringAverage",2013
167,167,"Ryo Ishikawa",NA,73.83,443,6,"LateRound4ScoringAverage",2013
169,169,"Luke Guthrie",NA,73.88,591,8,"LateRound4ScoringAverage",2013
170,170,"Michael Bradley",NA,74,222,3,"LateRound4ScoringAverage",2013
170,170,"Ben Kohles",NA,74,370,5,"LateRound4ScoringAverage",2013
170,170,"Eric Meierdierks",NA,74,148,2,"LateRound4ScoringAverage",2013
173,173,"Will Claxton",NA,74.33,223,3,"LateRound4ScoringAverage",2013
174,174,"Alistair Presnell",NA,74.5,149,2,"LateRound4ScoringAverage",2013
174,174,"Casey Wittenberg",NA,74.5,298,4,"LateRound4ScoringAverage",2013
176,176,"Steve LeBrun",NA,75,225,3,"LateRound4ScoringAverage",2013
177,177,"Tom Gillis",NA,76,228,3,"LateRound4ScoringAverage",2013
