"YTDConsecutiveCuts_RANKTHISWEEK_2012","YTDConsecutiveCuts_RANKLASTWEEK_2012","YTDConsecutiveCuts_PLAYERNAME_2012","YTDConsecutiveCuts__2012","YTDConsecutiveCuts_NUMBEROFCUTS_2012","stat_name","year"
1,1,"Jason Dufner",NA,21,"YTDConsecutiveCuts",2012
2,2,"Seung Yul Noh",NA,17,"YTDConsecutiveCuts",2012
3,3,"Ian Poulter",NA,15,"YTDConsecutiveCuts",2012
4,4,"Vijay Singh",NA,12,"YTDConsecutiveCuts",2012
5,5,"Billy Horschel",NA,11,"YTDConsecutiveCuts",2012
5,5,"Zach Johnson",NA,11,"YTDConsecutiveCuts",2012
5,5,"Chris Kirk",NA,11,"YTDConsecutiveCuts",2012
5,5,"Steve Stricker",NA,11,"YTDConsecutiveCuts",2012
9,9,"Robert Garrigus",NA,10,"YTDConsecutiveCuts",2012
9,9,"Padraig Harrington",NA,10,"YTDConsecutiveCuts",2012
9,9,"Carl Pettersson",NA,10,"YTDConsecutiveCuts",2012
9,9,"Adam Scott",NA,10,"YTDConsecutiveCuts",2012
13,13,"Dustin Johnson",NA,9,"YTDConsecutiveCuts",2012
13,13,"John Senden",NA,9,"YTDConsecutiveCuts",2012
13,13,"Jimmy Walker",NA,9,"YTDConsecutiveCuts",2012
16,16,"John Huh",NA,8,"YTDConsecutiveCuts",2012
16,16,"Russell Knox",NA,8,"YTDConsecutiveCuts",2012
16,16,"Louis Oosthuizen",NA,8,"YTDConsecutiveCuts",2012
16,16,"Kevin Streelman",NA,8,"YTDConsecutiveCuts",2012
20,20,"Jonas Blixt",NA,7,"YTDConsecutiveCuts",2012
20,20,"Luke Donald",NA,7,"YTDConsecutiveCuts",2012
20,20,"Ernie Els",NA,7,"YTDConsecutiveCuts",2012
20,20,"Tom Gillis",NA,7,"YTDConsecutiveCuts",2012
20,20,"Rory McIlroy",NA,7,"YTDConsecutiveCuts",2012
20,20,"Chris Riley",NA,7,"YTDConsecutiveCuts",2012
20,20,"Charl Schwartzel",NA,7,"YTDConsecutiveCuts",2012
20,20,"Bo Van Pelt",NA,7,"YTDConsecutiveCuts",2012
20,20,"Tiger Woods",NA,7,"YTDConsecutiveCuts",2012
29,29,"Patrick Cantlay",NA,6,"YTDConsecutiveCuts",2012
29,29,"Bud Cauley",NA,6,"YTDConsecutiveCuts",2012
29,29,"Greg Chalmers",NA,6,"YTDConsecutiveCuts",2012
29,29,"Harris English",NA,6,"YTDConsecutiveCuts",2012
29,29,"Tim Herron",NA,6,"YTDConsecutiveCuts",2012
29,29,"Paul Lawrie",NA,6,"YTDConsecutiveCuts",2012
29,29,"Phil Mickelson",NA,6,"YTDConsecutiveCuts",2012
29,29,"Ryan Moore",NA,6,"YTDConsecutiveCuts",2012
29,29,"Geoff Ogilvy",NA,6,"YTDConsecutiveCuts",2012
29,29,"Kevin Stadler",NA,6,"YTDConsecutiveCuts",2012
29,29,"Nick Watney",NA,6,"YTDConsecutiveCuts",2012
40,40,"Brendon de Jonge",NA,5,"YTDConsecutiveCuts",2012
40,40,"Retief Goosen",NA,5,"YTDConsecutiveCuts",2012
40,40,"JB Holmes",NA,5,"YTDConsecutiveCuts",2012
40,40,"Brandt Jobe",NA,5,"YTDConsecutiveCuts",2012
40,40,"Sean OHair",NA,5,"YTDConsecutiveCuts",2012
40,40,"Jeff Overton",NA,5,"YTDConsecutiveCuts",2012
40,40,"Brandt Snedeker",NA,5,"YTDConsecutiveCuts",2012
40,40,"Camilo Villegas",NA,5,"YTDConsecutiveCuts",2012
48,48,"Angel Cabrera",NA,4,"YTDConsecutiveCuts",2012
48,48,"Will Claxton",NA,4,"YTDConsecutiveCuts",2012
48,48,"Ben Curtis",NA,4,"YTDConsecutiveCuts",2012
48,48,"Jason Day",NA,4,"YTDConsecutiveCuts",2012
48,48,"Jamie Donaldson",NA,4,"YTDConsecutiveCuts",2012
48,48,"Bob Estes",NA,4,"YTDConsecutiveCuts",2012
48,48,"Rickie Fowler",NA,4,"YTDConsecutiveCuts",2012
48,48,"Jim Furyk",NA,4,"YTDConsecutiveCuts",2012
48,48,"Sergio Garcia",NA,4,"YTDConsecutiveCuts",2012
48,48,"Mathew Goggin",NA,4,"YTDConsecutiveCuts",2012
48,48,"Nathan Green",NA,4,"YTDConsecutiveCuts",2012
48,48,"JJ Killeen",NA,4,"YTDConsecutiveCuts",2012
48,48,"Matt Kuchar",NA,4,"YTDConsecutiveCuts",2012
48,48,"Davis Love III",NA,4,"YTDConsecutiveCuts",2012
48,48,"Francesco Molinari",NA,4,"YTDConsecutiveCuts",2012
48,48,"Pat Perez",NA,4,"YTDConsecutiveCuts",2012
48,48,"Scott Piercy",NA,4,"YTDConsecutiveCuts",2012
48,48,"Lee Westwood",NA,4,"YTDConsecutiveCuts",2012
66,66,"Mark Anderson",NA,3,"YTDConsecutiveCuts",2012
66,66,"Cameron Beckman",NA,3,"YTDConsecutiveCuts",2012
66,66,"Charlie Beljan",NA,3,"YTDConsecutiveCuts",2012
66,66,"Thomas Bjorn",NA,3,"YTDConsecutiveCuts",2012
66,66,"Keegan Bradley",NA,3,"YTDConsecutiveCuts",2012
66,66,"Stewart Cink",NA,3,"YTDConsecutiveCuts",2012
66,66,"Fred Couples",NA,3,"YTDConsecutiveCuts",2012
66,66,"Ken Duke",NA,3,"YTDConsecutiveCuts",2012
66,66,"Gonzalo Fdez Castano",NA,3,"YTDConsecutiveCuts",2012
66,66,"Martin Flores",NA,3,"YTDConsecutiveCuts",2012
66,66,"Brian Gay",NA,3,"YTDConsecutiveCuts",2012
66,66,"Peter Hanson",NA,3,"YTDConsecutiveCuts",2012
66,66,"Charles Howell III",NA,3,"YTDConsecutiveCuts",2012
66,66,"Ryuji Imada",NA,3,"YTDConsecutiveCuts",2012
66,66,"Matt Jones",NA,3,"YTDConsecutiveCuts",2012
66,66,"Jason Kokrak",NA,3,"YTDConsecutiveCuts",2012
66,66,"Scott Langley",NA,3,"YTDConsecutiveCuts",2012
66,66,"Joost Luiten",NA,3,"YTDConsecutiveCuts",2012
66,66,"Hunter Mahan",NA,3,"YTDConsecutiveCuts",2012
66,66,"John Merrick",NA,3,"YTDConsecutiveCuts",2012
66,66,"Kevin Na",NA,3,"YTDConsecutiveCuts",2012
66,66,"Ryan Palmer",NA,3,"YTDConsecutiveCuts",2012
66,66,"Alexandre Rocha",NA,3,"YTDConsecutiveCuts",2012
66,66,"John Rollins",NA,3,"YTDConsecutiveCuts",2012
66,66,"Webb Simpson",NA,3,"YTDConsecutiveCuts",2012
66,66,"Henrik Stenson",NA,3,"YTDConsecutiveCuts",2012
66,66,"DJ Trahan",NA,3,"YTDConsecutiveCuts",2012
66,66,"Mark Wilson",NA,3,"YTDConsecutiveCuts",2012
66,66,"YE Yang",NA,3,"YTDConsecutiveCuts",2012
95,95,"Stuart Appleby",NA,2,"YTDConsecutiveCuts",2012
95,95,"Matthew Baldwin",NA,2,"YTDConsecutiveCuts",2012
95,95,"Jason Bohn",NA,2,"YTDConsecutiveCuts",2012
95,95,"Guy Boros",NA,2,"YTDConsecutiveCuts",2012
95,95,"Roberto Castro",NA,2,"YTDConsecutiveCuts",2012
95,95,"Alex Cejka",NA,2,"YTDConsecutiveCuts",2012
95,95,"Kevin Chappell",NA,2,"YTDConsecutiveCuts",2012
95,95,"Daniel Chopra",NA,2,"YTDConsecutiveCuts",2012
95,95,"Gavin Coles",NA,2,"YTDConsecutiveCuts",2012
95,95,"Nicolas Colsaerts",NA,2,"YTDConsecutiveCuts",2012
95,95,"Ben Crane",NA,2,"YTDConsecutiveCuts",2012
95,95,"Marco Dawson",NA,2,"YTDConsecutiveCuts",2012
95,95,"Glen Day",NA,2,"YTDConsecutiveCuts",2012
95,95,"Chris DiMarco",NA,2,"YTDConsecutiveCuts",2012
95,95,"Matt Every",NA,2,"YTDConsecutiveCuts",2012
95,95,"Ross Fisher",NA,2,"YTDConsecutiveCuts",2012
95,95,"Yoshinori Fujimoto",NA,2,"YTDConsecutiveCuts",2012
95,95,"Tommy Gainey",NA,2,"YTDConsecutiveCuts",2012
95,95,"Bill Haas",NA,2,"YTDConsecutiveCuts",2012
95,95,"Brian Harman",NA,2,"YTDConsecutiveCuts",2012
95,95,"Beau Hossler",NA,2,"YTDConsecutiveCuts",2012
95,95,"Miguel Angel Jimenez",NA,2,"YTDConsecutiveCuts",2012
95,95,"KT Kim",NA,2,"YTDConsecutiveCuts",2012
95,95,"Marc Leishman",NA,2,"YTDConsecutiveCuts",2012
95,95,"Justin Leonard",NA,2,"YTDConsecutiveCuts",2012
95,95,"Edward Loar",NA,2,"YTDConsecutiveCuts",2012
95,95,"Jarrod Lyle",NA,2,"YTDConsecutiveCuts",2012
95,95,"Graeme McDowell",NA,2,"YTDConsecutiveCuts",2012
95,95,"Garth Mulroy",NA,2,"YTDConsecutiveCuts",2012
95,95,"Toshinori Muto",NA,2,"YTDConsecutiveCuts",2012
95,95,"Alexander Noren",NA,2,"YTDConsecutiveCuts",2012
95,95,"Thorbjorn Olesen",NA,2,"YTDConsecutiveCuts",2012
95,95,"Juvic Pagunsan",NA,2,"YTDConsecutiveCuts",2012
95,95,"Carl Paulson",NA,2,"YTDConsecutiveCuts",2012
95,95,"Corey Pavin",NA,2,"YTDConsecutiveCuts",2012
95,95,"Ted Purdy",NA,2,"YTDConsecutiveCuts",2012
95,95,"Kyle Reifers",NA,2,"YTDConsecutiveCuts",2012
95,95,"Justin Rose",NA,2,"YTDConsecutiveCuts",2012
95,95,"Marcel Siem",NA,2,"YTDConsecutiveCuts",2012
95,95,"Lee Slattery",NA,2,"YTDConsecutiveCuts",2012
95,95,"Scott Stallings",NA,2,"YTDConsecutiveCuts",2012
95,95,"Kyle Stanley",NA,2,"YTDConsecutiveCuts",2012
95,95,"Brendan Steele",NA,2,"YTDConsecutiveCuts",2012
95,95,"Toru Taniguchi",NA,2,"YTDConsecutiveCuts",2012
95,95,"Michael Thompson",NA,2,"YTDConsecutiveCuts",2012
95,95,"Omar Uresti",NA,2,"YTDConsecutiveCuts",2012
95,95,"Tom Watson",NA,2,"YTDConsecutiveCuts",2012
95,95,"Bubba Watson",NA,2,"YTDConsecutiveCuts",2012
95,95,"Boo Weekley",NA,2,"YTDConsecutiveCuts",2012
95,95,"Brett Wetterich",NA,2,"YTDConsecutiveCuts",2012
95,95,"Charlie Wi",NA,2,"YTDConsecutiveCuts",2012
