"AveragePuttingDistanceGIR1Putts_RANKTHISWEEK_2008","AveragePuttingDistanceGIR1Putts_RANKLASTWEEK_2008","AveragePuttingDistanceGIR1Putts_PLAYERNAME_2008","AveragePuttingDistanceGIR1Putts_ROUNDS_2008","AveragePuttingDistanceGIR1Putts_AVG_2008","AveragePuttingDistanceGIR1Putts_DISTANCEFEET_2008","AveragePuttingDistanceGIR1Putts_TOTALPUTTS_2008","stat_name","year"
1,1,"Craig Kanada",65,NA,2080.917,164,"AveragePuttingDistanceGIR1Putts",2008
2,2,"Corey Pavin",69,NA,2155.5,174,"AveragePuttingDistanceGIR1Putts",2008
3,3,"Steve Lowery",74,NA,2203.5,181,"AveragePuttingDistanceGIR1Putts",2008
4,4,"Billy Andrade",71,NA,1852.917,153,"AveragePuttingDistanceGIR1Putts",2008
5,5,"JP Hayes",67,NA,1956.583,163,"AveragePuttingDistanceGIR1Putts",2008
5,5,"Scott McCarron",63,NA,2045,171,"AveragePuttingDistanceGIR1Putts",2008
7,7,"Chad Campbell",94,NA,3468.583,291,"AveragePuttingDistanceGIR1Putts",2008
7,7,"Richard Johnson",60,NA,1488.167,125,"AveragePuttingDistanceGIR1Putts",2008
9,9,"Nick Flanagan",89,NA,2685.667,227,"AveragePuttingDistanceGIR1Putts",2008
9,9,"Carlos Franco",73,NA,2215.583,187,"AveragePuttingDistanceGIR1Putts",2008
9,9,"Todd Hamilton",92,NA,2522.25,213,"AveragePuttingDistanceGIR1Putts",2008
9,9,"Mark Hensby",71,NA,2387.917,202,"AveragePuttingDistanceGIR1Putts",2008
9,9,"Doug LaBelle II",65,NA,1716.333,145,"AveragePuttingDistanceGIR1Putts",2008
14,14,"Olin Browne",77,NA,1969.417,168,"AveragePuttingDistanceGIR1Putts",2008
14,14,"KJ Choi",74,NA,2263.833,192,"AveragePuttingDistanceGIR1Putts",2008
14,14,"Ben Crane",86,NA,2963.167,252,"AveragePuttingDistanceGIR1Putts",2008
14,14,"Hunter Mahan",87,NA,2822.333,241,"AveragePuttingDistanceGIR1Putts",2008
18,18,"Matt Kuchar",88,NA,2329,199,"AveragePuttingDistanceGIR1Putts",2008
19,19,"Steve Flesch",95,NA,2891.667,250,"AveragePuttingDistanceGIR1Putts",2008
19,19,"Retief Goosen",59,NA,1272.5,110,"AveragePuttingDistanceGIR1Putts",2008
19,19,"Jesper Parnevik",88,NA,2656.25,230,"AveragePuttingDistanceGIR1Putts",2008
19,19,"Tim Petrovic",97,NA,2793.75,241,"AveragePuttingDistanceGIR1Putts",2008
19,19,"Ron Whittaker",54,NA,1319.667,114,"AveragePuttingDistanceGIR1Putts",2008
24,24,"Matt Jones",95,NA,2606.583,227,"AveragePuttingDistanceGIR1Putts",2008
24,24,"Steve Marino",119,NA,3904.5,339,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Steve Elkington",84,NA,2709.75,237,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Kenneth Ferrie",72,NA,1939.667,170,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Jeff Gove",50,NA,1361.333,119,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Greg Kraft",63,NA,1721.667,151,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Stephen Leaney",53,NA,1303.083,114,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Jeff Quinney",87,NA,2656,232,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Rory Sabbatini",77,NA,2428.5,212,"AveragePuttingDistanceGIR1Putts",2008
26,26,"Jimmy Walker",73,NA,2024.583,177,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Stewart Cink",87,NA,2477.333,219,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Glen Day",64,NA,1850,163,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Brad Elder",67,NA,1711.167,151,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Ryuji Imada",80,NA,2329.833,205,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Chez Reavie",102,NA,3065.833,271,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Steve Stricker",75,NA,2003.5,177,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Bob Tway",70,NA,2363,208,"AveragePuttingDistanceGIR1Putts",2008
34,34,"Mark Wilson",107,NA,3886.25,343,"AveragePuttingDistanceGIR1Putts",2008
42,42,"Joe Durant",92,NA,2553.5,227,"AveragePuttingDistanceGIR1Putts",2008
42,42,"Pat Perez",93,NA,3003.25,266,"AveragePuttingDistanceGIR1Putts",2008
42,42,"Johnson Wagner",83,NA,2274.167,202,"AveragePuttingDistanceGIR1Putts",2008
45,45,"Woody Austin",109,NA,3284,294,"AveragePuttingDistanceGIR1Putts",2008
45,45,"Mathias Gronberg",87,NA,2595.917,232,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Ryan Armour",87,NA,2519,227,"AveragePuttingDistanceGIR1Putts",2008
47,47,"James Driscoll",85,NA,2473.583,224,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Robert Garrigus",90,NA,2987.917,270,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Kevin Na",97,NA,3152.833,285,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Patrick Sheehan",124,NA,3487.333,315,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Kevin Sutherland",98,NA,3090.333,278,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Kyle Thompson",70,NA,1619.667,146,"AveragePuttingDistanceGIR1Putts",2008
47,47,"Charlie Wi",97,NA,2936.167,265,"AveragePuttingDistanceGIR1Putts",2008
55,55,"Alejandro Canizares",52,NA,1282.583,117,"AveragePuttingDistanceGIR1Putts",2008
55,55,"Daniel Chopra",84,NA,2400.75,218,"AveragePuttingDistanceGIR1Putts",2008
55,55,"Brandt Jobe",52,NA,1402,127,"AveragePuttingDistanceGIR1Putts",2008
55,55,"Parker McLachlin",88,NA,2691.333,244,"AveragePuttingDistanceGIR1Putts",2008
59,59,"Briny Baird",113,NA,3038.833,279,"AveragePuttingDistanceGIR1Putts",2008
59,59,"Chris DiMarco",87,NA,2418.25,222,"AveragePuttingDistanceGIR1Putts",2008
59,59,"Andres Romero",69,NA,1475.167,135,"AveragePuttingDistanceGIR1Putts",2008
59,59,"Bob Sowards",61,NA,1514.083,139,"AveragePuttingDistanceGIR1Putts",2008
59,59,"Chris Stroud",81,NA,2046.083,188,"AveragePuttingDistanceGIR1Putts",2008
59,59,"Marc Turnesa",87,NA,2677,245,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Bart Bryant",81,NA,2041.75,189,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Ken Duke",116,NA,3705.333,343,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Cody Freeman",66,NA,1556.833,144,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Lucas Glover",91,NA,2675.917,247,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Bill Haas",99,NA,3104.5,287,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Dudley Hart",74,NA,2412.167,222,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Peter Lonard",92,NA,2617,241,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Jeff Overton",103,NA,3012.167,278,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Bo Van Pelt",101,NA,2953.667,273,"AveragePuttingDistanceGIR1Putts",2008
65,65,"Dean Wilson",109,NA,3209.667,296,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Eric Axley",113,NA,3161.75,295,"AveragePuttingDistanceGIR1Putts",2008
75,75,"JJ Henry",108,NA,2870.333,266,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Tim Herron",97,NA,2740.25,255,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Justin Leonard",101,NA,2796.667,261,"AveragePuttingDistanceGIR1Putts",2008
75,75,"John Mallinger",95,NA,2809.75,262,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Troy Matteson",94,NA,2782.167,258,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Billy Mayfair",103,NA,2892.25,269,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Jin Park",85,NA,1996,186,"AveragePuttingDistanceGIR1Putts",2008
75,75,"John Senden",93,NA,2446.583,228,"AveragePuttingDistanceGIR1Putts",2008
75,75,"Jay Williamson",96,NA,2351.583,218,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Shane Bertsch",96,NA,3017.583,284,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Paul Claxton",63,NA,1506.917,141,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Bob Estes",90,NA,2766.167,259,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Paul Goydos",78,NA,2136.583,201,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Nathan Green",95,NA,2986.5,281,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Cliff Kresge",84,NA,2119.667,199,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Davis Love III",78,NA,2202.083,206,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Nick OHern",82,NA,2513.167,235,"AveragePuttingDistanceGIR1Putts",2008
85,85,"Carl Pettersson",110,NA,3269.833,306,"AveragePuttingDistanceGIR1Putts",2008
94,94,"Chad Collins",72,NA,2038,193,"AveragePuttingDistanceGIR1Putts",2008
94,94,"Camilo Villegas",79,NA,2270.417,215,"AveragePuttingDistanceGIR1Putts",2008
94,94,"Tim Wilkinson",95,NA,2489.75,236,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Steve Allan",58,NA,1536.25,146,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Jerry Kelly",89,NA,2159,206,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Tom Lehman",51,NA,1090.5,104,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Jeff Maggert",86,NA,2469.5,235,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Jim McGovern",75,NA,1816.833,173,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Brenden Pappas",66,NA,1867.583,178,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Kenny Perry",97,NA,2976.667,284,"AveragePuttingDistanceGIR1Putts",2008
98,98,"John Riegger",73,NA,2026.75,193,"AveragePuttingDistanceGIR1Putts",2008
98,98,"Nicholas Thompson",113,NA,2976.167,283,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Michael Allen",91,NA,2540,244,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Robert Allenby",108,NA,2925.083,280,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Tommy Gainey",60,NA,1477.25,142,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Jason Gore",94,NA,2802.25,270,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Lee Janzen",89,NA,2268.167,217,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Kent Jones",68,NA,1859.667,178,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Rocco Mediate",87,NA,1931.667,186,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Jon Mills",95,NA,2257.083,216,"AveragePuttingDistanceGIR1Putts",2008
107,107,"Scott Sterling",89,NA,2004.167,192,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Paul Casey",55,NA,1135.917,110,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Jim Furyk",95,NA,2376,230,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Frank Lickliter II",107,NA,3204.333,310,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Ryan Moore",72,NA,1959.083,190,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Chris Riley",51,NA,1145,111,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Adam Scott",51,NA,1212.417,117,"AveragePuttingDistanceGIR1Putts",2008
116,116,"Boo Weekley",86,NA,1920.333,186,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Stephen Ames",83,NA,2129.667,207,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Rich Beem",90,NA,2577.75,252,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Jonathan Byrd",88,NA,2490.5,242,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Brian Davis",108,NA,3329.917,324,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Marco Dawson",64,NA,1627.833,159,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Robert Gamez",79,NA,2106.333,205,"AveragePuttingDistanceGIR1Putts",2008
123,123,"John Huston",56,NA,1653.917,162,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Freddie Jacobson",78,NA,2058.75,201,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Geoff Ogilvy",65,NA,1457.333,142,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Brett Quigley",80,NA,2007.333,196,"AveragePuttingDistanceGIR1Putts",2008
123,123,"Heath Slocum",104,NA,2499.083,244,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Cameron Beckman",87,NA,2394.167,235,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Alex Cejka",75,NA,1708.167,168,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Gavin Coles",54,NA,1338.917,132,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Charles Howell III",101,NA,2632.5,259,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Martin Laird",98,NA,2780,274,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Michael Letzig",88,NA,2374.5,234,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Tom Pernice Jr",104,NA,3158,311,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Ted Purdy",68,NA,1435.583,141,"AveragePuttingDistanceGIR1Putts",2008
134,134,"Kevin Streelman",114,NA,3016.25,296,"AveragePuttingDistanceGIR1Putts",2008
143,143,"Tommy Armour III",77,NA,2061.167,204,"AveragePuttingDistanceGIR1Putts",2008
143,143,"Tim Clark",90,NA,2476,246,"AveragePuttingDistanceGIR1Putts",2008
143,143,"Brian Gay",102,NA,2819.583,280,"AveragePuttingDistanceGIR1Putts",2008
143,143,"JB Holmes",86,NA,2211.333,219,"AveragePuttingDistanceGIR1Putts",2008
143,143,"Will Ma Kenzie",62,NA,1571.417,156,"AveragePuttingDistanceGIR1Putts",2008
143,143,"George McNeill",97,NA,2928.75,291,"AveragePuttingDistanceGIR1Putts",2008
143,143,"Ryan Palmer",69,NA,2373.333,235,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Mark Calcavecchia",67,NA,1634.75,163,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Jason Day",81,NA,2333.167,233,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Todd Demsey",80,NA,2053.167,205,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Sergio Garcia",72,NA,1905.583,191,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Mathew Goggin",91,NA,2416.833,241,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Trevor Immelman",70,NA,1472,147,"AveragePuttingDistanceGIR1Putts",2008
150,150,"John Merrick",98,NA,2210.333,221,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Joe Ogilvie",100,NA,2845.833,285,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Tag Ridings",88,NA,2401.75,241,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Vijay Singh",82,NA,2067.667,206,"AveragePuttingDistanceGIR1Putts",2008
150,150,"Kevin Stadler",90,NA,2154.333,215,"AveragePuttingDistanceGIR1Putts",2008
161,161,"Ben Curtis",80,NA,1886.583,191,"AveragePuttingDistanceGIR1Putts",2008
161,161,"Ernie Els",51,NA,1072.667,108,"AveragePuttingDistanceGIR1Putts",2008
161,161,"Anthony Kim",81,NA,2268.5,229,"AveragePuttingDistanceGIR1Putts",2008
161,161,"Rod Pampling",83,NA,2020.75,203,"AveragePuttingDistanceGIR1Putts",2008
161,161,"Vaughn Taylor",103,NA,3013.167,304,"AveragePuttingDistanceGIR1Putts",2008
166,166,"Zach Johnson",85,NA,2216.833,225,"AveragePuttingDistanceGIR1Putts",2008
166,166,"Sean OHair",81,NA,1783.75,181,"AveragePuttingDistanceGIR1Putts",2008
166,166,"David Toms",70,NA,1835.25,186,"AveragePuttingDistanceGIR1Putts",2008
169,169,"Aaron Baddeley",76,NA,2001.917,205,"AveragePuttingDistanceGIR1Putts",2008
169,169,"David Lutterus",59,NA,1294.833,133,"AveragePuttingDistanceGIR1Putts",2008
169,169,"DJ Trahan",94,NA,2317.167,238,"AveragePuttingDistanceGIR1Putts",2008
169,169,"Nick Watney",96,NA,2463.75,253,"AveragePuttingDistanceGIR1Putts",2008
173,173,"Brad Adamonis",87,NA,2110.75,219,"AveragePuttingDistanceGIR1Putts",2008
173,173,"Dustin Johnson",92,NA,2127.833,220,"AveragePuttingDistanceGIR1Putts",2008
173,173,"Scott Verplank",82,NA,2005,207,"AveragePuttingDistanceGIR1Putts",2008
176,176,"Harrison Frazar",73,NA,1797.167,187,"AveragePuttingDistanceGIR1Putts",2008
176,176,"Charley Hoffman",94,NA,2442.75,255,"AveragePuttingDistanceGIR1Putts",2008
176,176,"Brandt Snedeker",85,NA,1903.833,198,"AveragePuttingDistanceGIR1Putts",2008
176,176,"Mike Weir",88,NA,2051.25,214,"AveragePuttingDistanceGIR1Putts",2008
176,176,"YE Yang",89,NA,2174.5,226,"AveragePuttingDistanceGIR1Putts",2008
181,181,"Phil Mickelson",80,NA,1999.5,210,"AveragePuttingDistanceGIR1Putts",2008
181,181,"Ian Poulter",51,NA,984.167,104,"AveragePuttingDistanceGIR1Putts",2008
181,181,"John Rollins",94,NA,2182.333,230,"AveragePuttingDistanceGIR1Putts",2008
184,184,"Jason Allred",63,NA,1371.5,146,"AveragePuttingDistanceGIR1Putts",2008
184,184,"Angel Cabrera",55,NA,1098.917,117,"AveragePuttingDistanceGIR1Putts",2008
184,184,"Fred Couples",60,NA,1439.5,153,"AveragePuttingDistanceGIR1Putts",2008
