"PercentageofAvailablePurseWon_RANKTHISWEEK_2006","PercentageofAvailablePurseWon_RANKLASTWEEK_2006","PercentageofAvailablePurseWon_PLAYERNAME_2006","PercentageofAvailablePurseWon_EVENTS_2006","PercentageofAvailablePurseWon_Pct_2006","PercentageofAvailablePurseWon_OFFICIALMONEYWON_2006","PercentageofAvailablePurseWon_TOTALPURSEAVAILABLE_2006","stat_name","year"
1,1,"Tiger Woods",15,10.63,9941563,93500000,"PercentageofAvailablePurseWon",2006
2,2,"Jim Furyk",24,5.01,7213314,143850000,"PercentageofAvailablePurseWon",2006
3,3,"Anthony Kim",2,4.83,338066,7e+06,"PercentageofAvailablePurseWon",2006
4,4,"Adam Scott",19,4.18,4978855,1.19e+08,"PercentageofAvailablePurseWon",2006
5,5,"Phil Mickelson",19,3.69,4256503,115300000,"PercentageofAvailablePurseWon",2006
6,6,"Geoff Ogilvy",20,3.57,4354968,121900000,"PercentageofAvailablePurseWon",2006
7,7,"Vijay Singh",27,2.88,4602414,159900000,"PercentageofAvailablePurseWon",2006
8,8,"Trevor Immelman",24,2.84,3844187,135250000,"PercentageofAvailablePurseWon",2006
9,9,"Luke Donald",18,2.81,3177404,113150000,"PercentageofAvailablePurseWon",2006
10,10,"Stuart Appleby",23,2.49,3470455,139400000,"PercentageofAvailablePurseWon",2006
11,11,"Hideto Tanihara",2,2.35,310830,13250000,"PercentageofAvailablePurseWon",2006
12,12,"Retief Goosen",18,2.29,2617451,114400000,"PercentageofAvailablePurseWon",2006
13,13,"David Toms",22,2.2,2911185,132100000,"PercentageofAvailablePurseWon",2006
14,14,"Brett Wetterich",25,2.19,3023184,138250000,"PercentageofAvailablePurseWon",2006
15,15,"Steve Stricker",17,2.08,1811808,86950000,"PercentageofAvailablePurseWon",2006
16,16,"Ernie Els",18,2.04,2326219,113950000,"PercentageofAvailablePurseWon",2006
17,17,"Davis Love III",23,2.01,2747204,136450000,"PercentageofAvailablePurseWon",2006
18,18,"Rory Sabbatini",24,1.98,2861747,144600000,"PercentageofAvailablePurseWon",2006
19,19,"Joe Durant",28,1.93,2811138,145400000,"PercentageofAvailablePurseWon",2006
20,20,"Jose Maria Olazabal",18,1.91,2120421,110900000,"PercentageofAvailablePurseWon",2006
21,21,"Chad Campbell",25,1.89,2811065,148450000,"PercentageofAvailablePurseWon",2006
22,22,"Stephen Ames",21,1.88,2395152,127250000,"PercentageofAvailablePurseWon",2006
23,23,"Rod Pampling",24,1.83,2664670,145300000,"PercentageofAvailablePurseWon",2006
24,24,"Stewart Cink",26,1.81,2755910,152550000,"PercentageofAvailablePurseWon",2006
25,25,"Arron Oberholser",23,1.79,2467769,138250000,"PercentageofAvailablePurseWon",2006
26,26,"Ian Poulter",15,1.64,1553906,94600000,"PercentageofAvailablePurseWon",2006
27,27,"Carl Pettersson",28,1.6,2647980,165300000,"PercentageofAvailablePurseWon",2006
28,28,"KJ Choi",26,1.57,2376545,151050000,"PercentageofAvailablePurseWon",2006
29,29,"Zach Johnson",27,1.55,2452247,158450000,"PercentageofAvailablePurseWon",2006
30,30,"Ben Curtis",26,1.53,2256322,147450000,"PercentageofAvailablePurseWon",2006
31,31,"Tim Clark",22,1.48,1974927,1.33e+08,"PercentageofAvailablePurseWon",2006
31,31,"Sergio Garcia",17,1.48,1560732,105700000,"PercentageofAvailablePurseWon",2006
33,33,"Lucas Glover",31,1.43,2587981,1.81e+08,"PercentageofAvailablePurseWon",2006
34,34,"JJ Henry",28,1.42,2301478,162200000,"PercentageofAvailablePurseWon",2006
34,34,"Brett Quigley",33,1.42,2617415,1.84e+08,"PercentageofAvailablePurseWon",2006
36,36,"Padraig Harrington",15,1.4,1339673,95550000,"PercentageofAvailablePurseWon",2006
36,36,"Tom Lehman",20,1.4,1692077,120550000,"PercentageofAvailablePurseWon",2006
38,38,"Dean Wilson",34,1.37,2509854,183650000,"PercentageofAvailablePurseWon",2006
39,39,"Roland Thatcher",1,1.35,74250,5500000,"PercentageofAvailablePurseWon",2006
39,39,"Mike Weir",24,1.35,1883722,139800000,"PercentageofAvailablePurseWon",2006
41,41,"Jonathan Byrd",20,1.34,1408416,104800000,"PercentageofAvailablePurseWon",2006
41,41,"Andres Romero",2,1.34,177224,13250000,"PercentageofAvailablePurseWon",2006
43,43,"Tom Pernice Jr",33,1.31,2396545,182500000,"PercentageofAvailablePurseWon",2006
44,44,"Angel Cabrera",12,1.3,1021420,78850000,"PercentageofAvailablePurseWon",2006
45,45,"Mikko Ilonen",1,1.24,83655,6750000,"PercentageofAvailablePurseWon",2006
45,45,"Robert Rock",1,1.24,83655,6750000,"PercentageofAvailablePurseWon",2006
45,45,"Brett Rumford",1,1.24,83655,6750000,"PercentageofAvailablePurseWon",2006
48,48,"Henrik Stenson",10,1.22,821677,67400000,"PercentageofAvailablePurseWon",2006
49,49,"Vaughn Taylor",26,1.21,1783940,147550000,"PercentageofAvailablePurseWon",2006
49,49,"Scott Verplank",25,1.21,1729317,143250000,"PercentageofAvailablePurseWon",2006
51,51,"Frank Lickliter II",29,1.18,1655676,140150000,"PercentageofAvailablePurseWon",2006
52,52,"Ken Duke",2,1.17,138230,11800000,"PercentageofAvailablePurseWon",2006
53,53,"Robert Allenby",22,1.16,1503580,130150000,"PercentageofAvailablePurseWon",2006
53,53,"Colin Montgomerie",8,1.16,638749,5.5e+07,"PercentageofAvailablePurseWon",2006
55,55,"Tim Herron",27,1.13,1776142,156650000,"PercentageofAvailablePurseWon",2006
55,55,"Troy Matteson",32,1.13,1778596,157650000,"PercentageofAvailablePurseWon",2006
57,57,"Camilo Villegas",29,1.12,1742111,1.55e+08,"PercentageofAvailablePurseWon",2006
58,58,"Aaron Baddeley",25,1.1,1516511,137500000,"PercentageofAvailablePurseWon",2006
58,58,"Jason Bohn",29,1.1,1676890,152300000,"PercentageofAvailablePurseWon",2006
58,58,"Justin Rose",28,1.1,1629285,148400000,"PercentageofAvailablePurseWon",2006
61,61,"John Senden",28,1.09,1650671,151600000,"PercentageofAvailablePurseWon",2006
62,62,"Nathan Green",30,1.08,1700800,158150000,"PercentageofAvailablePurseWon",2006
62,62,"Nick OHern",15,1.08,995234,9.2e+07,"PercentageofAvailablePurseWon",2006
64,64,"Jerry Kelly",31,1.06,1737798,163350000,"PercentageofAvailablePurseWon",2006
64,64,"Shaun Micheel",29,1.06,1632840,154550000,"PercentageofAvailablePurseWon",2006
66,66,"Bob Estes",25,1.05,1340243,127800000,"PercentageofAvailablePurseWon",2006
67,67,"Chris DiMarco",26,1.03,1537924,149500000,"PercentageofAvailablePurseWon",2006
67,67,"JB Holmes",26,1.03,1487602,143900000,"PercentageofAvailablePurseWon",2006
67,67,"David Howell",14,1.03,912437,88800000,"PercentageofAvailablePurseWon",2006
67,67,"Thongchai Jaidee",2,1.03,150000,14500000,"PercentageofAvailablePurseWon",2006
67,67,"Corey Pavin",23,1.03,1308082,126900000,"PercentageofAvailablePurseWon",2006
67,67,"John Rollins",28,1.03,1498826,145550000,"PercentageofAvailablePurseWon",2006
73,73,"Richard Johnson",29,1.02,1555373,152750000,"PercentageofAvailablePurseWon",2006
73,73,"Jesper Parnevik",24,1.02,1308307,127700000,"PercentageofAvailablePurseWon",2006
75,75,"David Hearn",1,1.01,50437,5e+06,"PercentageofAvailablePurseWon",2006
75,75,"Ryan Moore",22,1.01,1122117,111250000,"PercentageofAvailablePurseWon",2006
77,77,"Greg Owen",24,1,1316682,132100000,"PercentageofAvailablePurseWon",2006
78,78,"Paul Casey",8,0.99,529150,53250000,"PercentageofAvailablePurseWon",2006
78,78,"Jeff Maggert",26,0.99,1430374,143850000,"PercentageofAvailablePurseWon",2006
80,80,"Ben Crane",26,0.98,1489090,151600000,"PercentageofAvailablePurseWon",2006
80,80,"Fred Funk",29,0.98,1579831,160550000,"PercentageofAvailablePurseWon",2006
82,82,"Chris Couch",27,0.97,1356729,140500000,"PercentageofAvailablePurseWon",2006
82,82,"SK Ho",2,0.97,128890,13250000,"PercentageofAvailablePurseWon",2006
84,84,"Kenneth Ferrie",3,0.94,183255,19500000,"PercentageofAvailablePurseWon",2006
84,84,"Charles Howell III",30,0.94,1553103,165150000,"PercentageofAvailablePurseWon",2006
84,84,"Bo Van Pelt",28,0.94,1389923,147800000,"PercentageofAvailablePurseWon",2006
87,87,"Eric Axley",29,0.93,1274578,137100000,"PercentageofAvailablePurseWon",2006
88,88,"Jose Coceres",13,0.92,522591,56500000,"PercentageofAvailablePurseWon",2006
89,89,"Darren Clarke",11,0.91,660897,72300000,"PercentageofAvailablePurseWon",2006
90,90,"Daniel Chopra",33,0.9,1530452,170950000,"PercentageofAvailablePurseWon",2006
91,91,"Bart Bryant",26,0.88,1316127,149450000,"PercentageofAvailablePurseWon",2006
91,91,"Billy Mayfair",29,0.88,1367993,155250000,"PercentageofAvailablePurseWon",2006
93,93,"Craig Barlow",22,0.86,1006536,116700000,"PercentageofAvailablePurseWon",2006
94,94,"Nick Watney",29,0.85,1243814,146550000,"PercentageofAvailablePurseWon",2006
95,95,"Miguel Angel Jimenez",8,0.84,458511,54800000,"PercentageofAvailablePurseWon",2006
96,96,"Steve Flesch",33,0.83,1417612,171500000,"PercentageofAvailablePurseWon",2006
96,96,"Sean OHair",30,0.83,1411385,169400000,"PercentageofAvailablePurseWon",2006
96,96,"Anthony Wall",3,0.83,172890,20750000,"PercentageofAvailablePurseWon",2006
99,99,"Anders Hansen",1,0.82,53100,6500000,"PercentageofAvailablePurseWon",2006
99,99,"JP Hayes",19,0.82,701432,85150000,"PercentageofAvailablePurseWon",2006
101,101,"Daisuke Maruyama",25,0.81,956872,117850000,"PercentageofAvailablePurseWon",2006
101,101,"Jeff Sluman",29,0.81,1252021,153900000,"PercentageofAvailablePurseWon",2006
101,101,"Kirk Triplett",18,0.81,766592,94850000,"PercentageofAvailablePurseWon",2006
104,104,"Billy Andrade",24,0.8,1057926,131650000,"PercentageofAvailablePurseWon",2006
104,104,"Freddie Jacobson",18,0.8,788762,98050000,"PercentageofAvailablePurseWon",2006
104,104,"Lee Slattery",1,0.8,54096,6750000,"PercentageofAvailablePurseWon",2006
107,107,"Mathew Goggin",26,0.79,1076141,136450000,"PercentageofAvailablePurseWon",2006
108,108,"Charley Hoffman",29,0.77,1115191,144900000,"PercentageofAvailablePurseWon",2006
108,108,"Heath Slocum",30,0.77,1180680,153750000,"PercentageofAvailablePurseWon",2006
110,110,"Michael Campbell",10,0.76,515982,67900000,"PercentageofAvailablePurseWon",2006
110,110,"Paul Goydos",24,0.76,890391,116950000,"PercentageofAvailablePurseWon",2006
110,110,"Bubba Watson",27,0.76,1019261,1.34e+08,"PercentageofAvailablePurseWon",2006
113,113,"Fred Couples",17,0.75,780361,103400000,"PercentageofAvailablePurseWon",2006
113,113,"Hunter Mahan",29,0.75,1107453,146800000,"PercentageofAvailablePurseWon",2006
115,115,"Woody Austin",31,0.74,1179321,159650000,"PercentageofAvailablePurseWon",2006
115,115,"Shigeki Maruyama",30,0.74,1154114,1.57e+08,"PercentageofAvailablePurseWon",2006
117,117,"Pat Perez",19,0.72,719507,100300000,"PercentageofAvailablePurseWon",2006
118,118,"Joe Ogilvie",29,0.71,1073107,150200000,"PercentageofAvailablePurseWon",2006
119,119,"Briny Baird",25,0.7,844544,120450000,"PercentageofAvailablePurseWon",2006
119,119,"Ryan Palmer",30,0.7,1092850,156800000,"PercentageofAvailablePurseWon",2006
