"LaunchAngle_RANKTHISWEEK_2016","LaunchAngle_RANKLASTWEEK_2016","LaunchAngle_PLAYERNAME_2016","LaunchAngle_ROUNDS_2016","LaunchAngle_AVG_2016","LaunchAngle_TOTALVERTLAUNCHANGLE_2016","LaunchAngle_TOTALATTEMPTS_2016","LaunchAngle_LOWESTLAUNCHANGLE_2016","LaunchAngle_STEEPESTLAUNCHANGLE_2016","stat_name","year"
72,69,"Hiroshi Iwata",51,11.21,470.62,42,7.02,14.14,"LaunchAngle",2016
73,72,"Tyler Aldridge",53,11.2,470.37,42,7.46,15.79,"LaunchAngle",2016
74,69,"Chez Reavie",56,11.18,559,50,7.88,15.08,"LaunchAngle",2016
75,73,"Troy Merritt",41,11.15,356.68,32,8.59,13.42,"LaunchAngle",2016
76,73,"Webb Simpson",34,11.13,356.11,32,7.96,14.2,"LaunchAngle",2016
77,86,"Francesco Molinari",36,11.1,444.08,40,6.66,14.24,"LaunchAngle",2016
78,88,"Emiliano Grillo",47,11.09,421.48,38,6.01,13.59,"LaunchAngle",2016
78,77,"Charley Hoffman",49,11.09,521.11,47,6.11,15.14,"LaunchAngle",2016
80,79,"Ben Crane",48,11.08,498.73,45,8.73,13.83,"LaunchAngle",2016
81,82,"Scott Brown",59,11.07,575.4,52,6.73,13.79,"LaunchAngle",2016
82,82,"Jerry Kelly",44,11.05,364.76,33,7.27,14.45,"LaunchAngle",2016
82,82,"Carl Pettersson",31,11.05,331.57,30,7.19,15.44,"LaunchAngle",2016
84,82,"Robert Allenby",35,11.04,287.1,26,7.41,15.79,"LaunchAngle",2016
84,78,"Matt Every",34,11.04,430.61,39,7.78,15.96,"LaunchAngle",2016
84,91,"Martin Piller",37,11.04,298.06,27,7.74,12.67,"LaunchAngle",2016
87,90,"Patrick Rodgers",49,11.03,441.11,40,4.97,16.32,"LaunchAngle",2016
88,76,"Nick Taylor",57,11.02,506.78,46,8.66,14.6,"LaunchAngle",2016
89,87,"Chris Kirk",51,11,528.17,48,7.14,15.11,"LaunchAngle",2016
90,91,"Kevin Streelman",46,10.97,361.93,33,7.64,14.56,"LaunchAngle",2016
91,110,"Hideki Matsuyama",40,10.91,349.07,32,3.68,14.15,"LaunchAngle",2016
92,91,"Shawn Stefani",45,10.89,457.3,42,7.15,13.45,"LaunchAngle",2016
93,95,"Andy Sullivan",25,10.86,249.82,23,8.07,14.14,"LaunchAngle",2016
94,101,"Byeong Hun An",23,10.85,184.42,17,8.49,13.62,"LaunchAngle",2016
94,91,"Derek Fathauer",58,10.85,575.1,53,7.03,14.15,"LaunchAngle",2016
96,98,"David Lingmerth",54,10.83,519.92,48,6.53,16.13,"LaunchAngle",2016
96,96,"Peter Malnati",53,10.83,357.26,33,6.23,15.19,"LaunchAngle",2016
96,89,"Gary Woodland",45,10.83,368.35,34,5.95,13.64,"LaunchAngle",2016
99,102,"Jason Gore",51,10.82,475.93,44,7.8,14.13,"LaunchAngle",2016
100,104,"Vijay Singh",42,10.81,529.74,49,7.19,15.31,"LaunchAngle",2016
100,98,"Harold Varner III",58,10.81,572.75,53,8.13,15.2,"LaunchAngle",2016
102,97,"Sung Kang",51,10.8,496.74,46,1.2,16.07,"LaunchAngle",2016
103,100,"Colt Knost",56,10.78,582.28,54,6.83,13.63,"LaunchAngle",2016
104,119,"Angel Cabrera",42,10.73,375.41,35,5.24,14.79,"LaunchAngle",2016
105,105,"Mark Hubbard",73,10.69,716.05,67,7.74,13.22,"LaunchAngle",2016
106,114,"Robert Garrigus",34,10.67,266.87,25,7.74,13.97,"LaunchAngle",2016
107,114,"Cameron Tringale",47,10.66,500.8,47,7.02,14.2,"LaunchAngle",2016
108,105,"Matt Kuchar",46,10.64,436.39,41,5.67,14.25,"LaunchAngle",2016
109,107,"Adam Hadwin",53,10.6,551.23,52,7.38,13.76,"LaunchAngle",2016
110,117,"Whee Kim",54,10.57,465.17,44,6.93,14.36,"LaunchAngle",2016
110,107,"Geoff Ogilvy",37,10.57,380.6,36,6.31,13.28,"LaunchAngle",2016
112,112,"Jamie Lovemark",57,10.56,570.36,54,4.4,15.61,"LaunchAngle",2016
113,103,"Justin Hicks",26,10.55,337.74,32,7.22,14.08,"LaunchAngle",2016
114,109,"Brian Stuard",24,10.54,200.22,19,8.38,12.77,"LaunchAngle",2016
114,121,"Camilo Villegas",50,10.54,506.06,48,4.13,14.62,"LaunchAngle",2016
116,112,"DJ Trahan",23,10.53,115.82,11,5.03,15.14,"LaunchAngle",2016
117,117,"Billy Hurley III",22,10.5,178.5,17,8.3,12.55,"LaunchAngle",2016
118,119,"Bronson Burgoon",53,10.48,387.76,37,7.05,14.62,"LaunchAngle",2016
119,125,"Jason Bohn",37,10.46,198.8,19,7.17,13.25,"LaunchAngle",2016
120,122,"Rory McIlroy",37,10.44,260.99,25,5.82,12.97,"LaunchAngle",2016
121,123,"Dustin Johnson",37,10.43,260.68,25,5.15,13.41,"LaunchAngle",2016
122,114,"Martin Laird",46,10.42,374.97,36,7.17,13.39,"LaunchAngle",2016
122,111,"Steve Wheatcroft",53,10.42,500.07,48,7,15.91,"LaunchAngle",2016
124,126,"Patton Kizzire",57,10.41,520.62,50,6.93,15.37,"LaunchAngle",2016
125,124,"Steve Marino",40,10.39,280.46,27,5.49,13.43,"LaunchAngle",2016
126,126,"Chad Campbell",54,10.33,526.64,51,5.66,13.47,"LaunchAngle",2016
127,133,"Tom Hoge",47,10.31,371.33,36,8.24,13.03,"LaunchAngle",2016
128,129,"Kyle Reifers",63,10.26,584.64,57,5.61,13.8,"LaunchAngle",2016
129,128,"Cameron Smith",45,10.25,286.9,28,7.42,12.47,"LaunchAngle",2016
130,130,"Erik Compton",45,10.22,378.17,37,6.27,14.63,"LaunchAngle",2016
131,131,"Kevin Chappell",49,10.18,356.16,35,6.68,13,"LaunchAngle",2016
132,132,"Hudson Swafford",52,10.14,354.79,35,6.06,14.45,"LaunchAngle",2016
133,136,"Brendan Steele",48,10.1,363.42,36,5.58,13.25,"LaunchAngle",2016
134,133,"Jamie Donaldson",28,10.07,291.92,29,5.77,16.14,"LaunchAngle",2016
135,135,"Graeme McDowell",33,10.06,322.07,32,4.77,14.3,"LaunchAngle",2016
136,136,"Justin Leonard",28,10.04,281.16,28,7.14,11.92,"LaunchAngle",2016
137,138,"Seung Yul Noh",54,10.02,501.02,50,6.83,12.96,"LaunchAngle",2016
138,139,"Johnson Wagner",44,9.96,368.44,37,6.89,13.59,"LaunchAngle",2016
139,141,"Luke List",51,9.92,446.55,45,6.18,13.91,"LaunchAngle",2016
140,140,"Luke Guthrie",31,9.89,217.67,22,7.3,13.35,"LaunchAngle",2016
141,146,"Graham DeLaet",50,9.84,452.75,46,4.98,14.8,"LaunchAngle",2016
141,142,"Russell Henley",42,9.84,432.87,44,5.83,13.2,"LaunchAngle",2016
141,142,"Louis Oosthuizen",25,9.84,177.2,18,6.33,13.16,"LaunchAngle",2016
144,144,"Scott Langley",41,9.81,304.11,31,6.61,12.54,"LaunchAngle",2016
145,145,"Brooks Koepka",39,9.79,274.07,28,6.04,13.11,"LaunchAngle",2016
145,150,"Shane Lowry",35,9.79,264.45,27,5.39,13.08,"LaunchAngle",2016
147,146,"Ken Duke",26,9.76,302.66,31,4.76,14.16,"LaunchAngle",2016
148,148,"Abraham Ancer",26,9.67,154.71,16,6.12,13.3,"LaunchAngle",2016
149,152,"Brendon de Jonge",55,9.64,453.17,47,5.43,15.86,"LaunchAngle",2016
150,149,"Bubba Watson",30,9.62,173.09,18,5.26,14.06,"LaunchAngle",2016
151,154,"Harris English",51,9.61,374.77,39,6.7,12.47,"LaunchAngle",2016
152,153,"William McGirt",54,9.6,451.24,47,5.13,12.01,"LaunchAngle",2016
153,151,"Chad Collins",45,9.57,382.64,40,5.29,14.16,"LaunchAngle",2016
154,161,"Fabian Gomez",49,9.53,486.14,51,6.67,12.68,"LaunchAngle",2016
155,155,"Stewart Cink",45,9.52,304.49,32,5.89,11.9,"LaunchAngle",2016
156,162,"Patrick Reed",53,9.5,398.87,42,6.43,12.86,"LaunchAngle",2016
157,157,"Bernd Wiesberger",23,9.47,179.85,19,5.95,14.66,"LaunchAngle",2016
158,156,"Spencer Levin",62,9.46,539.05,57,6.33,16.5,"LaunchAngle",2016
158,158,"Dicky Pride",33,9.46,245.85,26,6.59,12.03,"LaunchAngle",2016
160,165,"Scott Pinckney",53,9.44,377.7,40,4.99,13.01,"LaunchAngle",2016
161,159,"Russell Knox",48,9.43,377.07,40,4.22,12.3,"LaunchAngle",2016
162,160,"Jason Kokrak",52,9.42,386.08,41,6.03,13.81,"LaunchAngle",2016
163,163,"Ian Poulter",37,9.38,271.98,29,5.47,14.36,"LaunchAngle",2016
164,164,"Jason Dufner",53,9.33,448.02,48,4.36,13.54,"LaunchAngle",2016
165,167,"Aaron Baddeley",51,9.27,333.78,36,5.73,11.95,"LaunchAngle",2016
166,166,"Daniel Summerhays",55,9.26,472.22,51,5.09,13.03,"LaunchAngle",2016
167,171,"Si Woo Kim",63,9.25,517.97,56,4,14.72,"LaunchAngle",2016
168,169,"Pat Perez",28,9.23,166.13,18,6.36,12.07,"LaunchAngle",2016
169,178,"Adam Scott",39,9.21,248.79,27,4.6,12.54,"LaunchAngle",2016
170,172,"Kyle Stanley",57,9.19,542.04,59,1.26,13.67,"LaunchAngle",2016
171,170,"Bryce Molder",50,9.18,449.63,49,4.14,13.15,"LaunchAngle",2016
172,168,"Roberto Castro",55,9.17,467.9,51,5.93,13.62,"LaunchAngle",2016
173,173,"Shane Bertsch",30,9.11,154.94,17,5,13.19,"LaunchAngle",2016
174,174,"Charlie Beljan",26,9.1,118.36,13,6.28,12.7,"LaunchAngle",2016
175,176,"Marc Leishman",41,9.07,299.31,33,4.5,12.96,"LaunchAngle",2016
176,177,"Andres Gonzales",46,8.99,341.51,38,5.09,13.7,"LaunchAngle",2016
177,175,"Steven Bowditch",40,8.98,260.31,29,5.13,13.18,"LaunchAngle",2016
178,179,"Jim Herman",55,8.91,391.99,44,5.91,11.1,"LaunchAngle",2016
179,180,"Charl Schwartzel",29,8.85,203.53,23,5.69,11.34,"LaunchAngle",2016
179,180,"Will Wilcox",47,8.85,345.05,39,2.69,12.31,"LaunchAngle",2016
181,182,"Henrik Norlander",41,8.81,264.2,30,4.28,12.78,"LaunchAngle",2016
182,183,"Tony Finau",49,8.72,287.67,33,3.66,12.79,"LaunchAngle",2016
183,185,"Lucas Glover",53,8.62,491.23,57,3.8,13.14,"LaunchAngle",2016
184,184,"Derek Ernst",36,8.61,189.52,22,6.61,10,"LaunchAngle",2016
185,189,"John Senden",48,8.54,170.73,20,4.72,12.72,"LaunchAngle",2016
186,186,"Boo Weekley",53,8.48,415.73,49,3.57,12.11,"LaunchAngle",2016
187,187,"Steve Stricker",25,8.47,220.19,26,4.82,11.49,"LaunchAngle",2016
188,192,"Henrik Stenson",30,8.46,93.08,11,5.38,11.71,"LaunchAngle",2016
189,188,"Miguel Angel Carballo",24,8.45,92.91,11,5.09,11.14,"LaunchAngle",2016
189,191,"Paul Casey",39,8.45,253.36,30,4.34,11.62,"LaunchAngle",2016
191,190,"Freddie Jacobson",54,8.31,382.07,46,5.25,13.72,"LaunchAngle",2016
192,193,"Matt Jones",45,8.22,189.06,23,4.47,12.03,"LaunchAngle",2016
192,196,"Andrew Loupe",50,8.22,386.44,47,3.75,11.07,"LaunchAngle",2016
194,194,"Greg Owen",56,8.19,392.91,48,4.41,10.79,"LaunchAngle",2016
195,196,"Dawie van der Walt",48,8.15,285.08,35,4.09,13.22,"LaunchAngle",2016
196,195,"Ben Martin",48,8.13,365.68,45,4.92,11.66,"LaunchAngle",2016
197,198,"Kevin Na",52,7.99,295.47,37,3.64,11.94,"LaunchAngle",2016
198,201,"Rob Oppenheim",37,7.92,245.66,31,4.51,11.97,"LaunchAngle",2016
199,199,"Matthew Fitzpatrick",23,7.74,139.24,18,4.25,10.72,"LaunchAngle",2016
200,200,"Charles Howell III",63,7.69,453.56,59,4.03,11.62,"LaunchAngle",2016
201,202,"George McNeill",33,7.46,238.6,32,4.33,10.34,"LaunchAngle",2016
201,204,"Robert Streb",51,7.46,343.39,46,3.94,11.5,"LaunchAngle",2016
203,203,"Sergio Garcia",28,7.27,101.83,14,3.83,11.81,"LaunchAngle",2016
204,205,"Branden Grace",31,6.89,151.48,22,3.44,11.99,"LaunchAngle",2016
205,206,"Ollie Schniederjans",23,6.8,108.87,16,3.74,9.76,"LaunchAngle",2016
206,207,"Jhonattan Vegas",49,6.64,239.17,36,4.37,10.43,"LaunchAngle",2016
207,208,"Ricky Barnes",57,5.88,246.88,42,3.16,9.77,"LaunchAngle",2016
