"ShortGameRating_RANKTHISWEEK_2011","ShortGameRating_RANKLASTWEEK_2011","ShortGameRating_PLAYERNAME_2011","ShortGameRating_EVENTS_2011","ShortGameRating_RATING_2011","stat_name","year"
63,63,"Stephen Ames",10,6.7,"ShortGameRating",2011
63,63,"Brian Davis",20,6.7,"ShortGameRating",2011
63,63,"Hunter Haas",14,6.7,"ShortGameRating",2011
63,63,"Ryo Ishikawa",2,6.7,"ShortGameRating",2011
63,63,"Brandt Jobe",16,6.7,"ShortGameRating",2011
63,63,"Sung Kang",7,6.7,"ShortGameRating",2011
63,63,"Jerry Kelly",13,6.7,"ShortGameRating",2011
63,63,"John Mallinger",5,6.7,"ShortGameRating",2011
63,63,"Phil Mickelson",13,6.7,"ShortGameRating",2011
63,63,"Nick OHern",14,6.7,"ShortGameRating",2011
63,63,"Tom Pernice Jr",6,6.7,"ShortGameRating",2011
63,63,"DA Points",17,6.7,"ShortGameRating",2011
63,63,"Jordan Spieth",1,6.7,"ShortGameRating",2011
63,63,"Andre Stolz",2,6.7,"ShortGameRating",2011
63,63,"Daniel Summerhays",7,6.7,"ShortGameRating",2011
63,63,"Kevin Sutherland",5,6.7,"ShortGameRating",2011
63,63,"Scott Verplank",6,6.7,"ShortGameRating",2011
80,80,"Thomas Bjorn",2,6.6,"ShortGameRating",2011
80,80,"Steve Flesch",15,6.6,"ShortGameRating",2011
80,80,"Sergio Garcia",8,6.6,"ShortGameRating",2011
80,80,"Nathan Green",10,6.6,"ShortGameRating",2011
80,80,"Padraig Harrington",10,6.6,"ShortGameRating",2011
80,80,"Charles Howell III",19,6.6,"ShortGameRating",2011
80,80,"Ryuji Imada",11,6.6,"ShortGameRating",2011
80,80,"Lee Janzen",10,6.6,"ShortGameRating",2011
80,80,"Derek Lamely",7,6.6,"ShortGameRating",2011
80,80,"Geoff Ogilvy",10,6.6,"ShortGameRating",2011
80,80,"Michael Putnam",9,6.6,"ShortGameRating",2011
80,80,"Webb Simpson",19,6.6,"ShortGameRating",2011
80,80,"Vijay Singh",13,6.6,"ShortGameRating",2011
80,80,"David Toms",12,6.6,"ShortGameRating",2011
80,80,"Mark Wilson",12,6.6,"ShortGameRating",2011
95,95,"Shane Bertsch",10,6.5,"ShortGameRating",2011
95,95,"Craig Bowden",1,6.5,"ShortGameRating",2011
95,95,"Stewart Cink",11,6.5,"ShortGameRating",2011
95,95,"Will Claxton",1,6.5,"ShortGameRating",2011
95,95,"Ernie Els",12,6.5,"ShortGameRating",2011
95,95,"Andres Gonzales",6,6.5,"ShortGameRating",2011
95,95,"Todd Hamilton",3,6.5,"ShortGameRating",2011
95,95,"Peter Hanson",3,6.5,"ShortGameRating",2011
95,95,"Trevor Immelman",13,6.5,"ShortGameRating",2011
95,95,"Chris Kirk",14,6.5,"ShortGameRating",2011
95,95,"Matt McQuillan",6,6.5,"ShortGameRating",2011
95,95,"Louis Oosthuizen",5,6.5,"ShortGameRating",2011
95,95,"Sam Saunders",2,6.5,"ShortGameRating",2011
95,95,"Heath Slocum",12,6.5,"ShortGameRating",2011
95,95,"YE Yang",7,6.5,"ShortGameRating",2011
110,110,"Chris Baryla",1,6.4,"ShortGameRating",2011
110,110,"Cameron Beckman",9,6.4,"ShortGameRating",2011
110,110,"Rich Beem",4,6.4,"ShortGameRating",2011
110,110,"Keegan Bradley",14,6.4,"ShortGameRating",2011
110,110,"Chris DiMarco",14,6.4,"ShortGameRating",2011
110,110,"Todd Fischer",1,6.4,"ShortGameRating",2011
110,110,"Jim Furyk",11,6.4,"ShortGameRating",2011
110,110,"Retief Goosen",8,6.4,"ShortGameRating",2011
110,110,"Adam Hadwin",4,6.4,"ShortGameRating",2011
110,110,"Anders Hansen",2,6.4,"ShortGameRating",2011
110,110,"Billy Horschel",10,6.4,"ShortGameRating",2011
110,110,"Martin Kaymer",5,6.4,"ShortGameRating",2011
110,110,"Bio Kim",8,6.4,"ShortGameRating",2011
110,110,"Spencer Levin",21,6.4,"ShortGameRating",2011
110,110,"Sean OHair",10,6.4,"ShortGameRating",2011
110,110,"Joe Ogilvie",9,6.4,"ShortGameRating",2011
110,110,"Rod Pampling",12,6.4,"ShortGameRating",2011
110,110,"Pat Perez",12,6.4,"ShortGameRating",2011
110,110,"Scott Piercy",13,6.4,"ShortGameRating",2011
110,110,"Andres Romero",15,6.4,"ShortGameRating",2011
110,110,"Nate Smith",7,6.4,"ShortGameRating",2011
110,110,"DJ Trahan",14,6.4,"ShortGameRating",2011
110,110,"Marc Turnesa",5,6.4,"ShortGameRating",2011
110,110,"Dean Wilson",9,6.4,"ShortGameRating",2011
134,134,"Notah Begay III",1,6.3,"ShortGameRating",2011
134,134,"Kevin Chappell",9,6.3,"ShortGameRating",2011
134,134,"Robert Garrigus",14,6.3,"ShortGameRating",2011
134,134,"Mathias Gronberg",1,6.3,"ShortGameRating",2011
134,134,"David Hearn",13,6.3,"ShortGameRating",2011
134,134,"Freddie Jacobson",15,6.3,"ShortGameRating",2011
134,134,"Anthony Kim",8,6.3,"ShortGameRating",2011
134,134,"Marc Leishman",14,6.3,"ShortGameRating",2011
134,134,"William McGirt",16,6.3,"ShortGameRating",2011
134,134,"Alexander Noren",1,6.3,"ShortGameRating",2011
134,134,"Tim Petrovic",12,6.3,"ShortGameRating",2011
134,134,"Rory Sabbatini",12,6.3,"ShortGameRating",2011
134,134,"Brendan Steele",13,6.3,"ShortGameRating",2011
134,134,"Kevin Streelman",15,6.3,"ShortGameRating",2011
134,134,"Jimmy Walker",14,6.3,"ShortGameRating",2011
134,134,"Charlie Wi",16,6.3,"ShortGameRating",2011
134,134,"Jay Williamson",1,6.3,"ShortGameRating",2011
151,151,"Arjun Atwal",15,6.2,"ShortGameRating",2011
151,151,"Fred Couples",3,6.2,"ShortGameRating",2011
151,151,"Ben Crane",11,6.2,"ShortGameRating",2011
151,151,"Harrison Frazar",6,6.2,"ShortGameRating",2011
151,151,"Robert Gamez",2,6.2,"ShortGameRating",2011
151,151,"Paul Goydos",14,6.2,"ShortGameRating",2011
151,151,"Scott Gutschewski",6,6.2,"ShortGameRating",2011
151,151,"JJ Henry",16,6.2,"ShortGameRating",2011
151,151,"Tim Herron",12,6.2,"ShortGameRating",2011
151,151,"Charley Hoffman",16,6.2,"ShortGameRating",2011
151,151,"Justin Leonard",14,6.2,"ShortGameRating",2011
151,151,"Jarrod Lyle",10,6.2,"ShortGameRating",2011
151,151,"Ryan Moore",13,6.2,"ShortGameRating",2011
151,151,"Ryan Palmer",9,6.2,"ShortGameRating",2011
151,151,"Jaebum Park",1,6.2,"ShortGameRating",2011
151,151,"Henrik Stenson",4,6.2,"ShortGameRating",2011
151,151,"Josh Teater",18,6.2,"ShortGameRating",2011
151,151,"Cameron Tringale",18,6.2,"ShortGameRating",2011
151,151,"Peter Uihlein",2,6.2,"ShortGameRating",2011
151,151,"Bo Van Pelt",14,6.2,"ShortGameRating",2011
151,151,"Lee Westwood",5,6.2,"ShortGameRating",2011
172,172,"Robert Allenby",14,6.1,"ShortGameRating",2011
172,172,"Stuart Appleby",10,6.1,"ShortGameRating",2011
172,172,"Matt Bettencourt",13,6.1,"ShortGameRating",2011
172,172,"Guy Boros",1,6.1,"ShortGameRating",2011
172,172,"Paul Casey",5,6.1,"ShortGameRating",2011
172,172,"Chris Couch",15,6.1,"ShortGameRating",2011
172,172,"Rickie Fowler",14,6.1,"ShortGameRating",2011
172,172,"JB Holmes",12,6.1,"ShortGameRating",2011
172,172,"Matt Jones",9,6.1,"ShortGameRating",2011
172,172,"Kevin Kisner",6,6.1,"ShortGameRating",2011
172,172,"Steve Marino",11,6.1,"ShortGameRating",2011
172,172,"Graeme McDowell",7,6.1,"ShortGameRating",2011
172,172,"Dicky Pride",3,6.1,"ShortGameRating",2011
172,172,"Jeff Quinney",3,6.1,"ShortGameRating",2011
172,172,"Jonathan Randolph",1,6.1,"ShortGameRating",2011
172,172,"Jim Renner",7,6.1,"ShortGameRating",2011
172,172,"Adam Scott",8,6.1,"ShortGameRating",2011
172,172,"Chris Stroud",12,6.1,"ShortGameRating",2011
172,172,"Chris Tidland",1,6.1,"ShortGameRating",2011
172,172,"Johnson Wagner",10,6.1,"ShortGameRating",2011
172,172,"Mike Weir",2,6.1,"ShortGameRating",2011
193,193,"Thomas Aiken",1,6,"ShortGameRating",2011
193,193,"Briny Baird",9,6,"ShortGameRating",2011
193,193,"Ricky Barnes",12,6,"ShortGameRating",2011
193,193,"Bobby Gates",7,6,"ShortGameRating",2011
193,193,"Mathew Goggin",1,6,"ShortGameRating",2011
193,193,"Mark Hensby",1,6,"ShortGameRating",2011
193,193,"Morgan Hoffmann",2,6,"ShortGameRating",2011
193,193,"Martin Laird",14,6,"ShortGameRating",2011
193,193,"Peter Lonard",2,6,"ShortGameRating",2011
193,193,"Bill Lunde",14,6,"ShortGameRating",2011
193,193,"Hunter Mahan",19,6,"ShortGameRating",2011
193,193,"Cameron Percy",5,6,"ShortGameRating",2011
193,193,"Alexandre Rocha",7,6,"ShortGameRating",2011
193,193,"John Rollins",13,6,"ShortGameRating",2011
193,193,"Michael Sim",4,6,"ShortGameRating",2011
193,193,"Vaughn Taylor",14,6,"ShortGameRating",2011
209,209,"Kris Blanks",12,5.9,"ShortGameRating",2011
209,209,"Jason Bohn",14,5.9,"ShortGameRating",2011
209,209,"Joseph Bramlett",9,5.9,"ShortGameRating",2011
209,209,"SSP Chawrasia",1,5.9,"ShortGameRating",2011
209,209,"Michael Connell",10,5.9,"ShortGameRating",2011
209,209,"Bill Haas",15,5.9,"ShortGameRating",2011
209,209,"JP Hayes",6,5.9,"ShortGameRating",2011
209,209,"Justin Hicks",3,5.9,"ShortGameRating",2011
209,209,"Robert Karlsson",9,5.9,"ShortGameRating",2011
209,209,"John Merrick",11,5.9,"ShortGameRating",2011
209,209,"Alex Prugh",10,5.9,"ShortGameRating",2011
209,209,"Kyle Stanley",14,5.9,"ShortGameRating",2011
209,209,"Jhonattan Vegas",11,5.9,"ShortGameRating",2011
209,209,"Camilo Villegas",7,5.9,"ShortGameRating",2011
209,209,"Garrett Willis",10,5.9,"ShortGameRating",2011
224,224,"Steven Bowditch",14,5.8,"ShortGameRating",2011
224,224,"Chad Campbell",18,5.8,"ShortGameRating",2011
224,224,"Brendon de Jonge",18,5.8,"ShortGameRating",2011
224,224,"Lucas Glover",13,5.8,"ShortGameRating",2011
224,224,"Jeff Klauk",1,5.8,"ShortGameRating",2011
224,224,"Frank Lickliter II",6,5.8,"ShortGameRating",2011
224,224,"Will Ma Kenzie",5,5.8,"ShortGameRating",2011
224,224,"Jeff Maggert",6,5.8,"ShortGameRating",2011
224,224,"David Mathis",12,5.8,"ShortGameRating",2011
224,224,"Troy Matteson",15,5.8,"ShortGameRating",2011
224,224,"Zack Miller",11,5.8,"ShortGameRating",2011
224,224,"Carl Pettersson",17,5.8,"ShortGameRating",2011
224,224,"Kevin Stadler",12,5.8,"ShortGameRating",2011
224,224,"Roland Thatcher",9,5.8,"ShortGameRating",2011
224,224,"Brett Wetterich",5,5.8,"ShortGameRating",2011
239,239,"Blake Adams",22,5.7,"ShortGameRating",2011
239,239,"John Daly",6,5.7,"ShortGameRating",2011
239,239,"David Duval",7,5.7,"ShortGameRating",2011
239,239,"Tommy Gainey",15,5.7,"ShortGameRating",2011
239,239,"Jim Herman",9,5.7,"ShortGameRating",2011
239,239,"Richard Johnson",9,5.7,"ShortGameRating",2011
239,239,"JL Lewis",1,5.7,"ShortGameRating",2011
239,239,"George McNeill",9,5.7,"ShortGameRating",2011
239,239,"Jesper Parnevik",3,5.7,"ShortGameRating",2011
239,239,"Carl Paulson",2,5.7,"ShortGameRating",2011
239,239,"Martin Piller",7,5.7,"ShortGameRating",2011
239,239,"Fran Quinn",3,5.7,"ShortGameRating",2011
239,239,"Chez Reavie",16,5.7,"ShortGameRating",2011
239,239,"Tag Ridings",12,5.7,"ShortGameRating",2011
239,239,"Matt Weibring",2,5.7,"ShortGameRating",2011
239,239,"Gary Woodland",13,5.7,"ShortGameRating",2011
255,255,"Michael Allen",2,5.6,"ShortGameRating",2011
255,255,"Matt Every",2,5.6,"ShortGameRating",2011
255,255,"Matteo Manassero",3,5.6,"ShortGameRating",2011
255,255,"Aron Price",8,5.6,"ShortGameRating",2011
255,255,"Tiger Woods",5,5.6,"ShortGameRating",2011
260,260,"Michael Bradley",10,5.5,"ShortGameRating",2011
260,260,"James Driscoll",10,5.5,"ShortGameRating",2011
260,260,"Miguel Angel Jimenez",2,5.5,"ShortGameRating",2011
260,260,"Jeff Overton",15,5.5,"ShortGameRating",2011
260,260,"Anthony Paolucci",1,5.5,"ShortGameRating",2011
260,260,"John Senden",16,5.5,"ShortGameRating",2011
260,260,"Scott Stallings",10,5.5,"ShortGameRating",2011
267,267,"Mark Calcavecchia",2,5.4,"ShortGameRating",2011
267,267,"Simon Dyson",1,5.4,"ShortGameRating",2011
267,267,"Dustin Johnson",12,5.4,"ShortGameRating",2011
267,267,"WC Liang",1,5.4,"ShortGameRating",2011
267,267,"Scott McCarron",7,5.4,"ShortGameRating",2011
267,267,"Nick Price",1,5.4,"ShortGameRating",2011
273,273,"Ross Fisher",2,5.3,"ShortGameRating",2011
273,273,"Kent Jones",12,5.3,"ShortGameRating",2011
273,273,"Shigeki Maruyama",1,5.3,"ShortGameRating",2011
273,273,"Bob May",1,5.3,"ShortGameRating",2011
273,273,"Seung Yul Noh",1,5.3,"ShortGameRating",2011
273,273,"Charles Warren",3,5.3,"ShortGameRating",2011
279,279,"Fabian Gomez",12,5.2,"ShortGameRating",2011
279,279,"Colt Knost",10,5.2,"ShortGameRating",2011
279,279,"Tom Lehman",2,5.2,"ShortGameRating",2011
279,279,"Bubba Watson",14,5.2,"ShortGameRating",2011
283,283,"Erik Compton",3,5.1,"ShortGameRating",2011
283,283,"Rhys Davies",1,5.1,"ShortGameRating",2011
283,283,"Garth Mulroy",1,5.1,"ShortGameRating",2011
283,283,"Peter Tomasulo",3,5.1,"ShortGameRating",2011
287,287,"Steve Allan",1,5,"ShortGameRating",2011
287,287,"Josh Broadaway",1,5,"ShortGameRating",2011
287,287,"Ben Martin",9,5,"ShortGameRating",2011
287,287,"Rory McIlroy",4,5,"ShortGameRating",2011
287,287,"Alvaro Quiros",3,5,"ShortGameRating",2011
287,287,"Will Strickler",5,5,"ShortGameRating",2011
293,293,"Angel Cabrera",6,4.9,"ShortGameRating",2011
293,293,"Duffy Waldorf",2,4.9,"ShortGameRating",2011
295,295,"Billy Hurley III",1,4.8,"ShortGameRating",2011
295,295,"Yuta Ikeda",3,4.8,"ShortGameRating",2011
295,295,"Pablo Larrazabal",1,4.8,"ShortGameRating",2011
295,295,"Jamie Lovemark",1,4.8,"ShortGameRating",2011
295,295,"Boo Weekley",9,4.8,"ShortGameRating",2011
300,300,"Alex Aragon",1,4.7,"ShortGameRating",2011
300,300,"Edoardo Molinari",6,4.7,"ShortGameRating",2011
302,302,"Hiroyuki Fujita",1,4.6,"ShortGameRating",2011
303,303,"Jason Gore",1,4.4,"ShortGameRating",2011
303,303,"Martin Trainer",1,4.4,"ShortGameRating",2011
305,305,"Brian Bateman",1,4.3,"ShortGameRating",2011
305,305,"Dustin Risdon",1,4.3,"ShortGameRating",2011
307,307,"Ted Purdy",1,4.1,"ShortGameRating",2011
308,308,"Darren Clarke",1,3.8,"ShortGameRating",2011
308,308,"Erick Justesen",1,3.8,"ShortGameRating",2011
