"PuttsPerRound_RANKTHISWEEK_2011","PuttsPerRound_RANKLASTWEEK_2011","PuttsPerRound_PLAYERNAME_2011","PuttsPerRound_ROUNDS_2011","PuttsPerRound_AVG_2011","PuttsPerRound_TOTALPUTTS_2011","PuttsPerRound_TOTALROUNDS_2011","PuttsPerRound_LOWTOTALPUTTS_2011","stat_name","year"
1,1,"Kevin Na",84,27.75,2331,84,22,"PuttsPerRound",2011
2,2,"Greg Chalmers",88,27.77,2388,86,22,"PuttsPerRound",2011
3,3,"Steve Stricker",70,27.96,1929,69,22,"PuttsPerRound",2011
4,4,"Luke Donald",73,28.03,1878,67,22,"PuttsPerRound",2011
5,5,"Freddie Jacobson",92,28.19,2368,84,23,"PuttsPerRound",2011
6,6,"Brian Gay",90,28.28,2432,86,20,"PuttsPerRound",2011
7,7,"Rickie Fowler",84,28.35,2296,81,21,"PuttsPerRound",2011
8,8,"Jason Day",76,28.37,2071,73,23,"PuttsPerRound",2011
9,9,"Bryce Molder",82,28.38,2270,80,23,"PuttsPerRound",2011
10,10,"Aaron Baddeley",77,28.39,2129,75,22,"PuttsPerRound",2011
11,11,"Andres Romero",77,28.41,2131,75,22,"PuttsPerRound",2011
11,11,"Charlie Wi",83,28.41,2358,83,23,"PuttsPerRound",2011
13,13,"Nick Watney",80,28.44,2190,77,22,"PuttsPerRound",2011
14,14,"Ryan Moore",79,28.47,2135,75,22,"PuttsPerRound",2011
14,14,"Geoff Ogilvy",69,28.47,1879,66,24,"PuttsPerRound",2011
16,16,"Brandt Snedeker",85,28.51,2423,85,23,"PuttsPerRound",2011
17,17,"Matt Kuchar",94,28.52,2510,88,24,"PuttsPerRound",2011
18,18,"Chris Couch",73,28.53,2083,73,23,"PuttsPerRound",2011
19,19,"Steve Flesch",88,28.55,2398,84,22,"PuttsPerRound",2011
20,20,"Jimmy Walker",79,28.57,2257,79,22,"PuttsPerRound",2011
21,21,"Anthony Kim",72,28.59,2030,71,22,"PuttsPerRound",2011
22,22,"Joe Ogilvie",75,28.63,1918,67,24,"PuttsPerRound",2011
23,23,"Scott McCarron",65,28.64,1747,61,23,"PuttsPerRound",2011
23,23,"Tim Petrovic",88,28.64,2406,84,22,"PuttsPerRound",2011
25,25,"Dean Wilson",62,28.66,1777,62,22,"PuttsPerRound",2011
26,26,"Nate Smith",66,28.68,1721,60,22,"PuttsPerRound",2011
27,27,"YE Yang",63,28.69,1693,59,24,"PuttsPerRound",2011
