"YTDRoundsin60sStreak_RANKTHISWEEK_2007","YTDRoundsin60sStreak_RANKLASTWEEK_2007","YTDRoundsin60sStreak_PLAYERNAME_2007","YTDRoundsin60sStreak__2007","YTDRoundsin60sStreak_BESTSTREAK_2007","stat_name","year"
110,110,"Chris Tidland",NA,3,"YTDRoundsin60sStreak",2007
110,110,"Bob Tway",NA,3,"YTDRoundsin60sStreak",2007
110,110,"Jaco Van Zyl",NA,3,"YTDRoundsin60sStreak",2007
110,110,"Camilo Villegas",NA,3,"YTDRoundsin60sStreak",2007
110,110,"Brett Wetterich",NA,3,"YTDRoundsin60sStreak",2007
110,110,"Garrett Willis",NA,3,"YTDRoundsin60sStreak",2007
110,110,"Mark Wilson",NA,3,"YTDRoundsin60sStreak",2007
180,180,"Arjun Atwal",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Andy Bare",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Craig Barlow",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Brian Bateman",NA,2,"YTDRoundsin60sStreak",2007
180,180,"David Berganio Jr",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Shane Bertsch",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Michael Boyd",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Michael Bradley",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Jeff Brehaut",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Markus Brier",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Olin Browne",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Andrew Buckle",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Angel Cabrera",NA,2,"YTDRoundsin60sStreak",2007
180,180,"John Cook",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Chris Couch",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Kris Cox",NA,2,"YTDRoundsin60sStreak",2007
180,180,"John Daly",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Brendon de Jonge",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Danny Ellis",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Matt Every",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Carlos Franco",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Tadd Fujikawa",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Brent Geiberger",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Retief Goosen",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Paul Goydos",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Scott Gump",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Scott Gutschewski",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Todd Hamilton",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Dudley Hart",NA,2,"YTDRoundsin60sStreak",2007
180,180,"David Howell",NA,2,"YTDRoundsin60sStreak",2007
180,180,"John Huston",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Trevor Immelman",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Tom Johnson",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Richard Johnson",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Robert Karlsson",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Doug LaBelle II",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Frank Lickliter II",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Davis Love III",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Bill Lunde",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Bob May",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Rocco Mediate",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Bryce Molder",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Ryan Moore",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Jonathan Moore",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Corey Pavin",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Kyle Reifers",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Tag Ridings",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Jason Schultz",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Wes Short Jr",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Jeff Sluman",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Jerry Smith",NA,2,"YTDRoundsin60sStreak",2007
180,180,"BJ Staten",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Darron Stiles",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Kirk Triplett",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Vance Veazey",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Grant Waite",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Duffy Waldorf",NA,2,"YTDRoundsin60sStreak",2007
180,180,"Lee Westwood",NA,2,"YTDRoundsin60sStreak",2007
